Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Daryl Williams,T,85,100%,0,0%,4,14%
Josh Allen,QB,85,100%,0,0%,0,0%
Mitch Morse,C,85,100%,0,0%,0,0%
Jon Feliciano,G,85,100%,0,0%,0,0%
Dion Dawkins,T,84,99%,0,0%,4,14%
Emmanuel Sanders,WR,79,93%,0,0%,0,0%
Stefon Diggs,WR,79,93%,0,0%,0,0%
Cole Beasley,WR,77,91%,0,0%,0,0%
Cody Ford,G,75,88%,0,0%,4,14%
Devin Singletary,RB,64,75%,0,0%,0,0%
Dawson Knox,TE,48,56%,0,0%,0,0%
Gabriel Davis,WR,43,51%,0,0%,0,0%
Isaiah McKenzie,WR,15,18%,0,0%,12,42%
Matt Breida,RB,10,12%,0,0%,9,31%
Ike Boettger,G,10,12%,0,0%,4,14%
Spencer Brown,T,4,5%,0,0%,4,14%
Jake Kumerow,WR,3,4%,0,0%,19,66%
Reggie Gilliam,FB,2,2%,0,0%,23,80%
Tommy Sweeney,TE,2,2%,0,0%,0,0%
Jordan Poyer,SS,0,0%,58,100%,10,35%
Micah Hyde,FS,0,0%,58,100%,6,21%
Tremaine Edmunds,LB,0,0%,58,100%,5,17%
Tre'Davious White,CB,0,0%,58,100%,5,17%
Matt Milano,LB,0,0%,58,100%,1,3%
Levi Wallace,CB,0,0%,58,100%,0,0%
Taron Johnson,CB,0,0%,58,100%,0,0%
Ed Oliver,DT,0,0%,36,62%,0,0%
Jerry Hughes,DE,0,0%,33,57%,0,0%
Gregory Rousseau,DE,0,0%,30,52%,5,17%
Vernon Butler,DT,0,0%,29,50%,5,17%
Mario Addison,DE,0,0%,26,45%,0,0%
Justin Zimmer,DT,0,0%,23,40%,4,14%
Harrison Phillips,DT,0,0%,21,36%,4,14%
A.J. Epenesa,DE,0,0%,19,33%,16,55%
Efe Obada,DE,0,0%,15,26%,1,3%
Tyler Matakevich,LB,0,0%,0,0%,25,86%
Taiwan Jones,RB,0,0%,0,0%,25,86%
Siran Neal,CB,0,0%,0,0%,20,69%
Jaquan Johnson,FS,0,0%,0,0%,20,69%
A.J. Klein,LB,0,0%,0,0%,19,66%
Tyrel Dodson,LB,0,0%,0,0%,19,66%
Damar Hamlin,SS,0,0%,0,0%,11,38%
Tyler Bass,K,0,0%,0,0%,9,31%
Matt Haack,P,0,0%,0,0%,8,28%
Reid Ferguson,LS,0,0%,0,0%,8,28%
Dane Jackson,CB,0,0%,0,0%,5,17%
Ryan Bates,C,0,0%,0,0%,4,14%
