Quarter,Time,Tm,Detail,CIN,BAL
1.0,10:40,Ravens,Justin Tucker 46 yard field goal,0,3
,0:40,Ravens,Mark Andrews 5 yard pass from Lamar Jackson (Justin Tucker kick),0,10
2.0,14:56,Ravens,Marquise Brown 2 yard pass from Lamar Jackson (Justin Tucker kick),0,17
3.0,2:36,Ravens,Justin Tucker 39 yard field goal,0,20
4.0,8:21,Ravens,Patrick Queen 53 yard fumble return (Justin Tucker kick),0,27
,0:32,Bengals,Randy Bullock 38 yard field goal,3,27
