Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CIN 25,0,0,Joe Burrow pass complete short middle to Drew Sample for 14 yards (tackle by Chuck Clark and DeShon Elliott),0.610,1.530
1,14:24,1,10,CIN 39,0,0,Joe Mixon right guard for 5 yards (tackle by Pernell McPhee),1.530,1.660
1,13:47,2,5,CIN 44,0,0,Joe Burrow pass incomplete short left intended for Tee Higgins,1.660,0.960
1,13:43,3,5,CIN 44,0,0,Joe Burrow sacked by Jimmy Smith for -1 yards,0.960,-0.520
1,12:58,4,6,CIN 43,0,0,"Kevin Huber punts 57 yards, touchback.",-0.520,-0.280
1,12:47,1,10,BAL 20,0,0,Lamar Jackson pass complete short right to Patrick Ricard for 7 yards (tackle by Germaine Pratt),0.280,0.680
1,12:12,2,3,BAL 27,0,0,Devin Duvernay left end for 42 yards (tackle by Jessie Bates),0.680,3.510
1,11:30,1,10,CIN 31,0,0,Lamar Jackson pass incomplete deep middle intended for Marquise Brown,3.510,2.970
1,11:24,2,10,CIN 31,0,0,Mark Ingram right guard for 3 yards (tackle by Germaine Pratt),2.970,2.680
1,10:48,3,7,CIN 28,0,0,Lamar Jackson pass incomplete deep middle intended for Mark Andrews (defended by Jessie Bates),2.680,1.590
1,10:44,4,7,CIN 28,0,3,Justin Tucker 46 yard field goal good,1.590,3.000
1,10:40,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,10:40,1,10,CIN 25,0,3,Joe Mixon right tackle for 5 yards (tackle by Justin Madubuike and Jaylon Ferguson),0.610,0.740
1,10:05,2,5,CIN 30,0,3,Joe Burrow pass complete deep right to Tee Higgins for 26 yards (tackle by Marcus Peters),0.740,2.650
1,9:27,1,10,BAL 44,0,3,Joe Mixon left guard for 1 yard (tackle by Matt Judon),2.650,2.250
1,8:51,2,9,BAL 43,0,3,Joe Burrow pass incomplete short middle intended for Tyler Boyd,2.250,1.550
1,8:47,3,9,BAL 43,0,3,Joe Burrow up the middle for 6 yards (tackle by Pernell McPhee),1.550,0.790
1,8:05,,,,,,Timeout #1 by Cincinnati Bengals,,
1,8:05,4,3,BAL 37,0,3,Joe Burrow pass incomplete deep right intended for Tyler Boyd,0.790,-1.470
1,7:59,1,10,BAL 38,0,3,Mark Ingram right tackle for 4 yards (tackle by Vonn Bell and Christian Covington),1.470,1.460
1,7:23,2,6,BAL 42,0,3,Marquise Brown left end for 1 yard (tackle by Jessie Bates),1.460,0.890
1,6:46,3,5,BAL 43,0,3,Lamar Jackson pass complete short middle to Marquise Brown for 16 yards (tackle by LeShaun Sims),0.890,2.850
1,6:14,1,10,CIN 41,0,3,Lamar Jackson pass incomplete deep middle intended for Marquise Brown,2.850,2.310
1,6:07,2,10,CIN 41,0,3,Lamar Jackson pass complete short right to Devin Duvernay for 9 yards (tackle by Josh Bynes),2.310,2.810
1,5:25,3,1,CIN 32,0,3,Gus Edwards right tackle for 1 yard (tackle by Amani Bledsoe and Josh Bynes),2.810,3.510
1,4:46,1,10,CIN 31,0,3,Mark Ingram left guard for 3 yards (tackle by Amani Bledsoe),3.510,3.370
1,4:05,2,7,CIN 28,0,3,Lamar Jackson pass incomplete short right intended for Miles Boykin,3.370,2.680
1,4:00,3,7,CIN 28,0,3,Lamar Jackson pass complete short middle to Mark Andrews for 9 yards (tackle by Jessie Bates),2.680,4.310
1,3:27,1,10,CIN 19,0,3,Lamar Jackson left end for -4 yards (tackle by William Jackson) Penalty on BAL: Illegal Shift (Declined),4.310,3.220
1,3:07,2,14,CIN 23,0,3,Lamar Jackson pass incomplete short right intended for Gus Edwards,3.220,2.540
1,2:59,3,14,CIN 23,0,3,Lamar Jackson pass complete short left to Mark Andrews for 14 yards (tackle by Vonn Bell),2.540,5.140
1,2:13,,,,,,Timeout #1 by Baltimore Ravens,,
1,2:13,1,9,CIN 9,0,3,Mark Ingram right tackle for 4 yards (tackle by Jessie Bates and Germaine Pratt),5.140,5.150
1,1:32,2,5,CIN 5,0,3,Mark Ingram left end for no gain (tackle by Carl Lawson and Josh Bynes),5.150,4.260
1,0:44,3,5,CIN 5,0,9,"Lamar Jackson pass complete short middle to Mark Andrews for 5 yards, touchdown",4.260,7.000
1,0:40,,,CIN 15,0,10,Justin Tucker kicks extra point good,0.000,0.000
1,0:40,,,BAL 35,0,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,0:40,1,10,CIN 25,0,10,Joe Burrow pass incomplete deep middle intended for Tee Higgins,0.610,0.060
1,0:34,2,10,CIN 25,0,10,Joe Burrow pass incomplete short right,0.060,-0.620
1,0:29,3,10,CIN 25,0,10,Joe Burrow pass deep middle intended for A.J. Green is intercepted by Marcus Peters at CIN-43 and returned for 12 yards,-0.620,-3.510
1,0:20,1,10,CIN 31,0,10,"Lamar Jackson pass incomplete short left. Penalty on Ben Powers: Ineligible Downfield Pass (Declined) . Penalty on Carlos Dunlap: Unnecessary Roughness, 15 yards (no play)",3.510,4.510
1,0:11,1,10,CIN 16,0,10,Lamar Jackson pass complete short middle to Mark Andrews for 14 yards (tackle by Logan Wilson and Vonn Bell),4.510,6.740
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,2,CIN 2,0,16,"Lamar Jackson pass complete short middle to Marquise Brown for 2 yards, touchdown",6.740,7.000
2,14:56,,,CIN 15,0,17,Justin Tucker kicks extra point good,0.000,0.000
2,14:56,,,BAL 35,0,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,14:56,1,10,CIN 25,0,17,Joe Mixon right end for 3 yards (tackle by Chuck Clark),0.610,0.470
2,14:21,2,7,CIN 28,0,17,Joe Burrow pass complete short right to Auden Tate for 12 yards (tackle by Tyus Bowser and Chuck Clark),0.470,1.600
2,13:33,1,10,CIN 40,0,17,Mike Thomas left end for 1 yard (tackle by DeShon Elliott and Tyus Bowser),1.600,1.190
2,12:49,2,9,CIN 41,0,17,Joe Burrow pass complete short middle to Joe Mixon for -2 yards (tackle by DeShon Elliott),1.190,0.230
2,12:10,3,11,CIN 39,0,17,Joe Burrow pass complete short left to Tyler Boyd for 14 yards (tackle by Marlon Humphrey),0.230,2.460
2,11:24,1,10,BAL 47,0,17,Joe Burrow pass complete short right to Tyler Boyd for 6 yards (tackle by Marcus Peters),2.460,2.720
