Quarter,Time,Down,ToGo,Location,MIN,MIA,Detail,EPB,EPA
1,7:24,1,10,MIA 45,0,0,Brad Johnson pass complete to Jermaine Wiggins for 7 yards (tackle by Zach Thomas and Donnie Spragan),2.590,2.990
1,6:46,2,3,MIA 38,0,0,Chester Taylor left tackle for 2 yards (tackle by Channing Crowder and Yeremiah Bell),2.990,2.540
1,6:08,3,1,MIA 36,0,0,Chester Taylor middle for 9 yards (tackle by Zach Thomas),2.540,3.780
1,5:35,1,10,MIA 27,0,0,Brad Johnson pass incomplete intended for Marcus Robinson,3.780,3.230
1,5:29,2,10,MIA 27,0,0,Brad Johnson pass complete to Travis Taylor for 8 yards (tackle by Will Allen and Yeremiah Bell),3.230,3.640
1,4:48,3,2,MIA 19,0,0,Brad Johnson pass complete to Travis Taylor for 18 yards (tackle by Yeremiah Bell and Andre' Goodman),3.640,6.970
1,4:05,1,1,MIA 1,6,0,"Chester Taylor middle for 1 yard, touchdown",6.970,7.000
1,,,,MIA 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,7,0,"Ryan Longwell kicks off 64 yards, returned by Wes Welker for 33 yards (tackle by Antoine Winfield)",0.000,1.530
1,3:55,1,10,MIA 39,7,0,Joey Harrington pass complete to Marty Booker for 12 yards (tackle by Dwight Smith),1.530,2.320
1,3:23,1,10,MIN 49,7,0,Ronnie Brown middle for no gain (tackle by Ben Leber),2.320,1.780
1,2:45,2,10,MIN 49,7,0,Ronnie Brown left end for -6 yards (tackle by Antoine Winfield),1.780,0.300
1,2:14,3,16,MIA 45,7,0,Joey Harrington pass complete short right to Chris Chambers for 1 yard (tackle by Ronyell Whitaker),0.300,-0.320
1,1:50,4,15,MIA 46,7,0,"Donnie Jones punts 50 yards, returned by Mewelde Moore for 1 yard (tackle by Travis Minor)",-0.320,0.380
1,1:38,1,10,MIN 5,7,0,Chester Taylor right end for 6 yards (tackle by Zach Thomas),-0.380,-0.340
1,1:05,2,4,MIN 11,7,0,Brad Johnson pass incomplete deep right intended for Bethel Johnson,-0.340,-0.720
1,0:56,3,4,MIN 11,7,0,Brad Johnson sacked by Vonnie Holliday for -8 yards,-0.720,-2.490
1,0:32,4,12,MIN 3,7,0,"Chris Kluwe punts 52 yards, returned by Wes Welker for 11 yards (tackle by Cullen Loeffler)",-2.490,-2.650
1,0:19,1,10,MIN 44,7,0,Joey Harrington pass complete deep left to Marty Booker for 25 yards (tackle by Dwight Smith),2.650,4.310
Quarter,Time,Down,ToGo,Location,MIN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 19,7,0,"Joey Harrington sacked for -4 yards. Joey Harrington fumbles, recovered by Joey Harrington at MIN-26",4.310,2.820
2,14:27,2,17,MIN 26,7,0,Joey Harrington pass incomplete short right intended for Chris Chambers,2.820,2.150
2,14:16,3,17,MIN 26,7,0,Joey Harrington pass incomplete intended for Sammy Morris,2.150,1.740
2,14:14,4,17,MIN 26,7,3,Olindo Mare 44 yard field goal good,1.740,3.000
2,,,,MIA 30,7,3,"Olindo Mare kicks off 69 yards, touchback",0.000,0.280
2,14:09,1,10,MIN 20,7,3,Chester Taylor left guard for no gain (tackle by Donnie Spragan),0.280,-0.270
2,13:41,2,10,MIN 20,7,3,Brad Johnson pass complete short left to Jermaine Wiggins for 9 yards (tackle by Channing Crowder),-0.270,0.230
2,13:10,3,1,MIN 29,7,3,Chester Taylor left tackle for 4 yards (tackle by Donnie Spragan),0.230,1.140
2,12:37,1,10,MIN 33,7,3,Brad Johnson middle for 5 yards (tackle by Matt Roth and Channing Crowder),1.140,1.270
2,11:47,2,5,MIN 38,7,3,Brad Johnson pass complete short middle to Travis Taylor for 13 yards (tackle by Will Allen),1.270,2.320
2,11:10,1,10,MIA 49,7,3,Chester Taylor middle for 5 yards (tackle by Zach Thomas and Channing Crowder),2.320,2.460
2,10:33,2,5,MIA 44,7,3,"Penalty on Marcus Johnson: False Start, 5 yards (no play)",2.460,1.780
2,10:06,2,10,MIA 49,7,3,Chester Taylor left end for no gain (tackle by Kevin Carter),1.780,1.090
2,9:22,3,10,MIA 49,7,3,Brad Johnson pass incomplete short right intended for Marcus Robinson,1.090,0.000
2,9:16,4,10,MIA 49,7,3,"Chris Kluwe punts 37 yards. Penalty on Cullen Loeffler: Offensive Holding, 10 yards",0.000,-0.410
2,9:06,1,10,MIA 22,7,3,Ronnie Brown left end for -6 yards (tackle by Kenechi Udeze and Napoleon Harris),0.410,-1.080
2,8:28,2,16,MIA 16,7,3,Joey Harrington pass complete short left to Marty Booker for 12 yards (tackle by Fred Smoot and Darren Sharper),-1.080,-0.030
2,7:44,3,4,MIA 28,7,3,Joey Harrington pass complete deep right to Wes Welker for 36 yards (tackle by Darren Sharper and Antoine Winfield),-0.030,3.180
2,7:08,1,10,MIN 36,7,3,Joey Harrington pass complete short middle to Randy McMichael for 9 yards (tackle by E.J. Henderson),3.180,3.850
2,6:41,2,1,MIN 27,7,3,Joey Harrington pass incomplete deep left intended for Chris Chambers,3.850,3.140
2,6:37,3,1,MIN 27,7,3,Joey Harrington middle for 2 yards (tackle by Napoleon Harris),3.140,3.910
2,6:06,1,10,MIN 25,7,3,Joey Harrington pass incomplete short right intended for Ronnie Brown,3.910,3.360
2,5:55,2,10,MIN 25,7,3,Joey Harrington pass complete short right to Marty Booker for 14 yards,3.360,4.840
2,5:39,1,10,MIN 11,7,9,"Joey Harrington pass complete short left to Justin Peelle for 11 yards, touchdown. Penalty on Dwight Smith: Roughing the Passer, 15 yards",4.840,7.000
2,,,,MIN 2,7,10,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 45,7,10,"Olindo Mare kicks off 55 yards, touchback",0.000,0.280
2,5:34,1,10,MIN 20,7,10,Chester Taylor middle for 4 yards (tackle by Kevin Carter and Andre' Goodman),0.280,0.270
2,4:51,2,6,MIN 24,7,10,Chester Taylor left guard for no gain (tackle by Matt Roth),0.270,-0.430
2,4:28,3,6,MIN 24,7,10,Brad Johnson pass complete to Mewelde Moore for 5 yards (tackle by Kevin Carter),-0.430,-1.440
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
2,4:06,4,1,MIN 29,7,10,Brad Johnson middle for 2 yards (tackle by Vonnie Holliday and Jeff Zgonina),-1.440,1.000
2,3:43,1,10,MIN 31,7,10,Chester Taylor left tackle for 6 yards (tackle by Travis Daniels and Renaldo Hill),1.000,1.270
2,3:14,2,4,MIN 37,7,10,Chester Taylor middle for no gain (tackle by Jason Taylor and Jeff Zgonina),1.270,0.560
2,2:25,3,4,MIN 37,7,10,"Penalty on Jason Whittle: False Start, 4 yards (no play)",0.560,0.040
2,2:04,3,8,MIN 33,7,10,Brad Johnson pass complete short right to Mewelde Moore for 5 yards (tackle by Zach Thomas),0.040,-0.850
2,1:53,4,3,MIN 38,7,10,"Chris Kluwe punts 48 yards, returned by Wes Welker for 9 yards (tackle by Ronyell Whitaker)",-0.850,-0.480
2,1:44,1,10,MIA 23,7,10,Joey Harrington pass incomplete intended for Ronnie Brown (defended by Cedric Griffin),0.480,-0.070
2,1:37,2,10,MIA 23,7,10,Ronnie Brown for 2 yards (tackle by Antoine Winfield),-0.070,-0.490
2,0:54,3,8,MIA 25,7,10,Joey Harrington pass complete short right to Sammy Morris for 6 yards (tackle by Cedric Griffin),-0.490,-1.310
2,0:47,,,,7,10,Timeout #2 by Minnesota Vikings,0.000,-1.310
2,0:47,4,2,MIA 31,7,10,"Donnie Jones punts 42 yards, returned by Mewelde Moore for no gain",-1.310,-0.740
2,0:38,1,10,MIN 27,7,10,Brad Johnson right end for 5 yards (tackle by Renaldo Hill),0.740,0.870
2,0:12,2,5,MIN 32,7,10,Brad Johnson pass complete to Mewelde Moore for 7 yards (tackle by Vonnie Holliday and Zach Thomas),0.870,1.530
Quarter,Time,Down,ToGo,Location,MIN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,10,"Olindo Mare kicks off 64 yards, returned by Bethel Johnson for 25 yards (tackle by Sammy Morris)",0.000,1.000
3,14:52,1,10,MIN 31,7,10,Brad Johnson pass complete short middle to Bethel Johnson for 25 yards (tackle by Jason Allen),1.000,2.650
3,14:24,1,10,MIA 44,7,10,Brad Johnson pass incomplete short left intended for Jermaine Wiggins,2.650,2.110
3,14:18,2,10,MIA 44,7,10,Chester Taylor middle for 3 yards (tackle by Channing Crowder and Kevin Carter),2.110,1.820
3,13:37,3,7,MIA 41,7,10,Brad Johnson sacked by David Bowens for -3 yards,1.820,0.330
3,13:21,4,10,MIA 44,7,10,"Chris Kluwe punts 23 yards, fair catch by Wes Welker. Penalty on Ciatrick Fason: Offensive Holding, 10 yards",0.330,-1.000
3,13:12,1,10,MIA 31,7,10,Joey Harrington pass complete to Justin Peelle for 7 yards (tackle by Ben Leber),1.000,1.410
3,12:35,2,3,MIA 38,7,10,Ronnie Brown right tackle for 4 yards (tackle by Napoleon Harris),1.410,1.730
3,12:02,1,10,MIA 42,7,10,"Joey Harrington pass complete deep middle to Chris Chambers for 58 yards. Penalty on Justin Peelle: Chop Block, 15 yards (no play)",1.730,0.740
3,11:43,1,25,MIA 27,7,10,Joey Harrington pass incomplete intended for Wes Welker,0.740,-0.840
3,11:40,2,25,MIA 27,7,10,Joey Harrington pass complete short right to Chris Chambers for 8 yards (tackle by Darren Sharper),-0.840,-0.430
3,10:57,3,17,MIA 35,7,10,Joey Harrington pass complete short left to Sammy Morris for -4 yards (tackle by Dwight Smith),-0.430,-1.310
3,10:23,4,21,MIA 31,7,10,Donnie Jones punts 40 yards (tackle by Donnie Jones),-1.310,-2.720
3,10:08,1,10,MIA 43,7,10,Chester Taylor right tackle for no gain (tackle by Derrick Pope),2.720,2.180
3,9:30,2,10,MIA 43,7,10,Brad Johnson pass complete short middle to Troy Williamson for 13 yards (tackle by Derrick Pope),2.180,3.580
3,9:01,1,10,MIA 30,7,10,Chester Taylor middle for 1 yard (tackle by Renaldo Hill),3.580,3.170
3,8:22,2,9,MIA 29,7,10,Brad Johnson pass complete short right to Travis Taylor for 8 yards (tackle by Zach Thomas and Andre' Goodman),3.170,3.530
3,7:42,3,1,MIA 21,7,10,Brad Johnson pass complete short right to Jeff Dugan for 3 yards (tackle by Derrick Pope),3.530,4.370
3,6:58,1,10,MIA 18,7,10,Bethel Johnson for 1 yard (tackle by Zach Thomas),4.370,3.940
3,6:26,2,9,MIA 17,7,10,Brad Johnson pass incomplete short middle intended for Jermaine Wiggins (defended by Yeremiah Bell),3.940,3.170
3,6:20,3,9,MIA 17,7,10,Brad Johnson pass incomplete deep right intended for Jermaine Wiggins,3.170,2.310
3,6:13,4,9,MIA 17,10,10,Ryan Longwell 35 yard field goal good,2.310,3.000
3,,,,MIN 30,10,10,Ryan Longwell kicks off 69 yards,0.000,1.600
3,6:09,1,10,MIA 40,10,10,Ronnie Brown middle for 3 yards (tackle by Pat Williams and Darrion Scott),1.600,1.460
3,5:30,2,7,MIA 43,10,10,Joey Harrington pass complete short left to Chris Chambers for 10 yards (tackle by Fred Smoot),1.460,2.460
3,4:58,1,10,MIN 47,10,10,Joey Harrington pass complete short left to Marty Booker for 8 yards (tackle by Dwight Smith),2.460,2.990
3,4:32,2,2,MIN 39,10,10,"Penalty on Kenechi Udeze: Defensive Offside, 5 yards (no play)",2.990,3.310
3,4:09,1,10,MIN 34,10,10,"Joey Harrington pass incomplete short middle intended for Wes Welker. Penalty on Kendyl Jacox: Illegal Touch Pass, 5 yards (no play)",3.310,2.980
3,4:05,1,15,MIN 39,10,10,Joey Harrington pass complete short left to Marty Booker for 13 yards (tackle by Fred Smoot),2.980,3.850
3,3:46,2,2,MIN 26,10,10,Joey Harrington pass incomplete short left intended for Chris Chambers (defended by Fred Smoot),3.850,3.140
3,3:28,3,2,MIN 26,10,10,Joey Harrington pass incomplete intended for Marty Booker,3.140,1.860
3,3:25,4,2,MIN 26,10,10,Olindo Mare 44 yard field goal no good,1.860,-1.200
3,3:21,1,10,MIN 34,10,10,"Chester Taylor middle for 2 yards (tackle by Donnie Spragan). Penalty on Dan Wilkinson: Defensive Holding, 5 yards",1.200,1.660
3,2:56,1,10,MIN 41,10,10,Chester Taylor left guard for 3 yards (tackle by Zach Thomas and Vonnie Holliday),1.660,1.530
3,2:15,2,7,MIN 44,10,10,Brad Johnson pass complete short middle to Jermaine Wiggins for 6 yards (tackle by Travis Daniels and Zach Thomas),1.530,1.620
3,1:45,3,1,,10,10,Chester Taylor right tackle for 3 yards (tackle by Jeff Zgonina),1.620,2.460
3,1:11,1,10,MIA 47,10,10,Chester Taylor middle for 2 yards (tackle by Kevin Carter and Donnie Spragan),2.460,2.180
3,0:35,2,8,MIA 45,10,10,Brad Johnson pass incomplete short middle intended for Ciatrick Fason (defended by Donnie Spragan),2.180,1.490
3,0:30,3,8,MIA 45,10,10,Brad Johnson pass incomplete short middle intended for Troy Williamson,1.490,0.270
3,0:25,4,8,MIA 45,10,10,"Chris Kluwe punts 28 yards, fair catch by Wes Welker",0.270,0.060
3,0:18,1,10,MIA 17,10,10,Joey Harrington pass incomplete short middle intended for Chris Chambers is intercepted by Antoine Winfield at MIA-29 and returned for 26 yards,-0.060,-6.510
3,0:08,1,3,MIA 3,10,10,Brad Johnson pass incomplete intended for Marcus Robinson,6.510,5.530
3,0:05,2,3,MIA 3,10,10,Chester Taylor middle for 2 yards (tackle by Derrick Pope and Zach Thomas),5.530,5.170
Quarter,Time,Down,ToGo,Location,MIN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,MIA 1,10,10,Chester Taylor left guard for no gain (tackle by Derrick Pope and Vonnie Holliday),5.170,3.550
4,14:16,4,1,MIA 1,13,10,Ryan Longwell 19 yard field goal good. Penalty on MIA: Defensive 12 On-field (Declined),3.550,3.000
4,,,,MIN 30,13,10,"Ryan Longwell kicks off 56 yards, returned by Wes Welker for 13 yards (tackle by Rod Davis)",0.000,0.740
4,14:07,1,10,MIA 27,13,10,Ronnie Brown right guard for no gain (tackle by Darren Sharper and Pat Williams),0.740,0.200
4,13:29,2,10,MIA 27,13,10,Joey Harrington pass incomplete deep right intended for Chris Chambers,0.200,-0.490
4,13:21,3,10,MIA 27,13,10,Joey Harrington pass incomplete short right intended for Wes Welker,-0.490,-1.570
4,13:19,4,10,MIA 27,13,10,Donnie Jones punts 40 yards (tackle by Keith Adams),-1.570,-2.060
4,13:11,1,10,MIN 47,13,10,Chester Taylor middle for 3 yards (tackle by Zach Thomas and Vonnie Holliday),2.060,1.920
4,12:42,2,7,,13,10,Brad Johnson pass complete short right to Marcus Robinson for 17 yards (tackle by Andre' Goodman and Zach Thomas). Penalty on Andre' Goodman: Defensive Pass Interfere (Declined),1.920,3.380
4,12:12,1,10,MIA 33,13,10,"Chester Taylor left guard for 3 yards (tackle by Jason Taylor). Chester Taylor fumbles (forced by Jason Taylor), recovered by Yeremiah Bell at MIA-30",3.380,-0.940
4,12:04,1,10,MIA 30,13,10,Joey Harrington pass complete short left to Justin Peelle for 3 yards (tackle by Fred Smoot),0.940,0.800
4,11:26,2,7,MIA 33,13,10,Ronnie Brown middle for 2 yards (tackle by Napoleon Harris and Kevin Williams),0.800,0.370
4,10:49,3,5,MIA 35,13,10,Joey Harrington pass incomplete short middle intended for Wes Welker (defended by Antoine Winfield),0.370,-1.040
4,10:40,4,5,MIA 35,13,10,"Donnie Jones punts 44 yards, returned by Mewelde Moore for 19 yards (tackle by Jason Allen)",-1.040,-1.600
4,10:29,1,10,MIN 40,13,10,Brad Johnson pass incomplete deep left intended for Jermaine Wiggins,1.600,1.050
4,10:23,2,10,MIN 40,13,10,Brad Johnson pass complete short left to Jeff Dugan for 10 yards (tackle by Yeremiah Bell),1.050,2.260
4,9:40,1,10,,13,16,"Chester Taylor for -2 yards (tackle by Matt Roth). Chester Taylor fumbles (forced by Matt Roth), recovered by Renaldo Hill at MIN-48 and returned for 48 yards, touchdown",2.260,-7.000
4,,,,MIN 2,13,17,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,13,17,"Olindo Mare kicks off 70 yards, returned by Bethel Johnson for 30 yards (tackle by Eddie Jackson)",0.000,0.940
4,9:19,1,10,MIN 30,13,17,Brad Johnson pass complete short middle to Travis Taylor for 3 yards (tackle by Yeremiah Bell),0.940,0.800
4,8:45,2,7,MIN 33,13,17,Brad Johnson pass incomplete deep left intended for Marcus Robinson,0.800,0.100
4,8:40,3,7,MIN 33,13,17,Brad Johnson pass complete short middle to Travis Taylor for 6 yards (tackle by Yeremiah Bell),0.100,-0.780
4,8:05,,,,13,17,Timeout #1 by Minnesota Vikings,0.000,-0.780
4,8:05,4,1,MIN 39,13,17,"Chris Kluwe punts 38 yards, fair catch by Wes Welker",-0.780,-0.480
4,7:59,1,10,MIA 23,13,17,Joey Harrington pass incomplete short right intended for Marty Booker,0.480,-0.070
4,7:55,2,10,MIA 23,13,17,Joey Harrington pass complete short left to Randy McMichael for 7 yards (tackle by Dwight Smith),-0.070,0.170
4,7:12,3,3,MIA 30,13,17,Joey Harrington pass complete short middle to Chris Chambers for 9 yards (tackle by Kenechi Udeze),0.170,1.530
4,6:32,1,10,MIA 39,13,17,Ronnie Brown right tackle for 1 yard (tackle by E.J. Henderson and Darrion Scott),1.530,1.120
4,5:45,2,9,MIA 40,13,17,Joey Harrington pass incomplete short right intended for Marty Booker,1.120,0.430
4,5:44,3,9,MIA 40,13,17,Joey Harrington pass incomplete short left intended for Chris Chambers. Penalty on Marty Booker: Offensive Pass Interfere (Declined),0.430,-0.720
4,5:39,4,9,MIA 40,13,17,"Donnie Jones punts 40 yards, returned by Mewelde Moore for 6 yards (tackle by Sammy Morris)",-0.720,-0.670
4,5:28,1,10,MIN 26,13,17,Brad Johnson pass complete short left to Travis Taylor for 4 yards (tackle by Jason Allen),0.670,0.670
4,4:58,2,6,MIN 30,13,17,Brad Johnson pass complete short right to Jermaine Wiggins for 9 yards (tackle by Jason Allen),0.670,1.530
4,4:58,1,10,MIN 39,13,17,Brad Johnson pass complete short middle to Jermaine Wiggins for 14 yards (tackle by Yeremiah Bell),1.530,2.460
4,3:39,1,10,MIA 47,13,23,"Brad Johnson pass incomplete short left intended for Chester Taylor is intercepted by Jason Taylor at MIA-49 and returned for 51 yards, touchdown",2.460,-7.000
4,,,,MIN 2,13,24,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,13,24,"Olindo Mare kicks off 69 yards, returned by Bethel Johnson for 23 yards (tackle by Sammy Morris)",0.000,0.540
4,3:20,1,10,MIN 24,13,24,Brad Johnson pass complete deep middle to Jermaine Wiggins for 21 yards (tackle by Yeremiah Bell and Jason Allen),0.540,1.930
4,2:58,1,10,MIN 45,13,24,Brad Johnson middle for 4 yards (tackle by Kevin Carter),1.930,1.920
4,2:31,2,6,MIN 49,13,24,Brad Johnson pass incomplete short right intended for Jermaine Wiggins,1.920,1.220
4,2:28,3,6,MIN 49,13,24,"Brad Johnson sacked by Jason Taylor for -6 yards. Bethel Johnson fumbles (forced by Jason Taylor), recovered by Richard Owens at MIN-44 and returned for 1 yards",1.220,-0.390
4,2:00,4,10,MIN 45,13,24,Brad Johnson pass complete short right to Troy Williamson for 22 yards (tackle by Michael Lehan),-0.390,3.380
4,1:31,1,10,MIA 33,13,24,Brad Johnson for 3 yards (tackle by Yeremiah Bell),3.380,3.240
4,1:23,2,7,MIA 30,13,24,Brad Johnson pass incomplete deep middle intended for Billy McMullen (defended by Renaldo Hill),3.240,2.540
4,1:15,3,7,MIA 30,13,24,Brad Johnson pass complete short middle to Mewelde Moore for 5 yards (tackle by Yeremiah Bell),2.540,1.930
4,0:51,4,2,MIA 25,13,24,Mewelde Moore right end for 14 yards (tackle by Vonnie Holliday),1.930,4.840
4,0:36,,,,13,24,Timeout #2 by Minnesota Vikings,0.000,4.840
4,0:36,1,10,MIA 11,13,24,Brad Johnson pass incomplete,4.840,4.140
4,0:30,2,10,MIA 11,13,24,Brad Johnson pass incomplete short right intended for Mewelde Moore (defended by Jason Taylor),4.140,3.130
4,0:25,3,10,MIA 11,13,24,Brad Johnson pass incomplete short left intended for Billy McMullen,3.130,2.700
4,0:22,4,10,MIA 11,13,24,Brad Johnson pass complete short middle to Mewelde Moore for 10 yards (tackle by Zach Thomas and Andre' Goodman),2.700,6.970
4,0:07,,,,13,24,Timeout #3 by Minnesota Vikings,0.000,6.970
4,0:07,1,1,MIA 1,13,24,Penalty on Dan Wilkinson: Encroachment (no play),6.970,6.970
4,0:07,1,1,MIA 1,13,24,Brad Johnson pass incomplete short right intended for Jeff Dugan (defended by Renaldo Hill),6.970,5.910
4,0:01,2,1,MIA 1,19,24,"Chester Taylor left guard for 1 yard, touchdown",5.910,7.000
4,,,,MIA 2,20,24,Ryan Longwell kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
