Player,Pos
Jason Taylor,OE
Joey Harrington,QB
Ronnie Brown,RB
Wes Welker,WR
Chris Chambers,WR
Marty Booker,WR
Randy McMichael,TE
Damion McIntosh,LT
Kendyl Jacox,LG
Rex Hadnot,C
L.J. Shelton,RG
Vernon Carey,RT
Kevin Carter,LDE
Vonnie Holliday,DT
Jeff Zgonina,NT
Donnie Spragan,SLB
Zach Thomas,MLB
Channing Crowder,WLB
Will Allen,LCB
Andre' Goodman,RCB
Yeremiah Bell,SS
Renaldo Hill,FS
