Quarter,Time,Tm,Detail,TEN,IND
1.0,6:41,Titans,Vince Young 19 yard rush (Rob Bironas kick),7,0
2.0,5:38,Titans,Rob Bironas 22 yard field goal,10,0
3.0,6:09,Colts,Marvin Harrison 13 yard pass from Peyton Manning (Martin Gramatica kick),10,7
,1:33,Titans,Rob Bironas 47 yard field goal,13,7
4.0,5:10,Colts,Reggie Wayne 2 yard pass from Peyton Manning (Martin Gramatica kick),13,14
