Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Mike Scifres kicks off 69 yards, returned by Dante Hall for 25 yards (tackle by Leon Johnson). Penalty on Kassim Osgood: Taunting, 15 yards",0.000,1.660
1,14:54,1,10,KAN 41,0,0,Trent Green pass incomplete intended for Dante Hall is intercepted by Quentin Jammer at SDG-38,1.660,-1.470
1,14:47,1,10,SDG 38,0,0,LaDainian Tomlinson right tackle for 2 yards (tackle by Scott Fujita),1.470,1.190
1,14:10,2,8,SDG 40,0,0,LaDainian Tomlinson up the middle for 3 yards (tackle by John Browning),1.190,0.890
1,13:30,3,5,SDG 43,0,0,Doug Flutie pass incomplete intended for Reche Caldwell,0.890,-0.520
1,13:27,4,5,SDG 43,0,0,"Darren Bennett punts 37 yards, returned by Dante Hall for 4 yards (tackle by Stephen Cooper)",-0.520,-0.540
1,13:16,1,10,KAN 24,0,0,Trent Green pass complete to Johnnie Morton for 19 yards (tackle by Sammy Davis),0.540,1.800
1,12:51,1,10,KAN 43,0,0,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Zeke Moreno),1.800,1.930
1,12:17,2,5,KAN 48,0,0,Priest Holmes right end for -3 yards (tackle by Terrence Kiel),1.930,0.830
1,11:34,3,8,KAN 45,0,0,Trent Green pass incomplete intended for Eddie Kennison (defended by Jerry Wilson),0.830,-0.390
1,11:31,4,8,KAN 45,0,0,Jason Baker punts 25 yards,-0.390,-0.940
1,11:23,1,10,SDG 30,0,0,LaDainian Tomlinson up the middle for -3 yards (tackle by Vonnie Holliday and Scott Fujita),0.940,-0.010
1,10:45,2,13,SDG 27,0,0,Doug Flutie pass incomplete intended for Antonio Gates,-0.010,-0.690
1,10:45,3,13,SDG 27,0,0,--,-0.690,-0.030
1,10:41,3,8,SDG 32,0,0,Doug Flutie pass incomplete intended for Antonio Gates (defended by Shawn Barber),-0.030,-1.240
1,10:36,4,8,SDG 32,0,0,Darren Bennett punts 24 yards,-1.240,-1.860
1,10:29,1,10,KAN 44,0,0,Priest Holmes left tackle for 5 yards (tackle by Zeke Moreno),1.860,1.990
1,9:52,2,5,KAN 49,0,0,Priest Holmes left guard for 7 yards (tackle by Zeke Moreno and Ben Leber),1.990,2.650
1,9:17,1,10,SDG 44,0,0,Trent Green pass incomplete intended for Priest Holmes,2.650,2.110
1,9:12,2,10,SDG 44,0,0,Trent Green pass complete to Dante Hall for 2 yards (tackle by Quentin Jammer),2.110,1.690
1,8:29,3,8,SDG 42,0,0,Trent Green pass complete to Eddie Kennison for 6 yards (tackle by Jerry Wilson),1.690,0.890
1,7:50,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,0.890
1,7:50,4,2,SDG 36,0,0,Trent Green pass complete to Johnnie Morton for 6 yards (tackle by Jerry Wilson),0.890,3.580
1,7:13,1,10,SDG 30,0,0,Trent Green pass complete to Tony Richardson for 8 yards (tackle by Donnie Edwards),3.580,4.110
1,6:37,2,2,SDG 22,0,0,Priest Holmes left end for 9 yards (tackle by Otis Leverette),4.110,4.710
1,5:56,1,10,SDG 13,0,0,Priest Holmes right tackle for 6 yards (tackle by Marcellus Wiley),4.710,5.150
1,5:18,2,4,SDG 7,6,0,"Priest Holmes right end for 7 yards, touchdown",5.150,7.000
1,,,,SDG 2,7,0,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,7,0,"Jason Baker kicks off 59 yards, returned by Leon Johnson for 60 yards (tackle by William Bartee)",0.000,3.640
1,4:59,1,10,KAN 29,7,0,LaDainian Tomlinson left end for -1 yards (tackle by Vonnie Holliday and Jerome Woods),3.640,2.970
1,4:29,2,11,KAN 30,7,0,LaDainian Tomlinson left tackle for 6 yards (tackle by Eric Hicks and Kawika Mitchell),2.970,3.070
1,3:50,3,5,KAN 24,7,0,LaDainian Tomlinson left end for 2 yards (tackle by Scott Fujita),3.070,2.090
1,3:33,4,3,KAN 22,7,0,"Steve Christie 40 yard field goal no good, blocked by Eric Downing",2.090,-0.940
1,3:30,1,10,KAN 30,7,0,Priest Holmes right end for 5 yards (tackle by Donnie Edwards),0.940,1.070
1,2:45,2,5,KAN 35,7,0,Priest Holmes left tackle for 16 yards (tackle by Sammy Davis),1.070,2.320
1,2:05,1,10,SDG 49,7,0,Trent Green pass incomplete intended for Eddie Kennison,2.320,1.780
1,2:00,2,10,SDG 49,7,0,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Vernon Fox),1.780,3.380
