Quarter,Time,Tm,Detail,KAN,SDG
1.0,5:09,Chiefs,Priest Holmes 7 yard rush (Morten Andersen kick),7,0
2.0,12:41,Chiefs,Priest Holmes 2 yard rush (Morten Andersen kick),14,0
,6:23,Chargers,LaDainian Tomlinson 6 yard rush (Steve Christie kick),14,7
,1:54,Chiefs,Tony Gonzalez 7 yard pass from Trent Green (Morten Andersen kick),21,7
3.0,8:59,Chargers,Steve Christie 21 yard field goal,21,10
,2:56,Chargers,David Boston 20 yard pass from Doug Flutie (Steve Christie kick),21,17
4.0,6:28,Chiefs,Tony Gonzalez 3 yard pass from Trent Green (Morten Andersen kick),28,17
,0:00,Chargers,Antonio Gates 18 yard pass from Doug Flutie (Steve Christie kick),28,24
