#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:06,PHI 23,14,8:18,59,Missed FG
2,2,14:55,IND 46,1,0:19,0,Interception
3,2,8:58,PHI 20,3,1:33,5,Punt
4,2,6:47,PHI 12,10,5:28,88,Touchdown
5,3,15:00,PHI 21,4,2:34,23,Punt
6,3,6:39,PHI 25,11,5:56,75,Touchdown
7,4,14:01,PHI 10,3,1:33,0,Punt
8,4,11:29,IND 27,3,1:16,27,Touchdown
9,4,3:38,PHI 20,1,0:13,0,Fumble
10,4,3:25,PHI 16,7,2:32,23,Fumble
