Quarter,Time,Tm,Detail,DET,MIN
1.0,5:55,Vikings,Paul Edinger 21 yard field goal,0,3
2.0,7:26,Vikings,Michael Bennett 5 yard pass from Brad Johnson (Paul Edinger kick),0,10
,5:45,Vikings,Ciatrick Fason 3 yard rush (Paul Edinger kick),0,17
,4:02,Vikings,Nate Burleson 15 yard pass from Brad Johnson (Paul Edinger kick),0,24
,0:48,Lions,Artose Pinner 1 yard rush (Jason Hanson kick),7,24
4.0,14:55,Lions,Marcus Pollard 23 yard pass from Joey Harrington (Jason Hanson kick),14,24
,7:30,Vikings,Paul Edinger 40 yard field goal,14,27
