Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3,12:14,1,10,BUF 38,19,21,Josh Allen pass complete deep left to Dawson Knox for 21 yards (tackle by Jerome Baker),1.470,2.850
3,11:40,1,10,MIA 41,19,21,James Cook left guard for 3 yards (tackle by Bradley Chubb and Jerome Baker),2.850,2.710
3,11:08,2,7,MIA 38,19,21,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Kader Kohou),2.710,2.680
3,10:30,3,2,MIA 33,19,21,"Josh Allen pass incomplete short right intended for Stefon Diggs. Penalty on David Quessenberry: Offensive Holding, 10 yards (accepted) (no play)",2.680,1.350
3,10:20,3,12,MIA 43,19,21,"Penalty on Rodger Saffold: False Start, 5 yards (accepted) (no play)",1.350,0.700
3,10:20,3,17,MIA 48,19,21,"Josh Allen pass incomplete deep left intended for Isaiah McKenzie. Penalty on Rodger Saffold: Offensive Holding, 10 yards (declined)",0.700,0.070
3,10:13,4,17,MIA 48,19,21,"Sam Martin punts 37 yards, fair catch by Cedrick Wilson at MIA-11",0.070,0.370
3,10:05,1,10,MIA 11,19,21,Salvon Ahmed right tackle for 9 yards (tackle by Damar Hamlin),-0.370,0.360
3,9:33,2,1,MIA 20,19,21,Salvon Ahmed left guard for 6 yards (tackle by Matt Milano and Damar Hamlin),0.360,0.670
3,9:01,1,10,MIA 26,19,21,"Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill. Penalty on Dane Jackson: Illegal Contact, 5 yards (accepted) (no play)",0.670,1.000
3,8:53,1,10,MIA 31,19,21,Salvon Ahmed right guard for 1 yard (tackle by Damar Hamlin),1.000,0.600
3,8:09,2,9,MIA 32,19,21,Tua Tagovailoa scrambles right tackle for 7 yards (tackle by Matt Milano),0.600,0.830
3,7:08,3,2,MIA 39,19,21,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Tre'Davious White),0.830,-0.780
3,7:08,4,2,MIA 39,19,21,Thomas Morstead punts 59 yards downed by Justin Bethel,-0.780,0.380
3,6:57,1,10,BUF 2,19,21,Devin Singletary right guard for 1 yard (tackle by Christian Wilkins and Andrew Van Ginkel),-0.380,-0.710
3,6:18,2,9,BUF 3,19,21,Josh Allen pass incomplete deep right intended for Gabriel Davis (defended by Kader Kohou),-0.710,-1.300
3,6:13,3,9,BUF 3,19,21,Josh Allen scrambles right tackle for 1 yard (tackle by Jevon Holland),-1.300,-2.490
3,5:37,4,8,BUF 4,19,21,"Sam Martin punts 46 yards, fair catch by Cedrick Wilson at 50",-2.490,-2.260
3,5:29,1,10,MIA 50,19,21,Tua Tagovailoa pass incomplete deep middle intended for Braylon Sanders,2.260,1.710
3,5:23,2,10,MIA 50,19,21,Tua Tagovailoa sacked by and DaQuan Jones for -7 yards and Matt Milano for -7 yards,1.710,0.100
3,4:40,3,17,MIA 43,19,21,Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards (tackle by Jordan Poyer),0.100,-0.060
3,4:03,4,10,MIA 50,19,21,"Thomas Morstead punts, fair catch by Nyheim Hines at BUF-7. Penalty on Cameron Lewis: Roughing the Kicker, 15 yards (accepted) (no play)",-0.060,3.250
3,3:58,1,10,BUF 35,19,21,Raheem Mostert left guard for 4 yards (tackle by Damar Hamlin and Boogie Basham),3.250,3.240
3,3:21,,,,,,Timeout #1 by Miami Dolphins,,
3,3:21,2,6,BUF 31,19,21,Salvon Ahmed right end for 11 yards (tackle by Jordan Poyer and Matt Milano),3.240,4.240
3,2:34,1,10,BUF 20,25,21,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 20 yards, touchdown",4.240,7.000
3,2:30,,,BUF 15,26,21,Jason Sanders kicks extra point good,0.000,0.000
3,2:30,,,MIA 35,26,21,"Jason Sanders kicks off 66 yards, returned by Nyheim Hines for 36 yards (tackle by Duke Riley and Jevon Holland)",0.000,1.270
3,2:19,1,10,BUF 35,26,21,Josh Allen pass complete short left to Dawson Knox for 7 yards (tackle by Xavien Howard),1.270,1.670
3,1:52,2,3,BUF 42,26,21,James Cook up the middle for 3 yards (tackle by Christian Wilkins and Zach Sieler),1.670,1.930
3,1:17,1,10,BUF 45,26,21,Josh Allen pass incomplete short left,1.930,1.380
3,1:12,2,10,BUF 45,26,21,"Josh Allen pass incomplete deep right intended for Isaiah McKenzie BUF challenged the pass completion ruling, and the play was upheld.",1.380,0.700
3,1:06,3,10,BUF 45,26,21,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.700,-0.390
3,0:59,4,10,BUF 45,26,21,Sam Martin punts 45 yards out of bounds,-0.390,0.380
3,0:51,1,10,MIA 10,26,21,Tua Tagovailoa pass complete short left to Alec Ingold for 7 yards (tackle by Tremaine Edmunds),-0.380,-0.090
3,0:27,2,3,MIA 17,26,21,Raheem Mostert left guard for no gain (tackle by Tremaine Edmunds),-0.090,-0.600
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,MIA 17,26,21,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill (defended by Taron Johnson),-0.600,-2.320
4,14:56,4,3,MIA 17,26,21,Thomas Morstead punts 34 yards downed by Justin Bethel,-2.320,-2.190
4,14:47,1,10,BUF 49,26,21,"Josh Allen sacked by Jaelan Phillips for no gain. Josh Allen fumbles (forced by Jaelan Phillips), recovered by Christian Wilkins at BUF-49 and returned for 2 yards (tackle by David Quessenberry)",2.190,-2.460
4,14:39,1,10,BUF 47,26,21,Raheem Mostert left end for 11 yards (tackle by Dane Jackson),2.460,3.180
4,13:59,1,10,BUF 36,26,21,Raheem Mostert up the middle for 6 yards (tackle by Tim Settle),3.180,3.450
4,13:24,2,4,BUF 30,26,21,Tua Tagovailoa pass complete short right to Tyreek Hill for 3 yards (tackle by Dane Jackson),3.450,3.140
4,12:37,3,1,BUF 27,26,21,Tua Tagovailoa pass complete short right to Durham Smythe for -2 yards (tackle by Taron Johnson),3.140,1.580
4,12:01,4,3,BUF 29,29,21,Jason Sanders 47 yard field goal good,1.580,3.000
4,11:56,,,MIA 35,29,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,11:56,1,10,BUF 25,29,21,"Josh Allen right guard for 2 yards. Josh Allen fumbles (forced by Christian Wilkins), recovered by Spencer Brown at BUF-27 (tackle by Christian Wilkins)",0.610,0.330
4,11:29,2,8,BUF 27,29,21,James Cook right guard for 16 yards (tackle by Jevon Holland),0.330,1.800
4,10:59,1,10,BUF 43,29,21,Josh Allen left guard for 44 yards (tackle by Verone McKinley and Keion Crossen),1.800,4.710
4,10:28,1,10,MIA 13,29,21,"Josh Allen left end for 5 yards (tackle by Elandon Roberts). Penalty on Elandon Roberts: Unnecessary Roughness / Defense, 4 yards (accepted)",4.710,6.280
4,9:57,1,4,MIA 4,29,21,Josh Allen pass incomplete short right intended for Stefon Diggs,6.280,5.340
4,9:51,2,4,MIA 4,29,21,Josh Allen left tackle for -1 yards (tackle by Andrew Van Ginkel and Raekwon Davis),5.340,4.260
4,9:06,3,5,MIA 5,29,27,"Josh Allen pass complete short right to Dawson Knox for 5 yards, touchdown",4.260,7.000
4,9:02,,,MIA 15,29,27,"Penalty on MIA: Illegal Substitution, 1 yard (accepted) (no play)",0.000,1.000
4,9:02,,,MIA 1,29,29,"Two Point Attempt: Josh Allen rushes, conversion succeeds.",1.000,1.000
4,9:02,,,BUF 35,29,29,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,9:02,1,10,MIA 25,29,29,Tua Tagovailoa pass complete short left to Tyreek Hill for 13 yards (tackle by Jordan Poyer),0.610,1.470
4,8:17,1,10,MIA 38,29,29,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 21 yards (tackle by Taron Johnson),1.470,2.850
4,7:39,1,10,BUF 41,29,29,Raheem Mostert right tackle for 1 yard (tackle by Gregory Rousseau),2.850,2.440
4,6:56,2,9,BUF 40,29,29,Tua Tagovailoa pass complete short right to Tyreek Hill for -3 yards (tackle by Kaiir Elam),2.440,1.350
4,6:04,3,12,BUF 43,29,29,"Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle Penalty on MIA: Illegal Shift, 5 yards (declined)",1.350,0.400
4,6:04,4,12,BUF 43,29,29,"Thomas Morstead punts 36 yards, fair catch by Nyheim Hines at BUF-7",0.400,0.380
4,5:56,1,10,BUF 7,29,29,Josh Allen pass complete short right to Gabriel Davis for 14 yards,-0.380,0.340
4,5:34,1,10,BUF 21,29,29,"Josh Allen sacked by Zach Sieler for -8 yards. Penalty on Rodger Saffold: Offensive Holding, 10 yards (declined)",0.340,-1.350
4,5:13,2,18,BUF 13,29,29,Josh Allen pass complete short left to Gabriel Davis for 15 yards (tackle by Noah Igbinoghene),-1.350,0.040
4,4:44,3,3,BUF 28,29,29,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Xavien Howard),0.040,1.200
4,4:03,1,10,BUF 34,29,29,Devin Singletary up the middle for 2 yards (tackle by Christian Wilkins),1.200,0.930
4,3:33,2,8,BUF 36,29,29,Devin Singletary right guard for 6 yards (tackle by Christian Wilkins),0.930,1.030
4,3:01,3,2,BUF 42,29,29,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards (tackle by Kader Kohou),1.030,2.060
4,2:26,1,10,BUF 47,29,29,Devin Singletary right guard for 8 yards (tackle by Kader Kohou),2.060,2.600
4,2:00,2,2,MIA 45,29,29,Devin Singletary left guard for 7 yards (tackle by Jerome Baker and John Jenkins),2.600,3.050
4,1:29,1,10,MIA 38,29,29,Devin Singletary right guard for 4 yards (tackle by Jerome Baker and Jaelan Phillips),3.050,3.050
4,0:55,2,6,MIA 34,29,29,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by Jevon Holland),3.050,2.340
4,0:50,3,6,MIA 34,29,29,"Josh Allen pass incomplete deep left intended for Isaiah McKenzie. Penalty on Kader Kohou: Defensive Pass Interference, 21 yards (accepted) . Penalty on Kader Kohou: Defensive Holding, 5 yards (declined) (no play)",2.340,4.710
4,0:45,1,10,MIA 13,29,29,Devin Singletary left guard for 2 yards (tackle by Andrew Van Ginkel and Raekwon Davis),4.710,4.390
4,0:39,,,,,,Timeout #2 by Miami Dolphins,,
4,0:39,2,8,MIA 11,29,29,Devin Singletary left guard for 7 yards (tackle by Kader Kohou),4.390,5.010
4,0:34,,,,,,Timeout #3 by Miami Dolphins,,
4,0:34,3,1,MIA 4,29,29,Josh Allen kneels for -3 yards,5.010,2.990
4,0:02,,,,,,Timeout #2 by Buffalo Bills,,
4,0:02,4,4,MIA 7,29,32,"Tyler Bass 25 yard field goal good. Penalty on Keion Crossen: Defensive Offside, 5 yards (declined)",2.990,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
