Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1,7:46,3,15,BAL 2,0,0,Joe Flacco for 9 yards (tackle by Stephon Tuitt),-2.010,-2.490
1,7:12,4,6,BAL 11,0,0,"Sam Koch punts 49 yards, out of bounds",-2.490,-1.600
1,7:05,1,10,PIT 40,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 8 yards (tackle by Lardarius Webb),1.600,2.130
1,6:27,2,2,PIT 48,0,0,Josh Harris left guard for 5 yards (tackle by Chris Canty),2.130,2.460
1,5:44,1,10,BAL 47,0,0,Josh Harris left tackle for -2 yards (tackle by Chris Canty and Pernell McPhee),2.460,1.640
1,5:03,2,12,BAL 49,0,0,Ben Roethlisberger pass complete short right to Martavis Bryant for 7 yards (tackle by Will Hill),1.640,1.880
1,4:23,3,5,BAL 42,0,0,Ben Roethlisberger pass complete deep right to Martavis Bryant for 22 yards (tackle by Lardarius Webb),1.880,4.240
1,3:37,1,10,BAL 20,0,0,Ben Roethlisberger pass complete short right to Josh Harris for no gain,4.240,3.690
1,2:54,2,10,BAL 20,0,0,Dri Archer up the middle for -1 yards (tackle by Terrell Suggs),3.690,2.870
1,2:14,3,11,BAL 21,0,0,Ben Roethlisberger sacked by Elvis Dumervil for -6 yards,2.870,1.670
1,1:34,4,17,BAL 27,0,3,Shaun Suisham 45 yard field goal good,1.670,3.000
1,1:34,,,PIT 35,0,3,"Shaun Suisham kicks off 66 yards, returned by Jacoby Jones for 21 yards (tackle by Ross Ventrone)",0.000,-0.280
1,1:24,1,10,BAL 20,0,3,"Joe Flacco pass incomplete deep middle intended for Jacoby Jones (defended by Brice McCain). Penalty on Michael Mitchell: Unnecessary Roughness, 15 yards (no play)",0.280,1.270
1,1:16,1,10,BAL 35,0,3,Joe Flacco pass complete deep right to Owen Daniels for 18 yards (tackle by Brice McCain and Lawrence Timmons),1.270,2.460
1,0:37,1,10,PIT 47,0,3,Justin Forsett left tackle for 9 yards (tackle by Michael Mitchell),2.460,3.130
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,PIT 38,0,3,Justin Forsett left tackle for 2 yards (tackle by Cam Thomas and Steve McLendon),3.130,3.180
2,14:27,1,10,PIT 36,0,3,Joe Flacco pass complete short middle to Owen Daniels for 10 yards (tackle by Sean Spence and Lawrence Timmons),3.180,3.840
2,13:51,1,10,PIT 26,0,3,Justin Forsett left guard for 7 yards (tackle by Lawrence Timmons),3.840,4.270
2,13:16,2,3,PIT 19,0,3,Justin Forsett right tackle for 14 yards (tackle by Michael Mitchell and Troy Polamalu),4.270,6.060
2,12:36,1,5,PIT 5,0,3,Joe Flacco pass incomplete short left intended for Kyle Juszczyk,6.060,5.150
2,12:32,2,5,PIT 5,6,3,"Bernard Pierce right guard for 5 yards, touchdown",5.150,7.000
2,12:32,,,PIT 2,7,3,Justin Tucker kicks extra point good,0.000,0.000
2,12:32,,,BAL 35,7,3,"Justin Tucker kicks off 70 yards, returned by Markus Wheaton for 19 yards (tackle by Marlon Brown)",0.000,0.280
2,12:23,1,10,PIT 14,7,3,Ben Roethlisberger pass complete deep left to Antonio Brown for 18 yards (tackle by Rashaan Melvin),-0.280,1.070
2,11:40,1,10,PIT 32,7,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,1.070,1.070
2,11:35,1,10,PIT 32,7,3,Timeout #1 by Pittsburgh Steelers,1.070,0.530
2,11:35,2,10,PIT 32,7,3,Josh Harris left guard for no gain (tackle by C.J. Mosley and Terrell Suggs),0.530,-0.160
2,10:51,3,10,PIT 32,7,3,Ben Roethlisberger pass complete deep right to Heath Miller for 30 yards (tackle by Daryl Smith),-0.160,3.050
2,9:59,1,10,BAL 38,7,3,Martavis Bryant left end for 6 yards (tackle by Rashaan Melvin),3.050,3.320
2,9:18,2,4,BAL 32,7,3,Josh Harris left tackle for 3 yards (tackle by Darian Stewart and Pernell McPhee),3.320,3.010
2,8:16,3,1,BAL 29,7,3,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Darian Stewart),3.010,1.620
2,8:09,4,1,BAL 29,7,3,"Penalty on BAL: Defensive 12 On-field, 5 yards (no play)",1.620,3.970
2,8:09,1,10,BAL 24,7,3,"Ben Roethlisberger pass complete short middle to Ben Tate for 5 yards (tackle by C.J. Mosley). Penalty on Rashaan Melvin: Unnecessary Roughness, 9 yards",3.970,4.910
2,7:50,1,10,BAL 10,7,3,Ben Roethlisberger sacked by Brandon Williams for -9 yards,4.910,3.070
2,7:08,2,19,BAL 19,7,3,Ben Roethlisberger pass complete short left to Antonio Brown for 3 yards (tackle by Terrell Suggs),3.070,2.850
2,6:26,3,16,BAL 16,7,3,Ben Roethlisberger pass complete short right to Martavis Bryant for 12 yards (tackle by Lardarius Webb),2.850,3.030
2,5:44,4,4,BAL 4,7,6,Shaun Suisham 22 yard field goal good,3.030,3.000
2,5:44,,,PIT 35,7,6,"Shaun Suisham kicks off 72 yards, returned by Jacoby Jones for 27 yards (tackle by Darrius Heyward-Bey)",0.000,-0.280
2,5:35,1,10,BAL 20,7,6,Joe Flacco pass complete deep left to Steve Smith for 23 yards,0.280,1.800
2,5:09,1,10,BAL 43,7,6,Joe Flacco pass complete short left to Kamar Aiken for 4 yards (tackle by William Gay),1.800,1.790
2,4:46,2,6,BAL 47,7,6,"Justin Forsett right tackle for 8 yards (tackle by Troy Polamalu). Penalty on Jason Worilds: Unnecessary Roughness, 15 yards",1.790,3.580
2,4:26,1,10,PIT 30,7,6,Joe Flacco pass incomplete deep left intended for Steve Smith,3.580,3.030
2,4:20,2,10,PIT 30,7,6,Joe Flacco pass incomplete short middle intended for Justin Forsett,3.030,2.340
2,4:16,3,10,PIT 30,7,6,Joe Flacco pass complete short left to Owen Daniels for 19 yards (tackle by Troy Polamalu),2.340,4.840
2,3:34,1,10,PIT 11,7,6,Justin Forsett up the middle for 1 yard (tackle by Michael Mitchell and James Harrison),4.840,4.320
2,2:56,2,9,PIT 10,7,6,Joe Flacco pass incomplete short middle intended for Steve Smith,4.320,3.300
2,2:52,3,9,PIT 10,7,6,Joe Flacco pass incomplete short left intended for Marlon Brown (defended by William Gay),3.300,2.760
2,2:46,4,9,PIT 10,10,6,Justin Tucker 28 yard field goal good,2.760,3.000
2,2:46,,,BAL 35,10,6,"Justin Tucker kicks off 64 yards, returned by Markus Wheaton for 17 yards (tackle by Zach Orr)",0.000,-0.040
2,2:34,1,10,PIT 18,10,6,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Daryl Smith),0.040,0.870
2,2:05,1,10,PIT 29,10,6,Ben Roethlisberger pass complete deep left to Martavis Bryant for 14 yards (tackle by Antoine Cason),0.870,1.800
2,1:57,1,10,PIT 43,10,6,Ben Roethlisberger pass complete short right to Dri Archer for 7 yards (tackle by C.J. Mosley),1.800,2.200
2,1:30,2,3,,10,6,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 6 yards (tackle by Rashaan Melvin),2.200,2.200
2,1:24,2,3,,10,6,Timeout #2 by Pittsburgh Steelers,2.200,2.650
2,1:24,1,10,BAL 44,10,6,Ben Roethlisberger pass complete short right to Markus Wheaton for 11 yards (tackle by Lardarius Webb),2.650,3.380
2,1:17,1,10,BAL 33,10,6,Ben Roethlisberger pass incomplete short left intended for Martavis Bryant,3.380,2.840
2,1:11,2,10,BAL 33,10,6,Ben Roethlisberger pass incomplete short left intended for Antonio Brown. Penalty on Markus Wheaton: Illegal Shift (Declined),2.840,2.150
2,1:08,3,10,BAL 33,10,6,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Rashaan Melvin and Jeromy Miles),2.150,2.150
2,0:42,3,10,BAL 33,10,6,Timeout #1 by Baltimore Ravens,2.150,1.520
2,0:42,4,6,BAL 29,10,9,Shaun Suisham 47 yard field goal good,1.520,3.000
2,0:42,,,PIT 35,10,9,"Shaun Suisham kicks off 73 yards, returned by Jacoby Jones for 24 yards (tackle by Shamarko Thomas)",0.000,0.140
2,0:32,1,10,BAL 16,10,9,Joe Flacco kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,9,"Shaun Suisham kicks off 72 yards, returned by Jacoby Jones for 23 yards (tackle by Ross Ventrone)",0.000,-0.140
3,14:55,1,10,BAL 16,10,9,Joe Flacco pass incomplete short middle intended for Owen Daniels,-0.140,-0.660
3,14:52,2,10,BAL 16,10,9,Justin Forsett right tackle for -4 yards (tackle by Troy Polamalu and Lawrence Timmons),-0.660,-1.890
3,14:07,3,14,BAL 12,10,9,Joe Flacco pass complete short right to Torrey Smith for 17 yards (tackle by Michael Mitchell),-1.890,0.870
3,13:35,1,10,BAL 29,10,9,Joe Flacco pass complete short left to Kyle Juszczyk for 7 yards (tackle by Troy Polamalu),0.870,1.270
3,13:12,2,3,BAL 36,10,9,Justin Forsett right guard for 1 yard (tackle by Daniel McCullers and James Harrison),1.270,0.700
3,12:31,3,2,BAL 37,10,9,"Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Antwon Blake). Penalty on Will Allen: Defensive Holding (Declined), Penalty on Antwon Blake: Defensive Pass Interference, 32 yards (no play)",0.700,3.510
3,12:26,1,10,PIT 31,10,9,"Joe Flacco sacked by Sean Spence for -13 yards. Joe Flacco fumbles (forced by Sean Spence), recovered by Jeremy Zuttah at PIT-44",3.510,1.210
3,11:40,2,23,PIT 44,10,9,Joe Flacco pass complete short left to Jacoby Jones for 3 yards (tackle by Brice McCain),1.210,0.960
3,10:53,3,20,PIT 41,10,9,Joe Flacco pass complete short middle to Steve Smith for 14 yards (tackle by Brice McCain and Lawrence Timmons),0.960,1.700
3,10:11,4,6,PIT 27,13,9,Justin Tucker 45 yard field goal good,1.700,3.000
3,10:11,,,BAL 35,13,9,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,10:06,1,10,PIT 20,13,9,Ben Roethlisberger pass complete short right to Dri Archer for 2 yards (tackle by Lardarius Webb),0.280,0.000
3,9:30,2,8,PIT 22,13,9,Josh Harris right guard for 8 yards (tackle by Daryl Smith),0.000,0.940
3,8:44,1,10,PIT 30,13,9,Ben Tate right guard for 2 yards (tackle by Terrell Suggs and Haloti Ngata),0.940,0.660
3,8:00,2,8,PIT 32,13,9,Ben Roethlisberger pass incomplete deep middle intended for Martavis Bryant,0.660,-0.030
3,7:51,3,8,PIT 32,13,9,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,-0.030,-1.240
3,7:45,4,8,PIT 32,13,9,"Brad Wing punts 37 yards, fair catch by Michael Campanaro",-1.240,-1.000
3,7:38,1,10,BAL 31,13,9,Joe Flacco pass complete deep right to Steve Smith for 40 yards (tackle by Brice McCain),1.000,3.640
3,6:59,1,10,PIT 29,13,9,Joe Flacco pass complete short right to Steve Smith for 6 yards (tackle by Brice McCain and Arthur Moats),3.640,3.910
3,6:22,2,4,PIT 23,13,9,Joe Flacco pass complete short left to Kyle Juszczyk for 9 yards (tackle by William Gay),3.910,4.650
3,5:44,1,10,PIT 14,13,9,Joe Flacco left end for 5 yards (tackle by Cameron Heyward),4.650,4.900
3,5:04,2,5,PIT 9,13,9,Justin Forsett left tackle for -2 yards (tackle by Lawrence Timmons),4.900,3.620
3,4:21,3,7,PIT 11,19,9,"Joe Flacco pass complete short left to Torrey Smith for 11 yards, touchdown",3.620,7.000
3,4:21,,,PIT 2,20,9,Justin Tucker kicks extra point good,0.000,0.000
3,4:21,,,BAL 35,20,9,"Justin Tucker kicks off 70 yards, returned by Markus Wheaton for 26 yards (tackle by Marlon Brown)",0.000,-0.340
3,4:08,1,10,PIT 21,20,9,Ben Roethlisberger pass complete short right to Markus Wheaton for 12 yards (tackle by Lardarius Webb),0.340,1.140
3,3:34,1,10,PIT 33,20,9,Josh Harris right tackle for 3 yards (tackle by Brandon Williams and C.J. Mosley),1.140,1.000
3,2:54,2,7,PIT 36,20,9,Ben Roethlisberger pass complete short left to Josh Harris for 6 yards (tackle by Matt Elam),1.000,1.090
3,2:24,3,1,PIT 42,20,9,Ben Roethlisberger up the middle for no gain (tackle by Courtney Upshaw and Daryl Smith),1.090,-0.590
3,1:33,4,1,PIT 42,20,9,Will Johnson up the middle for 3 yards (tackle by Lawrence Guy and Brandon Williams),-0.590,1.930
3,0:49,1,10,PIT 45,20,9,Josh Harris up the middle for 2 yards (tackle by Terrell Suggs and Brandon Williams),1.930,1.650
3,0:13,2,8,PIT 47,20,9,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.650,0.960
3,0:07,3,8,PIT 47,20,9,Ben Roethlisberger sacked by Elvis Dumervil for -12 yards,0.960,-1.040
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,20,PIT 35,20,9,"Brad Wing punts 48 yards, fair catch by Jacoby Jones",-1.040,0.060
4,14:53,1,10,BAL 17,20,9,Justin Forsett left tackle for 7 yards (tackle by Ryan Shazier),-0.060,0.480
4,14:22,2,3,BAL 24,20,9,Joe Flacco pass complete short right to Steve Smith for 18 yards (tackle by Troy Polamalu and Michael Mitchell),0.480,1.730
4,13:47,1,10,BAL 42,20,9,Justin Forsett right tackle for 2 yards (tackle by Jason Worilds),1.730,1.730
4,13:14,1,10,BAL 42,20,9,Timeout #1 by Baltimore Ravens,1.730,1.460
4,13:13,2,8,BAL 44,20,9,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.460,0.760
4,13:06,3,8,BAL 44,20,9,Joe Flacco pass complete short middle to Justin Forsett for 7 yards (tackle by Vince Williams and Troy Polamalu),0.760,0.000
4,12:32,4,1,PIT 49,20,9,Joe Flacco up the middle for 2 yards (tackle by Stephon Tuitt and Jason Worilds),0.000,2.460
4,11:59,1,10,PIT 47,20,9,"Justin Forsett left tackle for -4 yards. Justin Forsett fumbles, recovered by Stephon Tuitt at BAL-45 (tackle by Jeremy Zuttah)",2.460,-2.590
4,11:51,1,10,BAL 45,20,9,Ben Roethlisberger pass complete deep right to Antonio Brown for 44 yards (tackle by Jeromy Miles),2.590,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,11:31,1,1,BAL 1,20,9,--,6.970,5.830
4,11:05,1,6,BAL 6,20,15,"Ben Roethlisberger pass complete short right to Martavis Bryant for 6 yards, touchdown",5.830,7.000
4,11:05,,,,20,15,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Antonio Brown, conversion fails",0.000,-1.000
4,11:05,,,PIT 35,20,15,"Shaun Suisham kicks off 65 yards, returned by Jacoby Jones for 22 yards (tackle by Shamarko Thomas). Penalty on Shamarko Thomas: Unnecessary Roughness, 15 yards",0.000,-1.400
4,10:56,1,10,BAL 37,20,15,Joe Flacco pass incomplete short left intended for Torrey Smith,1.400,0.860
4,10:51,2,10,BAL 37,20,15,Justin Forsett left guard for -3 yards (tackle by Vince Williams),0.860,-0.230
4,10:10,3,13,BAL 34,20,15,Joe Flacco pass complete short middle to Owen Daniels for 23 yards (tackle by Troy Polamalu),-0.230,2.720
4,9:41,1,10,PIT 43,20,15,Joe Flacco pass incomplete short right intended for Kyle Juszczyk,2.720,2.180
4,9:36,2,10,PIT 43,20,15,Joe Flacco pass complete short right to Marlon Brown for 9 yards (tackle by Brice McCain),2.180,2.180
4,8:59,2,10,PIT 43,20,15,Timeout #2 by Baltimore Ravens,2.180,2.680
4,8:59,3,1,PIT 34,20,15,Joe Flacco pass incomplete deep left intended for Torrey Smith,2.680,1.100
4,8:52,4,1,PIT 34,23,15,Justin Tucker 52 yard field goal good,1.100,3.000
4,8:52,,,BAL 35,23,15,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,8:47,1,10,PIT 20,23,15,Josh Harris left guard for 6 yards (tackle by Elvis Dumervil),0.280,0.540
4,8:14,2,4,PIT 26,23,15,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,0.540,-0.160
4,8:10,3,4,PIT 26,23,15,Ben Roethlisberger pass incomplete short middle intended for Ben Tate is intercepted by Terrell Suggs at PIT-24 and returned for 3 yards,-0.160,-4.170
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,8:03,1,10,PIT 21,29,15,"Joe Flacco pass complete short right to Crockett Gillmore for 21 yards, touchdown",4.170,7.000
4,8:03,,,PIT 2,30,15,Justin Tucker kicks extra point good,0.000,0.000
4,8:03,,,BAL 35,30,15,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,7:56,1,10,PIT 20,30,15,"Ben Roethlisberger pass complete short middle to Antonio Brown for 4 yards (tackle by Rashaan Melvin). Penalty on Antonio Brown: Face Mask (15 Yards), 12 yards",0.280,-0.600
4,7:22,1,18,PIT 12,30,15,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Rashaan Melvin),-0.600,-0.630
4,7:04,2,12,PIT 18,30,15,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by C.J. Mosley),-0.630,-0.300
4,6:44,3,5,PIT 25,30,15,Ben Roethlisberger pass complete short middle to Markus Wheaton for 15 yards (tackle by Anthony Levine). Penalty on Elvis Dumervil: Defensive Offside (Declined),-0.300,1.600
4,6:30,1,10,PIT 40,30,15,Ben Roethlisberger pass complete deep middle to Antonio Brown for 19 yards (tackle by Daryl Smith),1.600,2.850
4,5:56,1,10,BAL 41,30,15,Ben Roethlisberger left tackle for 16 yards (tackle by Daryl Smith),2.850,3.910
4,5:19,1,10,BAL 25,30,15,Ben Roethlisberger pass complete short left to Dri Archer for 6 yards (tackle by C.J. Mosley),3.910,4.200
4,4:47,2,4,BAL 19,30,15,"Ben Roethlisberger pass complete short left to Dri Archer for 19 yards. Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",4.200,2.820
4,4:40,2,14,BAL 29,30,15,Ben Roethlisberger sacked by Courtney Upshaw for -7 yards,2.820,2.820
4,4:25,2,14,BAL 29,30,15,Timeout #1 by Pittsburgh Steelers,2.820,1.220
4,4:25,3,21,BAL 36,30,15,Bruce Gradkowski pass complete short middle to Heath Miller for 18 yards (tackle by C.J. Mosley),1.220,2.350
4,3:52,4,3,BAL 18,30,15,Bruce Gradkowski pass complete short middle to Antonio Brown for 4 yards,2.350,4.650
4,3:09,1,10,BAL 14,30,15,Bruce Gradkowski pass incomplete short right intended for Martavis Bryant (defended by Will Hill),4.650,4.000
4,3:04,2,10,BAL 14,30,15,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown is intercepted by Darian Stewart at BAL--7,4.000,-0.280
4,2:57,1,10,BAL 20,30,15,Justin Forsett right guard for 1 yard (tackle by Cameron Heyward),0.280,-0.130
4,2:13,2,9,BAL 21,30,15,Justin Forsett left tackle for 1 yard (tackle by Ryan Shazier),-0.130,-0.130
4,2:08,2,9,BAL 21,30,15,Timeout #2 by Pittsburgh Steelers,-0.130,-0.690
4,2:08,3,8,BAL 22,30,15,Justin Forsett right tackle for no gain (tackle by Ryan Shazier),-0.690,-1.900
4,2:00,4,8,BAL 22,30,17,"Sam Koch punts, blocked by Shamarko Thomas, safety",-1.900,-2.000
4,2:00,,,BAL 20,30,17,"Sam Koch kicks off 65 yards, returned by Antonio Brown for 16 yards (tackle by Kamar Aiken)",0.000,-1.000
4,1:49,1,10,PIT 31,30,17,"Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant. Penalty on Martavis Bryant: Offensive Pass Interference, 10 yards (no play)",1.000,0.340
4,1:43,1,20,PIT 21,30,17,Ben Roethlisberger pass complete deep left to Markus Wheaton for 17 yards (tackle by Will Hill),0.340,1.410
4,1:14,2,3,PIT 38,30,17,Ben Roethlisberger pass incomplete short right intended for Dri Archer,1.410,0.700
4,1:09,3,3,PIT 38,30,17,Ben Roethlisberger pass incomplete short middle intended for Martavis Bryant (defended by Haloti Ngata),0.700,-0.850
4,1:06,4,3,PIT 38,30,17,"Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Daryl Smith). Heath Miller fumbles (forced by Daryl Smith), recovered by Darian Stewart at PIT-45 (tackle by Markus Wheaton)",-0.850,-2.590
4,0:55,1,10,PIT 45,30,17,Joe Flacco kneels for -1 yards,2.590,2.590
4,0:48,1,10,PIT 45,30,17,Timeout #3 by Pittsburgh Steelers,2.590,1.910
4,0:48,2,11,PIT 46,30,17,Joe Flacco kneels for no gain,1.910,1.220
4,0:33,3,11,PIT 46,30,17,Joe Flacco kneels for -1 yards,1.220,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
