Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Graham Gano kicks off 65 yards, returned by Kenneth Gainwell for 20 yards. Kenneth Gainwell fumbles (forced by Elerson Smith), recovered by JJ Arcega-Whiteside at PHI-23 (tackle by Quincy Roche)",,
1,14:52,1,10,PHI 23,0,0,Jalen Hurts pass incomplete short left intended for Dallas Goedert (defended by Leonard Williams),,
1,14:48,2,10,PHI 23,0,0,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by James Bradberry),,
1,14:09,3,4,PHI 29,0,0,"Jalen Hurts pass intended for Dallas Goedert is intercepted by Steven Parker at PHI-32 and returned for no gain (tackle by Dallas Goedert) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jalen Hurts pass incomplete short right intended for Dallas Goedert (defended by Steven Parker)",,
1,14:01,4,4,PHI 29,0,0,"Arryn Siposs punts 39 yards. Penalty on Andre Chachere: Illegal Touch Kick, 5 yards (accepted)",,
1,13:50,1,10,NYG 37,0,0,Saquon Barkley left end for 1 yard (tackle by Derek Barnett and T.J. Edwards),,
1,13:13,2,9,NYG 38,0,0,Jake Fromm pass complete short right to Saquon Barkley for -4 yards (tackle by Darius Slay and Avonte Maddox),,
1,12:30,3,13,NYG 34,0,0,Jake Fromm pass incomplete short right intended for Darius Slayton (defended by Josh Sweat),,
1,12:24,4,13,NYG 34,0,0,"Riley Dixon punts 47 yards, returned by Jalen Reagor for -4 yards (tackle by Cam Brown)",,
1,12:15,1,10,PHI 15,0,0,Miles Sanders right tackle for 11 yards (tackle by Tae Crowder and Xavier McKinney),,
1,11:34,1,10,PHI 26,0,0,Jalen Hurts pass incomplete short left intended for DeVonta Smith (defended by Logan Ryan),,
1,11:30,2,10,PHI 26,0,0,"Jalen Hurts sacked by Lorenzo Carter for -5 yards. Jalen Hurts fumbles (forced by Lorenzo Carter), recovered by Dallas Goedert at PHI-21 (tackle by Lorenzo Carter)",,
1,10:43,3,15,PHI 21,0,0,Jalen Hurts pass incomplete short left intended for Miles Sanders,,
1,10:36,4,15,PHI 21,0,0,"Arryn Siposs punts 41 yards, returned by Pharoh Cooper for 3 yards (tackle by Alex Singleton and Jack Stoll)",,
1,10:23,1,10,NYG 41,0,0,Saquon Barkley up the middle for 5 yards (tackle by Javon Hargrave and T.J. Edwards),,
1,9:41,2,5,NYG 46,0,0,Jake Fromm pass incomplete short left intended for Kadarius Toney,,
1,9:35,3,5,NYG 46,0,0,"Penalty on Fletcher Cox: Neutral Zone Infraction, 4 yards (accepted) (no play)",,
1,9:35,3,1,NYG 50,0,0,Saquon Barkley up the middle for 5 yards (tackle by Alex Singleton and Rodney McLeod),,
1,8:55,1,10,PHI 45,0,0,Jake Fromm pass incomplete short right intended for Darius Slayton,,
1,8:50,2,10,PHI 45,0,0,Devontae Booker right guard for 3 yards (tackle by Derek Barnett),,
1,8:08,3,7,PHI 42,0,0,"Jake Fromm sacked by Josh Sweat for no gain. Jake Fromm fumbles (forced by Josh Sweat), recovered by Kadarius Toney at PHI-40 and returned for -8 yards (tackle by T.J. Edwards and Alex Singleton)",,
1,7:41,4,7,PHI 42,0,0,"Riley Dixon punts 48 yards, touchback.",,
1,7:28,1,10,PHI 20,0,0,Miles Sanders left end for no gain (tackle by Azeez Ojulari and Leonard Williams),,
1,6:49,2,10,PHI 20,0,0,Miles Sanders right tackle for 3 yards (tackle by Logan Ryan),,
1,6:08,3,7,PHI 23,0,0,Jalen Hurts pass complete short left to Jalen Reagor for 2 yards (tackle by Steven Parker),,
1,5:33,4,5,PHI 25,0,0,"Arryn Siposs punts 39 yards, returned by Pharoh Cooper for 13 yards (tackle by Marcus Epps)",,
1,5:20,1,10,NYG 49,0,0,Saquon Barkley left end for 4 yards (tackle by T.J. Edwards),,
1,4:45,2,6,PHI 47,0,0,Saquon Barkley up the middle for 2 yards (tackle by Alex Singleton and Anthony Harris),,
1,4:10,3,4,PHI 45,0,0,Saquon Barkley right tackle for 1 yard (tackle by Fletcher Cox and Cameron Malveaux),,
1,3:25,4,3,PHI 44,0,0,"Riley Dixon punts 28 yards, fair catch by Jalen Reagor at PHI-16",,
1,3:16,1,10,PHI 17,0,0,Jalen Hurts pass incomplete short left intended for Miles Sanders,,
1,3:12,2,10,PHI 17,0,0,Miles Sanders left end for 15 yards (tackle by Logan Ryan),,
1,2:47,1,10,PHI 31,0,0,"Miles Sanders up the middle for no gain (tackle by Lorenzo Carter). Penalty on Dallas Goedert: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",,
1,2:18,1,20,PHI 21,0,0,Jalen Hurts pass complete short right to Miles Sanders for 3 yards (tackle by Lorenzo Carter),,
1,1:42,2,17,PHI 24,0,0,Jalen Hurts pass incomplete short right intended for Jalen Reagor,,
1,1:37,3,17,PHI 24,0,0,Jalen Hurts pass incomplete short left intended for Jordan Howard (defended by Lorenzo Carter),,
1,1:31,4,17,PHI 24,0,0,"Arryn Siposs punts 51 yards, fair catch by Pharoh Cooper at NYG-25",,
1,1:24,1,10,NYG 25,0,0,Saquon Barkley left end for 6 yards (tackle by Alex Singleton),,
1,0:50,2,4,NYG 31,0,0,Jake Fromm pass incomplete short middle intended for Pharoh Cooper (defended by Marcus Epps),,
1,0:43,3,4,NYG 31,0,0,Jake Fromm pass complete short right to Devontae Booker for 8 yards (tackle by Alex Singleton),,
1,0:02,1,10,NYG 39,0,0,Jake Fromm pass incomplete short left intended for Kadarius Toney (defended by Javon Hargrave),,
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYG 39,0,0,Jake Fromm pass complete short left to Kadarius Toney for 8 yards (tackle by Derek Barnett and Marcus Epps),,
2,14:13,3,2,NYG 47,0,0,Jake Fromm pass complete short right to Kadarius Toney for 8 yards (tackle by Avonte Maddox),,
2,13:33,1,10,PHI 45,0,0,Devontae Booker right tackle for 6 yards (tackle by T.J. Edwards and Darius Slay),,
2,12:56,2,4,PHI 39,0,0,"Devontae Booker for 2 yards. Penalty on Derek Barnett: Defensive Offside, 5 yards (accepted) (no play)",,
2,12:40,1,10,PHI 34,0,0,Jake Fromm pass incomplete deep right intended for Kenny Golladay,,
2,12:33,2,10,PHI 34,0,0,Jake Fromm pass incomplete deep left intended for Darius Slayton,,
2,12:28,3,10,PHI 34,0,0,Saquon Barkley right guard for -2 yards (tackle by Fletcher Cox and Josh Sweat),,
2,11:49,4,12,PHI 36,3,0,Graham Gano 54 yard field goal good,,
2,11:41,,,NYG 35,3,0,"Graham Gano kicks off 51 yards, returned by Kenneth Gainwell for 10 yards (tackle by Cam Brown and Darqueze Dennard)",,
2,11:34,1,10,PHI 24,3,0,Jordan Howard right end for 5 yards (tackle by Raymond Johnson and Logan Ryan),,
2,10:56,2,5,PHI 29,3,0,Jordan Howard right end for no gain (tackle by Tae Crowder and Jaylon Smith),,
2,10:13,3,5,PHI 29,3,0,Jalen Hurts pass complete deep right to DeVonta Smith for 23 yards (tackle by Xavier McKinney),,
2,9:43,1,10,NYG 48,3,0,Miles Sanders left end for 13 yards (tackle by Jarren Williams),,
2,9:09,1,10,NYG 35,3,0,Jalen Hurts pass complete short left to Jalen Reagor for 13 yards,,
2,8:37,1,10,NYG 22,3,0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by James Bradberry),,
2,8:31,2,10,NYG 22,3,0,Jalen Hurts pass incomplete short right intended for Jalen Reagor,,
2,8:27,3,10,NYG 22,3,0,"Penalty on Julian Love: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,8:27,3,5,NYG 17,3,0,"Jalen Hurts pass complete to Jalen Reagor for no gain. Penalty on DeVonta Smith: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,7:50,3,15,NYG 27,3,0,Boston Scott up the middle for 4 yards (tackle by Leonard Williams),,
2,7:11,4,11,NYG 23,3,0,Jake Elliott 41 yard field goal no good,,
2,7:06,1,10,NYG 31,3,0,Saquon Barkley up the middle for -1 yards (tackle by Fletcher Cox and Marcus Epps),,
2,6:28,2,11,NYG 30,3,0,Saquon Barkley left end for -4 yards (tackle by Derek Barnett),,
2,5:44,3,15,NYG 26,3,0,Devontae Booker left end for 10 yards (tackle by Anthony Harris),,
2,5:03,4,5,NYG 36,3,0,"Riley Dixon punts 38 yards, returned by Jalen Reagor for 14 yards (tackle by Darqueze Dennard and Elijhaa Penny)",,
2,4:50,1,10,PHI 40,3,0,Jalen Hurts pass incomplete short right intended for Jordan Howard,,
2,4:46,2,10,PHI 40,3,0,Jalen Hurts pass complete deep right to DeVonta Smith for 46 yards (tackle by Julian Love),,
2,4:15,1,10,NYG 14,3,0,Jalen Hurts right end for 1 yard (tackle by Xavier McKinney),,
2,3:39,2,9,NYG 13,3,0,"Jalen Hurts pass incomplete intended for Jordan Howard. Penalty on Leonard Williams: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
2,3:31,1,8,NYG 8,3,0,Miles Sanders right end for 1 yard (tackle by Jarren Williams),,
2,2:55,2,7,NYG 7,3,0,Miles Sanders right end for 2 yards (tackle by Azeez Ojulari),,
2,2:13,3,5,NYG 5,3,0,Jalen Hurts pass complete to Quez Watkins for 1 yard (tackle by Xavier McKinney),,
2,2:00,4,4,NYG 4,3,3,Jake Elliott 22 yard field goal good,,
2,1:57,,,PHI 35,3,3,"Jake Elliott kicks off 65 yards, touchback.",,
2,1:57,1,10,NYG 25,3,3,Jake Fromm pass complete short left to Evan Engram for -2 yards (tackle by Anthony Harris),,
2,1:50,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:50,2,12,NYG 23,3,3,Jake Fromm pass incomplete short right intended for Kadarius Toney,,
2,1:46,3,12,NYG 23,3,3,Saquon Barkley up the middle for 3 yards (tackle by Javon Hargrave),,
2,1:46,1,10,NYG 31,3,3,"Penalty on Javon Hargrave: Defensive Holding, 5 yards (accepted)",,
2,1:40,1,10,NYG 31,3,3,Saquon Barkley up the middle for 7 yards (tackle by T.J. Edwards and Josh Sweat),,
2,1:17,2,3,NYG 38,3,3,Jake Fromm scrambles up the middle for 1 yard (tackle by Josh Sweat and T.J. Edwards),,
2,1:10,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:10,3,2,NYG 39,3,3,Jake Fromm scrambles right end for 6 yards (tackle by T.J. Edwards and Alex Singleton),,
2,0:46,1,10,NYG 45,3,3,Jake Fromm scrambles left end for 5 yards (tackle by T.J. Edwards),,
2,0:38,,,,,,Timeout #1 by New York Giants,,
2,0:38,2,5,NYG 50,3,3,Jake Fromm pass incomplete short left intended for Kadarius Toney,,
2,0:33,3,5,NYG 50,3,3,Jake Fromm pass incomplete short right,,
2,0:26,4,5,NYG 50,3,3,"Riley Dixon punts 33 yards, fair catch by Jalen Reagor at PHI-17",,
2,0:20,1,10,PHI 17,3,3,Jordan Howard left end for 5 yards (tackle by Quincy Roche),,
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,3,3,"Jake Elliott kicks off 65 yards, touchback.",,
3,15:00,1,10,NYG 25,3,3,Saquon Barkley up the middle for no gain (tackle by Avonte Maddox and T.J. Edwards),,
3,14:22,2,10,NYG 25,3,3,Jake Fromm pass deep middle intended for Kenny Golladay is intercepted by Rodney McLeod at NYG-45 and returned for 24 yards (tackle by Andrew Thomas),,
3,14:10,1,10,NYG 21,3,3,"Jalen Hurts pass complete short left to Dallas Goedert for 12 yards. Penalty on Quez Watkins: Offensive Holding, 10 yards (accepted)",,
3,14:02,1,8,NYG 19,3,9,Jalen Hurts pass complete short left to Jordan Howard for 9 yards (tackle by Jarren Williams),,
3,13:37,1,10,NYG 10,3,9,Jordan Howard up the middle for 5 yards (tackle by Julian Love),,
3,12:51,2,5,NYG 5,3,9,Jordan Howard up the middle for 2 yards (tackle by Austin Johnson and Lorenzo Carter),,
3,12:08,3,3,NYG 3,3,9,"Boston Scott left end for 3 yards, touchdown",,
3,12:02,,,NYG 15,3,10,Jake Elliott kicks extra point good,,
3,12:02,,,PHI 35,3,10,"Jake Elliott kicks off 65 yards, touchback.",,
3,12:02,1,10,NYG 25,3,16,Jake Fromm sacked by Milton Williams for -10 yards,,
3,11:21,2,20,NYG 15,3,10,Saquon Barkley left end for 5 yards (tackle by Genard Avery),,
3,10:38,3,15,NYG 20,3,10,Jake Fromm pass complete short left to Darius Slayton for 7 yards (tackle by Steven Nelson and Anthony Harris),,
3,10:03,4,8,NYG 27,3,10,"Riley Dixon punts 33 yards, returned by Jalen Reagor for 39 yards (tackle by Devontae Booker)",,
