Quarter,Time,Tm,Detail,NYG,PHI
2.0,11:41,Giants,Graham Gano 54 yard field goal,3,0
,1:57,Eagles,Jake Elliott 22 yard field goal,3,3
3.0,12:02,Eagles,Boston Scott 3 yard rush (Jake Elliott kick),3,10
,7:48,Eagles,Jake Elliott 37 yard field goal,3,13
,4:07,Eagles,DeVonta Smith 4 yard pass from Jalen Hurts (Jake Elliott kick),3,20
4.0,11:40,Eagles,Lane Johnson 5 yard pass from Jalen Hurts (Jake Elliott kick),3,27
,10:19,Eagles,Alex Singleton 29 yard interception return (Jake Elliott kick),3,34
,3:50,Giants,Evan Engram 9 yard pass from Mike Glennon (Graham Gano kick),10,34
