Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,7:56,4,15,SEA 41,7,14,Matt Turk punts 28 yards,0.530,0.320
2,7:42,1,10,SEA 13,7,14,Matt Hasselbeck sacked by Brandon Chillar for -7 yards,-0.320,-1.290
2,7:11,2,17,SEA 6,7,14,Maurice Morris left end for 6 yards (tackle by Will Witherspoon),-1.290,-1.540
2,6:27,3,11,SEA 12,7,14,Matt Hasselbeck pass incomplete deep middle intended for Itula Mili,-1.540,-2.490
2,6:21,4,11,SEA 12,7,14,Ryan Plackemeier punts 30 yards,-2.490,-2.790
2,6:13,1,10,SEA 42,7,14,Marc Bulger pass complete short right to Steven Jackson for 8 yards (tackle by Kelly Herndon),2.790,3.320
2,5:35,2,2,SEA 34,7,14,Steven Jackson middle for 1 yard (tackle by Lofa Tatupu and LeRoy Hill),3.320,2.740
2,4:50,3,1,SEA 33,7,14,Steven Jackson right tackle for 4 yards (tackle by Kelly Herndon),2.740,3.640
2,4:08,1,10,SEA 29,7,14,Marc Bulger pass complete short right to Torry Holt for 17 yards (tackle by Michael Boulware),3.640,4.780
2,3:26,1,10,SEA 12,7,14,Steven Jackson left tackle for 2 yards (tackle by Grant Wistrom),4.780,4.450
2,2:47,2,8,SEA 10,7,20,"Marc Bulger pass complete short right to Torry Holt for 10 yards, touchdown",4.450,7.000
2,,,,SEA 2,7,21,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,21,"Jeff Wilkins kicks off 71 yards, returned by Willie Ponder for 27 yards (tackle by Tony Fisher)",0.000,0.670
2,2:35,1,10,SEA 26,7,21,Matt Hasselbeck pass incomplete short left intended for Deion Branch,0.670,0.130
2,2:31,2,10,SEA 26,7,21,Maurice Morris middle for -1 yards (tackle by Claude Wroten),0.130,-0.690
2,2:00,3,11,SEA 25,7,21,Matt Hasselbeck pass complete deep left to Darrell Jackson for 27 yards (tackle by Corey Chavous),-0.690,2.390
2,1:52,1,10,STL 48,7,21,Matt Hasselbeck pass complete short right to Mack Strong for 3 yards (tackle by Will Witherspoon),2.390,2.250
2,1:43,,,,7,21,Timeout #1 by Seattle Seahawks,0.000,2.250
2,1:43,2,7,STL 45,7,21,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson,2.250,1.550
2,1:39,3,7,STL 45,7,21,Matt Hasselbeck sacked by La'Roi Glover for -6 yards,1.550,-0.130
2,1:29,,,,7,21,Timeout #2 by St. Louis Rams,0.000,-0.130
2,1:29,4,13,SEA 49,7,21,"Ryan Plackemeier punts 42 yards, returned by Dane Looker for 9 yards (tackle by Josh Scobey)",-0.130,-0.040
2,1:18,1,10,STL 18,7,21,Tony Fisher middle for 1 yard (tackle by Lofa Tatupu),0.040,-0.320
2,0:50,2,9,STL 19,7,21,Marc Bulger pass complete deep middle to Kevin Curtis for 39 yards (tackle by Michael Boulware),-0.320,2.790
2,0:31,1,10,SEA 42,7,21,Marc Bulger spiked the ball,2.790,2.240
2,0:30,2,10,SEA 42,7,21,Marc Bulger pass complete short left to Tony Fisher for 4 yards (tackle by Jordan Babineaux),2.240,2.080
2,0:19,,,,7,21,Timeout #3 by St. Louis Rams,0.000,2.080
2,0:19,3,6,SEA 38,7,21,Marc Bulger sacked by Bryce Fisher for -13 yards,2.080,-0.130
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,7,21,"Jeff Wilkins kicks off 57 yards, returned by Willie Ponder for 10 yards (tackle by Dwaine Carpenter)",0.000,0.480
3,14:53,1,10,SEA 23,7,21,Maurice Morris left end for 3 yards (tackle by Jimmy Kennedy),0.480,0.340
3,14:22,2,7,SEA 26,7,21,Matt Hasselbeck middle for 17 yards (tackle by O.J. Atogwe),0.340,1.800
3,13:46,1,10,SEA 43,7,21,Maurice Morris middle for 13 yards (tackle by Tye Hill),1.800,2.650
3,13:17,1,10,STL 44,7,21,Maurice Morris left tackle for 2 yards (tackle by Brandon Chillar),2.650,2.380
3,12:44,2,8,STL 42,7,21,Matt Hasselbeck pass complete short left to Deion Branch for 18 yards (tackle by Travis Fisher),2.380,3.970
3,12:12,1,10,STL 24,7,21,Maurice Morris right tackle for 3 yards (tackle by Brandon Green),3.970,3.840
3,11:39,2,7,STL 21,7,21,Matt Hasselbeck middle for 5 yards (tackle by Brandon Green),3.840,3.950
3,10:59,3,2,STL 16,7,21,Maurice Morris left tackle for 3 yards (tackle by Jason Fisk),3.950,4.710
3,10:27,1,10,STL 13,7,21,Maurice Morris left tackle for 2 yards (tackle by O.J. Atogwe),4.710,4.390
3,9:45,,,,7,21,Timeout #1 by Seattle Seahawks,0.000,4.390
3,9:45,2,8,STL 11,7,21,Matt Hasselbeck pass incomplete short middle intended for Darrell Jackson (defended by Will Witherspoon),4.390,3.450
3,9:41,3,8,STL 11,7,21,"Penalty on Itula Mili: False Start, 5 yards (no play)",3.450,2.970
3,9:41,3,13,STL 16,7,21,Matt Hasselbeck pass incomplete deep middle intended for Nate Burleson,2.970,2.380
3,9:37,4,13,STL 16,7,21,Josh Brown 34 yard field goal no good,2.380,-0.540
3,9:33,1,10,STL 24,7,21,Steven Jackson middle for 6 yards (tackle by Grant Wistrom),0.540,0.810
3,9:00,2,4,STL 30,7,21,Marc Bulger pass incomplete short right intended for Isaac Bruce,0.810,0.100
3,8:56,3,4,STL 30,7,21,Marc Bulger pass complete short left to Isaac Bruce for 6 yards (tackle by Kelly Jennings),0.100,1.330
3,8:18,1,10,STL 36,7,21,Marc Bulger pass complete short middle to Steven Jackson for 7 yards (tackle by Lofa Tatupu),1.330,1.740
3,7:44,2,3,STL 43,7,21,"Marc Bulger pass incomplete deep left intended for Torry Holt. Penalty on Kelly Herndon: Defensive Holding, 5 yards (no play)",1.740,2.130
3,7:33,1,10,STL 48,7,21,Steven Jackson left tackle for 7 yards (tackle by LeRoy Hill),2.130,2.530
3,6:59,2,3,SEA 45,7,21,Steven Jackson left tackle for no gain (tackle by Marcus Tubbs),2.530,1.820
3,6:21,3,3,SEA 45,7,21,Marc Bulger pass incomplete short right intended for Kevin Curtis,1.820,0.270
3,6:15,4,3,SEA 45,7,21,"Matt Turk punts 31 yards, fair catch by Jimmy Williams",0.270,0.280
3,6:08,1,10,SEA 14,7,21,Maurice Morris right end for no gain (tackle by Will Witherspoon). Penalty on Sean Locklear: Offensive Holding (Declined),-0.280,-0.750
3,5:52,2,10,SEA 14,7,21,"Matt Hasselbeck pass incomplete deep left intended for Deion Branch. Penalty on Travis Fisher: Defensive Pass Interfere, 30 yards (no play)",-0.750,1.860
3,5:44,1,10,SEA 44,7,21,Deion Branch left end for 19 yards (tackle by Victor Adeyanju),1.860,3.120
3,5:12,1,10,STL 37,7,21,Matt Hasselbeck pass complete short left to Mack Strong for 5 yards (tackle by Travis Fisher),3.120,3.250
3,4:51,2,5,STL 32,7,21,Matt Hasselbeck pass incomplete short right intended for D.J. Hackett,3.250,2.540
3,4:43,3,5,STL 32,7,21,"Mack Strong right guard for 32 yards. Penalty on Chris Spencer: Offensive Holding, 10 yards (no play)",2.540,1.220
3,4:36,3,15,STL 42,13,21,"Matt Hasselbeck pass complete deep middle to Darrell Jackson for 42 yards, touchdown",1.220,7.000
3,,,,STL 2,14,21,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,14,21,"Josh Brown kicks off 75 yards, touchback",0.000,0.280
3,4:28,1,10,STL 20,14,21,Marc Bulger pass incomplete short middle intended for Torry Holt (defended by Lofa Tatupu),0.280,-0.270
3,4:24,2,10,STL 20,14,21,Steven Jackson right tackle for no gain (tackle by Julian Peterson),-0.270,-0.960
3,3:43,3,10,STL 20,14,21,Marc Bulger pass complete short left to Steven Jackson for 8 yards (tackle by Lofa Tatupu),-0.960,-1.500
3,3:14,4,2,STL 28,14,21,"Matt Turk punts 55 yards, returned by Jimmy Williams for 5 yards (tackle by Chris Massey)",-1.500,-0.410
3,2:59,1,10,SEA 22,14,21,Maurice Morris left tackle for 21 yards (tackle by Corey Chavous),0.410,1.800
3,2:29,1,10,SEA 43,14,21,"Matt Hasselbeck pass incomplete deep right intended for Darrell Jackson. Penalty on Tye Hill: Defensive Pass Interfere, 22 yards (no play)",1.800,3.250
3,2:25,1,10,STL 35,14,21,Maurice Morris middle for 2 yards (tackle by Pisa Tinoisamoa),3.250,2.970
3,1:48,2,8,STL 33,14,21,Matt Hasselbeck pass incomplete deep middle intended for Deion Branch,2.970,2.280
3,1:40,3,8,STL 33,14,21,Matt Hasselbeck pass complete short left to Deion Branch for 8 yards (tackle by O.J. Atogwe),2.280,3.910
3,1:04,1,10,STL 25,14,21,Matt Hasselbeck sacked by Victor Adeyanju for -8 yards,3.910,2.280
3,0:34,2,18,STL 33,14,21,Matt Hasselbeck pass complete short right to Maurice Morris for -1 yards (tackle by Will Witherspoon),2.280,1.490
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,STL 34,14,21,Maurice Morris middle for 3 yards (tackle by Will Witherspoon),1.490,1.320
4,14:26,4,16,STL 31,17,21,Josh Brown 49 yard field goal good,1.320,3.000
4,,,,SEA 30,17,21,"Josh Brown kicks off 69 yards, returned by Kevin Curtis for 20 yards (tackle by D.D. Lewis). Kevin Curtis fumbles (forced by D.D. Lewis), recovered by Kevin Bentley at STL-22 (tackle by O.J. Atogwe)",0.000,-4.110
4,14:14,1,10,STL 22,17,21,Maurice Morris right end for 3 yards (tackle by Leonard Little),4.110,3.970
4,13:40,2,7,STL 19,23,21,"Matt Hasselbeck pass complete deep left to Deion Branch for 19 yards, touchdown",3.970,7.000
4,,,,STL 2,24,21,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,24,21,"Josh Brown kicks off 71 yards, returned by Kevin Curtis for 23 yards (tackle by D.D. Lewis)",0.000,0.410
4,13:27,1,10,STL 22,24,21,Marc Bulger pass incomplete deep middle intended for Torry Holt,0.410,-0.130
4,13:22,2,10,STL 22,24,21,Marc Bulger sacked by Julian Peterson for -10 yards,-0.130,-2.590
4,12:48,3,20,STL 12,24,21,Marc Bulger sacked by Marcus Tubbs and Rocky Bernard for -11 yards,-2.590,-2.490
4,12:06,4,31,STL 1,24,21,"Matt Turk punts 39 yards, returned by Nate Burleson for 7 yards (tackle by Will Witherspoon)",-2.490,-3.380
4,11:55,1,10,STL 33,24,21,Maurice Morris middle for 4 yards (tackle by Leonard Little),3.380,3.380
4,11:24,2,6,STL 29,24,21,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson,3.380,2.680
4,11:20,3,6,STL 29,24,21,Maurice Morris left end for -2 yards (tackle by Will Witherspoon),2.680,1.320
4,10:39,4,8,STL 31,27,21,Josh Brown 49 yard field goal good,1.320,3.000
4,,,,SEA 30,27,21,"Josh Brown kicks off 76 yards, touchback",0.000,0.280
4,10:33,1,10,STL 20,27,21,Marc Bulger pass complete short left to Kevin Curtis for 13 yards (tackle by Ken Hamlin),0.280,1.140
4,10:03,1,10,STL 33,27,21,Marc Bulger pass complete short right to Isaac Bruce for 9 yards (tackle by Kelly Jennings),1.140,1.810
4,9:32,2,1,STL 42,27,21,Marc Bulger pass complete short middle to Steven Jackson for 5 yards (tackle by Russell Davis),1.810,2.060
4,9:00,1,10,STL 47,27,21,Marc Bulger pass complete short left to Torry Holt for 4 yards (tackle by Marcus Trufant),2.060,2.060
4,8:21,2,6,SEA 49,27,21,Marc Bulger pass complete short left to Steven Jackson for 1 yard (tackle by Jordan Babineaux),2.060,1.490
4,7:39,3,5,SEA 48,27,21,"Penalty on Joe Klopfenstein: False Start, 5 yards (no play)",1.490,0.830
4,7:18,3,10,STL 47,27,21,Marc Bulger pass incomplete short left intended for Torry Holt,0.830,-0.260
4,7:09,4,10,STL 47,27,21,"Matt Turk punts 34 yards, fair catch by Nate Burleson",-0.260,-0.150
4,7:00,1,10,SEA 19,27,21,Maurice Morris left tackle for 3 yards (tackle by Leonard Little),0.150,0.070
4,6:21,2,7,SEA 22,27,21,"Penalty on Chris Spencer: False Start, 5 yards (no play)",0.070,-0.720
4,6:01,2,12,SEA 17,27,21,Matt Hasselbeck pass incomplete short middle intended for D.J. Hackett (defended by Corey Chavous),-0.720,-1.420
4,5:57,3,12,SEA 17,27,21,Matt Hasselbeck pass complete deep middle to D.J. Hackett for 37 yards (tackle by Travis Fisher),-1.420,2.520
4,5:10,1,10,STL 46,27,21,Matt Hasselbeck pass complete short right to Itula Mili for 7 yards (tackle by Will Witherspoon),2.520,2.920
4,4:28,2,3,STL 39,27,21,Maurice Morris left guard for no gain (tackle by Pisa Tinoisamoa),2.920,2.210
4,3:41,,,,27,21,Timeout #2 by Seattle Seahawks,0.000,2.210
4,3:41,3,3,STL 39,27,21,Matt Hasselbeck pass incomplete short right intended for Mack Strong,2.210,0.660
4,3:35,4,3,STL 39,27,21,"Ryan Plackemeier punts 29 yards, returned by Dane Looker for 10 yards (tackle by Darryl Tapp)",0.660,-0.280
4,3:27,1,10,STL 20,27,21,Marc Bulger pass incomplete short right intended for Steven Jackson,0.280,-0.270
4,3:22,2,10,STL 20,27,21,Marc Bulger pass incomplete deep middle intended for Torry Holt is intercepted by Lofa Tatupu at STL-36 and returned for 19 yards,-0.270,-4.440
4,3:09,1,10,STL 17,27,21,Maurice Morris right end for 8 yards (tackle by Leonard Little),4.440,5.290
4,3:00,,,,27,21,Timeout #1 by St. Louis Rams,0.000,5.290
4,2:59,2,2,STL 9,27,21,Maurice Morris left end for -2 yards (tackle by Jimmy Kennedy),5.290,4.100
4,2:59,,,,27,21,Timeout #2 by St. Louis Rams,0.000,4.100
4,2:54,3,4,STL 11,27,21,"Maurice Morris middle for 4 yards (tackle by Leonard Little). Maurice Morris fumbles (forced by Leonard Little), recovered by Jimmy Kennedy at STL-7 (tackle by Maurice Morris). Penalty on Chris Gray: Offensive Holding (Declined)",4.100,0.380
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
4,2:48,1,10,STL 7,27,21,Marc Bulger sacked by Julian Peterson for -3 yards,-0.380,-1.000
4,2:48,2,13,STL 4,27,21,Marc Bulger pass complete short middle to Steven Jackson for 6 yards (tackle by Bryce Fisher),-1.000,-1.070
4,2:05,3,7,STL 10,27,21,Marc Bulger pass complete deep right to Shaun McDonald for 28 yards (tackle by Michael Boulware),-1.070,1.470
4,1:58,1,10,STL 38,27,21,Marc Bulger pass incomplete short right intended for Torry Holt (defended by Julian Peterson),1.470,0.920
4,1:54,2,10,STL 38,27,21,"Penalty on Todd Steussie: False Start, 5 yards (no play)",0.920,0.250
4,1:54,2,15,STL 33,27,27,"Marc Bulger pass complete deep middle to Torry Holt for 67 yards, touchdown",0.250,7.000
4,,,,SEA 2,27,28,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,27,28,"Jeff Wilkins kicks off 71 yards, returned by Willie Ponder for 18 yards (tackle by Madison Hedgecock)",0.000,-0.060
4,1:38,1,10,SEA 17,27,28,Matt Hasselbeck pass complete short middle to D.J. Hackett for 14 yards (tackle by Corey Chavous),-0.060,1.000
4,1:20,1,10,SEA 31,27,28,Matt Hasselbeck pass complete deep right to Darrell Jackson for 19 yards (tackle by Jerome Carter),1.000,2.260
4,1:00,1,10,STL 50,27,28,Matt Hasselbeck pass incomplete deep right intended for Darrell Jackson,2.260,1.710
4,0:56,2,10,STL 50,27,28,Matt Hasselbeck pass complete to Deion Branch for 9 yards (tackle by Travis Fisher),1.710,2.210
4,0:33,3,1,STL 41,27,28,Mack Strong right tackle for 9 yards (tackle by Jerome Carter),2.210,3.450
4,0:17,1,10,STL 32,27,28,Matt Hasselbeck spiked the ball,3.450,2.900
4,0:17,2,10,STL 32,27,28,Mack Strong right tackle for 1 yard (tackle by Corey Chavous),2.900,2.340
4,0:04,3,9,STL 31,27,28,"Matt Hasselbeck spiked the ball. Penalty on Robbie Tobeck: Illegal Formation, 5 yards (no play)",2.340,1.690
4,0:04,,,,27,28,Timeout #3 by St. Louis Rams,0.000,1.690
4,0:04,3,14,STL 36,30,28,Josh Brown 54 yard field goal good,1.690,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
