Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Football Team to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Graham Gano kicks off 57 yards, returned by DeAndre Carter for 11 yards (tackle by Steven Parker)",,
1,14:55,1,10,WAS 19,0,0,Antonio Gibson left guard for 2 yards (tackle by Dexter Lawrence),,
1,14:12,2,8,WAS 21,0,0,Taylor Heinicke pass complete short right to Terry McLaurin for 11 yards (tackle by Logan Ryan),,
1,13:44,1,10,WAS 32,0,0,Antonio Gibson right end for 7 yards (tackle by Jaylon Smith),,
1,13:12,2,3,WAS 39,0,0,Antonio Gibson right guard for 10 yards (tackle by Logan Ryan and Tae Crowder),,
1,12:33,1,10,WAS 49,0,0,Taylor Heinicke pass complete short left to Terry McLaurin for 30 yards (tackle by Xavier McKinney),,
1,11:51,1,10,NYG 21,0,0,Jaret Patterson left end for 7 yards (tackle by Julian Love),,
1,11:16,2,3,NYG 14,0,0,Taylor Heinicke scrambles left end for 3 yards (tackle by Jaylon Smith),,
1,10:37,1,10,NYG 11,0,0,Antonio Gibson left end for 7 yards (tackle by Lorenzo Carter and Tae Crowder),,
1,9:55,2,3,NYG 4,0,0,Antonio Gibson up the middle for -1 yards (tackle by Dexter Lawrence),,
1,9:12,3,4,NYG 5,0,0,Taylor Heinicke pass incomplete short middle intended for Cam Sims,,
1,9:08,4,4,NYG 5,3,0,Joey Slye 23 yard field goal good,,
1,9:03,,,WAS 35,3,0,"Joey Slye kicks off 66 yards, returned by Alex Bachman for 21 yards (tackle by Darrick Forrest)",,
1,8:58,1,10,NYG 20,3,0,Saquon Barkley up the middle for 3 yards (tackle by Daron Payne),,
1,8:21,2,7,NYG 23,3,0,Jake Fromm pass complete short right to Saquon Barkley for 3 yards (tackle by Darryl Roberts),,
1,7:45,3,4,NYG 26,3,0,Jake Fromm scrambles up the middle for 18 yards (tackle by Danny Johnson),,
1,7:06,1,10,NYG 44,3,0,Devontae Booker right guard for no gain (tackle by William Bradley-King and Matthew Ioannidis),,
1,6:24,2,10,NYG 44,3,0,Jake Fromm pass complete short right to Kyle Rudolph for 9 yards (tackle by Cole Holcomb),,
1,5:48,3,1,WAS 47,3,0,Saquon Barkley right guard for no gain (tackle by William Bradley-King and Darryl Roberts),,
1,5:00,4,1,WAS 47,3,0,"Penalty on Matthew Ioannidis: Neutral Zone Infraction, 6 yards (accepted) (no play)",,
1,4:41,1,10,WAS 41,3,0,Devontae Booker left guard for -3 yards (tackle by David Mayo),,
1,4:14,2,13,WAS 44,3,0,Devontae Booker up the middle for 6 yards (tackle by Cole Holcomb and Jeremy Reaves),,
1,3:30,3,7,WAS 38,3,0,Jake Fromm pass complete short right to Kyle Rudolph for 6 yards (tackle by Darryl Roberts),,
1,2:48,4,1,WAS 32,3,0,Alex Bachman right end for -3 yards (tackle by Jamin Davis),,
1,2:43,1,10,WAS 35,3,0,Antonio Gibson left end for 3 yards (tackle by Tae Crowder),,
1,2:05,2,7,WAS 38,3,0,Taylor Heinicke pass complete short right to Terry McLaurin for 12 yards (tackle by Xavier McKinney and Jaylon Smith),,
1,1:29,1,10,WAS 50,3,0,Antonio Gibson left tackle for 3 yards (tackle by Leonard Williams and Lorenzo Carter),,
1,0:49,2,7,NYG 47,3,0,Jonathan Williams left end for 1 yard (tackle by Quincy Roche),,
1,0:06,3,6,NYG 46,3,0,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin,,
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,NYG 46,3,0,"Tress Way punts 46 yards, touchback.",,
2,14:52,1,10,NYG 20,3,0,Jake Fromm pass complete short left to Kyle Rudolph for -2 yards (tackle by Tim Settle),,
2,14:13,2,12,NYG 18,3,0,Saquon Barkley right guard for 4 yards (tackle by Cole Holcomb and James Smith-Williams),,
2,13:29,3,8,NYG 22,3,0,Jake Fromm pass incomplete short left intended for Evan Engram,,
2,13:25,4,8,NYG 22,3,0,"Riley Dixon punts 50 yards, returned by DeAndre Carter for no gain (tackle by Keion Crossen)",,
2,13:15,1,10,WAS 28,3,0,Taylor Heinicke sacked by Logan Ryan for -4 yards,,
2,12:40,2,14,WAS 24,3,0,Antonio Gibson right tackle for 7 yards (tackle by Tae Crowder and Austin Johnson),,
2,11:55,3,7,WAS 31,3,0,"Penalty on Antonio Gibson: False Start, 5 yards (accepted) (no play)",,
2,11:38,3,12,WAS 26,3,0,Taylor Heinicke pass incomplete short left intended for Adam Humphries,,
2,11:33,4,12,WAS 26,3,0,"Tress Way punts 56 yards, returned by Alex Bachman for 16 yards (tackle by De'Jon Harris)",,
