Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,21,146,1,6,68,3.2,78,3.7,0,
Jonathan Williams,WAS,7,45,0,4,9,1.3,36,5.1,1,7.0
Jaret Patterson,WAS,6,21,0,,12,2.0,9,1.5,0,
Taylor Heinicke,WAS,2,3,0,1,3,1.5,0,0.0,0,
DeAndre Carter,WAS,1,11,0,1,8,8.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,11,30,0,0,16,1.5,14,1.3,0,
Devontae Booker,NYG,8,14,0,1,3,0.4,11,1.4,0,
Jake Fromm,NYG,5,53,0,3,20,4.0,33,6.6,0,
Alex Bachman,NYG,1,-3,0,,-3,-3.0,0,0.0,0,
