Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
1,7:34,4,5,NOR 20,0,3,Matt Stover 38 yard field goal good,2.170,3.000
1,7:34,,,IND 30,0,3,"Pat McAfee kicks off 68 yards, returned by Courtney Roby for 24 yards (tackle by Tim Jennings)",0.000,0.670
1,7:22,1,10,NOR 26,0,3,Drew Brees pass incomplete short middle intended for Pierre Thomas (defended by Gary Brackett),0.670,0.130
1,7:17,2,10,NOR 26,0,3,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Jacob Lacey),0.130,0.100
1,6:36,3,5,NOR 31,0,3,Drew Brees pass complete short middle to Reggie Bush for 16 yards (tackle by Antoine Bethea),0.100,2.060
1,5:54,1,10,NOR 47,0,3,Reggie Bush right end for 3 yards (tackle by Jacob Lacey),2.060,1.920
1,5:35,2,7,,0,3,Drew Brees pass incomplete short left intended for Marques Colston,1.920,1.220
1,5:28,3,7,,0,3,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Melvin Bullitt),1.220,-0.060
1,5:22,4,7,,0,3,Thomas Morstead punts 46 yards,-0.060,0.380
1,5:12,1,10,IND 4,0,3,Peyton Manning pass complete short middle to Donald Brown for 11 yards (tackle by Jonathan Vilma),-0.380,-0.220
1,4:35,1,10,IND 15,0,3,Peyton Manning pass incomplete short left intended for Donald Brown,-0.220,-0.710
1,4:29,2,10,IND 15,0,3,Joseph Addai right guard for 16 yards (tackle by Roman Harper),-0.710,1.000
1,3:47,1,10,IND 31,0,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,1.000,0.460
1,3:41,2,10,IND 31,0,3,Joseph Addai left end for 11 yards (tackle by Jonathan Vilma),0.460,1.730
1,3:16,1,10,IND 42,0,3,Peyton Manning pass complete short left to Reggie Wayne for 5 yards,1.730,1.860
1,2:49,2,5,IND 47,0,3,Donald Brown right guard for 4 yards (tackle by Scott Fujita),1.860,1.690
1,2:06,3,1,NOR 49,0,3,Joseph Addai middle for 26 yards (tackle by Scott Fujita and Jabari Greer),1.690,4.040
1,1:23,1,10,NOR 23,0,3,Peyton Manning pass incomplete short left intended for Reggie Wayne,4.040,3.500
1,1:17,2,10,NOR 23,0,3,Donald Brown left guard for 4 yards (tackle by Anthony Hargrove),3.500,3.340
1,0:42,3,6,NOR 19,0,9,"Peyton Manning pass complete deep right to Pierre Garcon for 19 yards, touchdown",3.340,7.000
1,0:42,,,NOR 2,0,10,Matt Stover kicks extra point good,0.000,0.000
1,0:42,,,IND 30,0,10,"Pat McAfee kicks off 73 yards, returned by Courtney Roby for 24 yards (tackle by Jacob Tamme). Penalty on Jonathan Casillas: Offensive Holding, 10 yards",0.000,-0.370
1,0:30,1,10,NOR 11,0,10,Mike Bell right tackle for 4 yards (tackle by Gary Brackett and Antonio Johnson),-0.370,-0.430
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 15,0,10,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Jacob Lacey and Clint Session),-0.430,0.670
2,14:25,1,10,NOR 26,0,10,Reggie Bush right end for 8 yards (tackle by Antoine Bethea),0.670,1.210
2,13:50,2,2,NOR 34,0,10,"Reggie Bush right end for 1 yard (tackle by Melvin Bullitt). Penalty on Philip Wheeler: Unnecessary Roughness, 15 yards",1.210,2.260
2,13:33,1,10,,0,10,Drew Brees pass complete short right to Pierre Thomas for 9 yards (tackle by Eric Foster),2.260,2.930
2,13:01,2,1,IND 41,0,10,Pierre Thomas left tackle for 2 yards (tackle by Gary Brackett),2.930,2.980
2,12:17,1,10,IND 39,0,10,Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Gary Brackett),2.980,3.640
2,11:34,1,10,IND 29,0,10,Pierre Thomas left end for 1 yard (tackle by Jacob Lacey),3.640,3.240
2,10:53,2,9,IND 28,0,10,Drew Brees pass complete short right to Devery Henderson for 6 yards (tackle by Kelvin Hayden),3.240,3.340
2,10:09,3,3,IND 22,0,10,Drew Brees sacked by Dwight Freeney for -7 yards,3.340,1.500
2,9:40,4,10,IND 29,3,10,Garrett Hartley 46 yard field goal good,1.500,3.000
2,9:40,,,NOR 30,3,10,"Thomas Morstead kicks off 71 yards, returned by Chad Simpson for 23 yards (tackle by Roman Harper)",0.000,0.410
2,9:27,1,10,IND 22,3,10,Peyton Manning pass complete short right to Joseph Addai for 9 yards (tackle by Scott Shanle),0.410,1.080
2,9:04,2,1,IND 31,3,10,Joseph Addai right end for -3 yards (tackle by Jonathan Vilma),1.080,-0.030
2,8:30,3,4,IND 28,3,10,Peyton Manning pass incomplete short middle intended for Pierre Garcon,-0.030,-1.500
2,8:23,4,4,IND 28,3,10,"Pat McAfee punts 44 yards, fair catch by Reggie Bush",-1.500,-0.810
2,8:14,1,10,NOR 28,3,10,Drew Brees pass incomplete deep middle intended for Jeremy Shockey,0.810,0.260
2,8:09,2,10,NOR 28,3,10,Drew Brees pass complete short left to Pierre Thomas for 7 yards (tackle by Raheem Brock),0.260,0.500
2,7:41,3,3,NOR 35,3,10,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Melvin Bullitt and Jerraud Powers),0.500,2.130
2,7:02,1,10,NOR 48,3,10,Reggie Bush left guard for 1 yard (tackle by Eric Foster),2.130,1.720
2,6:21,2,9,NOR 49,3,10,Drew Brees pass complete short right to Jeremy Shockey for 7 yards (tackle by Gary Brackett),1.720,1.950
2,5:35,3,2,IND 44,3,10,Drew Brees pass complete short left to Lance Moore for 21 yards (tackle by Melvin Bullitt),1.950,4.040
2,5:03,1,10,IND 23,3,10,Devery Henderson left end for -7 yards (tackle by Antoine Bethea),4.040,2.550
2,4:29,2,17,IND 30,3,10,Drew Brees pass complete short middle to Marques Colston for 27 yards (tackle by Clint Session),2.550,6.510
2,3:42,1,3,IND 3,3,10,Drew Brees pass complete short right to Lance Moore for no gain,6.510,5.530
2,2:59,2,3,IND 3,3,10,"Penalty on Zach Strief: False Start, 5 yards (no play)",5.530,4.570
2,2:41,2,8,IND 8,3,10,Pierre Thomas right end for 7 yards (tackle by Gary Brackett),4.570,5.170
2,2:00,3,1,IND 1,3,10,Mike Bell right tackle for no gain (tackle by Kelvin Hayden),5.170,3.550
2,1:55,3,1,IND 1,3,10,Timeout #1 by Indianapolis Colts,5.170,3.550
2,1:55,4,1,IND 1,3,10,Pierre Thomas right end for no gain (tackle by Gary Brackett and Clint Session),3.550,0.380
2,1:49,1,10,IND 1,3,10,Mike Hart left guard for 4 yards (tackle by Sedrick Ellis),-0.380,-0.490
2,1:06,2,6,IND 5,3,10,Joseph Addai middle for 5 yards (tackle by Jonathan Vilma),-0.490,-0.370
2,0:51,2,6,IND 5,3,10,Timeout #1 by New Orleans Saints,-0.490,-0.370
2,0:51,3,1,IND 10,3,10,Mike Hart middle for no gain (tackle by Bobby McCray),-0.370,-2.490
2,0:46,3,1,IND 10,3,10,Timeout #2 by New Orleans Saints,-0.370,-2.490
2,0:46,4,1,IND 10,3,10,"Pat McAfee punts 46 yards, returned by Reggie Bush for 4 yards (tackle by Aaron Francisco)",-2.490,-2.130
2,0:35,1,10,NOR 48,3,10,Drew Brees pass complete deep middle to Devery Henderson for 19 yards (tackle by Gary Brackett),2.130,3.380
2,0:23,1,10,IND 33,3,10,Drew Brees spiked the ball,3.380,2.840
2,0:20,2,10,IND 33,3,10,Drew Brees pass complete short left to Devery Henderson for 6 yards (tackle by Jacob Lacey),2.840,2.940
2,0:11,2,10,IND 33,3,10,Timeout #3 by New Orleans Saints,2.840,2.940
2,0:11,3,4,IND 27,3,10,Drew Brees pass complete short left to Reggie Bush for 1 yard,2.940,1.840
2,0:05,4,3,IND 26,6,10,Garrett Hartley 44 yard field goal good,1.840,3.000
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,6,10,Thomas Morstead kicks onside 12 yards,0.000,1.730
3,14:59,1,10,NOR 42,6,10,Drew Brees pass complete short left to Pierre Thomas for 12 yards (tackle by Antonio Johnson),1.730,2.520
3,14:20,1,10,IND 46,6,10,Drew Brees pass complete short middle to Devery Henderson for 9 yards (tackle by Gary Brackett),2.520,3.190
3,13:46,2,1,IND 37,6,10,Drew Brees pass complete short left to Devery Henderson for 5 yards (tackle by Jacob Lacey),3.190,3.450
3,13:10,1,10,IND 32,6,10,Drew Brees pass complete short middle to Marques Colston for 9 yards (tackle by Gary Brackett),3.450,4.120
3,12:28,2,1,IND 23,6,10,Pierre Thomas middle for 7 yards (tackle by Clint Session and Keyunta Dawson),4.120,4.510
3,11:50,1,10,IND 16,12,10,"Drew Brees pass complete short right to Pierre Thomas for 16 yards, touchdown",4.510,7.000
3,11:50,,,IND 2,13,10,Garrett Hartley kicks extra point good,0.000,0.000
3,11:50,,,NOR 30,13,10,"Thomas Morstead kicks off 65 yards, returned by Chad Simpson for 19 yards (tackle by Usama Young)",0.000,0.540
3,11:33,1,10,IND 24,13,10,Peyton Manning pass complete short right to Dallas Clark for 7 yards (tackle by Scott Shanle),0.540,0.940
3,10:57,2,3,IND 31,13,10,Peyton Manning pass complete short right to Joseph Addai for 5 yards (tackle by Bobby McCray),0.940,1.330
3,10:21,1,10,IND 36,13,10,Joseph Addai right tackle for 11 yards (tackle by Jabari Greer),1.330,2.060
3,9:47,1,10,IND 47,13,10,Peyton Manning pass complete short left to Austin Collie for 2 yards (tackle by Scott Fujita),2.060,1.790
3,9:04,2,8,IND 49,13,10,Joseph Addai left tackle for 4 yards (tackle by Anthony Hargrove),1.790,1.620
3,8:28,3,4,NOR 47,13,10,Peyton Manning pass complete deep right to Dallas Clark for 27 yards (tackle by Roman Harper and Scott Shanle),1.620,4.240
3,7:47,1,10,NOR 20,13,10,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Scott Shanle),4.240,3.690
3,7:42,2,10,NOR 20,13,10,Donald Brown middle for 5 yards (tackle by Jonathan Vilma),3.690,3.700
3,7:01,3,5,NOR 15,13,10,Peyton Manning pass complete short middle to Dallas Clark for 11 yards (tackle by Darren Sharper and Roman Harper),3.700,6.280
3,6:21,1,4,NOR 4,13,16,"Joseph Addai right tackle for 4 yards, touchdown",6.280,7.000
3,6:21,,,NOR 2,13,17,Matt Stover kicks extra point good,0.000,0.000
3,6:21,,,IND 30,13,17,"Pat McAfee kicks off 70 yards, returned by Courtney Roby for 34 yards (tackle by Tim Jennings)",0.000,1.200
3,6:08,1,10,NOR 34,13,17,Pierre Thomas left guard for 5 yards (tackle by Daniel Muir),1.200,1.330
3,5:31,2,5,NOR 39,13,17,Drew Brees pass complete short middle to Reggie Bush for 13 yards (tackle by Kelvin Hayden),1.330,2.390
3,4:49,1,10,IND 48,13,17,Drew Brees pass incomplete short left intended for Reggie Bush,2.390,1.850
3,4:41,2,10,IND 48,13,17,Drew Brees pass complete short left to Devery Henderson for 12 yards (tackle by Tim Jennings),1.850,3.180
3,4:02,1,10,IND 36,13,17,Drew Brees pass complete short right to Robert Meachem for no gain,3.180,2.640
3,3:23,2,10,IND 36,13,17,Pierre Thomas middle for 3 yards (tackle by Melvin Bullitt),2.640,2.350
3,2:47,3,7,IND 33,13,17,Drew Brees pass complete short left to Jeremy Shockey for 4 yards (tackle by Melvin Bullitt),2.350,1.580
3,2:06,4,3,IND 29,16,17,Garrett Hartley 47 yard field goal good,1.580,3.000
3,2:06,,,NOR 30,16,17,"Thomas Morstead kicks off 74 yards, returned by Chad Simpson for 15 yards (tackle by Malcolm Jenkins)",0.000,-0.370
3,1:55,1,10,IND 11,16,17,Peyton Manning pass complete short right to Austin Collie for 9 yards (tackle by Randall Gay),-0.370,0.360
3,1:13,2,1,IND 20,16,17,Donald Brown middle for 5 yards (tackle by Sedrick Ellis),0.360,0.610
3,0:34,1,10,IND 25,16,17,Peyton Manning pass complete short right to Austin Collie for 4 yards (tackle by Randall Gay),0.610,0.600
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 29,16,17,Peyton Manning pass complete short middle to Pierre Garcon for 17 yards (tackle by Malcolm Jenkins),0.600,1.990
4,14:21,1,10,IND 46,16,17,Joseph Addai right tackle for -2 yards (tackle by Jonathan Vilma),1.990,1.180
4,13:47,2,12,IND 44,16,17,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.180,0.500
4,13:40,3,12,IND 44,16,17,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Tracy Porter),0.500,0.200
4,12:56,4,2,NOR 46,16,17,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by Tracy Porter),0.200,3.450
4,12:15,1,10,NOR 32,16,17,Joseph Addai left tackle for 2 yards (tackle by Jeff Charleston),3.450,3.170
4,11:33,2,8,NOR 30,16,17,Peyton Manning pass complete short right to Austin Collie for -3 yards (tackle by Malcolm Jenkins),3.170,2.080
4,10:51,3,11,NOR 33,16,17,Peyton Manning pass incomplete deep middle intended for Austin Collie (defended by Jonathan Vilma),2.080,1.150
4,10:44,4,11,NOR 33,16,17,Matt Stover 51 yard field goal no good,1.150,-1.660
4,10:39,1,10,NOR 41,16,17,Reggie Bush left tackle for 12 yards (tackle by Clint Session),1.660,2.460
4,10:00,1,10,IND 47,16,17,Drew Brees pass complete short right to Pierre Thomas for 5 yards (tackle by Gary Brackett),2.460,2.590
4,9:19,2,5,IND 42,16,17,Drew Brees pass complete short left to Devery Henderson for 6 yards (tackle by Tim Jennings),2.590,3.180
4,8:36,1,10,IND 36,16,17,Drew Brees pass complete short left to Reggie Bush for 8 yards,3.180,3.720
4,8:06,2,2,IND 28,16,17,Drew Brees pass complete short left to Marques Colston for 8 yards (tackle by Tim Jennings),3.720,4.240
4,7:34,1,10,IND 20,16,17,Drew Brees pass complete short right to Robert Meachem for 6 yards (tackle by Antoine Bethea),4.240,4.640
4,7:06,2,4,IND 14,16,17,Drew Brees pass complete short left to David Thomas for 9 yards (tackle by Gary Brackett),4.640,6.060
4,6:23,1,5,IND 5,16,17,Pierre Thomas right tackle for 3 yards (tackle by Gary Brackett),6.060,5.720
4,5:46,2,2,IND 2,22,17,"Drew Brees pass complete short right to Jeremy Shockey for 2 yards, touchdown",5.720,7.000
4,5:46,,,,24,17,"Two Point Attempt: Drew Brees pass complete to Lance Moore, conversion succeeds",1.000,1.000
,,,,,,,"NOR challenged the incomplete pass ruling, and the original play was overturned.",,
4,5:46,,,NOR 30,24,17,"Thomas Morstead kicks off 69 yards, returned by Chad Simpson for 29 yards (tackle by Pierson Prioleau)",0.000,0.940
4,5:35,1,10,IND 30,24,17,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.940,0.610
4,5:35,1,15,IND 25,24,17,Peyton Manning pass complete short right to Pierre Garcon for 17 yards (tackle by Jabari Greer),0.610,1.730
4,5:03,1,10,IND 42,24,17,Peyton Manning pass incomplete short right intended for Reggie Wayne (defended by Malcolm Jenkins),1.730,1.190
4,4:57,2,10,IND 42,24,17,Peyton Manning pass complete short middle to Pierre Garcon for 10 yards (tackle by Scott Shanle),1.190,2.390
4,4:33,1,10,NOR 48,24,17,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Tracy Porter),2.390,3.180
4,3:58,1,10,NOR 36,24,17,Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Tracy Porter),3.180,3.310
4,3:29,2,5,NOR 31,24,17,Peyton Manning pass incomplete short middle intended for Austin Collie,3.310,2.610
4,3:24,3,5,NOR 31,30,17,"Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Tracy Porter at NOR-26 and returned for 74 yards, touchdown",2.610,-7.000
4,3:12,,,IND 2,31,17,Garrett Hartley kicks extra point good,0.000,0.000
4,3:12,,,NOR 30,31,17,"Thomas Morstead kicks off 71 yards, returned by Chad Simpson for 25 yards (tackle by Chris Reis). Penalty on Freddy Keiaho: Offensive Holding, 10 yards",0.000,-0.280
4,3:05,1,10,IND 14,31,17,Peyton Manning pass complete short right to Dallas Clark for 5 yards (tackle by Malcolm Jenkins),-0.280,-0.040
4,2:38,1,10,IND 14,31,17,Timeout #1 by New Orleans Saints,-0.280,-0.040
4,2:38,2,5,IND 19,31,17,Peyton Manning pass complete short right to Dallas Clark for 11 yards (tackle by Jabari Greer),-0.040,0.940
4,2:19,1,10,IND 30,31,17,Peyton Manning pass complete deep middle to Austin Collie for 40 yards (tackle by Darren Sharper),0.940,3.580
4,2:00,1,10,NOR 30,31,17,Peyton Manning pass complete short middle to Joseph Addai for 17 yards (tackle by Roman Harper),3.580,4.710
4,1:42,1,10,NOR 13,31,17,"Peyton Manning pass complete short middle to Joseph Addai for 6 yards (tackle by Malcolm Jenkins). Penalty on Anthony Hargrove: Unnecessary Roughness, 4 yards",4.710,6.510
4,1:33,1,3,NOR 3,31,17,"Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Jabari Greer). Penalty on Pierre Garcon: Offensive Pass Interfere, 10 yards (no play)",6.510,4.530
4,1:26,1,13,NOR 13,31,17,Peyton Manning pass complete short middle to Joseph Addai for 10 yards (tackle by Scott Shanle),4.530,5.530
4,1:16,1,13,NOR 13,31,17,Timeout #1 by Indianapolis Colts,4.530,5.530
4,1:16,2,3,NOR 3,31,17,Peyton Manning pass incomplete short middle intended for Austin Collie (defended by Scott Shanle),5.530,4.720
4,1:10,3,3,NOR 3,31,17,Joseph Addai left guard for -2 yards (tackle by Sedrick Ellis and Anthony Hargrove),4.720,3.010
4,0:50,4,5,NOR 5,31,17,Peyton Manning pass incomplete short middle intended for Reggie Wayne,3.010,0.380
4,0:44,1,10,NOR 5,31,17,Drew Brees kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
