Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
1,8:25,3,8,BUF 34,0,0,Drew Bledsoe pass complete to Josh Reed for 17 yards (tackle by Mike McKenzie and Matt Bowen),0.100,2.320
1,7:53,1,10,GNB 49,0,0,Larry Centers right tackle for 2 yards (tackle by Na'il Diggs),2.320,2.050
1,7:05,2,8,GNB 47,0,0,"Travis Henry middle for -4 yards (tackle by Na'il Diggs). Travis Henry fumbles (forced by Na'il Diggs), recovered by Cletidus Hunt at BUF-49 (tackle by Mike Williams)",2.050,-2.320
1,6:59,1,10,BUF 49,0,0,Ahman Green left tackle for 2 yards (tackle by Justin Bannan and London Fletcher),2.320,2.050
1,6:25,2,8,BUF 47,0,0,Brett Favre pass complete to Tyrone Davis for 1 yard (tackle by London Fletcher and Pat Williams),2.050,1.490
1,5:35,3,7,BUF 46,0,0,Brett Favre pass incomplete intended for William Henderson,1.490,0.200
1,5:30,4,7,BUF 46,0,0,Josh Bidwell punts 40 yards,0.200,0.380
1,5:21,1,10,BUF 6,0,0,Drew Bledsoe pass complete to Peerless Price for 5 yards (tackle by Na'il Diggs),-0.380,-0.420
1,4:42,2,5,BUF 11,0,0,Travis Henry middle for 6 yards (tackle by Nate Wayne),-0.420,-0.060
1,3:57,1,10,BUF 17,0,0,Travis Henry left end for 3 yards (tackle by Na'il Diggs and Hardy Nickerson),-0.060,-0.060
1,3:15,2,7,BUF 20,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Tyrone Williams),-0.060,-0.870
1,3:08,3,7,BUF 20,0,0,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Tyrone Williams: Defensive Pass Interference, 11 yards (no play)",-0.870,1.000
1,3:03,1,10,BUF 31,0,0,Drew Bledsoe pass complete to Jay Riemersma for 11 yards (tackle by Mike McKenzie),1.000,1.730
1,2:33,1,10,BUF 42,0,0,Travis Henry left tackle for 4 yards (tackle by Nate Wayne and Kabeer Gbaja-Biamila),1.730,1.730
1,1:53,2,6,BUF 46,0,0,Drew Bledsoe pass complete to Jay Riemersma for 9 yards (tackle by Mike McKenzie),1.730,2.590
1,1:24,1,10,GNB 45,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds,2.590,2.040
1,1:19,2,10,GNB 45,0,0,Travis Henry right tackle for 3 yards (tackle by Mike McKenzie and Na'il Diggs),2.040,1.750
1,0:35,3,7,GNB 42,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds,1.750,0.460
1,0:29,4,7,GNB 42,0,0,Brian Moorman punts 32 yards,0.460,0.370
1,0:19,1,10,GNB 11,0,0,Ahman Green left end for 6 yards (tackle by DaShon Polk and Pat Williams),-0.370,-0.160
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,GNB 17,0,0,Ahman Green middle for 3 yards (tackle by Ron Edwards and London Fletcher),-0.160,-0.370
2,14:21,3,1,GNB 20,0,0,Ahman Green left guard for 1 yard (tackle by Chidi Ahanotu and Eddie Robinson),-0.370,0.340
2,13:44,1,10,GNB 21,0,0,Ahman Green left end for 16 yards (tackle by Antoine Winfield and Eddie Robinson),0.340,1.400
2,13:05,1,10,GNB 37,0,0,Brett Favre pass complete to Tony Fisher for no gain,1.400,0.860
2,12:23,2,10,GNB 37,0,0,Brett Favre pass complete to Donald Driver for 14 yards (tackle by Chidi Ahanotu),0.860,2.320
2,11:42,1,10,BUF 49,0,0,Brett Favre pass complete to Terry Glenn for -2 yards (tackle by Pierson Prioleau and Aaron Schobel),2.320,1.510
2,10:54,2,12,GNB 49,0,0,"Brett Favre sacked by Aaron Schobel for 0 yards. Penalty on Pat Williams: Defensive Holding, 5 yards (no play)",1.510,2.520
2,10:44,1,10,BUF 46,0,0,Ahman Green left end for no gain (tackle by Nate Clements),2.520,1.980
2,9:58,2,10,BUF 46,0,0,Brett Favre pass incomplete intended for Robert Ferguson (defended by Antoine Winfield),1.980,1.290
2,9:53,3,10,BUF 46,0,0,Brett Favre sacked by Aaron Schobel for -3 yards,1.290,0.000
2,9:42,4,13,BUF 49,0,0,Josh Bidwell punts 39 yards,0.000,0.380
2,9:31,1,10,BUF 10,0,0,Travis Henry middle for no gain (tackle by Mike McKenzie and Antuan Edwards),-0.380,-0.780
2,8:34,2,10,BUF 10,0,0,Drew Bledsoe pass incomplete intended for Peerless Price,-0.780,-1.420
2,8:27,3,10,BUF 10,0,0,Drew Bledsoe pass incomplete (defended by Kabeer Gbaja-Biamila),-1.420,-2.490
2,8:20,4,10,BUF 10,0,0,"Brian Moorman punts 42 yards, returned by J.J. Moses for no gain",-2.490,-2.130
2,8:12,1,10,GNB 48,0,0,Brett Favre pass incomplete intended for Robert Ferguson (defended by Nate Clements),2.130,1.580
2,8:08,2,10,GNB 48,0,0,Ahman Green left guard for 3 yards (tackle by Ryan Denney and Keith Newman),1.580,1.290
2,7:28,3,7,BUF 49,0,0,Brett Favre pass complete to Donald Driver for 20 yards (tackle by Nate Clements),1.290,3.640
2,6:46,1,10,BUF 29,0,0,Brett Favre pass incomplete intended for Robert Ferguson,3.640,3.100
2,6:38,2,10,BUF 29,0,0,Ahman Green right end for 4 yards (tackle by Ryan Denney and London Fletcher),3.100,2.940
2,5:55,3,6,BUF 25,0,0,Ahman Green middle for 8 yards (tackle by London Fletcher),2.940,4.440
2,5:19,1,10,BUF 17,0,0,Ahman Green right tackle for 2 yards (tackle by Coy Wire),4.440,4.150
2,4:42,2,8,BUF 15,0,0,Brett Favre pass incomplete intended for Bubba Franks,4.150,3.340
2,4:38,3,8,BUF 15,0,0,Tony Fisher left end for no gain (tackle by Aaron Schobel),3.340,2.440
2,4:02,4,8,BUF 15,0,3,Ryan Longwell 33 yard field goal good,2.440,3.000
2,4:02,,,GNB 30,0,3,"Ryan Longwell kicks off 55 yards, returned by Charlie Rogers for 19 yards (tackle by William Henderson)",0.000,1.200
2,3:51,1,10,BUF 34,0,3,Drew Bledsoe pass incomplete intended for Dave Moore,1.200,0.660
2,3:45,2,10,BUF 34,0,3,Drew Bledsoe pass complete to Dave Moore for 7 yards (tackle by Nate Wayne and Tyrone Williams),0.660,0.890
2,2:57,2,10,BUF 34,,,Timeout #1 by Buffalo Bills,0.660,0.890
2,2:57,3,3,BUF 41,0,3,Drew Bledsoe sacked by Kabeer Gbaja-Biamila for -9 yards,0.890,-1.240
2,2:30,4,12,BUF 32,0,3,"Brian Moorman punts 42 yards, returned by J.J. Moses for 8 yards (tackle by Coy Wire)",-1.240,-1.200
2,2:21,1,10,GNB 34,0,3,Brett Favre pass complete to Terry Glenn for 12 yards (tackle by London Fletcher),1.200,1.990
2,2:00,1,10,GNB 46,0,3,Ahman Green right end for 4 yards (tackle by Chidi Ahanotu),1.990,1.990
2,1:34,2,6,BUF 50,0,3,Brett Favre pass complete to Robert Ferguson for 11 yards (tackle by Nate Clements),1.990,2.980
2,1:15,1,10,BUF 39,0,3,Brett Favre pass complete to Donald Driver for 1 yard (tackle by Kevin Thomas),2.980,2.580
2,1:04,1,10,BUF 39,,,Timeout #1 by Green Bay Packers,2.980,2.580
2,1:04,2,9,BUF 38,0,3,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Antoine Winfield),2.580,2.680
2,0:40,3,3,BUF 32,0,3,Brett Favre pass incomplete intended for Robert Ferguson,2.680,1.290
2,0:33,4,3,BUF 32,0,3,Brett Favre pass incomplete intended for Terry Glenn,1.290,-1.070
2,0:29,1,10,BUF 32,0,3,Drew Bledsoe pass incomplete intended for Peerless Price is intercepted by Na'il Diggs at BUF-45,1.070,-2.590
2,0:23,1,10,BUF 45,0,3,Brett Favre pass incomplete intended for Terry Glenn,2.590,2.040
2,0:18,2,10,BUF 45,0,3,Brett Favre pass complete to Ahman Green for 10 yards (tackle by Coy Wire),2.040,3.250
2,0:10,2,10,BUF 45,,,Timeout #2 by Green Bay Packers,2.040,2.040
2,0:10,2,10,BUF 45,,,Timeout #2 by Buffalo Bills,2.040,3.250
2,0:10,1,10,BUF 35,0,3,Brett Favre pass incomplete intended for Ahman Green,3.250,2.700
2,0:05,2,10,BUF 35,0,3,Brett Favre pass incomplete intended for Terry Glenn (defended by Antoine Winfield),2.700,2.010
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,0,3,"Ryan Longwell kicks off 53 yards, returned by Charlie Rogers for 14 yards (tackle by Jamal Reynolds)",0.000,1.000
3,14:53,1,10,BUF 31,0,3,Travis Henry left end for 10 yards (tackle by Marques Anderson and Vonnie Holliday),1.000,1.660
3,14:06,1,10,BUF 41,0,3,Drew Bledsoe pass complete to Dave Moore for 7 yards (tackle by Tyrone Williams and Marques Anderson),1.660,2.070
3,13:26,2,3,BUF 48,0,3,Travis Henry left tackle for 7 yards (tackle by Matt Bowen),2.070,2.590
3,12:51,1,10,GNB 45,0,3,Travis Henry right end for 9 yards (tackle by Nate Wayne and Marques Anderson),2.590,3.260
3,12:00,2,1,GNB 36,0,3,Sammy Morris left tackle for no gain (tackle by Hardy Nickerson and Vonnie Holliday),3.260,2.540
3,11:12,3,1,GNB 36,0,3,Drew Bledsoe right guard for 2 yards (tackle by Marques Anderson and Hardy Nickerson),2.540,3.310
3,10:33,1,10,GNB 34,0,3,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Tyrone Williams),3.310,3.990
3,9:50,2,1,GNB 25,0,3,Travis Henry right end for no gain (tackle by Hardy Nickerson and Mike McKenzie),3.990,3.270
3,9:04,3,1,GNB 25,0,3,Drew Bledsoe pass complete to Peerless Price for 5 yards (tackle by Nate Wayne),3.270,4.240
3,8:18,1,10,GNB 20,0,3,Peerless Price left end for -7 yards (tackle by Mike McKenzie and Na'il Diggs),4.240,2.750
3,7:37,2,17,GNB 27,0,3,"Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Matt Bowen). Penalty on Matt Bowen: Face Mask (15 Yards), 8 yards",2.750,5.370
3,7:17,1,8,GNB 8,0,3,Travis Henry left end for 3 yards (tackle by Na'il Diggs and Tyrone Williams),5.370,5.150
3,6:34,2,5,GNB 5,0,3,Travis Henry middle for no gain (tackle by Na'il Diggs and Nate Wayne),5.150,4.260
3,5:50,3,5,GNB 5,0,3,Drew Bledsoe sacked by Vonnie Holliday for -10 yards,4.260,2.440
3,5:18,4,15,GNB 15,0,3,Mike Hollis 33 yard field goal no good,2.440,-0.540
3,5:15,1,10,GNB 24,0,3,Brett Favre pass complete to Terry Glenn for 8 yards (tackle by Antoine Winfield),0.540,1.080
3,4:52,2,2,GNB 32,0,3,Ahman Green right guard for 3 yards (tackle by Pat Williams),1.080,1.270
3,4:15,1,10,GNB 35,0,3,Brett Favre pass complete to Ahman Green for 7 yards (tackle by London Fletcher and Eddie Robinson),1.270,1.670
3,3:38,2,3,GNB 42,0,3,"Brett Favre sacked by Pat Williams for -7 yards. Brett Favre fumbles, recovered by Brett Favre at GNB-35",1.670,0.040
3,3:02,3,10,GNB 35,0,3,Brett Favre pass incomplete intended for Donald Driver (defended by Kevin Thomas),0.040,-1.040
3,2:56,4,10,GNB 35,0,3,"Josh Bidwell punts 41 yards, returned by Charlie Rogers for 8 yards (tackle by William Henderson)",-1.040,-1.070
3,2:47,1,10,BUF 32,0,3,Travis Henry right end for -1 yards (tackle by Na'il Diggs and Rod Walker),1.070,0.390
3,2:02,2,11,BUF 31,0,3,Drew Bledsoe pass complete to Eric Moulds for 13 yards (tackle by Rod Walker),0.390,1.860
3,1:17,1,10,BUF 44,0,3,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Mike McKenzie),1.860,1.320
3,1:13,2,10,BUF 44,0,3,Travis Henry left guard for -2 yards (tackle by Cletidus Hunt and Antuan Edwards),1.320,0.370
3,0:28,3,12,BUF 42,0,3,Drew Bledsoe pass incomplete intended for Peerless Price,0.370,-0.590
3,0:20,4,12,BUF 42,0,3,"Brian Moorman punts 42 yards, out of bounds",-0.590,0.140
3,0:12,1,10,GNB 16,0,3,Ahman Green right end for 7 yards (tackle by Antoine Winfield),-0.140,0.420
Quarter,Time,Down,ToGo,Location,BUF,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,GNB 23,0,3,Ahman Green left tackle for 2 yards (tackle by Chidi Ahanotu and Eddie Robinson),0.420,-0.200
4,14:19,3,1,GNB 25,0,3,Brett Favre pass incomplete intended for Tyrone Davis (defended by Pierson Prioleau),-0.200,-1.700
4,14:13,4,1,GNB 25,0,3,"Josh Bidwell punts 39 yards, muffed catch by Nate Clements, recovered by Robert Ferguson and returned for no gain",-1.700,3.180
4,14:03,1,10,BUF 36,0,3,Brett Favre pass incomplete intended for Donald Driver is intercepted by Nate Clements at BUF-10,3.180,0.380
4,13:57,1,10,BUF 10,0,3,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.380,-0.780
4,13:51,2,10,BUF 10,0,3,Travis Henry right guard for 4 yards (tackle by Nate Wayne and Kabeer Gbaja-Biamila),-0.780,-0.950
4,13:10,3,6,BUF 14,0,3,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Vonnie Holliday),-0.950,-2.470
4,13:05,4,6,BUF 14,0,3,Brian Moorman punts 84 yards,-2.470,0.380
4,12:50,1,10,GNB 2,0,3,Ahman Green right tackle for 2 yards (tackle by Keith Newman and Chidi Ahanotu),-0.380,-0.630
4,12:08,2,8,GNB 4,0,3,Ahman Green right tackle for 2 yards (tackle by Coy Wire and Pat Williams),-0.630,-0.950
4,11:22,3,6,GNB 6,0,3,"Tony Fisher right end for 4 yards (tackle by London Fletcher). Tony Fisher fumbles (forced by London Fletcher), recovered by Donald Driver at GNB-11",-0.950,-2.490
4,11:00,4,1,GNB 11,0,3,"Josh Bidwell punts 44 yards, returned by Charlie Rogers for 4 yards (tackle by Rob Davis)",-2.490,-2.190
4,10:25,1,10,BUF 49,0,3,Travis Henry right end for 3 yards (tackle by Rod Walker and Matt Bowen),2.190,2.050
4,9:39,2,7,GNB 48,0,3,Drew Bledsoe sacked by Vonnie Holliday for -7 yards,2.050,0.430
4,9:01,3,14,BUF 45,0,3,"Drew Bledsoe sacked by Vonnie Holliday for -7 yards. Drew Bledsoe fumbles (forced by Vonnie Holliday), recovered by Jamal Reynolds at BUF-40 and returned for 1 yards (tackle by Marques Sullivan)",0.430,-2.980
4,8:53,1,10,BUF 39,0,3,Ahman Green right tackle for 28 yards (tackle by Antoine Winfield),2.980,4.840
4,8:10,1,10,BUF 11,0,3,Ahman Green left end for no gain (tackle by Justin Bannan),4.840,4.140
4,7:34,2,10,BUF 11,0,3,Brett Favre pass incomplete intended for Ahman Green,4.140,3.130
4,7:27,3,10,BUF 11,0,9,"Brett Favre pass complete to Donald Driver for 11 yards, touchdown",3.130,7.000
4,7:27,,,BUF 11,0,10,Ryan Longwell kicks extra point good,0.000,0.000
4,7:27,,,GNB 30,0,10,"Ryan Longwell kicks off 62 yards, returned by Charlie Rogers for 8 yards (tackle by Robert Ferguson)",0.000,-0.140
4,7:18,1,10,BUF 16,0,10,Drew Bledsoe pass complete to Eric Moulds for 8 yards (tackle by Mike McKenzie),-0.140,0.550
4,6:38,2,2,BUF 24,0,10,Drew Bledsoe pass complete to Jay Riemersma for 11 yards (tackle by Na'il Diggs and Matt Bowen),0.550,1.270
4,5:59,1,10,BUF 35,0,10,Drew Bledsoe pass incomplete intended for Eric Moulds,1.270,0.720
4,5:52,2,10,BUF 35,0,10,"Penalty on Jay Riemersma: False Start, 5 yards (no play)",0.720,0.050
4,5:52,2,15,BUF 30,0,10,Drew Bledsoe pass incomplete intended for Eric Moulds,0.050,-0.630
4,5:45,3,15,BUF 30,0,10,"Drew Bledsoe sacked by Vonnie Holliday for -7 yards. Drew Bledsoe fumbles (forced by Vonnie Holliday), recovered by Marques Sullivan at BUF-24 and returned for 6 yards",-0.630,-1.370
4,4:59,4,15,BUF 30,0,10,"Brian Moorman punts 41 yards, returned by J.J. Moses for no gain",-1.370,-0.870
4,4:52,1,10,GNB 29,0,10,Ahman Green right guard for 6 yards (tackle by Pat Williams),0.870,1.140
4,4:26,2,4,GNB 35,0,10,Brett Favre pass complete to William Henderson for 6 yards (tackle by Pat Williams and London Fletcher),1.140,1.660
4,4:17,2,4,GNB 35,,,Timeout #1 by Buffalo Bills,1.140,1.660
4,4:16,1,10,GNB 41,0,10,Ahman Green right end for 2 yards (tackle by Coy Wire),1.660,1.390
4,3:34,2,8,GNB 43,0,10,Ahman Green right end for 5 yards (tackle by Antoine Winfield and London Fletcher),1.390,1.360
4,3:27,2,8,GNB 43,,,Timeout #2 by Buffalo Bills,1.390,1.360
4,3:27,3,3,GNB 48,0,10,Ahman Green right tackle for -3 yards (tackle by Pat Williams),1.360,-0.390
4,3:21,3,3,GNB 48,,,Timeout #3 by Buffalo Bills,1.360,-0.390
4,3:21,4,6,GNB 45,0,10,"Josh Bidwell punts 38 yards, fair catch by Charlie Rogers",-0.390,0.060
4,3:15,1,10,BUF 17,0,10,Drew Bledsoe pass incomplete intended for Peerless Price,-0.060,-0.580
4,3:08,2,10,BUF 17,0,10,Drew Bledsoe pass complete to Travis Henry for 11 yards (tackle by Tyrone Williams and Matt Bowen),-0.580,0.810
4,2:43,1,10,BUF 28,0,10,Drew Bledsoe pass complete to Peerless Price for 7 yards (tackle by Mike McKenzie),0.810,1.210
4,2:37,2,3,BUF 35,0,10,Drew Bledsoe pass complete to Eric Moulds for 9 yards (tackle by Bryant Westbrook),1.210,1.860
4,2:16,1,10,BUF 44,0,10,"Drew Bledsoe pass complete to Eric Moulds for 4 yards (tackle by Bryant Westbrook). Drew Bledsoe fumbles, recovered by Drew Bledsoe at BUF-40",1.860,1.860
4,2:00,2,6,BUF 48,0,10,Drew Bledsoe pass complete to Charles Johnson for 22 yards (tackle by Matt Bowen),1.860,3.580
4,1:39,1,10,GNB 30,0,10,Drew Bledsoe pass complete to Peerless Price for 13 yards (tackle by Antuan Edwards),3.580,4.440
4,1:19,1,10,GNB 17,0,10,Drew Bledsoe pass incomplete,4.440,3.850
4,1:19,2,10,GNB 17,0,10,"Drew Bledsoe sacked by Vonnie Holliday for -6 yards. Drew Bledsoe fumbles (forced by Vonnie Holliday), recovered by Cletidus Hunt at GNB-23 (tackle by Trey Teague)",3.850,-0.480
4,1:13,1,10,GNB 23,0,10,Brett Favre for -1 yards,0.480,-0.200
4,0:34,2,11,GNB 22,0,10,Brett Favre for no gain,-0.200,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
