Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,10,8,73,0,5,46,5.8,27,3.4,6.1,0,,0,0.0,1,57.5
Devonta Freeman,BAL,6,6,31,0,2,-1,-0.2,32,5.3,-0.2,1,6.0,0,0.0,0,88.2
Devin Duvernay,BAL,6,4,37,0,1,22,5.5,15,3.8,6.3,0,,0,0.0,0,83.3
Rashod Bateman,BAL,6,3,29,0,2,9,3.0,20,6.7,7.3,0,,0,0.0,0,63.9
Sammy Watkins,BAL,4,3,48,0,2,45,15.0,3,1.0,12.5,0,,0,0.0,0,114.6
Latavius Murray,BAL,2,2,1,0,0,-1,-0.5,2,1.0,-0.5,0,,0,0.0,0,79.2
Nick Boyle,BAL,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6
Patrick Ricard,BAL,1,0,0,0,0,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darnell Mooney,CHI,16,5,121,1,4,51,10.2,70,14.0,13.8,1,5.0,1,6.3,0,80.5
Marquise Goodwin,CHI,8,4,104,1,3,88,22.0,16,4.0,14.8,0,,0,0.0,0,135.4
Jimmy Graham,CHI,3,2,25,0,1,3,1.5,22,11.0,1.7,0,,0,0.0,0,92.4
Damiere Byrd,CHI,2,1,3,0,,2,2.0,1,1.0,19.5,0,,0,0.0,0,56.2
Jakeem Grant,CHI,1,1,6,0,1,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
Cole Kmet,CHI,2,1,12,0,1,8,8.0,4,4.0,9.0,0,,0,0.0,0,68.7
David Montgomery,CHI,1,1,9,0,0,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2
