Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,JAX 25,0,0,Chris Ivory right guard for 4 yards (tackle by Al Woods),0.610,0.600
1,14:28,2,6,JAX 29,0,0,Blake Bortles pass complete short left to Marqise Lee for 3 yards (tackle by Antonio Morrison and Al Woods),0.600,0.300
1,14:05,3,3,JAX 32,0,0,Blake Bortles pass complete short left to Allen Hurns for 5 yards (tackle by Vontae Davis),0.300,1.400
1,13:40,1,10,JAX 37,0,0,T.J. Yeldon right tackle for 5 yards (tackle by Antonio Morrison),1.400,1.530
1,13:06,2,5,JAX 42,0,0,T.J. Yeldon middle for 4 yards (tackle by John Simon),1.530,1.360
1,12:26,3,1,JAX 46,0,0,"Chris Ivory middle for 2 yards (tackle by Antonio Morrison). Penalty on Antonio Morrison: Face Mask (15 Yards), 15 yards",1.360,3.120
1,11:58,1,10,IND 37,0,0,Blake Bortles pass complete short right to Marcedes Lewis for 24 yards (tackle by Rashaan Melvin and Antonio Morrison). Penalty on John Simon: Defensive Holding (Declined),3.120,4.710
1,11:36,1,10,IND 13,0,0,Chris Ivory left guard for 3 yards (tackle by Antonio Morrison),4.710,4.580
1,10:53,2,7,IND 10,0,0,"Blake Bortles pass complete short right to Marqise Lee for 9 yards. Marqise Lee fumbles, ball out of bounds at IND-1",4.580,6.970
1,10:16,1,1,IND 1,0,0,Chris Ivory middle for no gain (tackle by Antonio Morrison),6.970,5.910
1,9:38,2,1,IND 1,0,0,Blake Bortles pass incomplete short left intended for Marcedes Lewis,5.910,5.170
1,9:33,3,1,IND 1,6,0,"Chris Ivory middle for 1 yard, touchdown",5.170,7.000
1,9:30,,,IND 15,7,0,Josh Lambo kicks extra point good,0.000,0.000
1,9:30,,,JAX 35,7,0,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
1,9:30,1,10,IND 25,7,0,Frank Gore middle for 7 yards (tackle by Barry Church),0.610,1.010
1,8:54,2,3,IND 32,7,0,"Frank Gore middle for 7 yards (tackle by Myles Jack). Penalty on Kamar Aiken: Unnecessary Roughness, 15 yards",1.010,0.540
1,8:23,1,10,IND 24,7,0,Jacoby Brissett middle for 2 yards (tackle by Malik Jackson),0.540,0.270
1,7:48,2,8,IND 26,7,0,Frank Gore middle for 3 yards (tackle by Myles Jack),0.270,-0.030
1,7:09,3,5,IND 29,7,0,Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton,-0.030,-1.440
1,7:02,4,5,IND 29,7,0,"Rigoberto Sanchez punts 41 yards, fair catch by Jaydon Mickens",-1.440,-0.940
1,6:55,1,10,JAX 30,7,0,Blake Bortles pass complete deep middle to Keelan Cole for 52 yards (tackle by Christopher Milton),0.940,4.370
1,6:12,1,10,IND 18,7,0,Chris Ivory middle for 3 yards (tackle by Antonio Morrison and Jonathan Bostic),4.370,4.250
1,5:32,2,7,IND 15,7,0,"Blake Bortles middle for 5 yards (tackle by Antonio Morrison). Penalty on Christopher Milton: Illegal Contact, 5 yards",4.250,6.060
1,5:07,1,5,IND 5,13,0,"Blake Bortles pass complete short right to Marcedes Lewis for 5 yards, touchdown",6.060,7.000
1,5:01,,,IND 15,14,0,Josh Lambo kicks extra point good,0.000,0.000
1,5:01,,,JAX 35,14,0,"Josh Lambo kicks off 60 yards, returned by Quan Bray for 18 yards (tackle by Donald Payne)",0.000,-0.480
1,4:55,1,10,IND 23,14,0,Jacoby Brissett pass complete short right to T.Y. Hilton for 10 yards (tackle by Jalen Ramsey),0.480,1.140
1,4:15,1,10,IND 33,14,0,Marlon Mack left tackle for 14 yards (tackle by Telvin Smith),1.140,2.060
1,3:39,1,10,IND 47,14,0,"Penalty on Joe Haeg: False Start, 5 yards (no play)",2.060,1.730
1,3:27,1,15,IND 42,14,0,Jacoby Brissett pass complete short left to Marlon Mack for -2 yards (tackle by Telvin Smith),1.730,0.570
1,2:42,2,17,IND 40,14,0,Frank Gore middle for 3 yards (tackle by Tashaun Gipson),0.570,0.300
1,2:00,3,14,IND 43,14,0,Jacoby Brissett pass complete short right to Chester Rogers for 15 yards (tackle by Barry Church),0.300,2.790
1,1:17,1,10,JAX 42,14,0,Frank Gore right tackle for 4 yards (tackle by Myles Jack and Telvin Smith),2.790,2.780
1,0:41,2,6,JAX 38,14,0,Marlon Mack left guard for -1 yards (tackle by Calais Campbell),2.780,1.950
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,JAX 39,14,0,Jacoby Brissett sacked by Malik Jackson and Myles Jack for -9 yards,1.950,0.070
2,14:21,4,16,JAX 48,14,0,"Rigoberto Sanchez punts 39 yards, fair catch by Jaydon Mickens",0.070,0.380
2,14:13,1,10,JAX 9,14,0,Chris Ivory middle for 1 yard (tackle by Antonio Morrison),-0.380,-0.710
2,13:30,2,9,JAX 10,14,0,Blake Bortles pass complete short middle to Ben Koyack for 7 yards (tackle by Antonio Morrison),-0.710,-0.480
2,12:49,3,2,JAX 17,14,0,Blake Bortles pass complete short right to Keelan Cole for 12 yards (tackle by Nate Hairston),-0.480,0.870
2,12:17,1,10,JAX 29,14,0,T.J. Yeldon middle for 3 yards (tackle by Al Woods),0.870,0.730
2,11:30,2,7,JAX 32,14,0,T.J. Yeldon left tackle for 6 yards (tackle by Al Woods and Vontae Davis),0.730,0.830
2,10:52,3,1,JAX 38,14,0,Blake Bortles middle for 2 yards (tackle by Margus Hunt and Antonio Morrison),0.830,1.600
2,10:11,1,10,JAX 40,14,0,Corey Grant middle for 5 yards (tackle by Grover Stewart and Johnathan Hankins),1.600,1.730
2,9:30,2,5,JAX 45,14,0,Blake Bortles pass complete short right to Corey Grant for 28 yards (tackle by Malik Hooker),1.730,3.780
2,8:40,1,10,IND 27,14,0,Marqise Lee pass incomplete deep right intended for Keelan Cole,3.780,3.230
2,8:34,2,10,IND 27,14,0,Chris Ivory left end for 3 yards (tackle by Henry Anderson),3.230,2.940
2,7:49,3,7,IND 24,14,0,Blake Bortles pass incomplete deep right intended for Marqise Lee (defended by Nate Hairston),2.940,1.870
2,7:43,4,7,IND 24,17,0,Josh Lambo 42 yard field goal good,1.870,3.000
2,7:38,,,JAX 35,17,0,"Josh Lambo kicks off 68 yards, returned by Quan Bray for 21 yards (tackle by Donald Payne)",0.000,-0.040
2,7:34,1,10,IND 18,17,0,Jacoby Brissett pass complete short left to Kamar Aiken for 7 yards (tackle by Tashaun Gipson),0.040,0.550
2,7:02,2,3,IND 25,17,0,Frank Gore middle for 2 yards (tackle by Dawuane Smoot and Telvin Smith),0.550,-0.020
2,6:25,3,1,IND 27,17,0,Frank Gore left tackle for -1 yards (tackle by Barry Church and Tashaun Gipson),-0.020,-1.630
2,5:55,4,2,IND 26,17,0,"Rigoberto Sanchez punts 45 yards, fair catch by Jaydon Mickens. Penalty on Aaron Colvin: Illegal Block Above the Waist, 10 yards",-1.630,-0.150
2,5:47,1,10,JAX 19,17,0,"Chris Ivory left end for 2 yards (tackle by Vontae Davis). Penalty on Tommy Bohanon: Offensive Holding, 9 yards (no play)",0.150,-0.720
2,5:26,1,19,JAX 10,17,0,Blake Bortles pass incomplete deep left intended for Allen Hurns,-0.720,0.000
2,5:20,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,1.440
2,5:20,2,19,JAX 10,17,0,T.J. Yeldon right tackle for 11 yards (tackle by Jonathan Bostic and Matthias Farley),-1.440,-0.810
2,4:37,3,8,JAX 21,17,0,Blake Bortles pass complete deep left to Allen Hurns for 50 yards (tackle by Malik Hooker),-0.810,3.640
2,4:08,1,10,IND 29,17,0,Blake Bortles pass complete short right to Marqise Lee for 15 yards (tackle by T.J. Green),3.640,4.650
2,3:25,1,10,IND 14,17,0,Chris Ivory left guard for 2 yards (tackle by Jabaal Sheard),4.650,4.330
2,2:43,2,8,IND 12,17,0,Blake Bortles pass incomplete short right intended for James O'Shaughnessy,4.330,3.430
2,2:37,3,8,IND 12,17,0,"Blake Bortles pass complete short right to Marqise Lee for 12 yards. Penalty on Marqise Lee: Offensive Pass Interference, 10 yards (no play)",3.430,2.350
2,2:30,3,18,IND 22,17,0,Blake Bortles pass complete short middle to T.J. Yeldon for 7 yards (tackle by T.J. Green and Antonio Morrison),2.350,2.440
2,2:00,4,11,IND 15,20,0,Josh Lambo 33 yard field goal good,2.440,3.000
2,1:56,,,JAX 35,20,0,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,1:56,1,10,IND 25,20,0,Jacoby Brissett pass complete short left to Marlon Mack for 7 yards (tackle by A.J. Bouye),0.610,1.010
2,1:51,2,3,IND 32,20,0,Jacoby Brissett pass incomplete short middle intended for Jack Doyle (defended by Barry Church),1.010,0.300
2,1:46,3,3,IND 32,20,0,Jacoby Brissett for 12 yards (tackle by Myles Jack),0.300,1.860
2,1:39,1,10,IND 44,20,0,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,1.860,1.320
2,1:33,2,10,IND 44,20,0,Jacoby Brissett pass incomplete short left intended for Marlon Mack,1.320,0.630
2,1:28,3,10,IND 44,20,0,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,0.630,-0.460
2,1:19,4,10,IND 44,20,0,"Rigoberto Sanchez punts 41 yards, fair catch by Jaydon Mickens",-0.460,0.220
2,1:11,1,10,JAX 15,20,0,Blake Bortles pass complete deep middle to Allen Hurns for 20 yards (tackle by Matthias Farley),-0.220,1.270
2,0:51,1,10,JAX 35,20,0,"Penalty on Jermey Parnell: False Start, 5 yards (no play)",1.270,0.000
2,0:51,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-0.940
2,0:51,1,15,JAX 30,20,0,Blake Bortles pass complete short middle to Marqise Lee for 45 yards (tackle by T.J. Green),0.940,3.910
2,0:41,1,10,IND 25,20,0,Blake Bortles pass incomplete short right intended for Arrelious Benn,3.910,3.360
2,0:36,2,10,IND 25,20,0,Blake Bortles pass incomplete deep right intended for Allen Hurns,3.360,2.680
2,0:32,3,10,IND 25,20,0,"Blake Bortles sacked by Henry Anderson for -6 yards. Blake Bortles fumbles (forced by Henry Anderson), recovered by Darius Butler at IND-16 and returned for 32 yards (tackle by Keelan Cole)",2.680,-2.130
2,0:19,1,10,IND 48,20,0,Jacoby Brissett sacked by Yannick Ngakoue for -1 yards,2.130,0.000
2,0:13,,,,,,Timeout #1 by Indianapolis Colts,0.000,-1.450
2,0:13,2,11,IND 47,20,0,Jacoby Brissett sacked by Yannick Ngakoue for -7 yards,1.450,-0.160
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,20,0,"Josh Lambo kicks off 65 yards, returned by Quan Bray for 36 yards (tackle by Arrelious Benn)",0.000,-1.330
3,14:52,1,10,IND 36,20,0,Frank Gore middle for 6 yards (tackle by Jalen Ramsey),1.330,1.600
3,14:20,2,4,IND 42,20,0,Jacoby Brissett pass incomplete short left intended for Donte Moncrief (defended by A.J. Bouye),1.600,0.890
3,14:14,3,4,IND 42,20,0,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Jalen Ramsey),0.890,-0.590
3,14:11,4,4,IND 42,20,0,"Rigoberto Sanchez punts 44 yards, fair catch by Jaydon Mickens",-0.590,0.280
3,14:03,1,10,JAX 14,20,0,Corey Grant right end for 7 yards (tackle by T.J. Green),-0.280,0.280
3,13:32,2,3,JAX 21,20,0,"Chris Ivory right end for no gain (tackle by Jonathan Bostic). Penalty on Jonathan Bostic: Horse Collar Tackle, 15 yards (no play)",0.280,1.330
3,13:00,1,10,JAX 36,20,0,Corey Grant middle for no gain (tackle by Jabaal Sheard),1.330,0.790
