Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
2,9:20,1,10,CIN 46,0,6,Tom Brady pass complete deep left to Ben Watson for 35 yards (tackle by Kevin Kaesviharn),2.520,4.840
2,8:45,1,10,CIN 11,6,6,"Laurence Maroney left end for 11 yards, touchdown",4.840,7.000
2,,,,CIN 2,7,6,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,6,"Stephen Gostkowski kicks off 73 yards, returned by Kenny Watson for 21 yards (tackle by James Sanders). Penalty on Kelley Washington: Illegal Block Above the , 9 yards",0.000,-0.380
2,8:32,1,10,CIN 9,7,6,Carson Palmer pass complete short right to Jeremi Johnson for 6 yards (tackle by Rodney Harrison),-0.380,-0.280
2,8:04,2,4,CIN 15,7,6,Carson Palmer pass incomplete short left intended for Reggie Kelly,-0.280,-0.720
2,7:57,3,4,CIN 15,7,6,Carson Palmer pass incomplete short middle intended for Chad Johnson (defended by Richard Seymour),-0.720,-2.440
2,7:51,4,4,CIN 15,7,6,"Kyle Larson punts 47 yards, returned by Kevin Faulk for 4 yards (tackle by Herana-Daze Jones)",-2.440,-1.730
2,7:39,1,10,NWE 42,7,6,Tom Brady pass incomplete short left intended for Doug Gabriel (defended by Tory James),1.730,1.190
2,7:32,2,10,NWE 42,7,6,Corey Dillon right tackle for 5 yards (tackle by Madieu Williams),1.190,1.160
2,6:54,3,5,NWE 47,7,6,Tom Brady pass incomplete short right intended for Ben Watson,1.160,-0.260
2,6:48,4,5,NWE 47,7,6,"Josh Miller punts 53 yards, touchback",-0.260,-0.280
2,6:38,1,10,CIN 20,7,6,Rudi Johnson middle for 13 yards (tackle by Artrell Hawkins),0.280,1.140
2,5:55,1,10,CIN 33,7,6,Rudi Johnson middle for no gain (tackle by Mike Wright),1.140,0.590
2,5:15,2,10,CIN 33,7,6,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh,0.590,-0.100
2,5:09,3,10,CIN 33,7,6,Carson Palmer pass incomplete short right intended for Chad Johnson,-0.100,-1.180
2,5:03,4,10,CIN 33,7,6,"Kyle Larson punts 52 yards, returned by Kevin Faulk for 43 yards (tackle by Herana-Daze Jones)",-1.180,-2.790
2,4:47,1,10,CIN 42,7,6,Laurence Maroney left end for 1 yard (tackle by Bryan Robinson),2.790,2.380
2,4:09,2,9,CIN 41,7,6,Tom Brady pass complete short middle to Reche Caldwell for 6 yards (tackle by Landon Johnson),2.380,2.480
2,3:28,3,3,CIN 35,7,6,Laurence Maroney left tackle for 5 yards (tackle by Landon Johnson and Justin Smith),2.480,3.580
2,2:55,1,10,CIN 30,7,6,Laurence Maroney right tackle for 5 yards (tackle by Justin Smith),3.580,3.710
2,2:21,2,5,CIN 25,7,6,Laurence Maroney right end for no gain (tackle by Kevin Kaesviharn),3.710,3.010
2,2:00,3,5,CIN 25,13,6,"Tom Brady pass complete deep left to Doug Gabriel for 25 yards, touchdown",3.010,7.000
2,,,,CIN 2,14,6,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,14,6,"Stephen Gostkowski kicks off 76 yards, touchback",0.000,0.280
2,1:54,1,10,CIN 20,14,6,Carson Palmer pass complete short right to Kelley Washington for 11 yards (tackle by Chad Scott),0.280,1.000
2,1:28,1,10,CIN 31,14,6,Carson Palmer pass complete short middle to Chad Johnson for 16 yards (tackle by Rodney Harrison),1.000,2.060
2,1:07,1,10,CIN 47,14,6,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Hank Poteat),2.060,1.520
2,1:04,2,10,CIN 47,14,6,Carson Palmer pass incomplete short right intended for Chad Johnson,1.520,0.830
2,0:57,3,10,CIN 47,14,6,Carson Palmer pass complete short right to Tony Stewart for 3 yards (tackle by Tedy Bruschi),0.830,-0.060
2,0:51,,,,14,6,Timeout #1 by New England Patriots,0.000,-0.060
2,0:51,4,7,,14,6,Kyle Larson punts 32 yards,-0.060,-0.040
2,0:39,1,10,NWE 18,14,6,Tom Brady kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,14,6,"Shayne Graham kicks off 63 yards, returned by Kevin Faulk for 21 yards (tackle by Marcus Wilkins). Penalty on Ethan Kilmer: Illegal Use of Hands, 10 yards",0.000,1.470
3,14:55,1,10,NWE 38,14,6,Corey Dillon left end for 5 yards (tackle by Tory James),1.470,1.600
3,14:37,2,5,NWE 43,14,6,"Corey Dillon right end for 2 yards (tackle by Caleb Miller). Penalty on Daniel Graham: Offensive Holding, 10 yards",1.600,0.520
3,14:14,2,13,NWE 35,14,6,Tom Brady pass incomplete short right intended for Doug Gabriel,0.520,-0.160
3,14:09,3,13,NWE 35,14,6,Tom Brady for 22 yards (tackle by Kevin Kaesviharn),-0.160,2.720
3,13:38,1,10,CIN 43,14,6,Laurence Maroney middle for 14 yards (tackle by Deltha O'Neal and Justin Smith),2.720,3.640
3,13:00,1,10,CIN 29,14,6,Laurence Maroney middle for -6 yards (tackle by Justin Smith),3.640,2.290
3,12:16,2,16,CIN 35,14,6,Tom Brady pass complete short right to Daniel Graham for 5 yards (tackle by Madieu Williams),2.290,2.280
3,11:31,3,11,CIN 30,14,6,Tom Brady pass incomplete short right intended for Reche Caldwell,2.280,1.410
3,11:25,4,11,CIN 30,14,6,Stephen Gostkowski 48 yard field goal no good,1.410,-1.470
3,11:20,1,10,CIN 38,14,6,Carson Palmer pass complete short right to Rudi Johnson for -1 yards (tackle by Rosevelt Colvin),1.470,0.790
3,10:35,2,11,CIN 37,14,6,Rudi Johnson left guard for 5 yards (tackle by Mike Vrabel),0.790,0.760
3,9:57,3,6,CIN 42,14,6,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 32 yards (tackle by Artrell Hawkins and Asante Samuel),0.760,3.840
3,9:06,1,10,NWE 26,14,6,Rudi Johnson right guard for 6 yards (tackle by Tedy Bruschi),3.840,4.110
3,8:23,2,4,NWE 20,14,6,Carson Palmer pass complete short right to Chad Johnson for 9 yards (tackle by Chad Scott),4.110,4.840
3,7:44,1,10,NWE 11,14,6,Carson Palmer pass complete short left to Chad Johnson for 9 yards (tackle by Rodney Harrison),4.840,5.850
3,7:08,2,1,NWE 2,14,12,"Rudi Johnson right guard for 2 yards, touchdown",5.850,7.000
3,,,,NWE 2,14,13,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,14,13,"Shayne Graham kicks off 67 yards, returned by Kevin Faulk for 22 yards (tackle by Tony Stewart)",0.000,0.610
3,6:58,1,10,NWE 25,14,13,Tom Brady pass complete short middle to Daniel Graham for 15 yards (tackle by Brian Simmons and Landon Johnson),0.610,1.600
3,6:14,1,10,NWE 40,14,13,Tom Brady pass incomplete short right intended for Daniel Graham,1.600,1.050
3,6:09,2,10,NWE 40,14,13,Corey Dillon right tackle for 1 yard (tackle by Caleb Miller),1.050,0.500
3,5:27,3,9,NWE 41,14,13,Tom Brady pass complete deep middle to Doug Gabriel for 19 yards (tackle by Kevin Kaesviharn),0.500,2.920
3,4:54,,,,14,13,Timeout #1 by Cincinnati Bengals,0.000,2.920
3,4:54,1,10,CIN 40,14,13,"Tom Brady pass incomplete deep right intended for Reche Caldwell (defended by Kevin Kaesviharn). Penalty on Kevin Kaesviharn: Unnecessary Roughness, 15 yards (no play)",2.920,3.910
3,4:36,1,10,CIN 25,20,13,"Laurence Maroney middle for 25 yards, touchdown",3.910,7.000
3,,,,CIN 2,21,13,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,21,13,"Stephen Gostkowski kicks off 72 yards, returned by Kenny Watson for 23 yards (tackle by Antwain Spann)",0.000,0.340
3,4:21,1,10,CIN 21,21,13,Carson Palmer pass complete deep left to T.J. Houshmandzadeh for 33 yards (tackle by Asante Samuel),0.340,2.520
3,3:55,1,10,NWE 46,21,13,Rudi Johnson right tackle for 8 yards (tackle by Chad Scott),2.520,3.060
3,3:20,2,2,NWE 38,21,13,Carson Palmer pass incomplete short right intended for Chad Johnson (defended by Rosevelt Colvin),3.060,2.350
3,3:17,3,2,NWE 38,21,13,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh,2.350,0.720
3,3:12,4,2,NWE 38,21,13,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.720,0.400
3,3:12,4,7,NWE 43,21,13,Kyle Larson punts 37 yards,0.400,0.380
3,3:00,1,10,NWE 6,21,13,Corey Dillon right guard for 6 yards (tackle by Caleb Miller),-0.380,-0.340
3,2:27,2,4,NWE 12,21,13,Corey Dillon left tackle for 12 yards (tackle by Madieu Williams),-0.340,0.540
3,1:44,1,10,NWE 24,21,13,Tom Brady pass complete short middle to Laurence Maroney for 15 yards (tackle by Caleb Miller),0.540,1.530
3,1:06,1,10,NWE 39,21,13,Laurence Maroney right tackle for 41 yards (tackle by Tory James),1.530,4.240
3,0:38,1,10,CIN 20,21,13,Tom Brady pass complete to Daniel Graham for 11 yards (tackle by Herana-Daze Jones),4.240,5.140
3,0:21,1,9,CIN 9,21,13,Corey Dillon middle for 3 yards (tackle by Shaun Smith),5.140,4.950
Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CIN 6,21,13,Tom Brady pass incomplete short middle intended for Doug Gabriel,4.950,4.040
4,14:56,3,6,CIN 6,21,13,Tom Brady pass incomplete short right intended for Daniel Graham. Penalty on Ben Watson: Offensive Pass Interfere (Declined),4.040,2.990
4,14:48,4,6,CIN 6,24,13,Stephen Gostkowski 24 yard field goal good,2.990,3.000
4,,,,NWE 30,24,13,"Stephen Gostkowski kicks off 76 yards, touchback",0.000,0.280
4,14:45,1,10,CIN 20,24,13,Carson Palmer pass incomplete deep left intended for Antonio Chatman,0.280,-0.270
4,14:39,2,10,CIN 20,24,13,Rudi Johnson middle for 3 yards (tackle by Tedy Bruschi),-0.270,-0.560
4,14:02,3,7,CIN 23,24,13,"Carson Palmer sacked by Jarvis Green for -7 yards. Carson Palmer fumbles (forced by Jarvis Green), recovered by Jarvis Green at CIN-13 (tackle by Carson Palmer)",-0.560,-4.710
4,13:53,1,10,CIN 13,24,13,Corey Dillon left tackle for 5 yards (tackle by Brian Simmons and Kevin Kaesviharn),4.710,4.960
4,13:14,2,5,CIN 8,24,13,Corey Dillon left tackle for 7 yards (tackle by Kevin Kaesviharn),4.960,6.970
4,12:37,1,1,CIN 1,24,13,Corey Dillon right end for no gain (tackle by Justin Smith and Madieu Williams),6.970,5.910
4,12:01,2,1,CIN 1,24,13,Corey Dillon left guard for no gain (tackle by Caleb Miller and Justin Smith),5.910,5.170
4,11:22,3,1,CIN 1,24,13,Tom Brady pass incomplete short right intended for David Thomas,5.170,3.550
4,11:18,4,1,CIN 1,30,13,"Corey Dillon left guard for 1 yard, touchdown. Penalty on Corey Dillon: Unsportsmanlike Conduct, 15 yards",3.550,7.000
4,,,,CIN 2,31,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 15,31,13,"Stephen Gostkowski kicks off 73 yards, returned by Kenny Watson for 29 yards (tackle by Antwain Spann). Penalty on Kelley Washington: Offensive Holding, 10 yards",0.000,1.000
4,11:08,1,10,CIN 31,31,13,"Carson Palmer pass complete short right to Rudi Johnson for 9 yards (tackle by Hank Poteat). Penalty on Hank Poteat: Illegal Contact, 5 yards (no play)",1.000,1.330
4,10:52,1,10,CIN 36,31,13,"Carson Palmer sacked by Ty Warren and Tedy Bruschi for -7 yards. Carson Palmer fumbles (forced by Ty Warren), recovered by Ty Warren at CIN-29 (tackle by Carson Palmer)",1.330,-3.640
4,10:44,1,10,CIN 29,31,13,Laurence Maroney middle for 9 yards (tackle by Madieu Williams and Herana-Daze Jones),3.640,4.320
4,10:03,2,1,CIN 20,31,13,Laurence Maroney left guard for 3 yards (tackle by Domata Peko and Caleb Miller),4.320,4.440
4,9:21,1,10,CIN 17,31,13,Laurence Maroney right guard for 12 yards (tackle by Madieu Williams),4.440,6.060
4,8:36,1,5,CIN 5,31,13,Heath Evans left guard for 2 yards (tackle by John Thornton),6.060,5.530
4,8:01,2,3,CIN 3,37,13,"Tom Brady pass complete short left to Daniel Graham for 3 yards, touchdown",5.530,7.000
4,,,,CIN 2,38,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,38,13,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
4,7:55,1,10,CIN 20,38,13,Carson Palmer pass complete short right to Rudi Johnson for 9 yards (tackle by Mike Vrabel),0.280,0.950
4,7:35,2,1,CIN 29,38,13,Carson Palmer pass complete short left to Kelley Washington for 10 yards (tackle by Asante Samuel),0.950,1.530
4,7:16,1,10,CIN 39,38,13,Carson Palmer sacked by Jarvis Green for -9 yards,1.530,-0.230
4,6:46,2,19,CIN 30,38,13,"Carson Palmer pass incomplete short middle intended for Reggie Kelly (defended by Mike Vrabel). Penalty on Mike Vrabel: Defensive Pass Interfere, 3 yards (no play)",-0.230,1.140
4,6:40,1,10,CIN 33,38,13,Carson Palmer sacked by Jarvis Green for -11 yards,1.140,-0.890
4,6:04,2,21,CIN 22,38,13,"Carson Palmer pass incomplete deep middle intended for Chad Johnson. Penalty on Willie Anderson: Offensive Holding (Offsetting), Penalty on Mike Vrabel: Defensive Holding (Offsetting) (no play)",-0.890,-0.890
4,5:56,2,21,CIN 22,38,13,Carson Palmer pass complete short left to Kenny Watson for 16 yards (tackle by Rodney Harrison),-0.890,0.560
4,5:22,3,5,CIN 38,38,13,Carson Palmer pass incomplete short middle intended for Kenny Watson,0.560,-0.850
4,5:16,4,5,CIN 38,38,13,"Kyle Larson punts 54 yards, returned by Kevin Faulk for 17 yards (tackle by Tony Stewart). Penalty on Antwain Spann: Defensive Holding, 8 yards",-0.850,0.380
4,5:03,1,10,NWE 8,38,13,Heath Evans right guard for 2 yards (tackle by Caleb Miller),-0.380,-0.630
4,4:22,2,8,NWE 10,38,13,Tom Brady pass complete short right to Chad Jackson for 7 yards (tackle by Keiwan Ratliff),-0.630,-0.370
4,3:42,3,1,NWE 17,38,13,Heath Evans left guard for 2 yards (tackle by Caleb Miller and Shaun Smith),-0.370,0.150
4,2:59,1,10,NWE 19,38,13,Heath Evans middle for 3 yards (tackle by Caleb Miller),0.150,0.070
4,2:19,2,7,NWE 22,38,13,Tom Brady pass complete short right to Chad Jackson for 2 yards (tackle by Johnathan Joseph),0.070,-0.420
4,2:00,3,5,NWE 24,38,13,Heath Evans left end for 3 yards (tackle by Kevin Kaesviharn and Caleb Miller),-0.420,-1.570
4,1:19,4,2,NWE 27,38,13,"Josh Miller punts 40 yards, returned by Antonio Chatman for 7 yards (tackle by Larry Izzo)",-1.570,-1.600
4,1:10,1,10,CIN 40,38,13,"Penalty on Tully Banta-Cain: Defensive Offside, 5 yards (no play)",1.600,2.330
4,1:10,1,5,CIN 45,38,13,Quincy Wilson left end for -3 yards (tackle by Tully Banta-Cain),2.330,1.320
4,0:27,2,8,CIN 42,38,13,Quincy Wilson left tackle for 5 yards (tackle by Tully Banta-Cain),1.320,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
