Player,Pos
Jared Goff,QB
Todd Gurley,HB
Kenny Britt,WR
Pharoh Cooper,WR
Tavon Austin,WR
Lance Kendricks,TE
Greg Robinson,LT
Rodger Saffold,LG
Tim Barnes,C
Andrew Donnal,RG
Rob Havenstein,RT
William Hayes,LDE
Aaron Donald,LDT
Michael Brockers,RDT
Eugene Sims,RDE
Mark Barron,WILL
Alec Ogletree,MLB
Trumaine Johnson,LCB
Mike Jordan,RCB
T.J. McDonald,SS
Cody Davis,FS
Lamarcus Joyner,DB
