Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Steven Hauschka kicks off 60 yards, returned by Pharoh Cooper for 20 yards (tackle by Brandon Williams)",0.000,-0.610
1,14:56,1,10,LAR 25,0,0,Jared Goff pass incomplete short left intended for Lance Kendricks,0.610,0.060
1,14:52,2,10,LAR 25,0,0,Jared Goff pass complete short left to Todd Gurley for -2 yards (tackle by Kam Chancellor and Ahtyba Rubin),0.060,-0.890
1,14:10,3,12,LAR 23,0,0,Jared Goff sacked by Frank Clark for -9 yards,-0.890,-2.470
1,13:34,4,21,LAR 14,0,0,"Johnny Hekker punts 52 yards, returned by Tyler Lockett for 3 yards (tackle by Temarrick Hemingway)",-2.470,-1.400
1,13:25,1,10,SEA 37,0,0,"Penalty on Mark Glowinski: False Start, 5 yards (no play)",1.400,1.070
1,13:25,1,15,SEA 32,0,0,Russell Wilson pass complete short right to Marcel Reece for 9 yards (tackle by Trumaine Johnson and Mike Jordan),1.070,1.400
1,12:50,2,6,SEA 41,0,0,Russell Wilson pass incomplete short right intended for Tyler Lockett,1.400,0.700
1,12:47,3,6,SEA 41,0,0,Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Trumaine Johnson),0.700,2.060
,,,,,,,"SEA challenged the short of the line to gain ruling, and the original play was overturned.",,
1,12:22,1,10,SEA 47,0,0,Jimmy Graham left end for no gain (tackle by T.J. McDonald),2.060,1.520
1,11:32,2,10,SEA 47,0,0,Thomas Rawls middle for no gain (tackle by Eugene Sims),1.520,0.830
1,11:08,3,10,SEA 47,0,0,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",0.830,0.170
1,10:49,3,15,SEA 42,0,0,Thomas Rawls left tackle for 5 yards (tackle by Mark Barron),0.170,-0.260
1,10:03,4,10,SEA 47,0,0,"Jon Ryan punts 40 yards, out of bounds. Penalty on Cassius Marsh: Unsportsmanlike Conduct, 15 yards",-0.260,-0.810
1,9:56,1,10,LAR 28,0,0,Todd Gurley left end for 2 yards (tackle by Richard Sherman),0.810,0.530
1,9:24,2,8,LAR 30,0,0,Tavon Austin right end for 5 yards (tackle by Jeremy Lane and Steven Terrell),0.530,0.500
1,8:42,3,3,LAR 35,0,0,Jared Goff pass complete short middle to Kenny Britt for 6 yards (tackle by K.J. Wright and Bobby Wagner),0.500,1.660
1,8:17,1,10,LAR 41,0,0,Jared Goff pass incomplete deep left intended for Mike Thomas,1.660,1.120
1,8:10,2,10,LAR 41,0,0,Todd Gurley left guard for 11 yards (tackle by Bobby Wagner and Kam Chancellor),1.120,2.390
1,7:27,1,10,SEA 48,0,0,Todd Gurley middle for 2 yards (tackle by K.J. Wright and Bobby Wagner),2.390,2.120
1,6:44,2,8,SEA 46,0,0,"Jared Goff pass complete short middle to Lance Kendricks for 7 yards (tackle by Kam Chancellor). Penalty on Cassius Marsh: Defensive Offside, 5 yards (no play)",2.120,2.790
1,6:17,2,3,SEA 41,0,0,Jared Goff pass complete deep middle to Brian Quick for 25 yards (tackle by K.J. Wright),2.790,4.510
1,5:51,1,10,SEA 16,0,0,Jared Goff pass complete short left to Kenny Britt for 5 yards (tackle by K.J. Wright),4.510,4.760
1,5:07,2,5,SEA 11,0,0,Todd Gurley right guard for 4 yards (tackle by Bobby Wagner and Jarran Reed),4.760,4.850
1,4:21,3,1,SEA 7,0,0,Jared Goff pass incomplete short right intended for Brian Quick,4.850,0.000
1,4:16,,,,0,0,Timeout #1 by Los Angeles Rams,0.000,-3.010
1,4:16,4,1,SEA 7,0,0,Todd Gurley left end for no gain (tackle by Bobby Wagner and K.J. Wright),3.010,0.380
,,,,,,,"SEA challenged the first down ruling, and the original play was overturned.",,
1,4:08,1,10,SEA 7,0,0,Thomas Rawls left guard for 4 yards (tackle by Cam Thomas),-0.380,-0.490
1,3:35,2,6,SEA 11,0,0,Russell Wilson left end for -3 yards (tackle by Mark Barron),-0.490,-1.300
1,2:49,3,9,SEA 8,0,0,Russell Wilson pass complete deep left to Tyler Lockett for 29 yards (tackle by Mike Jordan),-1.300,1.400
1,2:18,1,10,SEA 37,0,0,Russell Wilson pass complete short left to Tyler Lockett for 6 yards (tackle by Mike Jordan),1.400,1.670
1,1:37,2,4,SEA 43,0,0,Russell Wilson pass incomplete short left intended for Jermaine Kearse,1.670,0.960
1,1:31,3,4,SEA 43,0,0,Russell Wilson middle for 9 yards (tackle by Mark Barron),0.960,2.390
1,1:06,1,10,LAR 48,0,0,Russell Wilson pass incomplete deep middle intended for Doug Baldwin (defended by Cody Davis),2.390,1.850
1,0:44,2,10,LAR 48,0,0,Russell Wilson sacked by William Hayes for 0 yards,1.850,1.160
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,LAR 48,0,0,Russell Wilson pass complete short left to Tyler Lockett for 11 yards (tackle by Mike Jordan),1.160,3.120
2,14:24,1,10,LAR 37,0,0,"Russell Wilson pass incomplete short left intended for Luke Willson. Penalty on Dominique Easley: Roughing the Passer, 15 yards (no play)",3.120,4.110
2,14:20,1,10,LAR 22,0,0,Thomas Rawls right guard for 3 yards (tackle by Alec Ogletree),4.110,3.970
2,13:44,2,7,LAR 19,0,0,Thomas Rawls left end for 1 yard (tackle by Eugene Sims and Mark Barron),3.970,0.000
2,13:09,,,,0,0,Timeout #1 by Seattle Seahawks,0.000,-3.400
2,13:09,3,6,LAR 18,0,0,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Trumaine Johnson),3.400,2.720
,,,,,,,"SEA challenged the short of the line to gain ruling, and the play was upheld.",,
2,12:31,4,1,LAR 13,0,0,"Russell Wilson pass incomplete short left intended for Marcel Reece. Penalty on Alec Ogletree: Defensive Holding, 5 yards (no play)",2.720,5.370
2,12:27,1,8,LAR 8,0,6,"Russell Wilson pass complete short left to Luke Willson for 8 yards, touchdown",5.370,7.000
2,12:21,,,LAR 15,0,7,Steven Hauschka kicks extra point good,0.000,0.000
2,12:21,,,SEA 35,0,7,"Steven Hauschka kicks off 65 yards, returned by Pharoh Cooper for 14 yards (tackle by Brandon Williams). Penalty on Brandon Williams: Face Mask (15 Yards), 15 yards",0.000,-0.870
2,12:15,1,10,LAR 29,0,7,Malcolm Brown middle for -4 yards (tackle by K.J. Wright),0.870,-0.210
2,11:34,2,14,LAR 25,0,7,Jared Goff pass incomplete short right intended for Kenny Britt,-0.210,-0.890
2,11:30,3,14,LAR 25,0,7,Jared Goff pass complete short middle to Tavon Austin for 5 yards (tackle by Jeremy Lane),-0.890,-1.370
2,10:52,4,9,LAR 30,0,7,Johnny Hekker pass incomplete short left intended for Mike Thomas,-1.370,-3.580
2,10:48,1,10,LAR 30,0,7,Russell Wilson pass complete short left to Luke Willson for 2 yards (tackle by Mike Jordan),3.580,3.300
2,10:07,2,8,LAR 28,0,7,Thomas Rawls right guard for -7 yards (tackle by William Hayes and T.J. McDonald),3.300,1.680
2,9:27,3,15,LAR 35,0,7,Russell Wilson pass complete short middle to Doug Baldwin for 5 yards (tackle by T.J. McDonald),1.680,1.410
2,8:50,4,10,LAR 30,0,10,Steven Hauschka 48 yard field goal good,1.410,3.000
2,8:45,,,SEA 35,0,10,"Steven Hauschka kicks off 63 yards, returned by Pharoh Cooper for 19 yards (tackle by Kam Chancellor)",0.000,-0.340
2,8:39,1,10,LAR 21,0,10,Jared Goff pass incomplete short middle intended for Kenny Britt (defended by Tony McDaniel),0.340,-0.200
2,8:35,2,10,LAR 21,0,10,"Penalty on Greg Robinson: False Start, 5 yards (no play)",-0.200,-1.010
2,8:35,2,15,LAR 16,0,10,Todd Gurley middle for 10 yards (tackle by K.J. Wright and Bobby Wagner),-1.010,-0.230
2,7:50,3,5,LAR 26,0,10,"Jared Goff pass incomplete. Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",-0.230,1.000
2,7:45,1,10,LAR 31,0,10,Jared Goff pass incomplete short right intended for Lance Kendricks,1.000,0.460
2,7:40,2,10,LAR 31,0,10,Jared Goff pass incomplete deep right intended for Todd Gurley,0.460,-0.230
2,7:33,3,10,LAR 31,0,10,Jared Goff sacked by Cliff Avril and Frank Clark for -9 yards,-0.230,-1.900
2,6:54,4,19,LAR 22,0,10,"Johnny Hekker punts 50 yards, fair catch by Tyler Lockett",-1.900,-0.810
2,6:47,1,10,SEA 28,0,10,Russell Wilson pass complete short left to Thomas Rawls for -1 yards (tackle by Alec Ogletree),0.810,0.130
2,6:12,2,11,SEA 27,0,10,"Penalty on Germain Ifedi: False Start, 6 yards (no play)",0.130,-0.680
2,5:48,2,17,SEA 21,0,10,Russell Wilson sacked by Ethan Westbrooks for -2 yards,-0.680,-1.720
2,5:10,3,19,SEA 19,0,10,Russell Wilson pass complete short left to Tyler Lockett for 13 yards (tackle by Alec Ogletree),-1.720,-1.240
2,4:42,4,6,SEA 32,0,10,Jon Ryan punts 37 yards,-1.240,-1.000
2,4:34,1,10,LAR 31,0,10,Todd Gurley right guard for 1 yard (tackle by Ahtyba Rubin),1.000,0.600
2,3:55,2,9,LAR 32,0,10,"Jared Goff pass incomplete deep right intended for Kenny Britt. Penalty on Richard Sherman: Defensive Holding, 5 yards (no play)",0.600,1.400
2,3:50,1,10,LAR 37,0,10,Todd Gurley left end for -6 yards (tackle by Mike Morgan),1.400,0.050
2,3:04,2,16,LAR 31,0,10,Jared Goff pass complete deep left to Kenny Britt for 24 yards (tackle by Steven Terrell),0.050,2.590
2,2:26,1,10,SEA 45,0,10,Todd Gurley left tackle for 22 yards (tackle by DeShawn Shead and Steven Terrell),2.590,4.040
2,2:00,1,10,SEA 23,0,10,Jared Goff pass incomplete deep right intended for Kenny Britt (defended by Richard Sherman),4.040,3.500
