Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
1,5:56,1,10,CIN 40,0,3,Cedric Benson up the middle for no gain (tackle by Navorro Bowman),1.600,1.050
1,5:18,2,10,CIN 40,0,3,Andy Dalton pass incomplete short left intended for Andre Caldwell,1.050,0.370
1,5:12,3,10,CIN 40,0,3,Andy Dalton pass incomplete short left intended for Jerome Simpson,0.370,-0.720
1,5:06,4,10,CIN 40,0,3,"Kevin Huber punts 48 yards, returned by Ted Ginn Jr. for 14 yards (tackle by Gibril Wilson). Penalty on Chris Culliver: Illegal Block Above the Waist, 10 yards",-0.720,0.370
1,4:55,1,10,SFO 11,0,3,Frank Gore up the middle for 5 yards (tackle by Chris Crocker),-0.370,-0.300
1,4:17,2,5,SFO 16,0,3,Alex Smith pass complete short right to Josh Morgan for 5 yards (tackle by Nate Clements),-0.300,0.340
1,3:40,1,10,SFO 21,0,3,Alex Smith pass complete short left to Vernon Davis for 22 yards (tackle by Rey Maualuga and Thomas Howard),0.340,1.800
1,2:54,1,10,SFO 43,0,3,Alex Smith pass complete short left to Kendall Hunter for 2 yards (tackle by Reggie Nelson),1.800,1.520
1,2:15,2,8,SFO 45,0,3,Frank Gore up the middle for 3 yards (tackle by Pat Sims and Geno Atkins),1.520,1.220
1,1:35,3,5,SFO 48,0,3,"Penalty on Joe Staley: False Start, 5 yards (no play)",1.220,0.560
1,1:11,3,10,SFO 43,0,3,Alex Smith pass incomplete short middle intended for Michael Crabtree,0.560,-0.520
1,1:03,4,10,SFO 43,0,3,Andy Lee punts 14 yards,-0.520,-1.800
1,0:59,1,10,CIN 43,0,3,Andy Dalton pass incomplete short left intended for Cedric Benson,1.800,1.250
1,0:54,2,10,CIN 43,0,3,Cedric Benson left tackle for 3 yards (tackle by Isaac Sopoaga and Justin Smith),1.250,0.960
1,0:14,3,7,CIN 46,0,3,"Penalty on A.J. Green: False Start, 5 yards (no play)",0.960,0.300
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,CIN 41,0,3,Andy Dalton pass complete short right to Andre Caldwell for 5 yards (tackle by Carlos Rogers),0.300,-0.320
2,14:20,4,7,CIN 46,0,3,"Kevin Huber punts 42 yards, fair catch by Ted Ginn Jr.",-0.320,0.350
2,14:12,1,10,SFO 12,0,3,Alex Smith pass incomplete short right intended for Vernon Davis,-0.350,-0.780
2,14:06,,,,0,3,Timeout #1 by San Francisco 49ers,0.000,-0.780
2,14:06,2,10,SFO 12,0,3,Alex Smith pass complete short middle to Vernon Davis for 5 yards (tackle by Thomas Howard and Rey Maualuga),-0.780,-0.840
2,13:25,3,5,SFO 17,0,3,Alex Smith pass incomplete short left intended for Josh Morgan,-0.840,-2.320
2,13:20,4,5,SFO 17,0,3,"Andy Lee punts 60 yards, returned by Brandon Tate for 14 yards (tackle by C.J. Spillman)",-2.320,-1.400
2,13:08,1,10,CIN 37,0,3,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Parys Haralson: Defensive Offside, 5 yards (no play)",1.400,2.130
2,13:03,1,5,CIN 42,0,3,Cedric Benson left tackle for 5 yards (tackle by Patrick Willis),2.130,2.060
2,12:25,1,10,CIN 47,0,3,Andy Dalton pass complete short right to A.J. Green for 1 yard (tackle by Madieu Williams),2.060,1.650
2,11:47,2,9,CIN 48,0,3,Andy Dalton pass complete short middle to Jerome Simpson for 6 yards (tackle by Shawntae Spencer and Navorro Bowman),1.650,1.750
2,11:08,3,3,SFO 46,0,3,Andy Dalton pass incomplete short right intended for Andre Caldwell (defended by Carlos Rogers),1.750,0.200
2,11:03,4,3,SFO 46,0,3,"Kevin Huber punts 33 yards, fair catch by Ted Ginn Jr.",0.200,0.320
2,10:55,1,10,SFO 13,0,3,Frank Gore left tackle for -3 yards (tackle by Frostee Rucker),-0.320,-1.000
2,10:17,2,13,SFO 10,0,3,"Alex Smith right end for 5 yards (tackle by Nate Clements). Penalty on Chilo Rachal: Offensive Holding, 5 yards (no play)",-1.000,-1.360
2,9:48,2,18,SFO 5,0,3,Frank Gore left end for 12 yards (tackle by Reggie Nelson and Thomas Howard),-1.360,-0.940
2,9:03,3,6,SFO 17,0,3,Alex Smith pass complete short right to Michael Crabtree for 8 yards (tackle by Nate Clements),-0.940,0.610
2,8:25,1,10,SFO 25,0,3,Frank Gore right guard for 1 yard (tackle by Domata Peko),0.610,0.200
2,7:45,2,9,SFO 26,0,3,Alex Smith pass incomplete short middle intended for Michael Crabtree,0.200,-0.490
2,7:41,3,9,SFO 26,0,3,"Penalty on Anthony Davis: False Start, 5 yards (no play)",-0.490,-1.150
2,7:41,3,14,SFO 21,0,3,Alex Smith sacked by Jonathan Fanene for -8 yards,-1.150,-2.490
2,7:11,4,22,SFO 13,0,3,"Andy Lee punts 52 yards, fair catch by Brandon Tate",-2.490,-1.270
2,7:03,1,10,CIN 35,0,3,Andy Dalton sacked by Ahmad Brooks for -8 yards,1.270,-0.360
2,6:36,2,18,CIN 27,0,3,Andy Dalton pass incomplete deep right intended for A.J. Green,-0.360,-1.020
2,6:32,3,18,CIN 27,0,3,Andy Dalton pass complete short middle to Jermaine Gresham for 9 yards (tackle by Navorro Bowman),-1.020,-0.980
2,6:03,4,9,CIN 36,0,3,Kevin Huber punts 47 yards,-0.980,0.060
2,5:50,1,10,SFO 17,0,3,Frank Gore up the middle for 5 yards (tackle by Rey Maualuga),-0.060,0.210
2,5:14,2,5,SFO 22,0,3,Frank Gore left guard for 2 yards (tackle by Carlos Dunlap and Manny Lawson),0.210,-0.370
2,4:31,3,3,SFO 24,0,3,Alex Smith pass complete short left to Vernon Davis for 3 yards (tackle by Chris Crocker),-0.370,0.740
2,3:48,1,10,SFO 27,0,3,"Penalty on Chilo Rachal: False Start, 5 yards (no play)",0.740,0.410
2,3:24,1,15,SFO 22,0,3,Alex Smith pass incomplete short right intended for Delanie Walker,0.410,-0.480
2,3:19,2,15,SFO 22,0,3,Frank Gore right guard for 7 yards (tackle by Rey Maualuga and Reggie Nelson),-0.480,-0.230
2,2:42,3,8,SFO 29,0,3,Alex Smith pass complete short left to Kendall Hunter for 10 yards (tackle by Manny Lawson and Leon Hall),-0.230,1.530
2,2:00,1,10,SFO 39,0,3,Alex Smith pass complete short right to Michael Crabtree for 8 yards (tackle by Chris Crocker),1.530,2.070
2,1:54,2,2,SFO 47,0,3,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Nate Clements),2.070,1.360
2,1:50,3,2,SFO 47,0,3,Frank Gore up the middle for -1 yards (tackle by Pat Sims),1.360,-0.320
2,1:07,4,3,SFO 46,0,3,"Andy Lee punts 39 yards, fair catch by Brandon Tate",-0.320,0.220
2,1:00,1,10,CIN 15,0,3,Bernard Scott left end for 2 yards (tackle by Dashon Goldson and Parys Haralson),-0.220,-0.440
2,0:16,2,8,CIN 17,0,3,Bernard Scott left tackle for 8 yards (tackle by Navorro Bowman),-0.440,0.610
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,0,3,"Mike Nugent kicks off 69 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,0,3,Alex Smith pass complete short middle to Bruce Miller for 8 yards (tackle by Leon Hall and Manny Lawson),0.280,0.810
3,14:25,2,2,SFO 28,0,3,Frank Gore left guard for 1 yard (tackle by Jonathan Fanene and Domata Peko),0.810,0.230
3,13:41,3,1,SFO 29,0,3,Frank Gore left guard for 3 yards (tackle by Rey Maualuga),0.230,1.070
3,13:00,1,10,SFO 32,0,3,Alex Smith pass complete short middle to Delanie Walker for 9 yards (tackle by Reggie Nelson),1.070,1.740
3,12:28,2,1,SFO 41,0,3,"Bruce Miller up the middle for 2 yards (tackle by Domata Peko). Bruce Miller fumbles (forced by Domata Peko), recovered by Delanie Walker at SFO-43",1.740,1.800
3,11:51,1,10,SFO 43,0,3,Frank Gore right guard for -1 yards (tackle by Domata Peko and Reggie Nelson),1.800,1.120
3,11:10,2,11,SFO 42,0,3,"Alex Smith sacked by Reggie Nelson and Manny Lawson for -7 yards. Penalty on Rey Maualuga: Defensive Offside, 5 yards (no play)",1.120,1.790
3,10:47,2,6,SFO 47,0,3,Frank Gore left end for -1 yards (tackle by Thomas Howard),1.790,0.960
3,10:05,3,7,SFO 46,0,3,Alex Smith pass incomplete short middle intended for Michael Crabtree,0.960,-0.320
3,10:00,4,7,SFO 46,0,3,"Andy Lee punts 48 yards, fair catch by Brandon Tate",-0.320,0.380
3,9:52,1,10,CIN 6,0,3,Andy Dalton pass complete short right to A.J. Green for 4 yards (tackle by Patrick Willis and Tarell Brown),-0.380,-0.490
3,9:21,2,6,CIN 10,0,3,Cedric Benson right guard for 9 yards (tackle by Carlos Rogers and Patrick Willis),-0.490,0.150
3,8:42,1,10,CIN 19,0,3,Andy Dalton pass incomplete short right intended for Jermaine Gresham,0.150,-0.390
3,8:37,2,10,CIN 19,0,3,Andy Dalton pass incomplete short middle intended for Andre Caldwell,-0.390,-1.070
3,8:31,3,10,CIN 19,0,3,"Penalty on A.J. Green: False Start, 5 yards (no play)",-1.070,-1.920
3,8:31,3,15,CIN 14,0,3,Andy Dalton pass complete short middle to Brian Leonard for 7 yards (tackle by Navorro Bowman),-1.920,-1.960
3,8:01,4,8,CIN 21,0,3,"Kevin Huber punts 41 yards, returned by Ted Ginn Jr. for 9 yards (tackle by Cedric Peerman)",-1.960,-2.060
3,7:50,1,10,SFO 47,0,3,Alex Smith pass complete short right to Michael Crabtree for 8 yards (tackle by Rey Maualuga),2.060,2.600
3,7:07,2,2,CIN 45,0,3,Alex Smith pass complete deep right to Vernon Davis for 39 yards (tackle by Reggie Nelson),2.600,5.830
3,6:59,,,,0,3,Timeout #1 by San Francisco 49ers,0.000,5.830
3,6:59,1,6,CIN 6,0,3,Alex Smith sacked by Frostee Rucker for -4 yards,5.830,4.190
3,6:38,2,10,CIN 10,0,3,"Alex Smith pass complete short left to Michael Crabtree for 10 yards. Penalty on Michael Crabtree: Illegal Touch Pass, 5 yards (no play)",4.190,3.460
3,6:28,2,15,CIN 15,0,3,"Alex Smith pass complete short middle to Bruce Miller for 5 yards (tackle by Nate Clements). Penalty on Rey Maualuga: Unnecessary Roughness, 5 yards",3.460,6.060
3,6:06,1,5,CIN 5,0,3,"Penalty on Joe Staley: False Start, 5 yards (no play)",6.060,4.910
3,5:48,1,10,CIN 10,0,3,Kendall Hunter right guard for 4 yards (tackle by Reggie Nelson),4.910,4.950
3,5:11,2,6,CIN 6,0,3,Alex Smith pass complete short right to Bruce Miller for 1 yard (tackle by Nate Clements),4.950,4.260
3,4:15,3,5,CIN 5,0,3,Alex Smith sacked by Geno Atkins for 0 yards,4.260,3.010
3,3:33,4,5,CIN 5,3,3,David Akers 23 yard field goal good,3.010,3.000
3,,,,SFO 35,3,3,"David Akers kicks off 67 yards, returned by Brandon Tate for 25 yards (tackle by Larry Grant)",0.000,0.480
3,3:23,1,10,CIN 23,3,3,"Penalty on Ahmad Brooks: Encroachment, 5 yards (no play)",0.480,1.210
3,3:23,1,5,CIN 28,3,3,Cedric Benson left guard for 8 yards (tackle by Madieu Williams and Ahmad Brooks),1.210,1.330
3,2:54,1,10,CIN 36,3,3,Cedric Benson right guard for 4 yards (tackle by Patrick Willis and Navorro Bowman),1.330,1.330
3,2:14,2,6,CIN 40,3,3,Cedric Benson right tackle for 1 yard (tackle by Navorro Bowman),1.330,0.760
3,1:31,3,5,CIN 41,3,3,Andy Dalton pass incomplete deep middle intended for Andre Caldwell (defended by Tarell Brown),0.760,-0.650
3,1:25,4,5,CIN 41,3,3,"Kevin Huber punts 59 yards, touchback",-0.650,-0.280
3,1:13,1,10,SFO 20,3,3,Frank Gore left guard for no gain (tackle by Geno Atkins),0.280,-0.270
3,0:37,2,10,SFO 20,3,3,Alex Smith sacked by Chris Crocker and Dan Skuta for -8 yards,-0.270,-2.360
Quarter,Time,Down,ToGo,Location,SFO,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,18,SFO 12,3,3,Alex Smith pass complete short middle to Vernon Davis for 9 yards (tackle by Thomas Howard and Kelly Jennings),-2.360,-1.960
4,14:23,4,9,SFO 21,3,3,"Andy Lee punts 56 yards, returned by Brandon Tate for 12 yards (tackle by Blake Costanzo). Penalty on Frostee Rucker: Illegal Block Above the Waist, 10 yards",-1.960,-0.610
4,14:10,1,10,CIN 25,3,3,Andy Dalton right end for 5 yards (tackle by Navorro Bowman),0.610,0.740
4,13:29,2,5,CIN 30,3,3,Cedric Benson left guard for 2 yards (tackle by Madieu Williams),0.740,0.300
4,12:47,3,3,CIN 32,3,3,Andy Dalton pass complete short left to Jermaine Gresham for 3 yards (tackle by Patrick Willis),0.300,1.270
4,12:04,1,10,CIN 35,3,3,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Navorro Bowman),1.270,1.530
4,11:31,2,4,CIN 41,3,3,"Cedric Benson left tackle for 3 yards (tackle by Dashon Goldson). Penalty on Nate Livings: Offensive Holding, 10 yards",1.530,0.590
4,11:06,2,11,CIN 34,3,3,Andy Dalton pass incomplete short left intended for Andre Caldwell,0.590,-0.100
4,10:59,,,,3,3,Timeout #1 by Cincinnati Bengals,0.000,-0.100
4,10:59,3,11,CIN 34,3,3,Andy Dalton pass incomplete deep right intended for Jermaine Gresham,-0.100,-1.110
4,10:50,4,11,CIN 34,3,3,"Kevin Huber punts 47 yards, returned by Ted Ginn Jr. for 1 yard (tackle by Morgan Trent). Penalty on Anthony Dixon: Offensive Holding, 10 yards",-1.110,0.380
4,10:39,1,10,SFO 10,3,3,"Frank Gore right guard for 5 yards (tackle by Rey Maualuga). Frank Gore fumbles (forced by Rey Maualuga), recovered by Jonathan Fanene at SFO-16 (tackle by Adam Snyder)",-0.380,-4.510
4,10:29,1,10,SFO 16,3,3,Cedric Benson right guard for 10 yards (tackle by Carlos Rogers),4.510,5.830
4,9:59,1,6,SFO 6,3,3,Cedric Benson left guard for 1 yard (tackle by Isaac Sopoaga and Dashon Goldson),5.830,5.150
4,9:17,2,5,SFO 5,3,3,Andy Dalton pass incomplete short right intended for Jermaine Gresham (defended by Patrick Willis),5.150,4.260
4,9:11,3,5,SFO 5,3,3,Andy Dalton pass incomplete short left intended for Jerome Simpson,4.260,3.010
4,9:08,4,5,SFO 5,3,6,Mike Nugent 23 yard field goal good,3.010,3.000
4,,,,CIN 35,3,6,"Mike Nugent kicks off 69 yards, returned by Ted Ginn Jr. for 32 yards (tackle by Reggie Nelson)",0.000,0.810
4,8:57,1,10,SFO 28,3,6,Alex Smith pass complete short left to Josh Morgan for 12 yards (tackle by Manny Lawson),0.810,1.600
4,8:17,1,10,SFO 40,3,6,Kendall Hunter right end for 11 yards (tackle by Reggie Nelson),1.600,2.320
4,7:50,1,10,CIN 49,3,6,Alex Smith pass complete short right to Vernon Davis for 8 yards (tackle by Reggie Nelson),2.320,2.860
4,7:19,2,2,CIN 41,3,6,Kendall Hunter left end for 2 yards (tackle by Geno Atkins and Dan Skuta),2.860,2.980
4,6:38,1,10,CIN 39,3,6,Alex Smith pass incomplete short right intended for Frank Gore,2.980,2.440
4,6:33,2,10,CIN 39,3,6,"Alex Smith pass complete short right to Vernon Davis for 8 yards (tackle by Dan Skuta). Vernon Davis fumbles (forced by Dan Skuta), ball out of bounds at CIN-29",2.440,2.810
4,6:13,3,2,CIN 31,3,6,Frank Gore left tackle for 4 yards (tackle by Leon Hall),2.810,3.780
4,5:30,1,10,CIN 27,3,6,Alex Smith pass complete short left to Vernon Davis for 20 yards (tackle by Frostee Rucker),3.780,5.600
4,4:43,1,7,CIN 7,3,6,Frank Gore left guard for no gain (tackle by Dan Skuta and Domata Peko),5.600,4.760
4,4:04,2,7,CIN 7,9,6,"Kendall Hunter left tackle for 7 yards, touchdown. Penalty on Domata Peko: Defensive Holding (Declined)",4.760,7.000
4,,,,CIN 2,10,6,David Akers kicks extra point good,0.000,0.000
4,,,,SFO 35,10,6,"David Akers kicks off 65 yards, touchback",0.000,0.280
4,3:59,1,10,CIN 20,10,6,Andy Dalton pass incomplete short right intended for Andre Caldwell is intercepted by Carlos Rogers at CIN-32,0.280,-3.450
4,3:54,1,10,CIN 32,10,6,Kendall Hunter left tackle for -1 yards (tackle by Domata Peko),3.450,2.770
4,3:11,2,11,CIN 33,10,6,Kendall Hunter right end for no gain (tackle by Micah Johnson),2.770,2.080
4,3:05,,,,10,6,Timeout #2 by Cincinnati Bengals,0.000,2.080
4,3:05,3,11,CIN 33,10,6,Vernon Davis left end for -2 yards (tackle by Nate Clements),2.080,0.970
4,2:21,,,,10,6,Timeout #2 by San Francisco 49ers,0.000,0.970
4,2:21,4,13,CIN 35,13,6,David Akers 53 yard field goal good,0.970,3.000
4,,,,SFO 35,13,6,"David Akers kicks off 73 yards, returned by Brandon Tate for 25 yards (tackle by Tavares Gooden)",0.000,-0.060
4,2:11,1,10,CIN 17,13,6,Andy Dalton pass complete deep left to Jermaine Gresham for 22 yards (tackle by Dashon Goldson),-0.060,1.530
4,2:04,1,10,CIN 39,13,6,Andy Dalton pass complete deep middle to Jermaine Gresham for 17 yards (tackle by Dashon Goldson and Patrick Willis),1.530,2.650
4,1:59,1,10,SFO 44,13,6,Andy Dalton pass complete short left to Andre Caldwell for 8 yards,2.650,3.190
4,1:54,2,2,SFO 36,13,6,Andy Dalton pass incomplete deep middle intended for Jermaine Gresham is intercepted by Reggie Smith at SFO-14 and returned for 11 yards (tackle by Nate Livings),3.190,-0.610
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:45,1,10,SFO 25,13,6,"Penalty on SFO: Offensive 12 On-field, 5 yards (no play)",0.610,0.280
4,1:45,1,15,SFO 20,13,6,Kendall Hunter left guard for 2 yards (tackle by Micah Johnson),0.280,-0.340
4,1:40,,,,13,6,Timeout #3 by Cincinnati Bengals,0.000,-0.340
4,1:40,2,13,SFO 22,13,6,Kendall Hunter left guard for 1 yard (tackle by Domata Peko and Rey Maualuga),-0.340,-0.890
4,0:54,3,12,SFO 23,13,6,Kendall Hunter left guard for no gain (tackle by Pat Sims),-0.890,-1.830
4,0:08,4,12,SFO 23,13,6,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",-1.830,-2.240
4,0:08,,,,13,6,Timeout #3 by San Francisco 49ers,0.000,-2.240
4,0:08,4,17,SFO 18,13,8,"Andy Lee for -18 yards, safety",-2.240,-2.000
4,,,,SFO 20,13,8,"Andy Lee kicks off 51 yards, returned by Nate Clements for 4 yards. Nate Clements fumbles, recovered by Delanie Walker at CIN-33",0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
