Quarter,Time,Tm,Detail,HOU,NWE
1.0,2:07,Patriots,Stephen Gostkowski 24 yard field goal,0,3
,1:54,Patriots,Jacoby Brissett 27 yard rush (Stephen Gostkowski kick),0,10
3.0,8:19,Patriots,Stephen Gostkowski 25 yard field goal,0,13
,5:41,Patriots,LeGarrette Blount 1 yard rush (Stephen Gostkowski kick),0,20
4.0,11:00,Patriots,LeGarrette Blount 41 yard rush (Stephen Gostkowski kick),0,27
