Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
1,2:01,1,15,HOU 27,0,9,"Jacoby Brissett right end for 27 yards, touchdown",3.780,7.000
1,2:01,,,HOU 27,0,10,Stephen Gostkowski kicks extra point good,0.000,0.000
1,2:01,,,NWE 35,0,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
1,1:54,1,10,HOU 25,0,10,Lamar Miller right tackle for 1 yard (tackle by Jamie Collins),0.610,0.200
1,1:17,2,9,HOU 26,0,10,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins (defended by Logan Ryan),0.200,-0.490
1,1:13,3,9,HOU 26,0,10,Brock Osweiler pass complete short right to DeAndre Hopkins for 14 yards,-0.490,1.600
1,0:51,1,10,HOU 40,0,10,Lamar Miller right end for -2 yards (tackle by Malcolm Butler),1.600,0.780
1,0:20,2,12,HOU 38,0,10,Brock Osweiler pass complete short middle to Will Fuller for 7 yards (tackle by Trey Flowers),0.780,1.030
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,HOU 45,0,10,Lamar Miller left tackle for 5 yards (tackle by Trey Flowers),1.030,2.260
2,14:17,1,10,,0,10,"Brock Osweiler pass complete short right to Lamar Miller for 5 yards (tackle by Malcolm Butler). Penalty on C.J. Fiedorowicz: Illegal Formation, 5 yards (no play)",2.260,1.930
2,13:49,1,15,HOU 45,0,10,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins is intercepted by Jamie Collins at NWE-39 and returned for 18 yards,1.930,-2.720
2,13:40,1,10,HOU 43,0,10,LeGarrette Blount left guard for no gain (tackle by Benardrick McKinney and Max Bullough),2.720,2.180
2,13:03,2,10,HOU 43,0,10,Jacoby Brissett middle for 3 yards (tackle by Vince Wilfork),2.180,1.880
2,12:27,3,7,HOU 40,0,10,Jacoby Brissett sacked by Benardrick McKinney for -6 yards,1.880,0.200
2,11:51,4,13,HOU 46,0,10,"Ryan Allen punts 36 yards, fair catch by Tyler Ervin",0.200,0.380
2,11:42,1,10,HOU 10,0,10,Lamar Miller right guard for no gain (tackle by Patrick Chung),-0.380,-0.780
2,11:13,2,10,HOU 10,0,10,Brock Osweiler pass complete short right to DeAndre Hopkins for 12 yards (tackle by Logan Ryan),-0.780,0.410
2,10:33,1,10,HOU 22,0,10,Brock Osweiler pass complete short middle to Lamar Miller for 9 yards (tackle by Jonathan Freeny),0.410,1.080
2,9:53,2,1,HOU 31,0,10,Lamar Miller middle for 4 yards (tackle by Jamie Collins),1.080,1.270
2,9:18,1,10,HOU 35,0,10,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins,1.270,0.720
2,9:13,2,10,HOU 35,0,10,Jonathan Grimes left guard for 3 yards (tackle by Malcom Brown),0.720,0.430
2,8:32,3,7,HOU 38,0,10,Brock Osweiler pass incomplete deep left intended for Ryan Griffin,0.430,-0.850
2,8:26,4,7,HOU 38,0,10,"Shane Lechler punts 57 yards, returned by Cyrus Jones for 13 yards (tackle by Jonathan Grimes)",-0.850,-0.040
,,,,,,,"HOU challenged the fumble ruling, and the original play was overturned.",,
2,8:15,1,10,NWE 18,0,10,Jacoby Brissett pass incomplete deep left intended for Malcolm Mitchell,0.040,-0.490
2,8:10,2,10,NWE 18,0,10,"Penalty on Joe Thuney: False Start, 5 yards (no play)",-0.490,-1.140
2,8:10,2,15,NWE 13,0,10,James White left end for no gain (tackle by Vince Wilfork and Whitney Mercilus),-1.140,-1.970
2,7:28,3,15,NWE 13,0,10,Jacoby Brissett pass complete short right to Danny Amendola for 16 yards (tackle by Kevin Johnson and A.J. Bouye),-1.970,0.870
2,6:52,1,10,NWE 29,0,10,Martellus Bennett right end for 6 yards (tackle by Kareem Jackson and John Simon),0.870,1.140
2,6:14,2,4,NWE 35,0,10,LeGarrette Blount middle for 2 yards (tackle by J.J. Watt and Vince Wilfork),1.140,0.700
2,5:37,3,2,NWE 37,0,10,LeGarrette Blount right guard for 1 yard (tackle by Vince Wilfork and Benardrick McKinney),0.700,-0.850
2,5:01,4,1,NWE 38,0,10,"Ryan Allen punts 52 yards, fair catch by Tyler Ervin",-0.850,0.380
2,4:53,1,10,HOU 10,0,10,Brock Osweiler pass complete short middle to Lamar Miller for 7 yards (tackle by Jamie Collins),-0.380,-0.090
2,4:23,2,3,HOU 17,0,10,Lamar Miller middle for 4 yards (tackle by Jonathan Freeny),-0.090,0.340
2,3:42,1,10,HOU 21,0,10,Brock Osweiler pass complete short middle to Ryan Griffin for 11 yards (tackle by Patrick Chung and Jonathan Freeny),0.340,1.070
2,3:11,1,10,HOU 32,0,10,Lamar Miller right end for 10 yards (tackle by Devin McCourty),1.070,1.730
2,2:44,1,10,HOU 42,0,10,Brock Osweiler pass complete short right to Ryan Griffin for 5 yards (tackle by Devin McCourty),1.730,1.860
2,2:12,2,5,HOU 47,0,10,Brock Osweiler pass complete short right to Ryan Griffin for 3 yards (tackle by Jamie Collins),1.860,1.550
2,2:00,3,2,,0,10,Lamar Miller right tackle for no gain (tackle by Jamie Collins and Malcom Brown),1.550,-0.060
2,1:26,4,2,,0,10,"Shane Lechler punts 36 yards, out of bounds",-0.060,0.280
2,1:17,1,10,NWE 14,0,10,James White middle for 7 yards (tackle by Jadeveon Clowney),-0.280,-0.280
2,1:10,1,10,NWE 14,0,10,Timeout #2 by Houston Texans,-0.280,0.280
2,1:10,2,3,NWE 21,0,10,Julian Edelman right end for 8 yards (tackle by Kareem Jackson),0.280,0.870
2,1:05,1,10,NWE 29,0,10,James White left guard for 5 yards (tackle by Benardrick McKinney),0.870,0.870
2,1:00,1,10,NWE 29,0,10,Timeout #3 by Houston Texans,0.870,1.000
2,1:00,2,5,NWE 34,0,10,Jacoby Brissett kneels for -1 yards,1.000,0.170
2,0:34,3,6,NWE 33,0,10,Jacoby Brissett kneels for -1 yards,0.170,-1.240
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,10,"Nick Novak kicks off 67 yards, returned by Cyrus Jones for 24 yards (tackle by Kevin Johnson)",0.000,0.410
3,14:56,1,10,NWE 22,0,10,Jacoby Brissett pass complete short left to Julian Edelman for 23 yards (tackle by Johnathan Joseph),0.410,1.930
3,14:33,1,10,NWE 45,0,10,LeGarrette Blount left guard for 4 yards (tackle by Vince Wilfork),1.930,1.920
3,13:58,2,6,NWE 49,0,10,LeGarrette Blount left tackle for 5 yards (tackle by Benardrick McKinney and Andre Hal),1.920,1.880
3,13:33,3,1,HOU 46,0,10,LeGarrette Blount left guard for 4 yards (tackle by Benardrick McKinney and Whitney Mercilus),1.880,2.790
3,12:59,1,10,HOU 42,0,10,Jacoby Brissett left guard for 4 yards (tackle by Max Bullough),2.790,2.780
3,12:21,2,6,HOU 38,0,10,LeGarrette Blount left end for 14 yards (tackle by Andre Hal),2.780,3.970
3,11:43,1,10,HOU 24,0,10,LeGarrette Blount left guard for 4 yards (tackle by Whitney Mercilus and Jadeveon Clowney),3.970,3.970
3,11:07,2,6,HOU 20,0,10,Julian Edelman left tackle for 2 yards (tackle by Max Bullough),3.970,3.570
3,10:31,3,4,HOU 18,0,10,Jacoby Brissett pass complete short right to Danny Amendola for 7 yards (tackle by Kareem Jackson),3.570,4.840
3,9:53,1,10,HOU 11,0,10,LeGarrette Blount right guard for 1 yard (tackle by Vince Wilfork and Benardrick McKinney),4.840,4.320
3,9:15,2,9,HOU 10,0,10,Jacoby Brissett pass complete short left to Chris Hogan for 3 yards (tackle by Benardrick McKinney),4.320,3.980
3,8:30,3,6,HOU 7,0,10,Jacoby Brissett pass incomplete short right intended for Julian Edelman,3.980,2.980
3,8:23,4,6,HOU 7,0,13,Stephen Gostkowski 25 yard field goal good,2.980,3.000
3,8:23,,,NWE 35,0,13,"Stephen Gostkowski kicks off 56 yards, returned by Tyler Ervin for 12 yards (tackle by Nate Ebner). Tyler Ervin fumbles, recovered by Jordan Richards at HOU-21",0.000,4.170
3,8:12,1,10,HOU 21,0,13,Jacoby Brissett pass complete short left to Julian Edelman for 6 yards (tackle by Quintin Demps),4.170,4.550
3,7:44,2,4,HOU 15,0,13,LeGarrette Blount left guard for 9 yards (tackle by Quintin Demps),4.550,4.550
3,7:11,2,4,HOU 15,0,13,Timeout #1 by Houston Texans,4.550,5.830
3,7:11,1,6,HOU 6,0,13,LeGarrette Blount left guard for -1 yards (tackle by Max Bullough and Benardrick McKinney),5.830,4.760
3,6:32,2,7,HOU 7,0,13,"Jacoby Brissett pass incomplete short left intended for Martellus Bennett. Penalty on Quintin Demps: Defensive Pass Interference, 6 yards (no play)",4.760,6.970
3,6:28,1,1,HOU 1,0,13,LeGarrette Blount middle for -1 yards (tackle by D.J. Reader and J.J. Watt),6.970,5.720
3,5:59,2,2,HOU 2,0,13,Jacoby Brissett pass incomplete short left intended for Martellus Bennett (defended by Johnathan Joseph),5.720,4.950
3,5:49,3,2,HOU 2,0,13,"Jacoby Brissett pass incomplete short left intended for Martellus Bennett. Penalty on A.J. Bouye: Defensive Pass Interference, 1 yards (no play)",4.950,6.970
3,5:46,1,1,HOU 1,0,19,"LeGarrette Blount left tackle for 1 yard, touchdown",6.970,7.000
3,5:46,,,HOU 1,0,20,Stephen Gostkowski kicks extra point good,0.000,0.000
3,5:46,,,NWE 35,0,20,"Stephen Gostkowski kicks off 63 yards, returned by Tyler Ervin for 21 yards (tackle by Barkevious Mingo)",0.000,-0.480
3,5:36,1,10,HOU 23,0,20,Brock Osweiler pass complete deep right to DeAndre Hopkins for 16 yards,0.480,1.530
3,5:18,1,10,HOU 39,0,20,Brock Osweiler pass incomplete deep middle intended for Will Fuller,1.530,0.990
3,5:12,2,10,HOU 39,0,20,Brock Osweiler pass incomplete short middle intended for C.J. Fiedorowicz (defended by Chris Long),0.990,0.300
3,5:08,3,10,HOU 39,0,20,Brock Osweiler pass incomplete short right intended for Jaelen Strong,0.300,-0.780
3,5:03,4,10,HOU 39,0,20,"Shane Lechler punts 55 yards, returned by Cyrus Jones for 10 yards (tackle by Jonathan Grimes). Cyrus Jones fumbles (forced by Jonathan Grimes), recovered by Cyrus Jones at NWE-16",-0.780,0.140
3,4:51,1,10,NWE 16,0,20,LeGarrette Blount left guard for 4 yards (tackle by Vince Wilfork and Benardrick McKinney),-0.140,0.010
3,4:16,2,6,NWE 20,0,20,Jacoby Brissett pass incomplete deep left intended for Chris Hogan,0.010,-0.820
3,4:07,3,6,NWE 20,0,20,Jacoby Brissett pass complete short left to Julian Edelman for 3 yards (tackle by Johnathan Joseph and Andre Hal),-0.820,-1.830
3,3:36,4,3,NWE 23,0,20,Ryan Allen punts 57 yards,-1.830,-0.280
3,3:27,1,10,HOU 20,0,20,Brock Osweiler pass complete short middle to Will Fuller for 6 yards (tackle by Jamie Collins),0.280,0.540
3,2:52,2,4,HOU 26,0,20,Brock Osweiler pass complete short left to Ryan Griffin for 6 yards (tackle by Jonathan Freeny),0.540,1.070
3,2:20,1,10,HOU 32,0,20,Brock Osweiler pass complete short right to Jaelen Strong for 15 yards (tackle by Patrick Chung),1.070,2.060
3,1:45,1,10,HOU 47,0,20,Brock Osweiler pass complete short right to Lamar Miller for 7 yards (tackle by Malcolm Butler and Jonathan Freeny),2.060,2.460
3,1:14,2,3,NWE 46,0,20,Lamar Miller right guard for 4 yards (tackle by Anthony Johnson and Chris Long),2.460,2.790
3,0:43,1,10,NWE 42,0,20,Brock Osweiler pass complete short right to Ryan Griffin for 7 yards (tackle by Jonathan Freeny),2.790,3.190
3,0:15,2,3,NWE 35,0,20,Jonathan Grimes left tackle for -1 yards (tackle by Jamie Collins and Trey Flowers),3.190,2.340
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NWE 36,0,20,Brock Osweiler pass complete short left to Jonathan Grimes for no gain,2.340,2.340
4,14:16,3,4,NWE 36,0,20,Timeout #2 by Houston Texans,2.340,0.890
4,14:16,4,4,NWE 36,0,20,Brock Osweiler pass incomplete short middle intended for Will Fuller (defended by Malcolm Butler),0.890,-1.330
4,14:12,1,10,NWE 36,0,20,Jacoby Brissett pass incomplete short right intended for Julian Edelman,1.330,0.790
4,14:09,2,10,NWE 36,0,20,Jacoby Brissett right tackle for 1 yard (tackle by John Simon),0.790,0.230
4,13:38,3,9,NWE 37,0,20,Jacoby Brissett pass incomplete short middle intended for James White,0.230,-0.910
4,13:33,4,9,NWE 37,0,20,"Ryan Allen punts 49 yards, fair catch by Tyler Ervin",-0.910,0.280
4,13:27,1,10,HOU 14,0,20,Brock Osweiler sacked by Jabaal Sheard for -10 yards,-0.280,-1.510
4,12:49,2,20,HOU 4,0,20,"Lamar Miller right guard for 4 yards (tackle by Jabaal Sheard). Penalty on Jaelen Strong: Unnecessary Roughness, 4 yards",-1.510,-2.590
4,12:24,3,20,HOU 4,0,20,Lamar Miller middle for 7 yards (tackle by Anthony Johnson),-2.590,-2.490
4,11:51,4,13,HOU 11,0,20,"Shane Lechler punts 46 yards, returned by Danny Amendola for 10 yards (tackle by Jon Weeks)",-2.490,-2.460
4,11:40,1,10,HOU 47,0,20,LeGarrette Blount left tackle for 6 yards (tackle by Kareem Jackson and Benardrick McKinney),2.460,2.720
4,11:08,2,4,HOU 41,0,26,"LeGarrette Blount left end for 41 yards, touchdown",2.720,7.000
4,11:08,,,HOU 41,0,27,Stephen Gostkowski kicks extra point good,0.000,0.000
4,11:08,,,NWE 35,0,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,11:00,1,10,HOU 25,0,27,Brock Osweiler pass complete short right to Jonathan Grimes for 5 yards (tackle by Logan Ryan),0.610,0.740
4,10:28,2,5,HOU 30,0,27,Brock Osweiler pass complete short right to Jonathan Grimes for 4 yards (tackle by Malcolm Butler),0.740,0.560
4,9:47,3,1,HOU 34,0,27,Brock Osweiler left tackle for 13 yards (tackle by Cyrus Jones). Penalty on Logan Ryan: Defensive Offside (Declined),0.560,2.060
4,9:28,1,10,HOU 47,0,27,Brock Osweiler pass incomplete short middle intended for Jaelen Strong,2.060,1.520
4,9:25,2,10,HOU 47,0,27,Brock Osweiler pass complete short left to Jonathan Grimes for 6 yards (tackle by Logan Ryan and Jamie Collins),1.520,1.620
4,8:57,3,4,NWE 47,0,27,Jonathan Grimes middle for 2 yards (tackle by Trey Flowers),1.620,0.270
4,8:24,4,2,NWE 45,0,27,Brock Osweiler pass incomplete deep right intended for Will Fuller,0.270,-1.990
4,8:19,1,10,NWE 46,0,27,LeGarrette Blount left tackle for 2 yards (tackle by D.J. Reader),1.990,1.720
4,7:42,2,8,NWE 48,0,27,LeGarrette Blount middle for -2 yards (tackle by Quintin Demps and Christian Covington),1.720,0.760
4,7:03,3,10,NWE 46,0,27,Jacoby Brissett pass complete short left to James White for 2 yards (tackle by Kareem Jackson),0.760,0.760
4,6:52,3,10,NWE 46,0,27,Timeout #3 by Houston Texans,0.760,-0.190
4,6:52,4,8,NWE 48,0,27,Ryan Allen punts 47 yards,-0.190,0.380
4,6:41,1,10,HOU 5,0,27,Brock Osweiler pass incomplete short left intended for Ryan Griffin,-0.380,-0.780
4,6:36,2,10,HOU 5,0,27,Brock Osweiler pass complete short left to Lamar Miller for 4 yards (tackle by Jamie Collins),-0.780,-0.950
4,6:01,3,6,HOU 9,0,27,Brock Osweiler pass complete short left to Ryan Griffin for 7 yards (tackle by Patrick Chung),-0.950,-0.140
4,5:27,1,10,HOU 16,0,27,Brock Osweiler pass incomplete short middle intended for Jaelen Strong,-0.140,-0.660
4,5:21,2,10,HOU 16,0,27,Lamar Miller right guard for 15 yards (tackle by Duron Harmon),-0.660,1.000
4,4:54,1,10,HOU 31,0,27,Brock Osweiler pass complete short left to Ryan Griffin for 6 yards (tackle by Shea McClellin),1.000,1.270
4,4:27,2,4,HOU 37,0,27,Brock Osweiler pass complete short right to Ryan Griffin for 7 yards (tackle by Cyrus Jones and Jamie Collins),1.270,1.860
4,3:58,1,10,HOU 44,0,27,Lamar Miller middle for 1 yard (tackle by Jamie Collins and Shea McClellin),1.860,1.450
4,3:26,2,9,HOU 45,0,27,Brock Osweiler pass incomplete (defended by Trey Flowers),1.450,0.760
4,3:21,3,9,HOU 45,0,27,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins,0.760,-0.390
4,3:17,4,9,HOU 45,0,27,Brock Osweiler pass incomplete deep left intended for Will Fuller,-0.390,-2.650
4,3:11,1,10,HOU 44,0,27,LeGarrette Blount right guard for 1 yard (tackle by Brennan Scarlett),2.650,2.250
4,2:32,2,9,HOU 43,0,27,LeGarrette Blount left tackle for 2 yards (tackle by Joel Heath and Akeem Dent),2.250,1.820
4,2:00,3,7,HOU 41,0,27,Jacoby Brissett right end for 2 yards (tackle by Max Bullough),1.820,0.660
4,1:15,4,5,HOU 39,0,27,"Penalty on Ryan Allen: Delay of Game, 5 yards (no play)",0.660,0.330
4,1:15,4,10,HOU 44,0,27,"Ryan Allen punts 40 yards, fair catch by Tyler Ervin",0.330,0.380
4,1:08,1,10,HOU 4,0,27,Alfred Blue left guard for 4 yards (tackle by Jamie Collins),-0.380,-0.490
4,0:36,2,6,HOU 8,0,27,Alfred Blue middle for 8 yards (tackle by Anthony Johnson),-0.490,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
