Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Mike Nugent kicks off 53 yards, returned by Bethel Johnson for 17 yards (tackle by Erik Coleman)",0.000,1.200
1,14:54,1,10,NWE 34,0,0,Tom Brady left end for 3 yards (tackle by Mark Brown),1.200,1.060
1,14:11,2,7,NWE 37,0,0,Corey Dillon right guard for 2 yards (tackle by Oliver Celestin and Erik Coleman),1.060,0.630
1,13:27,3,5,NWE 39,0,0,Tom Brady sacked by Dewayne Robertson and Bryan Thomas for -9 yards,0.630,-1.370
1,13:21,4,14,NWE 30,0,0,"Josh Miller punts 50 yards, returned by Jerricho Cotchery for 35 yards (tackle by James Sanders). Penalty on Jonathan Vilma: Illegal Block Above the , 10 yards",-1.370,-0.150
1,13:07,1,10,NYJ 19,0,0,Brooks Bollinger pass complete to Curtis Martin for no gain,0.150,-0.390
1,12:29,2,10,NYJ 19,0,0,Curtis Martin up the middle for 4 yards (tackle by Willie McGinest and Tedy Bruschi),-0.390,-0.550
1,11:52,3,6,NYJ 23,0,0,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,-0.550,-1.830
1,11:47,4,6,NYJ 23,0,0,"Ben Graham punts 47 yards, returned by Tim Dwight for 9 yards (tackle by Jerald Sowell)",-1.830,-1.530
1,11:35,1,10,NWE 39,0,0,Corey Dillon right tackle for 3 yards (tackle by Jonathan Vilma and Ty Law),1.530,1.390
1,10:59,2,7,NWE 42,0,0,Tom Brady pass complete to Ben Watson for 25 yards (tackle by Kerry Rhodes),1.390,3.380
1,10:13,1,10,NYJ 33,0,0,Tom Brady pass incomplete intended for Ben Watson,3.380,2.840
1,10:08,2,10,NYJ 33,0,0,Tom Brady pass complete to Corey Dillon for 6 yards (tackle by Erik Coleman),2.840,2.940
1,9:27,3,4,NYJ 27,0,0,Kevin Faulk up the middle for no gain (tackle by Dewayne Robertson and Derrick Strait),2.940,1.750
1,8:50,4,4,NYJ 27,0,0,Adam Vinatieri 45 yard field goal no good,1.750,-1.270
1,8:45,1,10,NYJ 35,0,0,Curtis Martin up the middle for 1 yard (tackle by Vince Wilfork),1.270,0.860
1,8:14,2,9,NYJ 36,0,0,Brooks Bollinger pass incomplete intended for Jerald Sowell,0.860,0.170
1,8:07,3,9,NYJ 36,0,0,Brooks Bollinger pass complete to Cedric Houston for 11 yards (tackle by Mike Vrabel and James Sanders),0.170,2.060
1,7:33,1,10,NYJ 47,0,0,Curtis Martin up the middle for 4 yards (tackle by Ty Warren and Vince Wilfork),2.060,2.060
1,6:59,2,6,NWE 49,0,0,"Brooks Bollinger pass incomplete intended for Joel Dreessen. Penalty on Brooks Bollinger: Intentional Grounding (Offsetting), Penalty on Willie McGinest: Roughing the Passer (Offsetting) (no play)",2.060,2.060
1,6:55,2,6,NWE 49,0,0,Brooks Bollinger pass complete to Curtis Martin for 12 yards,2.060,3.120
1,6:30,1,10,NWE 37,0,0,Curtis Martin right guard for no gain (tackle by Ty Warren and Willie McGinest),3.120,2.570
1,5:54,2,10,NWE 37,0,0,Brooks Bollinger pass incomplete intended for Justin McCareins,2.570,1.880
1,5:48,3,10,NWE 37,0,0,Brooks Bollinger pass incomplete intended for Justin McCareins,1.880,0.790
1,5:45,4,10,NWE 37,0,0,Ben Graham punts 36 yards,0.790,0.380
1,5:34,1,10,NWE 1,0,0,Corey Dillon up the middle for 4 yards (tackle by Shaun Ellis and James Reed),-0.380,-0.490
1,4:55,2,6,NWE 5,0,0,Tom Brady pass complete to Corey Dillon for 2 yards (tackle by Victor Hobson),-0.490,-0.720
1,4:10,3,4,NWE 7,0,0,Tom Brady pass complete to Troy Brown for 10 yards (tackle by Derrick Strait and Kerry Rhodes),-0.720,-0.060
1,3:25,1,10,NWE 17,0,0,Tom Brady pass complete to Deion Branch for 12 yards (tackle by Justin Miller),-0.060,0.870
1,2:57,1,10,NWE 29,0,0,Tom Brady pass complete to Troy Brown for 18 yards (tackle by Kerry Rhodes),0.870,2.060
1,2:14,1,10,NWE 47,0,0,Tom Brady pass incomplete intended for David Givens,2.060,1.520
1,2:09,2,10,NWE 47,0,0,"Tom Brady pass complete to Corey Dillon for no gain. Penalty on Steve Neal: Clipping, 15 yards (no play)",1.520,-0.510
1,1:42,2,25,NWE 32,0,0,Tom Brady sacked by John Abraham for -11 yards,-0.510,-2.610
1,1:08,3,36,NWE 21,0,0,Kevin Faulk left guard for 13 yards (tackle by Lance Legree and Jonathan Vilma),-2.610,-1.110
1,0:28,4,23,NWE 34,0,0,"Josh Miller punts 45 yards, returned by Jerricho Cotchery for 5 yards (tackle by Mike Vrabel)",-1.110,-0.670
1,0:17,1,10,NYJ 26,0,0,Curtis Martin up the middle for -1 yards (tackle by Rosevelt Colvin and Ty Warren),0.670,-0.010
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYJ 25,0,0,Curtis Martin right guard for 2 yards (tackle by Tedy Bruschi and Ty Warren),-0.010,-0.430
2,14:20,3,9,NYJ 27,0,0,Brooks Bollinger sacked by Rosevelt Colvin for -8 yards,-0.430,-2.140
2,13:54,4,17,NYJ 19,0,0,"Ben Graham punts 49 yards, returned by Tim Dwight for -2 yards (tackle by Rashad Washington). Penalty on Troy Brown: Offensive Holding, 10 yards, Penalty on James Sanders: Offensive Holding (Declined)",-2.140,-0.280
2,13:45,1,10,NWE 20,0,0,Tom Brady pass complete to David Givens for 9 yards (tackle by Ty Law and Erik Coleman),0.280,0.950
2,13:15,2,1,NWE 29,0,0,Corey Dillon right tackle for 5 yards (tackle by Ty Law and Kerry Rhodes),0.950,1.200
2,12:38,1,10,NWE 34,0,0,"Corey Dillon right tackle for 5 yards (tackle by Erik Coleman). Penalty on Brandon Gorin: Offensive Holding, 10 yards (no play)",1.200,0.540
2,12:13,1,20,NWE 24,0,0,"Tom Brady pass incomplete intended for Ben Watson. Penalty on Kerry Rhodes: Defensive Pass Interfere, 22 yards (no play)",0.540,1.990
2,12:08,1,10,NWE 46,0,0,Kevin Faulk up the middle for 5 yards (tackle by Bryan Thomas and Dewayne Robertson),1.990,2.130
2,11:35,2,5,NYJ 49,0,0,Kevin Faulk right end for 5 yards (tackle by Kerry Rhodes),2.130,2.650
2,11:05,,,,0,0,Timeout #1 by New England Patriots,0.000,2.650
2,11:05,1,10,NYJ 44,0,0,Tom Brady pass complete to David Givens for 4 yards (tackle by Ty Law and Kerry Rhodes),2.650,2.650
2,10:31,2,6,NYJ 40,0,0,Corey Dillon right end for -2 yards (tackle by Jonathan Vilma and Shaun Ellis),2.650,1.690
2,9:49,3,8,NYJ 42,0,0,Tom Brady pass complete to Troy Brown for 14 yards (tackle by Derrick Strait),1.690,3.710
2,9:08,1,10,NYJ 28,0,0,Kevin Faulk up the middle for 1 yard (tackle by Dewayne Robertson and James Reed),3.710,3.300
2,8:28,2,9,NYJ 27,0,0,Tom Brady pass complete to Deion Branch for 3 yards (tackle by Justin Miller and Erik Coleman),3.300,3.010
2,7:46,3,6,NYJ 24,0,0,Tom Brady pass complete to Deion Branch for 13 yards (tackle by Oliver Celestin and Derrick Strait),3.010,4.840
2,7:06,1,10,NYJ 11,0,0,Corey Dillon up the middle for 3 yards (tackle by Dewayne Robertson),4.840,4.700
2,6:24,2,7,NYJ 8,0,0,Tom Brady pass complete to Corey Dillon for 5 yards (tackle by Justin Miller),4.700,4.890
2,5:44,3,2,NYJ 3,0,0,Tom Brady pass incomplete intended for Troy Brown,4.890,3.050
2,5:40,4,2,NYJ 3,0,3,Adam Vinatieri 21 yard field goal good,3.050,3.000
2,,,,NWE 30,0,3,"Adam Vinatieri kicks off 55 yards, returned by Jerricho Cotchery for 19 yards (tackle by Michael Stone)",0.000,1.200
2,5:31,1,10,NYJ 34,0,3,Brooks Bollinger pass complete to Curtis Martin for 9 yards (tackle by Mike Vrabel),1.200,1.870
2,4:51,2,1,NYJ 43,0,3,Curtis Martin right guard for 3 yards (tackle by Vince Wilfork and Ty Warren),1.870,1.990
2,4:12,1,10,NYJ 46,0,3,Brooks Bollinger pass incomplete intended for Joel Dreessen,1.990,1.450
2,4:08,2,10,NYJ 46,0,3,Brooks Bollinger pass complete to Doug Jolley for 15 yards (tackle by Artrell Hawkins),1.450,2.980
2,3:31,1,10,NWE 39,0,3,Curtis Martin left guard for 2 yards (tackle by Vince Wilfork and Tedy Bruschi),2.980,2.710
2,2:52,2,8,NWE 37,0,3,Brooks Bollinger for 12 yards,2.710,3.910
2,2:26,1,10,NWE 25,0,3,Brooks Bollinger pass complete to Justin McCareins for 4 yards (tackle by Artrell Hawkins and Ellis Hobbs),3.910,3.900
2,2:00,2,6,NWE 21,0,3,Curtis Martin right guard for 1 yard (tackle by Tedy Bruschi),3.900,3.340
2,1:25,3,5,NWE 20,0,3,"Brooks Bollinger sacked by Rosevelt Colvin for -6 yards. Brooks Bollinger fumbles (forced by Rosevelt Colvin), recovered by Mike Vrabel at NWE-30 and returned for 11 yards. Penalty on Richard Seymour: Face Mask (15 Yards) (Offsetting), Penalty on Laveranues Coles: Face Mask (15 Yards) (Offsetting), Penalty on Willie McGinest: Illegal Forward Pass (Offsetting) (no play)",3.340,3.340
2,1:13,3,5,NWE 20,0,3,Curtis Martin right guard for no gain (tackle by Willie McGinest and Jarvis Green),3.340,2.170
2,1:07,,,,0,3,Timeout #2 by New England Patriots,0.000,2.170
2,1:07,4,5,NWE 20,3,3,Mike Nugent 38 yard field goal good,2.170,3.000
