Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,8:30,1,10,IND 35,7,0,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall is intercepted by Mike Adams at IND--1,3.250,-0.280
2,8:23,1,10,IND 20,7,0,Frank Gore right end for 9 yards (tackle by Leonard Williams),0.280,0.950
2,7:53,2,1,IND 29,7,0,Frank Gore middle for no gain (tackle by Quinton Coples and Leonard Williams),0.950,0.230
2,7:16,3,1,IND 29,7,0,Andrew Luck pass incomplete short left intended for Andre Johnson (defended by Antonio Cromartie),0.230,-1.440
2,7:11,4,1,IND 29,7,0,"Pat McAfee punts 42 yards, fair catch by Jeremy Kerley",-1.440,-0.870
2,7:03,1,10,NYJ 29,7,0,Ryan Fitzpatrick pass complete deep right to Eric Decker for 20 yards (tackle by D'Qwell Jackson),0.870,2.190
2,6:20,1,10,NYJ 49,7,0,Ryan Fitzpatrick pass complete short right to Chris Ivory for 1 yard (tackle by Dwight Lowery),2.190,1.780
2,5:36,2,9,,7,0,Ryan Fitzpatrick pass complete short left to Eric Decker for 19 yards (tackle by Mike Adams),1.780,3.510
2,5:01,1,10,IND 31,7,0,Ryan Fitzpatrick pass complete short right to Bilal Powell for 1 yard (tackle by Trent Cole),3.510,3.100
2,4:18,2,9,IND 30,7,0,Ryan Fitzpatrick pass complete short right to Bilal Powell for no gain,3.100,2.410
2,3:58,3,9,IND 30,7,0,"Penalty on Trent Cole: Neutral Zone Infraction, 5 yards (no play)",2.410,3.070
2,3:42,3,4,IND 25,7,0,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 6 yards (tackle by Eric Patterson),3.070,4.310
2,3:07,1,10,IND 19,7,0,Chris Ivory middle for 1 yard (tackle by Jalil Brown and Jerrell Freeman),4.310,3.880
2,2:22,2,9,IND 18,7,0,Chris Ivory right tackle for 1 yard (tackle by D'Qwell Jackson),3.880,3.260
2,2:00,3,8,IND 17,7,0,Ryan Fitzpatrick pass incomplete short middle intended for Bilal Powell,3.260,2.310
2,1:55,4,8,IND 17,10,0,Nick Folk 35 yard field goal good,2.310,3.000
2,1:55,,,NYJ 35,10,0,"Nick Folk kicks off 70 yards, returned by Tyler Varga for 27 yards (tackle by Dexter McDougle)",0.000,-0.410
2,1:44,1,10,IND 22,10,0,Andrew Luck pass complete short middle to Andre Johnson for 12 yards (tackle by Buster Skrine),0.410,1.200
2,1:25,1,10,IND 34,10,0,Andrew Luck pass incomplete short left intended for Andre Johnson,1.200,0.660
2,1:18,2,10,IND 34,10,0,Andrew Luck pass incomplete deep left intended for Phillip Dorsett,0.660,-0.030
2,1:13,3,10,IND 34,10,0,"Andrew Luck right end for 4 yards (tackle by David Harris). Andrew Luck fumbles (forced by David Harris), recovered by Darrelle Revis at IND-45 and returned for 1 yards (tackle by Todd Herremans)",-0.030,-2.650
2,1:03,1,10,IND 44,10,0,Ryan Fitzpatrick pass complete short left to Eric Decker for 6 yards (tackle by Jalil Brown),2.650,2.920
2,1:00,2,4,IND 38,10,0,Ryan Fitzpatrick pass complete short left to Bilal Powell for 6 yards (tackle by Dwight Lowery),2.920,3.450
2,0:55,1,10,IND 32,10,0,Ryan Fitzpatrick pass incomplete deep middle intended for Quincy Enunwa,3.450,2.900
2,0:50,2,10,IND 32,10,0,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall (defended by Dwight Lowery),2.900,2.210
2,0:44,3,10,IND 32,10,0,Bilal Powell left guard for 2 yards (tackle by Robert Mathis),2.210,2.210
2,0:04,3,10,IND 32,10,0,Timeout #2 by New York Jets,2.210,2.210
2,0:04,3,10,IND 32,10,0,Timeout #1 by Indianapolis Colts,2.210,1.410
2,0:04,4,8,IND 30,10,0,Nick Folk 48 yard field goal no good,1.410,1.400
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,0,"Nick Folk kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,IND 20,10,0,Frank Gore middle for -2 yards (tackle by Buster Skrine),0.280,-0.630
3,14:24,2,12,IND 18,10,0,Andrew Luck pass complete short right to Frank Gore for 4 yards (tackle by Darrelle Revis),-0.630,-0.690
3,13:43,3,8,IND 22,10,0,Andrew Luck pass complete short left to Donte Moncrief for 15 yards. Penalty on Antonio Cromartie: Defensive Holding (Declined),-0.690,1.400
3,13:11,1,10,IND 37,10,0,Andrew Luck pass incomplete,1.400,0.860
3,13:05,2,10,IND 37,10,0,Andrew Luck pass complete short middle to T.Y. Hilton for 3 yards (tackle by Darrelle Revis),0.860,0.560
3,12:25,3,7,IND 40,10,0,Andrew Luck pass complete deep right to Donte Moncrief for 24 yards (tackle by Buster Skrine),0.560,3.180
3,11:47,1,10,NYJ 36,10,0,Andrew Luck pass incomplete deep right intended for Phillip Dorsett,3.180,2.640
3,11:41,2,10,NYJ 36,10,0,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards,2.640,3.010
3,11:14,3,2,NYJ 28,10,0,Frank Gore middle for 4 yards (tackle by Demario Davis),3.010,3.970
3,10:41,1,10,NYJ 24,10,0,"Andrew Luck right end for 9 yards (tackle by Buster Skrine). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",3.970,3.310
3,10:08,1,20,NYJ 34,10,0,Andrew Luck pass incomplete short right intended for Donte Moncrief,3.310,2.080
3,10:00,2,20,NYJ 34,10,0,Andrew Luck pass complete short right to Donte Moncrief for 15 yards (tackle by Buster Skrine and Darrelle Revis),2.080,3.410
3,9:19,3,5,NYJ 19,10,0,Andrew Luck middle for 5 yards (tackle by Trevor Reilly),3.410,4.650
3,8:38,1,10,NYJ 14,10,0,Frank Gore left guard for 3 yards (tackle by Calvin Pace),4.650,4.520
3,7:58,2,7,NYJ 11,10,0,Frank Gore left guard for 1 yard (tackle by David Harris),4.520,3.820
3,7:17,3,6,NYJ 10,10,0,Andrew Luck pass complete short middle to T.Y. Hilton for 7 yards (tackle by Calvin Pryor),3.820,6.510
3,6:34,1,3,NYJ 3,10,0,Josh Robinson middle for 2 yards (tackle by David Harris and Calvin Pryor),6.510,5.910
,,,,,,,"NYJ challenged the runner was down by contact ruling, and the play was upheld.",,
3,6:02,2,1,NYJ 1,10,0,Frank Gore middle for no gain (tackle by Demario Davis),5.910,5.170
3,5:21,3,1,NYJ 1,10,0,"Frank Gore left end for no gain. Frank Gore fumbles, recovered by Darrelle Revis at NYJ-0. Penalty on Demario Davis: Unsportsmanlike Conduct, 10 yards",5.170,0.380
3,5:13,1,10,NYJ 10,10,0,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 5 yards (tackle by Jalil Brown),-0.380,-0.350
3,5:13,2,5,NYJ 15,10,0,Chris Ivory right end for 1 yard (tackle by Jerrell Freeman),-0.350,-0.720
3,3:54,3,4,NYJ 16,10,0,Ryan Fitzpatrick pass incomplete deep right intended for Brandon Marshall,-0.720,-2.390
3,3:50,4,4,NYJ 16,10,0,"Ryan Quigley punts 35 yards, out of bounds",-2.390,-2.190
3,3:42,1,10,IND 49,10,0,Frank Gore middle for 2 yards (tackle by Leger Douzable),2.190,1.920
3,3:03,2,8,NYJ 49,10,0,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,1.920,1.220
3,2:59,3,8,NYJ 49,10,0,Andrew Luck pass incomplete deep right intended for Phillip Dorsett is intercepted by Darrelle Revis at NYJ-31,1.220,-1.000
3,2:52,1,10,NYJ 31,10,0,Chris Ivory middle for 7 yards (tackle by Dwight Lowery),1.000,1.410
3,2:12,2,3,NYJ 38,10,0,"Chris Ivory right end for 19 yards (tackle by Mike Adams). Penalty on Breno Giacomini: Unnecessary Roughness, 15 yards",1.410,1.730
3,1:43,1,10,NYJ 42,10,0,Bilal Powell middle for 1 yard (tackle by Dwight Lowery and Jerrell Freeman),1.730,1.320
3,0:59,2,9,NYJ 43,10,0,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 16 yards (tackle by Erik Walden),1.320,2.850
3,0:18,1,10,IND 41,10,0,Chris Ivory right tackle for no gain (tackle by D'Qwell Jackson),2.850,2.310
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 41,10,0,Chris Ivory middle for 3 yards (tackle by Jerrell Freeman and Trent Cole),2.310,2.020
4,14:20,3,7,IND 38,10,0,Ryan Fitzpatrick pass incomplete deep left intended for Eric Decker (defended by Jalil Brown),2.020,0.720
4,14:12,4,7,IND 38,10,0,"Ryan Quigley punts 29 yards, fair catch by Griff Whalen",0.720,0.380
4,14:06,1,10,IND 9,10,0,Frank Gore right end for 8 yards (tackle by Calvin Pryor),-0.380,-0.020
4,13:30,2,2,IND 17,10,0,"Andrew Luck middle for 10 yards (tackle by Antonio Cromartie). Penalty on Jack Doyle: Offensive Holding, 10 yards",-0.020,-0.020
4,12:55,2,2,IND 17,10,0,Timeout #1 by Indianapolis Colts,-0.020,-0.020
4,12:55,2,2,IND 17,10,0,Josh Robinson middle for no gain (tackle by Leonard Williams and Leger Douzable),-0.020,-0.480
4,12:15,3,2,IND 17,10,0,Andrew Luck right tackle for 5 yards (tackle by David Harris),-0.480,0.410
4,11:42,1,10,IND 22,10,0,Andrew Luck pass complete short left to T.Y. Hilton for 27 yards (tackle by Marcus Gilchrist),0.410,2.190
4,11:07,1,10,IND 49,10,0,Andrew Luck pass incomplete deep middle intended for Phillip Dorsett,2.190,1.650
4,11:00,2,10,IND 49,10,0,Andrew Luck pass complete short right to Phillip Dorsett for 25 yards (tackle by Marcus Gilchrist),1.650,3.840
4,10:16,1,10,NYJ 26,10,6,"Andrew Luck pass complete short middle to Donte Moncrief for 26 yards, touchdown",3.840,7.000
4,10:16,,,NYJ 26,10,7,"Adam Vinatieri kicks extra point good. Penalty on Quinton Coples: Unnecessary Roughness, 15 yards",0.000,0.000
4,10:16,,,NYJ 26,10,7,"Pat McAfee kicks off 50 yards, touchback",0.000,-0.280
4,10:07,1,10,NYJ 20,10,7,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 12 yards (tackle by Sheldon Price),0.280,1.070
4,9:22,1,10,NYJ 32,10,7,Ryan Fitzpatrick pass complete short left to Chris Ivory for 2 yards (tackle by Clayton Geathers),1.070,0.800
4,8:45,2,8,NYJ 34,10,7,Ryan Fitzpatrick pass complete deep left to Quincy Enunwa for 27 yards (tackle by Jalil Brown),0.800,2.980
4,8:00,1,10,IND 39,10,7,"Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall (defended by Sheldon Price). Penalty on Sheldon Price: Defensive Holding, 5 yards (no play)",2.980,3.310
4,7:56,1,10,IND 34,10,7,Ryan Fitzpatrick pass incomplete deep middle intended for Chris Owusu,3.310,2.770
4,7:50,2,10,IND 34,10,7,Chris Ivory middle for 16 yards (tackle by Dwight Lowery),2.770,4.370
4,7:08,1,10,IND 18,10,7,Bilal Powell right guard for 3 yards (tackle by D'Qwell Jackson),4.370,4.250
4,6:27,2,7,IND 15,16,7,"Ryan Fitzpatrick pass complete short right to Brandon Marshall for 15 yards, touchdown. Penalty on Jalil Brown: Defensive Holding (Declined)",4.250,7.000
4,6:27,,,IND 15,17,7,Nick Folk kicks extra point good,0.000,0.000
4,6:27,,,NYJ 35,17,7,"Nick Folk kicks off 69 yards, returned by Tyler Varga for 20 yards (tackle by Jamari Lattimore). Penalty on Sio Moore: Illegal Block Above the Waist, 8 yards",0.000,0.380
4,6:15,1,10,IND 8,17,7,Andrew Luck pass complete short left to Donte Moncrief for 7 yards (tackle by Buster Skrine),-0.380,-0.210
4,5:56,2,3,IND 15,17,7,Andrew Luck pass complete short left to Josh Robinson for 3 yards (tackle by David Harris),-0.210,0.040
4,5:26,1,10,IND 18,17,7,"Andrew Luck sacked by Quinton Coples for -6 yards. Penalty on Quinton Coples: Roughing the Passer, 15 yards (no play)",0.040,1.140
4,5:05,1,10,IND 33,17,7,Andrew Luck pass complete short right to Andre Johnson for 11 yards (tackle by Buster Skrine),1.140,1.860
4,4:41,1,10,IND 44,17,7,Andrew Luck pass incomplete deep right intended for Andre Johnson is intercepted by Marcus Gilchrist at NYJ-38,1.860,-1.470
4,4:35,1,10,NYJ 38,17,7,Bilal Powell right tackle for 3 yards (tackle by Kendall Langford and Jerrell Freeman),1.470,1.470
4,4:29,1,10,NYJ 38,17,7,Timeout #2 by Indianapolis Colts,1.470,1.330
4,4:29,2,7,NYJ 41,17,7,"Bilal Powell right tackle for 1 yard (tackle by D'Qwell Jackson). Bilal Powell fumbles (forced by D'Qwell Jackson), recovered by Bilal Powell at NYJ-42",1.330,0.760
4,3:45,3,6,NYJ 42,17,7,Ryan Fitzpatrick pass complete short right to Bilal Powell for 9 yards (tackle by Eric Patterson),0.760,2.320
4,2:59,1,10,IND 49,17,7,Bilal Powell left end for 23 yards (tackle by Jerrell Freeman),2.320,3.840
4,2:12,1,10,IND 26,17,7,Bilal Powell right guard for 4 yards (tackle by D'Qwell Jackson and Jerrell Freeman),3.840,3.840
4,2:00,2,6,IND 22,17,7,Bilal Powell left guard for -1 yards (tackle by Kendall Langford and David Parry),3.840,3.840
4,1:52,2,6,IND 22,17,7,Timeout #3 by Indianapolis Colts,3.840,3.010
4,1:52,3,7,IND 23,17,7,"Penalty on Brandon Marshall: False Start, 5 yards (no play)",3.010,2.350
4,1:52,3,12,IND 28,17,7,Bilal Powell middle for no gain (tackle by Henry Anderson),2.350,2.350
4,1:02,3,12,IND 28,17,7,Timeout #2 by New York Jets,2.350,1.590
4,1:02,4,12,IND 28,20,7,Nick Folk 46 yard field goal good,1.590,3.000
4,1:02,,,NYJ 35,20,7,"Nick Folk kicks off 69 yards, returned by Tyler Varga for 24 yards (tackle by Erin Henderson)",0.000,-0.280
4,0:50,1,10,IND 20,20,7,Andrew Luck pass complete short left to Josh Robinson for 9 yards (tackle by Leger Douzable),0.280,0.950
4,0:29,2,1,IND 29,20,7,Andrew Luck pass complete short left to Josh Robinson for 5 yards (tackle by Buster Skrine),0.950,1.200
4,0:22,1,10,IND 34,20,7,Andrew Luck pass complete short left to Josh Robinson for 9 yards (tackle by Demario Davis and Muhammad Wilkerson),1.200,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
