Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
1,7:47,1,10,WAS 42,3,0,Mark Ingram right tackle for 11 yards (tackle by D.J. Swearinger),2.790,3.510
1,7:07,1,10,WAS 31,3,0,Alvin Kamara right tackle for 3 yards (tackle by Montae Nicholson),3.510,3.370
1,6:26,2,7,WAS 28,3,0,Drew Brees sacked by Ryan Kerrigan for -6 yards,3.370,1.880
1,5:41,3,13,WAS 34,3,0,Drew Brees pass incomplete short middle intended for Mark Ingram (defended by Zach Brown),1.880,1.060
1,5:35,4,13,WAS 34,3,3,Wil Lutz 52 yard field goal good,1.060,3.000
1,5:30,,,NOR 35,3,3,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
1,5:30,1,10,WAS 25,3,3,Samaje Perine left guard for 4 yards (tackle by Trey Hendrickson),0.610,0.600
1,4:52,2,6,WAS 29,3,3,Kirk Cousins pass complete short middle to Josh Doctson for 14 yards (tackle by Ken Crawley),0.600,1.800
1,4:15,1,10,WAS 43,3,3,Samaje Perine left tackle for 7 yards (tackle by Manti Te'o),1.800,2.200
1,3:33,2,3,,3,3,Samaje Perine right guard for 30 yards (tackle by Vonn Bell). Penalty on Trey Hendrickson: Defensive Offside (Declined),2.200,4.240
1,3:04,1,10,NOR 20,3,3,Samaje Perine left end for 4 yards (tackle by P.J. Williams and Vonn Bell),4.240,4.280
1,2:21,2,6,NOR 16,3,3,Kirk Cousins pass incomplete deep right intended for Josh Doctson (defended by Ken Crawley),4.280,3.520
1,2:16,3,6,NOR 16,9,3,"Kirk Cousins pass complete deep right to Chris Thompson for 16 yards, touchdown",3.520,7.000
1,2:11,,,NOR 15,10,3,Nick Rose kicks extra point good,0.000,0.000
1,2:11,,,WAS 35,10,3,"Nick Rose kicks off 65 yards, returned by Tommylee Lewis for 20 yards (tackle by Zach Vigil)",0.000,-0.280
1,2:07,1,10,NOR 20,10,3,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Bashaud Breeland),0.280,-0.270
1,2:04,2,10,NOR 20,10,3,Drew Brees pass complete short middle to Mark Ingram for 6 yards (tackle by Kendall Fuller),-0.270,-0.160
1,1:27,3,4,NOR 26,10,3,"Drew Brees pass incomplete deep middle intended for Brandon Coleman. Penalty on Preston Smith: Roughing the Passer, 15 yards (no play)",-0.160,1.660
1,1:22,1,10,NOR 41,10,3,Drew Brees pass complete deep middle to Ted Ginn for 23 yards (tackle by Montae Nicholson),1.660,3.180
1,0:43,1,10,WAS 36,10,9,"Mark Ingram right guard for 36 yards, touchdown",3.180,7.000
1,0:35,,,WAS 15,10,10,Wil Lutz kicks extra point good,0.000,0.000
1,0:35,,,NOR 35,10,10,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
1,0:35,1,10,WAS 25,10,10,Kirk Cousins pass complete deep left to Josh Doctson for 32 yards (tackle by P.J. Williams),0.610,2.720
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 43,10,10,Chris Thompson left tackle for -2 yards (tackle by Alex Okafor and De'Vante Harris),2.720,1.910
2,14:24,2,12,NOR 45,10,10,Kirk Cousins pass complete short right to Niles Paul for 1 yard (tackle by Ken Crawley),1.910,1.360
2,13:45,3,11,NOR 44,10,10,Kirk Cousins pass complete short left to Vernon Davis for 5 yards (tackle by Vonn Bell),1.360,0.660
2,13:03,4,6,NOR 39,10,10,Kirk Cousins pass complete deep left to Vernon Davis for 26 yards (tackle by Marcus Williams),0.660,4.710
2,12:22,1,10,NOR 13,10,10,Samaje Perine left tackle for 3 yards (tackle by David Onyemata),4.710,4.580
2,11:47,2,7,NOR 10,10,10,"Kirk Cousins right end for 3 yards (tackle by Vonn Bell). Penalty on Ken Crawley: Defensive Holding, 4 yards",4.580,6.510
2,11:28,1,3,NOR 3,10,10,Samaje Perine right guard for 2 yards (tackle by Cameron Jordan),6.510,5.910
2,10:47,2,1,NOR 1,16,10,"Samaje Perine right guard for 1 yard, touchdown",5.910,7.000
2,10:44,,,NOR 15,17,10,Nick Rose kicks extra point good,0.000,0.000
2,10:44,,,WAS 35,17,10,"Nick Rose kicks off 65 yards, returned by Tommylee Lewis for 19 yards (tackle by Bashaud Breeland)",0.000,-0.150
2,10:39,1,10,NOR 19,17,10,Drew Brees pass complete short right to Mark Ingram for 7 yards (tackle by Ryan Kerrigan),0.150,0.610
2,10:14,2,3,NOR 26,17,10,Alvin Kamara right guard for 2 yards (tackle by Preston Smith),0.610,0.100
2,9:42,3,1,NOR 28,17,10,Zach Line left guard for 2 yards (tackle by Evander Hood),0.100,0.940
2,9:07,1,10,NOR 30,17,10,Drew Brees pass incomplete short middle intended for Brandon Coleman (defended by Martrell Spaight),0.940,0.390
2,9:01,2,10,NOR 30,17,10,Drew Brees pass complete short right to Michael Thomas for 16 yards (tackle by D.J. Swearinger),0.390,1.990
2,8:24,1,10,NOR 46,17,10,Mark Ingram left guard for 3 yards (tackle by Evander Hood),1.990,1.860
2,7:45,2,7,NOR 49,17,10,Mark Ingram right guard for 2 yards (tackle by Ryan Anderson),1.860,1.420
2,7:05,3,5,WAS 49,17,10,Drew Brees pass incomplete short left intended for Alvin Kamara (defended by Bashaud Breeland),1.420,0.000
2,7:00,4,5,WAS 49,17,10,"Thomas Morstead punts 41 yards, fair catch by Jamison Crowder",0.000,0.380
2,6:53,1,10,WAS 8,17,10,Samaje Perine right tackle for -1 yards (tackle by Michael Mauti),-0.380,-0.850
2,6:18,2,11,WAS 7,17,10,Kirk Cousins pass complete short left to Samaje Perine for 9 yards (tackle by Manti Te'o),-0.850,-0.480
2,5:36,3,2,WAS 16,17,10,"Kirk Cousins middle for 6 yards (tackle by P.J. Williams). Penalty on P.J. Williams: Unnecessary Roughness, 15 yards",-0.480,1.400
2,5:12,1,10,WAS 37,17,10,"Kirk Cousins pass complete short right to Chris Thompson for no gain. Penalty on WAS: Illegal Formation, 5 yards (no play)",1.400,1.070
2,4:51,1,15,WAS 32,17,10,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",1.070,0.740
2,4:43,1,20,WAS 27,17,10,Chris Thompson right tackle for 16 yards (tackle by Vonn Bell),0.740,1.670
2,4:02,2,4,WAS 43,17,10,Kirk Cousins pass complete short left to Jamison Crowder for 1 yard (tackle by P.J. Williams),1.670,1.090
2,3:23,3,3,WAS 44,17,10,Kirk Cousins pass complete short left to Josh Doctson for 14 yards (tackle by Marcus Williams),1.090,2.790
2,2:50,1,10,NOR 42,17,10,Samaje Perine right guard for 1 yard (tackle by Tyeler Davison). Samaje Perine fumbles,2.790,2.380
2,2:06,2,9,NOR 41,17,10,"Kirk Cousins pass incomplete short right intended for Jamison Crowder. Penalty on P.J. Williams: Defensive Holding, 5 yards (no play)",2.380,3.180
2,2:00,1,10,NOR 36,17,10,Chris Thompson right guard for 4 yards (tackle by Vonn Bell),3.180,0.000
2,1:53,,,,,,Timeout #1 by New Orleans Saints,0.000,-3.180
2,1:53,2,6,NOR 32,17,10,Chris Thompson right tackle for -1 yards (tackle by Craig Robertson),3.180,0.000
2,1:48,,,,,,Timeout #2 by New Orleans Saints,0.000,-2.350
2,1:48,3,7,NOR 33,17,10,Kirk Cousins pass incomplete short right intended for Jamison Crowder (defended by De'Vante Harris),2.350,1.150
2,1:46,4,7,NOR 33,17,10,"Penalty on Stacy McGee: False Start, 5 yards (no play)",1.150,0.000
2,1:46,,,,,,Timeout #1 by Washington Redskins,0.000,-0.720
2,1:46,4,12,NOR 38,17,10,"Tress Way punts 38 yards, touchback",0.720,-0.280
2,1:39,1,10,NOR 20,17,10,Drew Brees pass incomplete short left intended for Alvin Kamara (defended by Bashaud Breeland),0.280,-0.270
2,1:35,2,10,NOR 20,17,10,Drew Brees pass complete short left to Alvin Kamara for 12 yards (tackle by Zach Brown),-0.270,1.070
2,1:30,1,10,NOR 32,17,10,Drew Brees pass complete short left to Alvin Kamara for 2 yards (tackle by Bashaud Breeland),1.070,0.800
2,1:08,2,8,NOR 34,17,10,Drew Brees pass incomplete deep left intended for Michael Thomas,0.800,0.100
2,1:01,3,8,NOR 34,17,10,Drew Brees pass complete deep middle to Ted Ginn for 22 yards (tackle by Josh Norman),0.100,2.650
2,0:39,1,10,WAS 44,17,10,Drew Brees pass complete deep left to Michael Thomas for 24 yards (tackle by DeAngelo Hall),2.650,0.000
2,0:28,,,,,,Timeout #3 by New Orleans Saints,0.000,-4.240
2,0:28,1,10,WAS 20,17,10,Drew Brees pass incomplete short right intended for Alvin Kamara,4.240,3.690
2,0:24,2,10,WAS 20,17,10,Drew Brees pass complete short right to Ted Ginn for 9 yards (tackle by Kendall Fuller),3.690,4.590
2,0:06,3,1,WAS 11,17,10,Drew Brees spiked the ball,4.590,2.850
2,0:05,4,1,WAS 11,17,13,Wil Lutz 29 yard field goal good,2.850,3.000
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,17,13,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,WAS 25,17,13,Kirk Cousins pass complete short right to Ryan Grant for 14 yards (tackle by Marcus Williams),0.610,1.530
3,14:22,1,10,WAS 39,17,13,Samaje Perine left guard for 3 yards (tackle by P.J. Williams and Alex Okafor),1.530,1.390
3,13:44,2,7,WAS 42,17,13,"Kirk Cousins pass incomplete. Penalty on Kirk Cousins: Intentional Grounding, 10 yards",1.390,-0.630
3,13:39,3,17,WAS 32,17,13,Kirk Cousins pass complete short left to Jamison Crowder for 5 yards (tackle by Rafael Bush),-0.630,-0.910
3,13:03,4,12,WAS 37,17,13,"Penalty on Joshua Holsey: False Start, 5 yards (no play)",-0.910,-1.240
3,12:59,4,17,WAS 32,17,13,"Tress Way punts 45 yards, fair catch by Tommylee Lewis",-1.240,-0.480
3,12:51,1,10,NOR 23,17,13,Drew Brees pass complete short left to Michael Thomas for 12 yards (tackle by Josh Norman and Martrell Spaight),0.480,1.270
3,12:07,1,10,NOR 35,17,13,Alvin Kamara left tackle for -1 yards (tackle by Kendall Fuller and Martrell Spaight),1.270,0.590
3,11:34,2,11,NOR 34,17,13,Drew Brees pass complete short right to Brandon Coleman for 6 yards (tackle by Zach Brown),0.590,0.700
3,10:54,3,5,NOR 40,17,13,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Bashaud Breeland),0.700,0.000
3,10:14,,,,,,Timeout #1 by New Orleans Saints,0.000,0.460
3,10:14,4,1,NOR 44,17,13,Drew Brees middle for 2 yards (tackle by Ryan Kerrigan),-0.460,1.990
3,9:42,1,10,NOR 46,17,13,Mark Ingram left tackle for 11 yards (tackle by D.J. Swearinger),1.990,2.720
3,9:07,1,10,WAS 43,17,13,"Penalty on Michael Hoomanawanui: False Start, 5 yards (no play)",2.720,2.390
3,8:51,1,15,WAS 48,17,13,Drew Brees pass complete short right to Ted Ginn for 8 yards (tackle by Josh Norman),2.390,2.580
3,8:21,2,7,WAS 40,17,13,Mark Ingram left guard for 3 yards (tackle by Martrell Spaight and Stacy McGee),2.580,2.280
3,7:37,3,4,WAS 37,17,13,Drew Brees pass incomplete short right intended for Willie Snead,2.280,0.790
3,7:31,4,4,WAS 37,17,13,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",0.790,0.460
3,7:31,4,9,WAS 42,17,13,Thomas Morstead punts 36 yards,0.460,0.380
3,7:21,1,10,WAS 6,17,13,Samaje Perine left guard for 3 yards (tackle by Alex Okafor and P.J. Williams),-0.380,-0.560
3,6:42,2,7,WAS 9,17,13,Jamison Crowder left end for 4 yards (tackle by Michael Mauti),-0.560,-0.600
3,6:03,3,3,WAS 13,17,13,Kirk Cousins left end for 2 yards (tackle by Sheldon Rankins and Vonn Bell),-0.600,-2.440
3,5:40,4,1,WAS 15,17,13,Niles Paul middle for 5 yards (tackle by Michael Mauti),-2.440,0.280
3,4:55,1,10,WAS 20,17,13,Kirk Cousins pass complete short left to Jamison Crowder for 16 yards (tackle by P.J. Williams),0.280,1.330
3,4:25,1,10,WAS 36,17,13,Samaje Perine left end for 4 yards (tackle by Vonn Bell),1.330,1.330
3,3:43,2,6,WAS 40,17,13,Samaje Perine left end for 7 yards (tackle by Marcus Williams),1.330,2.060
3,3:12,1,10,WAS 47,17,13,Kirk Cousins pass incomplete deep right intended for Josh Doctson,2.060,1.520
3,3:06,2,10,WAS 47,17,13,Kirk Cousins pass complete short left to Niles Paul for 10 yards (tackle by P.J. Williams),1.520,2.720
3,2:30,1,10,NOR 43,17,13,Samaje Perine left guard for 3 yards (tackle by Cameron Jordan),2.720,2.580
3,1:53,2,7,NOR 40,17,13,Kirk Cousins pass incomplete short left intended for Vernon Davis (defended by Marcus Williams),2.580,1.880
3,1:44,3,7,NOR 40,23,13,"Kirk Cousins pass complete deep right to Ryan Grant for 40 yards, touchdown",1.880,7.000
3,1:37,,,NOR 15,24,13,Nick Rose kicks extra point good,0.000,0.000
3,1:37,,,WAS 35,24,13,"Nick Rose kicks off 72 yards, returned by Tommylee Lewis for 23 yards (tackle by Josh Harvey-Clemons)",0.000,0.140
3,1:32,1,10,NOR 16,24,13,Alvin Kamara right guard for 2 yards (tackle by Martrell Spaight),-0.140,-0.350
3,1:03,2,8,NOR 18,24,13,Drew Brees pass complete deep middle to Michael Thomas for 18 yards (tackle by D.J. Swearinger),-0.350,1.330
3,0:28,1,10,NOR 36,24,13,(tackle by Martrell Spaight),1.330,-0.290
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,NOR 28,24,13,Drew Brees sacked by Anthony Lanier for -4 yards,-0.290,-1.480
4,14:19,3,22,NOR 24,24,13,Drew Brees pass complete short left to Alvin Kamara for 19 yards (tackle by Kendall Fuller),-1.480,-0.520
4,13:38,4,3,NOR 43,24,13,"Thomas Morstead punts 42 yards, fair catch by Jamison Crowder",-0.520,0.220
4,13:32,1,10,WAS 15,24,13,"Samaje Perine left tackle for 6 yards (tackle by Vonn Bell). Penalty on Morgan Moses: Face Mask (15 Yards), 7 yards (no play)",-0.220,-0.650
4,13:12,1,17,WAS 8,24,13,Byron Marshall right guard for 2 yards (tackle by Alex Okafor),-0.650,-1.150
4,12:37,2,15,WAS 10,24,13,Kirk Cousins pass complete short right to Ryan Grant for 5 yards (tackle by De'Vante Harris),-1.150,-1.370
4,12:13,3,10,WAS 15,24,13,Kirk Cousins pass complete short right to Jamison Crowder for 9 yards (tackle by De'Vante Harris),-1.370,-1.770
4,11:34,4,1,WAS 24,24,13,"Tress Way punts 51 yards, returned by Tommylee Lewis for 24 yards (tackle by Josh Harvey-Clemons)",-1.770,-2.190
4,11:21,1,10,NOR 49,24,13,Alvin Kamara right tackle for 24 yards (tackle by Josh Norman),2.190,3.780
4,10:45,1,10,WAS 27,24,13,Mark Ingram right tackle for 4 yards (tackle by Martrell Spaight and Preston Smith),3.780,3.770
4,10:08,2,6,WAS 23,24,13,Alvin Kamara right guard for -1 yards (tackle by Zach Brown),3.770,2.940
4,9:29,3,7,WAS 24,24,13,Drew Brees pass incomplete deep left intended for Michael Thomas,2.940,1.870
4,9:24,4,7,WAS 24,24,16,Wil Lutz 42 yard field goal good,1.870,3.000
4,9:19,,,NOR 35,24,16,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,9:19,1,10,WAS 25,24,16,Samaje Perine right guard for 4 yards (tackle by Tyeler Davison),0.610,0.600
4,8:42,2,6,WAS 29,24,16,Kirk Cousins pass complete deep left to Vernon Davis for 36 yards (tackle by Marcus Williams),0.600,3.250
4,8:09,1,10,NOR 35,24,16,Samaje Perine right tackle for 9 yards (tackle by Manti Te'o),3.250,3.920
4,7:26,2,1,NOR 26,24,16,Samaje Perine right tackle for 17 yards (tackle by Marcus Williams and Michael Mauti),3.920,5.140
4,6:48,1,9,NOR 9,24,16,Samaje Perine left guard for 2 yards (tackle by Alex Okafor and Manti Te'o),5.140,4.760
4,6:03,2,7,NOR 7,30,16,"Kirk Cousins pass complete short left to Jeremy Sprinkle for 7 yards, touchdown",4.760,7.000
4,5:58,,,NOR 15,31,16,Nick Rose kicks extra point good,0.000,0.000
4,5:58,,,WAS 35,31,16,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
4,5:58,1,10,NOR 25,31,16,Drew Brees pass complete short right to Coby Fleener for 5 yards (tackle by Kendall Fuller),0.610,0.740
4,5:33,2,5,NOR 30,31,16,Drew Brees pass complete deep middle to Coby Fleener for 25 yards (tackle by DeAngelo Hall),0.740,2.590
4,5:07,1,10,WAS 45,31,16,"Drew Brees pass complete short left to Alvin Kamara for 3 yards (tackle by Bashaud Breeland). Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",2.590,1.930
4,4:42,1,20,NOR 45,31,16,Drew Brees pass complete short right to Coby Fleener for 8 yards (tackle by Zach Brown),1.930,1.770
4,4:21,2,12,WAS 47,31,16,Drew Brees pass complete short middle to Alvin Kamara for 10 yards (tackle by Josh Norman),1.770,2.410
4,4:14,3,2,WAS 37,31,16,Drew Brees pass complete short right to Ted Ginn for 7 yards (tackle by Zach Brown),2.410,3.580
4,3:50,1,10,WAS 30,31,16,Drew Brees pass complete deep middle to Coby Fleener for 24 yards (tackle by DeAngelo Hall),3.580,5.830
,,,,,,,"WAS challenged the pass completion ruling, and the play was upheld.",,
4,3:21,1,6,WAS 6,31,16,Alvin Kamara right guard for 3 yards (tackle by Kendall Fuller and DeAngelo Hall),5.830,5.530
4,2:56,2,3,WAS 3,31,22,"Drew Brees pass complete short right to Josh Hill for 3 yards, touchdown",5.530,7.000
4,2:53,,,WAS 15,31,23,Wil Lutz kicks extra point good,0.000,0.000
4,2:53,,,NOR 35,31,23,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,2:53,1,10,WAS 25,31,23,Samaje Perine left tackle for 6 yards (tackle by Rafael Bush and Craig Robertson),0.610,0.000
4,2:46,,,,,,Timeout #2 by New Orleans Saints,0.000,-0.870
4,2:46,2,4,WAS 31,31,23,Samaje Perine left tackle for 3 yards (tackle by Craig Robertson and Rafael Bush),0.870,0.000
4,2:38,,,,,,Timeout #3 by New Orleans Saints,0.000,0.000
4,2:38,,,,,,Timeout #2 by Washington Redskins,0.000,-0.560
4,2:38,3,1,WAS 34,31,23,Samaje Perine right tackle for -1 yards (tackle by Manti Te'o and Vonn Bell),0.560,-1.180
4,2:00,4,2,WAS 33,31,23,"Tress Way punts 54 yards, fair catch by Tommylee Lewis",-1.180,0.320
4,1:53,1,10,NOR 13,31,23,"Drew Brees pass incomplete deep right intended for Ted Ginn is intercepted by Kendall Fuller at NOR-30 and returned for 17 yards. Penalty on Kendall Fuller: Illegal Use of Hands, 5 yards (no play)",-0.320,0.400
4,1:47,1,5,NOR 18,31,23,Drew Brees pass complete short middle to Michael Thomas for 17 yards (tackle by Kendall Fuller),0.400,1.270
4,1:40,1,10,NOR 35,31,23,Drew Brees pass complete short left to Ted Ginn for 18 yards (tackle by DeAngelo Hall),1.270,2.460
4,1:21,1,10,WAS 47,31,23,Drew Brees pass complete short right to Coby Fleener for 29 yards (tackle by DeAngelo Hall),2.460,4.370
4,1:11,1,10,WAS 18,31,29,"Drew Brees pass complete short left to Alvin Kamara for 18 yards, touchdown",4.370,7.000
4,1:05,,,WAS 2,31,31,"Two Point Attempt: Alvin Kamara left end, conversion succeeds",0.000,1.000
4,1:05,,,NOR 35,31,31,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,1:05,1,10,WAS 25,31,31,Kirk Cousins pass complete short right to Jamison Crowder for 12 yards (tackle by Vonn Bell),0.610,1.400
4,0:45,1,10,WAS 37,31,31,Kirk Cousins pass complete short right to Jamison Crowder for 10 yards (tackle by Vonn Bell),1.400,0.000
4,0:39,,,,,,Timeout #3 by Washington Redskins,0.000,-2.060
4,0:39,1,10,WAS 47,31,31,Kirk Cousins pass complete short right to Jamison Crowder for 19 yards (tackle by Vonn Bell),2.060,3.310
4,0:31,1,10,NOR 34,31,31,"Kirk Cousins pass incomplete. Penalty on Kirk Cousins: Intentional Grounding, 10 yards",3.310,1.420
4,0:09,2,20,NOR 44,31,31,"Kirk Cousins sacked by Vonn Bell for -9 yards. Kirk Cousins fumbles (forced by Vonn Bell), recovered by Morgan Moses at WAS-44",1.420,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,NOR,Detail,EPB,EPA
,,,,,,,"Redskins won the coin toss, Redskins to receive the overtime kickoff.",,
OT,10:00,,,NOR 35,31,31,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
OT,10:00,1,10,WAS 25,31,31,Kirk Cousins pass incomplete short left intended for Vernon Davis,0.610,0.060
OT,9:55,2,10,WAS 25,31,31,Kirk Cousins sacked by Cameron Jordan for -10 yards,0.060,-2.350
OT,9:11,3,20,WAS 15,31,31,Kirk Cousins pass incomplete short right intended for Samaje Perine,-2.350,-2.440
OT,9:05,4,20,WAS 15,31,31,"Tress Way punts 60 yards, returned by Tommylee Lewis for 14 yards (tackle by Joshua Holsey)",-2.440,-1.530
OT,8:54,1,10,NOR 39,31,31,Mark Ingram left tackle for 20 yards (tackle by D.J. Swearinger),1.530,2.850
OT,8:09,1,10,WAS 41,31,31,Mark Ingram left end for 31 yards (tackle by Martrell Spaight),2.850,0.000
OT,7:28,,,,,,Timeout #1 by New Orleans Saints,0.000,-4.910
OT,7:28,1,10,WAS 10,31,34,Wil Lutz 28 yard field goal good,4.910,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
