Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 74 yards, returned by Knile Davis for 26 yards (tackle by Deontae Skinner)",0.000,0.060
1,14:55,1,10,KAN 17,0,0,Jamaal Charles up the middle for no gain (tackle by Chandler Jones),-0.060,-0.580
1,14:24,2,10,KAN 17,0,0,Jamaal Charles left guard for 1 yard (tackle by Vince Wilfork),-0.580,-1.130
1,13:41,3,9,KAN 18,0,0,Alex Smith pass complete short right to Dwayne Bowe for 11 yards (tackle by Darrelle Revis),-1.130,0.870
1,13:04,1,10,KAN 29,0,0,Jamaal Charles left tackle for 12 yards (tackle by Devin McCourty),0.870,1.660
1,12:20,1,10,KAN 41,0,0,Jamaal Charles left end for 3 yards (tackle by Logan Ryan),1.660,1.530
1,11:41,2,7,KAN 44,0,0,Alex Smith pass complete short right to Travis Kelce for 10 yards (tackle by Jerod Mayo),1.530,2.520
1,10:58,1,10,NWE 46,0,0,Alex Smith sacked by Chandler Jones and Chandler Jones for -8 yards,2.520,0.900
1,10:13,2,18,KAN 46,0,0,Alex Smith pass incomplete short left intended for Travis Kelce,0.900,0.230
1,10:07,3,18,KAN 46,0,0,Alex Smith left tackle for 8 yards (tackle by Kyle Arrington),0.230,0.200
1,9:23,4,10,NWE 46,0,0,"Dustin Colquitt punts 36 yards, fair catch by Julian Edelman",0.200,0.380
1,9:16,1,10,NWE 10,0,0,Tom Brady pass complete short left to Shane Vereen for 4 yards (tackle by Husain Abdullah),-0.380,-0.460
1,8:32,2,6,NWE 14,0,0,Tom Brady pass incomplete deep right intended for Julian Edelman,-0.460,-0.950
1,8:27,3,6,NWE 14,0,0,Tom Brady pass incomplete short left intended for Brandon LaFell,-0.950,-2.470
1,8:22,4,6,NWE 14,0,0,"Ryan Allen punts 59 yards, returned by Frankie Hammond for no gain",-2.470,-0.740
1,8:13,1,10,KAN 27,0,0,Jamaal Charles left end for 17 yards (tackle by Jerod Mayo),0.740,1.860
1,7:39,1,10,KAN 44,0,0,Alex Smith pass complete short right to Dwayne Bowe for 13 yards (tackle by Kyle Arrington),1.860,2.720
1,7:01,1,10,NWE 43,0,0,Jamaal Charles right guard for 3 yards (tackle by Jerod Mayo),2.720,2.580
1,6:29,2,7,NWE 40,0,0,Knile Davis right guard for 5 yards (tackle by Dont'a Hightower),2.580,2.540
1,5:49,3,2,NWE 35,0,0,Knile Davis left end for 3 yards (tackle by Patrick Chung),2.540,3.450
1,5:06,1,10,NWE 32,0,0,Alex Smith pass complete short right to Travis Kelce for 4 yards (tackle by Patrick Chung),3.450,3.440
1,4:34,2,6,NWE 28,0,0,Alex Smith pass complete short left to Travis Kelce for 9 yards (tackle by Dont'a Hightower),3.440,4.310
1,3:52,1,10,NWE 19,0,0,Alex Smith pass incomplete deep right intended for Frankie Hammond (defended by Devin McCourty),4.310,3.750
1,3:45,2,10,NWE 19,0,0,Alex Smith up the middle for 2 yards (tackle by Chandler Jones),3.750,3.260
1,3:03,3,8,NWE 17,0,0,Alex Smith pass complete short middle to Dwayne Bowe for 15 yards (tackle by Duron Harmon),3.260,6.740
1,2:24,1,2,NWE 2,0,6,"Jamaal Charles up the middle for 2 yards, touchdown",6.740,7.000
1,2:24,1,2,NWE 2,0,6,"Penalty on Rodney Hudson: False Start, 5 yards (no play)",6.740,0.000
1,2:24,,,NWE 2,0,7,Cairo Santos kicks extra point good,0.000,0.000
1,2:24,,,KAN 35,0,7,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
1,2:15,1,10,NWE 20,0,7,Shane Vereen right guard for 2 yards (tackle by Josh Mauga),0.280,0.000
1,1:37,2,8,NWE 22,0,7,Tom Brady pass complete short left to Brandon LaFell for 8 yards (tackle by Ron Parker),0.000,0.940
1,1:03,1,10,NWE 30,0,7,Stevan Ridley right guard for 6 yards (tackle by Justin Houston and Josh Mauga),0.940,1.200
1,0:31,2,4,NWE 36,0,7,Shane Vereen up the middle for no gain (tackle by Justin Houston),1.200,0.500
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NWE 36,0,7,Tom Brady pass complete short right to Brandon LaFell for 14 yards (tackle by Ron Parker),0.500,2.260
2,14:31,1,10,,0,7,Shane Vereen left guard for 7 yards (tackle by Tamba Hali),2.260,2.660
2,13:49,2,3,KAN 43,0,7,Tom Brady pass complete short right to Shane Vereen for 1 yard (tackle by Jaye Howard),2.660,2.080
2,13:08,3,2,KAN 42,0,7,Shane Vereen right end for no gain (tackle by Justin Houston),2.080,0.460
2,12:32,4,2,KAN 42,0,7,"Ryan Allen punts 28 yards, fair catch by Frankie Hammond",0.460,0.280
2,12:25,1,10,KAN 14,0,7,Knile Davis up the middle for 48 yards (tackle by Devin McCourty),-0.280,3.050
2,11:43,1,10,NWE 38,0,7,Alex Smith pass complete short right to Travis Kelce for 33 yards (tackle by Devin McCourty),3.050,6.060
2,11:04,1,5,NWE 5,0,13,"Alex Smith pass complete short right to Jamaal Charles for 5 yards, touchdown",6.060,7.000
2,11:04,,,NWE 2,0,14,Cairo Santos kicks extra point good,0.000,0.000
2,11:04,,,KAN 35,0,14,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,10:58,1,10,NWE 20,0,14,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Josh Mauga and Jaye Howard),0.280,0.680
2,10:19,2,3,NWE 27,0,14,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Sean Smith),0.680,1.200
2,9:50,1,10,NWE 34,0,14,Tom Brady pass incomplete deep left intended for Rob Gronkowski,1.200,0.660
2,9:43,2,10,NWE 34,0,14,Tom Brady pass complete short middle to Shane Vereen for 7 yards (tackle by Chris Owens),0.660,0.890
2,9:04,3,3,NWE 41,0,14,"Tom Brady pass complete short left to Danny Amendola for 5 yards (tackle by Chris Owens). Penalty on Chris Owens: Illegal Use of Hands, 5 yards (no play)",0.890,1.990
2,8:42,1,10,NWE 46,0,14,Stevan Ridley up the middle for 2 yards (tackle by Justin Houston),1.990,1.720
2,8:04,2,8,NWE 48,0,14,Tom Brady pass incomplete short middle intended for Julian Edelman,1.720,1.030
2,8:00,3,8,NWE 48,0,14,Tom Brady pass complete short middle to Brandon LaFell for 6 yards (tackle by Sean Smith),1.030,1.030
2,7:23,3,8,NWE 48,0,14,Timeout #1 by Kansas City Chiefs,1.030,0.200
2,7:23,4,2,KAN 46,0,14,"Ryan Allen punts 46 yards, touchback",0.200,-0.280
2,7:12,1,10,KAN 20,0,14,Jamaal Charles left end for 8 yards (tackle by Dont'a Hightower),0.280,0.810
2,6:44,2,2,KAN 28,0,14,Jamaal Charles up the middle for 3 yards (tackle by Vince Wilfork),0.810,1.000
2,5:56,1,10,KAN 31,0,14,"Knile Davis right end for 2 yards (tackle by Jamie Collins). Penalty on Travis Kelce: Illegal Block Above the Waist, 10 yards",1.000,0.480
2,5:30,1,18,KAN 23,0,14,Knile Davis right guard for 5 yards (tackle by Jamie Collins),0.480,0.060
2,4:51,2,13,KAN 28,0,14,Alex Smith pass incomplete short middle intended for Junior Hemingway,0.060,-0.630
2,4:46,3,13,KAN 28,0,14,Alex Smith pass complete short left to Dwayne Bowe for 9 yards (tackle by Logan Ryan),-0.630,-0.910
2,4:04,4,4,KAN 37,0,14,"Dustin Colquitt punts 54 yards, returned by Julian Edelman for no gain",-0.910,0.380
2,3:55,1,10,NWE 9,0,14,Tom Brady pass complete deep right to Rob Gronkowski for 18 yards (tackle by Ron Parker),-0.380,0.740
2,3:23,1,10,NWE 27,0,14,Stevan Ridley up the middle for 7 yards (tackle by Josh Martin),0.740,1.140
2,2:50,2,3,NWE 34,0,14,Tom Brady pass incomplete short right intended for Stevan Ridley,1.140,0.430
2,2:43,3,3,NWE 34,0,14,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Marcus Cooper),0.430,-1.110
2,2:37,4,3,NWE 34,0,14,Ryan Allen punts 55 yards,-1.110,0.370
2,2:24,1,10,KAN 11,0,14,Alex Smith pass complete short right to Travis Kelce for 14 yards (tackle by Rob Ninkovich),-0.370,0.610
2,2:00,1,10,KAN 25,0,14,Alex Smith pass complete deep left to Dwayne Bowe for 33 yards (tackle by Jerod Mayo),0.610,2.790
2,1:51,1,10,NWE 42,0,14,Jamaal Charles left end for 9 yards (tackle by Dominique Easley),2.790,3.460
2,1:15,2,1,NWE 33,0,14,Alex Smith pass complete short left to Donnie Avery for 19 yards (tackle by Jerod Mayo),3.460,4.650
2,1:08,1,10,NWE 14,0,14,Alex Smith pass complete short right to A.J. Jenkins for no gain,4.650,4.650
2,0:31,1,10,NWE 14,0,14,Timeout #2 by Kansas City Chiefs,4.650,4.000
2,0:31,2,10,NWE 14,0,14,Alex Smith pass complete short middle to Travis Kelce for 5 yards (tackle by Jamie Collins),4.000,4.000
2,0:08,2,10,NWE 14,0,14,Timeout #3 by Kansas City Chiefs,4.000,4.050
2,0:08,3,5,NWE 9,0,14,"Alex Smith pass complete short right to Dwayne Bowe for 8 yards (tackle by Kyle Arrington). Penalty on Logan Ryan: Illegal Use of Hands, 5 yards (no play)",4.050,6.280
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:01,1,4,NWE 4,0,17,Cairo Santos 22 yard field goal good,6.280,3.000
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,0,17,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,0,17,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Marcus Cooper),0.280,0.270
3,14:26,2,6,NWE 24,0,17,Tom Brady pass incomplete deep left intended for Julian Edelman (defended by Sean Smith),0.270,-0.430
3,14:20,3,6,NWE 24,0,17,"Tom Brady sacked by Justin Houston for -5 yards. Tom Brady fumbles (forced by Justin Houston), recovered by Nate Solder at NWE-21",-0.430,-1.960
3,14:20,4,9,NWE 21,0,17,"Ryan Allen punts 54 yards, returned by Frankie Hammond for 3 yards (tackle by Matt Slater)",-1.960,-0.810
3,13:55,1,10,KAN 28,0,17,Jamaal Charles up the middle for 4 yards (tackle by Chandler Jones),0.810,0.800
3,13:24,2,6,KAN 32,0,17,Jamaal Charles up the middle for 5 yards (tackle by Jerod Mayo),0.800,0.760
3,12:49,3,1,KAN 37,0,17,Jamaal Charles left end for 5 yards (tackle by Jamie Collins),0.760,1.730
3,12:15,1,10,KAN 42,0,17,Knile Davis left end for 16 yards (tackle by Darrelle Revis and Devin McCourty),1.730,2.790
3,11:34,1,10,NWE 42,0,17,Knile Davis left end for 1 yard (tackle by Jerod Mayo),2.790,2.380
3,11:00,2,9,NWE 41,0,17,Knile Davis up the middle for 3 yards (tackle by Rob Ninkovich),2.380,2.080
3,10:18,3,6,NWE 38,0,17,Alex Smith pass incomplete short right intended for Dwayne Bowe,2.080,0.720
3,10:09,4,6,NWE 38,0,17,Dustin Colquitt punts 37 yards,0.720,0.380
3,9:58,1,10,NWE 1,0,17,Tom Brady pass complete short right to Brandon LaFell for 10 yards (tackle by Husain Abdullah),-0.380,-0.370
3,9:27,1,10,NWE 11,0,17,Shane Vereen right tackle for 3 yards (tackle by Josh Mauga),-0.370,-0.530
3,8:45,2,7,NWE 14,0,17,"Tom Brady sacked by Tamba Hali for -5 yards. Tom Brady fumbles (forced by Tamba Hali), recovered by Tamba Hali at NWE-9 (tackle by Julian Edelman)",-0.530,-5.140
3,8:38,1,9,NWE 9,0,17,Jamaal Charles up the middle for 1 yard (tackle by Dont'a Hightower),5.140,4.570
3,7:58,2,8,NWE 8,0,23,"Alex Smith pass complete short right to Jamaal Charles for 8 yards, touchdown",4.570,7.000
3,7:58,,,NWE 2,0,24,Cairo Santos kicks extra point good,0.000,0.000
3,7:58,,,KAN 35,0,24,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,7:51,1,10,NWE 20,0,24,Stevan Ridley up the middle for 5 yards (tackle by Jaye Howard),0.280,0.410
3,7:15,2,5,NWE 25,0,24,Tom Brady pass incomplete deep left intended for Brandon LaFell is intercepted by Sean Smith at NWE-47 and returned for 34 yards,0.410,-4.710
3,7:03,1,10,NWE 13,0,24,Knile Davis up the middle for 4 yards (tackle by Jamie Collins),4.710,4.770
3,6:23,2,6,NWE 9,0,24,Alex Smith sacked by Joe Vellano for -4 yards,4.770,3.120
3,5:38,3,10,NWE 13,0,24,Alex Smith pass incomplete short left intended for Knile Davis,3.120,2.570
3,5:33,4,10,NWE 13,0,27,Cairo Santos 31 yard field goal good,2.570,3.000
3,5:33,,,KAN 35,0,27,"Cairo Santos kicks off 72 yards, returned by Patrick Chung for 26 yards (tackle by Anthony Sherman)",0.000,-0.150
3,5:24,1,10,NWE 19,0,27,Shane Vereen left end for 9 yards (tackle by Jaye Howard),0.150,0.880
3,4:49,2,1,NWE 28,0,27,Shane Vereen right end for no gain (tackle by Josh Mauga),0.880,0.100
3,4:17,3,1,NWE 28,0,27,Tom Brady pass complete short right to Shane Vereen for 28 yards (tackle by Ron Parker),0.100,2.650
3,3:35,1,10,KAN 44,6,27,"Tom Brady pass complete short right to Brandon LaFell for 44 yards, touchdown",2.650,7.000
3,3:35,,,KAN 2,7,27,Stephen Gostkowski kicks extra point good,0.000,0.000
3,3:35,,,NWE 35,7,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,3:26,1,10,KAN 20,7,27,Alex Smith pass complete short left to Travis Kelce for 16 yards (tackle by Darrelle Revis),0.280,1.330
3,2:47,1,10,KAN 36,7,27,Knile Davis left end for no gain (tackle by Tavon Wilson),1.330,0.790
3,2:04,2,10,KAN 36,7,27,Alex Smith pass incomplete short middle intended for Anthony Fasano (defended by Tavon Wilson),0.790,0.100
3,1:58,3,10,KAN 36,7,27,Alex Smith pass complete short right to Knile Davis for 12 yards (tackle by Jamie Collins),0.100,2.130
3,1:23,1,10,KAN 48,7,27,Jamaal Charles up the middle for 5 yards (tackle by Jerod Mayo),2.130,2.260
3,0:41,2,5,NWE 47,7,27,Jamaal Charles up the middle for 8 yards (tackle by Jerod Mayo),2.260,2.980
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 39,7,27,Knile Davis left tackle for 1 yard (tackle by Darrelle Revis),2.980,2.580
