Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
4,14:24,2,9,NWE 38,7,27,Jamaal Charles up the middle for 2 yards (tackle by Vince Wilfork),2.580,2.150
4,13:42,3,7,NWE 36,7,27,Alex Smith pass complete deep right to Donnie Avery for 27 yards (tackle by Malcolm Butler),2.150,5.140
4,12:57,1,9,NWE 9,7,27,Jamaal Charles up the middle for 4 yards (tackle by Vince Wilfork),5.140,5.150
4,12:20,2,5,NWE 5,7,27,Alex Smith pass complete short left to Jamaal Charles for 3 yards (tackle by Darrelle Revis),5.150,4.950
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,11:58,3,2,NWE 2,7,33,"Alex Smith pass complete short right to Travis Kelce for 2 yards, touchdown",4.950,7.000
4,11:58,,,NWE 2,7,34,Cairo Santos kicks extra point good,0.000,0.000
4,11:58,,,KAN 35,7,34,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,11:51,1,10,NWE 20,7,34,Shane Vereen up the middle for 5 yards (tackle by Dontari Poe),0.280,0.410
4,11:22,2,5,NWE 25,7,34,Tom Brady pass complete short right to Shane Vereen for 1 yard (tackle by Justin Houston),0.410,-0.160
4,10:44,3,4,NWE 26,7,40,"Tom Brady pass incomplete short middle intended for Brandon LaFell is intercepted by Husain Abdullah at NWE-39 and returned for 39 yards, touchdown. Penalty on Husain Abdullah: Unsportsmanlike Conduct, 15 yards",-0.160,-7.000
4,10:34,,,NWE 2,7,41,Cairo Santos kicks extra point good,0.000,0.000
4,10:34,,,KAN 20,7,41,"Cairo Santos kicks off 70 yards, returned by Patrick Chung for 19 yards (tackle by Kurt Coleman). Penalty on Tavon Wilson: Offensive Holding, 10 yards",0.000,-0.150
4,10:28,1,10,NWE 19,7,41,Jimmy Garoppolo pass complete short right to Julian Edelman for 5 yards (tackle by Husain Abdullah),0.150,0.340
4,9:58,2,5,NWE 24,7,41,James White right end for 11 yards (tackle by Josh Mauga),0.340,1.270
4,9:28,1,10,NWE 35,7,41,James White up the middle for 7 yards (tackle by Husain Abdullah),1.270,1.670
4,8:45,2,3,NWE 42,7,41,Stevan Ridley left end for 8 yards (tackle by Sean Smith),1.670,2.260
4,8:24,1,10,,7,41,Jimmy Garoppolo pass incomplete deep middle intended for Brandon LaFell (defended by Husain Abdullah),2.260,1.710
4,8:17,2,10,,7,41,Jimmy Garoppolo pass complete short right to Brandon LaFell for 37 yards (tackle by Husain Abdullah),1.710,4.710
4,7:33,1,10,KAN 13,13,41,"Jimmy Garoppolo pass complete short right to Rob Gronkowski for 13 yards, touchdown",4.710,7.000
4,7:33,,,KAN 2,14,41,Stephen Gostkowski kicks extra point good,0.000,0.000
4,7:33,,,NWE 35,14,41,"Stephen Gostkowski kicks off 43 yards, returned by Knile Davis for 10 yards (tackle by Matt Slater)",0.000,-1.070
4,7:20,1,10,KAN 32,14,41,Knile Davis left tackle for 2 yards (tackle by Vince Wilfork),1.070,0.800
4,6:38,2,8,KAN 34,14,41,Knile Davis up the middle for 6 yards (tackle by Devin McCourty),0.800,0.890
4,5:54,3,2,KAN 40,14,41,Knile Davis up the middle for no gain (tackle by Jerod Mayo),0.890,-0.720
4,5:08,4,2,KAN 40,14,41,"Dustin Colquitt punts 53 yards, returned by Julian Edelman for 10 yards (tackle by Junior Hemingway)",-0.720,0.060
4,4:56,1,10,NWE 17,14,41,Jimmy Garoppolo pass complete short right to James White for 1 yard (tackle by Husain Abdullah),-0.060,-0.420
4,4:21,2,9,NWE 18,14,41,Jimmy Garoppolo pass complete short left to James White for 11 yards (tackle by Josh Mauga),-0.420,0.870
4,3:48,1,10,NWE 29,14,41,Jimmy Garoppolo pass complete short middle to James White for 3 yards (tackle by Husain Abdullah),0.870,0.730
4,3:18,2,7,NWE 32,14,41,"James White up the middle for 3 yards (tackle by Husain Abdullah). Penalty on Danny Amendola: Face Mask (15 Yards), 15 yards",0.730,-1.550
4,2:43,3,19,NWE 20,14,41,Jimmy Garoppolo sacked by Justin Houston for -6 yards,-1.550,-2.470
4,2:37,4,25,NWE 14,14,41,Ryan Allen punts 51 yards,-2.470,-1.270
4,2:18,1,10,KAN 35,14,41,Knile Davis right end for 7 yards (tackle by Duron Harmon),1.270,1.670
4,1:59,2,3,KAN 42,14,41,Knile Davis up the middle for 4 yards (tackle by Dominique Easley),1.670,1.990
4,1:59,1,10,KAN 46,14,41,Alex Smith kneels for -1 yards,1.990,1.320
4,0:37,2,11,KAN 45,14,41,Alex Smith kneels for -1 yards,1.320,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
