Quarter,Time,Tm,Detail,BUF,KAN
1.0,3:43,Bills,James Cook 25 yard pass from Josh Allen (Tyler Bass kick),7,0
2.0,11:50,Bills,Josh Allen 6 yard rush (Tyler Bass kick),14,0
,1:19,Chiefs,Jerick McKinnon 7 yard rush (Harrison Butker kick),14,7
3.0,8:38,Bills,Tyler Bass 31 yard field goal,17,7
,3:35,Chiefs,Rashee Rice 4 yard pass from Patrick Mahomes (Harrison Butker kick),17,14
4.0,11:31,Chiefs,Harrison Butker 27 yard field goal,17,17
,1:54,Bills,Tyler Bass 39 yard field goal,20,17
