Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
James Cook,BUF,5,5,83,1,3,27,5.4,56,11.2,5.4,2,2.5,0,0.0,0,158.3
Dalton Kincaid,BUF,8,5,21,0,1,8,1.6,13,2.6,4.8,0,,0,0.0,0,66.7
Stefon Diggs,BUF,11,4,24,0,1,8,2.0,16,4.0,7.8,0,,2,18.2,0,44.9
Dawson Knox,BUF,3,3,36,0,3,20,6.7,16,5.3,6.7,0,,0,0.0,0,116.7
Ty Johnson,BUF,2,2,2,0,0,-10,-5.0,12,6.0,-5.0,0,,0,0.0,0,79.2
Trent Sherfield,BUF,2,1,9,0,1,-3,-3.0,12,12.0,5.0,0,,0,0.0,1,22.9
Deonte Harty,BUF,1,1,25,0,1,21,21.0,4,4.0,21.0,0,,0,0.0,0,118.7
Khalil Shakir,BUF,1,1,12,0,1,-1,-1.0,13,13.0,-1.0,0,,0,0.0,0,116.7
Latavius Murray,BUF,1,1,21,0,1,16,16.0,5,5.0,16.0,0,,0,0.0,0,118.7
Gabriel Davis,BUF,2,0,0,0,,0,,0,,28.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Rashee Rice,KAN,10,7,72,1,3,27,3.9,45,6.4,4.7,0,,0,0.0,0,123.7
Travis Kelce,KAN,10,6,83,0,5,59,9.8,24,4.0,11.9,1,6.0,0,0.0,0,86.7
Jerick McKinnon,KAN,3,3,18,0,1,-3,-1.0,21,7.0,-1.0,1,3.0,0,0.0,0,91.7
Kadarius Toney,KAN,4,3,25,0,1,7,2.3,18,6.0,3.0,0,,1,25.0,0,90.6
Clyde Edwards-Helaire,KAN,4,2,29,0,1,-7,-3.5,36,18.0,-2.0,1,2.0,0,0.0,1,34.4
Marquez Valdes-Scantling,KAN,4,2,22,0,1,9,4.5,13,6.5,12.3,0,,0,0.0,0,66.7
Richie James,KAN,2,1,4,0,1,3,3.0,1,1.0,12.0,0,,1,50.0,0,56.2
Justin Watson,KAN,1,1,18,0,1,18,18.0,0,0.0,18.0,0,,0,0.0,0,118.7
Skyy Moore,KAN,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
