Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2,13:19,2,4,SEA 34,3,0,Javon Walker right end for -8 yards (tackle by Shawn Springs),3.180,1.420
2,12:31,3,12,SEA 42,3,0,Brett Favre pass incomplete intended for David Martin,1.420,0.460
2,12:25,4,12,SEA 42,3,0,"Josh Bidwell punts 42 yards, touchback",0.460,-0.280
2,12:17,1,10,SEA 20,3,0,Matt Hasselbeck pass incomplete intended for Shaun Alexander,0.280,-0.270
2,12:11,2,10,SEA 20,3,0,Shaun Alexander left end for 2 yards (tackle by Na'il Diggs and Nick Barnett),-0.270,-0.690
2,11:28,3,8,SEA 22,3,0,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 10 yards",-0.690,-2.490
2,11:22,4,18,SEA 12,3,0,"Tom Rouen punts 38 yards, fair catch by Antonio Chatman",-2.490,-2.260
2,11:14,1,10,GNB 50,3,0,Brett Favre pass complete to William Henderson for 29 yards (tackle by Randall Godfrey). Penalty on Antonio Cochran: Defensive Offside (Declined),2.260,4.170
2,10:50,1,10,SEA 21,3,0,Ahman Green right tackle for 6 yards (tackle by Anthony Simmons),4.170,4.550
2,10:07,2,4,SEA 15,3,0,Ahman Green right tackle for 2 yards (tackle by D.D. Lewis and Cedric Woodard),4.550,4.240
2,9:23,3,2,SEA 13,3,0,Brett Favre pass incomplete intended for Bubba Franks (defended by Anthony Simmons),4.240,2.690
2,9:17,4,2,SEA 13,3,3,Ryan Longwell 31 yard field goal good,2.690,3.000
2,,,,GNB 30,3,3,"Ryan Longwell kicks off 43 yards, returned by Kerry Carter for 5 yards (tackle by Paris Lenon)",0.000,1.070
2,9:10,1,10,SEA 32,3,3,Matt Hasselbeck pass complete to Itula Mili for 12 yards (tackle by Darren Sharper),1.070,1.860
2,8:39,1,10,SEA 44,3,3,Matt Hasselbeck pass complete to Bobby Engram for 28 yards (tackle by Darren Sharper),1.860,3.710
2,8:11,1,10,GNB 28,3,3,Shaun Alexander left end for 6 yards (tackle by Al Harris),3.710,3.980
2,7:33,2,4,GNB 22,3,3,Matt Hasselbeck pass complete to Darrell Jackson for 5 yards (tackle by Marques Anderson),3.980,4.440
2,7:06,1,10,GNB 17,3,3,Matt Hasselbeck pass incomplete intended for Alex Bannister,4.440,3.850
2,7:01,2,10,GNB 17,3,3,Matt Hasselbeck pass incomplete,3.850,3.070
,,,,,,,"SEA challenged the ruling, and the original play was overturned.",,
2,6:58,3,10,GNB 17,3,3,Matt Hasselbeck pass incomplete intended for Koren Robinson,3.070,2.310
2,6:55,4,10,GNB 17,6,3,Josh Brown 35 yard field goal good,2.310,3.000
2,,,,SEA 30,6,3,"Josh Brown kicks off 60 yards, returned by Tony Fisher for 10 yards (tackle by Marcus Trufant)",0.000,0.280
2,6:46,1,10,GNB 20,6,3,Brett Favre pass complete to Javon Walker for 44 yards (tackle by Shawn Springs),0.280,3.180
2,6:08,1,10,SEA 36,6,3,Brett Favre pass incomplete intended for Donald Driver,3.180,2.640
2,6:03,2,10,SEA 36,6,3,Brett Favre pass complete to Ahman Green for 13 yards (tackle by Damien Robinson),2.640,4.040
2,5:23,1,10,SEA 23,6,3,Ahman Green right tackle for no gain (tackle by Anthony Simmons),4.040,3.500
2,4:43,2,10,SEA 23,6,9,"Brett Favre pass complete to Bubba Franks for 23 yards, touchdown",3.500,7.000
2,,,,SEA 2,6,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,6,10,"Ryan Longwell kicks off 49 yards, returned by Kerry Carter for 3 yards (tackle by James Whitley)",0.000,0.540
2,4:32,1,10,SEA 24,6,10,"Matt Hasselbeck sacked by Cletidus Hunt for -5 yards. Matt Hasselbeck fumbles (forced by Cletidus Hunt), recovered by Robbie Tobeck at SEA-10",0.540,-1.800
2,3:49,2,24,SEA 10,6,10,Shaun Alexander left guard for -4 yards (tackle by Grady Jackson and Mike McKenzie),-1.800,-3.530
2,3:05,3,28,SEA 6,6,10,Matt Hasselbeck pass complete to Shaun Alexander for 1 yard (tackle by Al Harris),-3.530,-2.490
2,2:26,4,27,SEA 7,6,10,"Tom Rouen punts 38 yards, returned by Antonio Chatman for 6 yards (tackle by Willie J. Williams)",-2.490,-2.980
2,2:18,1,10,SEA 39,6,10,Brett Favre pass complete to William Henderson for 4 yards (tackle by Reggie Tongue),2.980,2.980
2,2:00,2,6,SEA 35,6,10,Brett Favre pass complete to Donald Driver for 23 yards (tackle by Marcus Trufant),2.980,4.780
2,1:13,1,10,SEA 12,6,10,"Penalty on Chad Clifton: False Start, 5 yards (no play)",4.780,4.320
2,1:12,1,15,SEA 17,6,10,Ahman Green right end for 8 yards (tackle by Damien Robinson),4.320,4.640
2,1:04,2,7,SEA 9,6,10,Brett Favre pass incomplete intended for Bubba Franks,4.640,3.700
2,0:56,3,7,SEA 9,6,10,Brett Favre pass incomplete intended for Javon Walker,3.700,2.830
2,0:50,4,7,SEA 9,6,13,Ryan Longwell 27 yard field goal good,2.830,3.000
2,,,,GNB 30,6,13,"Ryan Longwell kicks off 57 yards, returned by Maurice Morris for 19 yards (tackle by James Whitley)",0.000,1.070
2,0:41,1,10,SEA 32,6,13,"Matt Hasselbeck pass incomplete intended for Maurice Morris. Penalty on Mike McKenzie: Illegal Use of Hands, 5 yards (no play)",1.070,1.400
2,0:35,1,10,SEA 37,6,13,Matt Hasselbeck pass incomplete intended for Shaun Alexander,1.400,0.860
2,0:30,2,10,SEA 37,6,13,Shaun Alexander up the middle for 5 yards (tackle by Cletidus Hunt and Kabeer Gbaja-Biamila),0.860,0.830
2,0:24,,,,6,13,Timeout #1 by Seattle Seahawks,0.000,0.830
2,0:24,3,5,SEA 42,6,13,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Mike McKenzie),0.830,-0.590
2,0:20,4,5,SEA 42,6,13,Tom Rouen punts 34 yards,-0.590,-0.540
2,0:09,1,10,GNB 24,6,13,Brett Favre for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,6,13,"Ryan Longwell kicks off 62 yards, returned by Maurice Morris for 18 yards (tackle by Tony Fisher)",0.000,0.670
3,14:54,1,10,SEA 26,6,13,Matt Hasselbeck pass complete to Darrell Jackson for 25 yards (tackle by Nick Barnett),0.670,2.320
3,14:22,1,10,GNB 49,6,13,Matt Hasselbeck pass complete to Itula Mili for 15 yards (tackle by Darren Sharper),2.320,3.310
3,13:50,1,10,GNB 34,6,13,Shaun Alexander right end for 8 yards (tackle by Hannibal Navies and Darren Sharper),3.310,3.850
3,13:14,2,2,GNB 26,6,13,Shaun Alexander left end for -2 yards (tackle by Aaron Kampman),3.850,2.870
3,12:27,3,4,GNB 28,6,13,Matt Hasselbeck pass complete to Koren Robinson for 5 yards (tackle by Al Harris),2.870,4.040
3,11:51,1,10,GNB 23,6,13,Matt Hasselbeck pass complete to Itula Mili for 14 yards (tackle by Mike McKenzie),4.040,5.140
3,11:05,1,9,GNB 9,6,13,Matt Hasselbeck pass incomplete intended for Koren Robinson,5.140,4.380
3,11:00,2,9,GNB 9,6,13,Shaun Alexander right end for 3 yards (tackle by Cletidus Hunt and Kabeer Gbaja-Biamila),4.380,4.040
3,10:21,3,6,GNB 6,6,13,Matt Hasselbeck pass complete to Steve Hutchinson for 5 yards (tackle by Hannibal Navies),4.040,3.550
3,9:32,4,1,GNB 1,12,13,"Shaun Alexander left tackle for 1 yard, touchdown",3.550,7.000
3,,,,GNB 2,13,13,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,13,13,"Josh Brown kicks off 66 yards, returned by Najeh Davenport for 29 yards (tackle by Isaiah Kacyvenski)",0.000,1.140
3,9:21,1,10,GNB 33,13,13,Ahman Green left tackle for 1 yard (tackle by D.D. Lewis),1.140,0.730
3,8:38,2,9,GNB 34,13,13,Brett Favre pass complete to Javon Walker for 19 yards (tackle by Damien Robinson),0.730,2.460
3,7:57,1,10,SEA 47,13,13,Ahman Green left tackle for 5 yards (tackle by Marcus Trufant),2.460,2.590
3,7:16,2,5,SEA 42,13,13,Brett Favre pass incomplete intended for Ahman Green (defended by Damien Robinson),2.590,1.880
3,7:07,3,5,SEA 42,13,13,Brett Favre pass incomplete intended for Antonio Freeman,1.880,0.460
3,7:02,4,5,SEA 42,13,13,Josh Bidwell punts 19 yards,0.460,-0.480
3,6:54,1,10,SEA 23,13,13,Shaun Alexander left end for no gain (tackle by Hannibal Navies),0.480,-0.070
3,6:16,2,10,SEA 23,13,13,Matt Hasselbeck pass complete to Bobby Engram for 6 yards (tackle by Hannibal Navies),-0.070,0.040
3,5:37,3,4,SEA 29,13,13,Matt Hasselbeck pass complete to Bobby Engram for 15 yards (tackle by Darren Sharper),0.040,1.860
3,4:56,1,10,SEA 44,13,13,Maurice Morris right end for 4 yards (tackle by Nick Barnett),1.860,1.860
3,4:30,2,6,SEA 48,13,13,Matt Hasselbeck pass complete to Koren Robinson for 33 yards (tackle by Darren Sharper),1.860,4.310
3,3:52,1,10,GNB 19,13,13,Matt Hasselbeck pass incomplete intended for Mack Strong,4.310,3.750
3,3:44,2,10,GNB 19,13,13,Matt Hasselbeck pass complete to Itula Mili for 8 yards (tackle by Nick Barnett),3.750,4.430
3,3:05,3,2,GNB 11,13,13,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Michael Hawthorne),4.430,6.060
3,2:38,1,5,GNB 5,13,13,Matt Hasselbeck pass complete to Itula Mili for 4 yards (tackle by Marques Anderson),6.060,5.910
3,2:08,2,1,GNB 1,13,13,Matt Hasselbeck pass incomplete intended for Itula Mili,5.910,5.170
3,2:03,3,1,GNB 1,19,13,"Shaun Alexander up the middle for 1 yard, touchdown",5.170,7.000
3,,,,GNB 2,20,13,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,20,13,"Josh Brown kicks off 42 yards, returned by Nick Luchey for 12 yards (tackle by D.D. Lewis)",0.000,1.600
3,1:51,1,10,GNB 40,20,13,Brett Favre pass complete to William Henderson for 5 yards (tackle by Shawn Springs),1.600,1.730
3,1:19,2,5,GNB 45,20,13,Ahman Green right tackle for 3 yards (tackle by Reggie Tongue and Antonio Cochran),1.730,1.420
3,0:40,3,2,GNB 48,20,13,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Shawn Springs),1.420,2.850
3,0:11,1,10,SEA 41,20,13,Brett Favre pass complete to Ahman Green for 12 yards (tackle by Marcus Trufant),2.850,3.640
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 29,20,13,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Randall Godfrey),3.640,4.050
4,14:24,2,3,SEA 22,20,13,Najeh Davenport right tackle for 2 yards (tackle by Randall Godfrey),4.050,3.600
4,13:47,3,1,SEA 20,20,13,Najeh Davenport up the middle for 8 yards (tackle by Antonio Cochran and Ken Lucas),3.600,4.780
4,13:07,1,10,SEA 12,20,13,Ahman Green right tackle for 2 yards (tackle by Anthony Simmons and Rashad Moore),4.780,4.450
4,12:21,2,8,SEA 10,20,13,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by D.D. Lewis),4.450,5.060
4,11:40,3,1,SEA 3,20,13,Ahman Green right tackle for no gain (tackle by D.D. Lewis),5.060,3.060
4,10:56,4,1,SEA 3,20,13,Ahman Green left end for 2 yards (tackle by Anthony Simmons),3.060,6.970
4,10:13,1,1,SEA 1,20,19,"Ahman Green up the middle for 1 yard, touchdown",6.970,7.000
4,,,,SEA 2,20,20,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,20,20,"Ryan Longwell kicks off 58 yards, returned by Kerry Carter for 20 yards (tackle by William Henderson)",0.000,1.070
4,9:56,1,10,SEA 32,20,20,Matt Hasselbeck pass incomplete intended for Itula Mili,1.070,0.530
4,9:51,2,10,SEA 32,20,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,0.530,-0.160
4,9:47,3,10,SEA 32,20,20,Matt Hasselbeck pass incomplete intended for Alex Bannister (defended by Mike McKenzie),-0.160,-1.240
4,9:43,4,10,SEA 32,20,20,"Penalty on Damien Robinson: False Start, 5 yards (no play)",-1.240,-1.570
4,9:43,4,15,SEA 27,20,20,"Tom Rouen punts 45 yards, returned by Antonio Chatman for 21 yards (tackle by Alex Bannister)",-1.570,-2.190
4,9:30,1,10,GNB 49,20,20,Ahman Green right end for 3 yards (tackle by Rashad Moore),2.190,2.050
4,8:53,2,7,SEA 48,20,20,Brett Favre pass complete to Ahman Green for 6 yards (tackle by D.D. Lewis),2.050,2.150
4,8:13,3,1,SEA 42,20,20,Najeh Davenport right guard for no gain (tackle by Damien Robinson and Anthony Simmons),2.150,0.460
4,7:31,4,1,SEA 42,20,20,Ahman Green up the middle for 2 yards (tackle by Chike Okeafor and D.D. Lewis),0.460,2.920
4,7:04,1,10,SEA 40,20,20,Brett Favre pass complete to Javon Walker for 11 yards (tackle by Ken Lucas),2.920,3.640
4,6:30,1,10,SEA 29,20,20,Najeh Davenport left tackle for 4 yards (tackle by Chike Okeafor),3.640,3.640
4,5:47,2,6,SEA 25,20,20,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Ken Lucas),3.640,3.600
4,5:10,3,1,SEA 20,20,20,Najeh Davenport right guard for 4 yards (tackle by Reggie Tongue),3.600,4.510
4,4:29,1,10,SEA 16,20,20,Ahman Green left guard for 9 yards (tackle by Damien Robinson),4.510,5.540
4,3:47,2,1,SEA 7,20,20,Ahman Green left guard for 2 yards (tackle by Brandon Mitchell),5.540,6.060
4,3:01,1,5,SEA 5,20,20,Ahman Green right end for 4 yards (tackle by Randall Godfrey and Ken Lucas),6.060,5.910
4,2:48,,,,20,20,Timeout #1 by Seattle Seahawks,0.000,5.910
4,2:48,2,1,SEA 1,20,26,"Ahman Green right end for 1 yard, touchdown",5.910,7.000
4,,,,SEA 2,20,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,20,27,"Ryan Longwell kicks off 54 yards, returned by Maurice Morris for 17 yards (tackle by William Henderson)",0.000,1.140
4,2:39,1,10,SEA 33,20,27,Matt Hasselbeck pass complete to Koren Robinson for 9 yards (tackle by Darren Sharper),1.140,1.810
4,2:07,2,1,SEA 42,20,27,Matt Hasselbeck pass complete to Darrell Jackson for 16 yards (tackle by Darren Sharper),1.810,2.790
4,2:00,1,10,GNB 42,20,27,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Cletidus Hunt),2.790,2.240
4,1:56,2,10,GNB 42,20,27,Matt Hasselbeck pass complete to Bobby Engram for 34 yards (tackle by Darren Sharper),2.240,5.370
4,1:47,,,,20,27,Timeout #2 by Seattle Seahawks,0.000,5.370
4,1:47,1,8,GNB 8,20,27,Matt Hasselbeck pass incomplete intended for Itula Mili,5.370,4.570
4,1:42,2,8,GNB 8,20,27,Shaun Alexander right end for 2 yards (tackle by Grady Jackson and Darren Sharper),4.570,4.040
4,0:59,3,6,GNB 6,20,27,"Matt Hasselbeck pass incomplete intended for Itula Mili. Penalty on Nick Barnett: Defensive Pass Interference, 5 yards (no play)",4.040,6.970
4,0:55,1,1,GNB 1,26,27,"Shaun Alexander up the middle for 1 yard, touchdown",6.970,7.000
4,,,,GNB 2,27,27,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,27,27,"Josh Brown kicks off 62 yards, returned by Najeh Davenport for 21 yards (tackle by Isaiah Kacyvenski)",0.000,0.870
4,0:45,1,10,GNB 29,27,27,Brett Favre pass complete to Ahman Green for 6 yards (tackle by D.D. Lewis),0.870,1.140
4,0:38,,,,27,27,Timeout #1 by Green Bay Packers,0.000,1.140
4,0:38,2,4,GNB 35,27,27,Brett Favre pass complete to Robert Ferguson for 8 yards (tackle by Ken Lucas),1.140,1.800
4,0:29,,,,27,27,Timeout #2 by Green Bay Packers,0.000,1.800
4,0:29,1,10,GNB 43,27,27,Brett Favre pass complete to Javon Walker for 27 yards (tackle by Ken Lucas),1.800,3.580
4,0:13,1,10,SEA 30,27,27,Brett Favre spiked the ball,3.580,3.030
4,0:12,2,10,SEA 30,27,27,Ahman Green right end for 1 yard (tackle by D.D. Lewis),3.030,2.480
4,0:05,,,,27,27,Timeout #3 by Green Bay Packers,0.000,0.000
4,0:05,,,,27,27,Timeout #3 by Seattle Seahawks,0.000,2.480
4,0:05,3,9,SEA 29,27,27,Ryan Longwell 47 yard field goal no good,2.480,0.230
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,3,9,GNB 30,27,27,"Ryan Longwell kicks off 53 yards, returned by Maurice Morris for 16 yards (tackle by Paris Lenon)",-0.230,1.140
OT,14:55,1,10,SEA 33,27,27,Shaun Alexander left guard for 1 yard (tackle by Na'il Diggs),1.140,0.730
OT,14:20,2,9,SEA 34,27,27,Matt Hasselbeck pass incomplete intended for Bobby Engram,0.730,0.040
OT,14:16,3,9,SEA 34,27,27,Matt Hasselbeck pass complete to Alex Bannister for 8 yards (tackle by Mike McKenzie),0.040,-0.590
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,14:07,4,1,SEA 42,27,27,"Tom Rouen punts 44 yards, returned by Antonio Chatman for 12 yards (tackle by Jean-Phillipe Darche)",-0.590,-0.670
OT,13:55,1,10,GNB 26,27,27,Brett Favre pass incomplete intended for Ahman Green (defended by Cedric Woodard),0.670,0.130
OT,13:51,2,10,GNB 26,27,27,Brett Favre pass incomplete intended for Ahman Green,0.130,-0.560
OT,13:44,3,10,GNB 26,27,27,Brett Favre pass complete to Tony Fisher for 5 yards (tackle by Shawn Springs),-0.560,-1.310
OT,13:06,4,5,GNB 31,27,27,Josh Bidwell punts 35 yards,-1.310,-1.200
OT,12:54,1,10,SEA 34,27,27,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.200,0.660
OT,12:51,2,10,SEA 34,27,27,Matt Hasselbeck pass complete to Koren Robinson for 6 yards (tackle by Al Harris),0.660,0.760
OT,12:12,3,4,SEA 40,27,27,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Darren Sharper),0.760,1.990
OT,11:31,1,10,SEA 46,27,27,Shaun Alexander right end for -1 yards (tackle by Aaron Kampman and Mike McKenzie),1.990,1.320
OT,10:49,2,11,SEA 45,27,27,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.320,0.630
OT,10:44,2,11,SEA 45,27,27,Timeout #1 by Green Bay Packers,1.320,0.630
OT,10:44,3,11,SEA 45,27,33,"Matt Hasselbeck pass incomplete intended for Alex Bannister is intercepted by Al Harris at GNB-48 and returned for 52 yards, touchdown",0.630,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
