Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
1,1:40,1,10,NYG 41,7,7,Jay Cutler pass complete short middle to Tony Fiammetta for 30 yards (tackle by Terrell Thomas),2.850,2.850
1,0:48,1,10,NYG 41,7,7,Timeout #2 by Chicago Bears,2.850,4.840
1,0:48,1,10,NYG 11,7,7,Matt Forte right guard for -1 yards (tackle by Jason Pierre-Paul),4.840,3.980
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYG 12,7,7,Eben Britton for 2 yards (tackle by Ryan Mundy),3.980,3.300
2,14:23,3,9,NYG 10,7,13,"Jay Cutler pass complete short middle to Brandon Marshall for 10 yards, touchdown",3.300,7.000
2,14:23,,,NYG 2,7,14,Robbie Gould kicks extra point good,0.000,0.000
2,14:23,,,CHI 35,7,14,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
2,14:18,1,10,NYG 20,7,14,Brandon Jacobs right guard for 4 yards (tackle by Major Wright),0.280,0.270
2,13:44,2,6,NYG 24,7,14,Brandon Jacobs right guard for 1 yard (tackle by David Bass),0.270,-0.300
2,13:01,3,5,NYG 25,7,14,Eli Manning pass complete short right to Bear Pascoe for 14 yards (tackle by Major Wright),-0.300,1.530
2,12:21,1,10,NYG 39,7,14,Eli Manning pass complete short right to Hakeem Nicks for 11 yards (tackle by Chris Conte),1.530,2.260
2,11:49,1,10,,7,14,Brandon Jacobs left guard for no gain (tackle by David Bass),2.260,1.710
2,11:09,2,10,,7,14,Eli Manning pass complete short left to Victor Cruz for 13 yards (tackle by Zackary Bowman). Penalty on Zach Minter: Illegal Use of Hands (Declined),1.710,3.120
2,10:41,1,10,CHI 37,13,14,"Eli Manning pass complete deep right to Rueben Randle for 37 yards, touchdown",3.120,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,10:41,,,CHI 2,14,14,"Josh Brown kicks extra point good. Penalty on Devin Hester: Defensive Offside, 5 yards",0.000,0.000
2,10:41,,,NYG 40,14,14,"Josh Brown kicks off 60 yards, touchback",0.000,-0.280
2,10:31,1,10,CHI 20,14,14,Matt Forte right guard for 7 yards (tackle by Jon Beason),0.280,0.680
2,9:55,2,3,CHI 27,14,14,Eben Britton for 6 yards (tackle by Jon Beason),0.680,1.140
2,9:25,1,10,CHI 33,14,14,Jay Cutler pass complete deep right to Alshon Jeffery for 27 yards (tackle by Terrell Thomas),1.140,2.920
2,8:39,1,10,NYG 40,14,14,Jay Cutler pass complete short left to Martellus Bennett for 14 yards (tackle by Prince Amukamara),2.920,3.840
2,7:57,1,10,NYG 26,14,14,Jay Cutler pass incomplete deep left intended for Joe Anderson (defended by Mathias Kiwanuka),3.840,3.300
2,7:51,2,10,NYG 26,14,14,"Jay Cutler right end for 2 yards (tackle by Jason Pierre-Paul). Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",3.300,3.970
2,7:28,2,5,NYG 21,14,14,Jay Cutler pass complete short left to Brandon Marshall for 7 yards (tackle by Prince Amukamara),3.970,4.650
2,6:51,1,10,NYG 14,14,14,Jay Cutler pass complete short right to Matt Forte for 9 yards (tackle by Keith Rivers),4.650,5.670
2,6:06,2,1,NYG 5,14,14,Matt Forte right guard for 2 yards (tackle by Linval Joseph),5.670,6.510
2,5:24,1,3,NYG 3,14,20,"Jay Cutler pass complete short right to Brandon Marshall for 3 yards, touchdown",6.510,7.000
2,5:24,,,NYG 2,14,21,Robbie Gould kicks extra point good,0.000,0.000
2,5:24,,,CHI 35,14,21,"Robbie Gould kicks off 65 yards, returned by Jerrel Jernigan for 46 yards (tackle by Major Wright)",0.000,-1.990
2,5:12,1,10,NYG 46,14,21,Brandon Jacobs right end for -1 yards (tackle by Lance Briggs),1.990,1.320
2,4:33,2,11,NYG 45,14,21,Eli Manning pass complete short middle to Brandon Jacobs for 8 yards (tackle by Shea McClellin),1.320,1.690
2,3:47,3,3,CHI 47,14,21,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.690,0.130
2,3:43,4,3,CHI 47,14,21,"Steve Weatherford punts 47 yards, touchback",0.130,-0.280
2,3:34,1,10,CHI 20,14,21,Eben Britton for 13 yards (tackle by Antrel Rolle),0.280,1.140
2,2:55,1,10,CHI 33,14,21,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Justin Tuck),1.140,0.590
2,2:52,2,10,CHI 33,14,21,Jay Cutler pass complete short right to Martellus Bennett for 15 yards (tackle by Will Hill),0.590,2.130
2,2:06,1,10,CHI 48,14,21,Eben Britton for 9 yards (tackle by Justin Tuck),2.130,2.800
2,1:59,2,1,NYG 43,14,21,Eben Britton for no gain (tackle by Justin Tuck),2.800,2.080
2,1:11,3,1,NYG 43,14,21,Eben Britton for 2 yards,2.080,2.850
2,0:39,1,10,NYG 41,14,21,Jay Cutler pass complete short left to Brandon Marshall for 13 yards (tackle by Prince Amukamara),2.850,3.710
2,0:16,1,10,NYG 28,14,21,Jay Cutler pass complete to Matt Forte for 6 yards (tackle by Antrel Rolle),3.710,3.710
2,0:11,1,10,NYG 28,14,21,Timeout #3 by Chicago Bears,3.710,3.980
2,0:11,2,4,NYG 22,14,21,Jay Cutler pass incomplete deep left intended for Earl Bennett,3.980,3.270
2,0:06,3,4,NYG 22,14,24,Robbie Gould 40 yard field goal good,3.270,3.000
2,0:06,,,CHI 35,14,24,Robbie Gould kicks off 40 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,14,24,James Brown kicks off 67 yards,0.000,0.670
3,14:54,1,10,CHI 26,14,24,Jay Cutler pass complete short right to Brandon Marshall for 15 yards (tackle by Terrell Thomas),0.670,1.660
3,14:11,1,10,CHI 41,14,24,Matt Forte right guard for 1 yard (tackle by Jon Beason),1.660,1.260
3,13:36,2,9,CHI 42,14,24,Jay Cutler pass complete short left to Matt Forte for 6 yards (tackle by Will Hill),1.260,1.360
3,12:54,3,3,CHI 48,14,24,"Jay Cutler right guard for 9 yards (tackle by Will Hill). Penalty on Will Hill: Unnecessary Roughness, 15 yards",1.360,3.710
3,12:35,1,10,NYG 28,14,24,Jay Cutler pass incomplete short right intended for Martellus Bennett,3.710,3.170
3,12:31,2,10,NYG 28,14,24,"Matt Forte right end for 19 yards (tackle by Terrell Thomas). Penalty on Roberto Garza: Offensive Holding, 10 yards (no play)",3.170,1.820
3,12:13,2,20,NYG 38,14,24,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.820,1.160
3,12:07,3,20,NYG 38,14,24,Jay Cutler pass complete short right to Martellus Bennett for 4 yards (tackle by Antrel Rolle),1.160,1.060
3,11:29,4,16,NYG 34,14,27,Robbie Gould 52 yard field goal good,1.060,3.000
3,11:29,,,CHI 35,14,27,"Robbie Gould kicks off 70 yards, returned by Jerrel Jernigan for 26 yards (tackle by Craig Steltz)",0.000,-0.340
3,11:18,1,10,NYG 21,14,27,Eli Manning pass incomplete short middle intended for Bear Pascoe,0.340,-0.200
3,11:02,2,10,NYG 21,14,27,"Penalty on Larry Donnell: False Start, 5 yards (no play)",-0.200,-1.010
3,11:02,2,15,NYG 16,14,27,Eli Manning pass complete short middle to Da'Rel Scott for 4 yards (tackle by Lance Briggs),-1.010,-1.020
3,10:16,3,11,NYG 20,14,27,Eli Manning sacked by Lance Briggs for -7 yards,-1.020,-2.490
3,9:45,4,18,NYG 13,14,27,"Steve Weatherford punts 51 yards, returned by Devin Hester for no gain. Devin Hester fumbles (forced by Trumaine McBride), recovered by Eric Weems at CHI-29. Penalty on C.J. Wilson: Illegal Block Above the Waist, 10 yards",-2.490,-0.150
3,9:28,1,10,CHI 19,14,27,Alshon Jeffery left end for 15 yards (tackle by Will Hill),0.150,1.200
3,8:44,1,10,CHI 34,14,27,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Prince Amukamara),1.200,1.600
3,8:16,2,3,CHI 41,14,27,Matt Forte right end for 3 yards (tackle by Will Hill),1.600,1.860
3,7:35,1,10,CHI 44,14,27,Matt Forte left guard for no gain (tackle by Jon Beason),1.860,1.320
3,6:55,2,10,CHI 44,14,27,Jay Cutler pass complete short left to Martellus Bennett for 12 yards (tackle by Jon Beason),1.320,2.650
3,6:16,1,10,NYG 44,14,27,Jay Cutler pass incomplete deep left intended for Alshon Jeffery,2.650,2.110
3,6:09,2,10,NYG 44,14,27,Michael Bush left guard for no gain (tackle by Jon Beason),2.110,1.420
3,5:33,3,10,NYG 44,14,27,Jay Cutler pass incomplete short right intended for Michael Bush,1.420,0.330
3,5:29,4,10,NYG 44,14,27,"Adam Podlesh punts 35 yards, fair catch by Rueben Randle",0.330,0.380
3,5:21,1,10,NYG 9,14,27,Eli Manning pass complete deep right to Victor Cruz for 23 yards (tackle by Major Wright),-0.380,1.070
3,4:46,1,10,NYG 32,14,27,Brandon Jacobs left guard for 3 yards (tackle by Lance Briggs),1.070,0.930
3,4:00,2,7,NYG 35,14,27,Brandon Jacobs left end for -1 yards (tackle by Shea McClellin),0.930,0.100
3,3:10,3,8,NYG 34,14,27,Eli Manning pass complete short left to Hakeem Nicks for 31 yards (tackle by Major Wright),0.100,3.250
3,2:32,1,10,CHI 35,14,27,Eli Manning pass incomplete short left intended for Hakeem Nicks,3.250,2.700
3,2:26,2,10,CHI 35,14,27,Brandon Jacobs left guard for 3 yards (tackle by Major Wright),2.700,2.410
3,1:40,3,7,CHI 32,14,27,Eli Manning pass complete deep left to Rueben Randle for 18 yards (tackle by James Anderson),2.410,4.650
3,0:53,1,10,CHI 14,14,27,Brandon Jacobs right tackle for -2 yards (tackle by Corey Wootton),4.650,3.720
3,0:15,2,12,CHI 16,14,27,"Eli Manning pass incomplete deep left intended for Victor Cruz. Penalty on Tim Jennings: Defensive Pass Interference, 15 yards (no play)",3.720,6.970
3,0:10,1,1,CHI 1,20,27,"James Brewer for 1 yard, touchdown",6.970,7.000
3,0:10,,,CHI 2,21,27,Josh Brown kicks extra point good,0.000,0.000
3,0:10,,,NYG 35,21,27,"Josh Brown kicks off 69 yards, returned by Devin Hester for 22 yards (tackle by Jacquian Williams)",0.000,-0.040
Quarter,Time,Down,ToGo,Location,NYG,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 18,21,27,Matt Forte left guard for 9 yards (tackle by Antrel Rolle and Ryan Mundy),0.040,0.820
4,14:12,2,1,CHI 27,21,27,"Jay Cutler pass incomplete deep left intended for Alshon Jeffery. Penalty on Prince Amukamara: Defensive Holding, 6 yards (no play)",0.820,1.140
4,14:06,1,10,CHI 33,21,27,Matt Forte left guard for 5 yards (tackle by Mike Patterson),1.140,1.270
4,13:25,2,5,CHI 38,21,27,Matt Forte right tackle for 3 yards (tackle by Terrell Thomas),1.270,0.960
4,12:46,3,2,CHI 41,21,27,Jay Cutler pass complete short right to Matt Forte for 3 yards (tackle by Jon Beason),0.960,1.860
4,12:31,1,10,CHI 44,21,27,Matt Forte left end for 1 yard (tackle by Prince Amukamara),1.860,1.450
4,11:49,2,9,CHI 45,21,27,Jay Cutler pass complete short right to Martellus Bennett for 16 yards (tackle by Terrell Thomas and Jon Beason),1.450,2.980
4,11:07,1,10,NYG 39,21,27,Jay Cutler pass complete short right to Michael Bush for 6 yards (tackle by Terrell Thomas),2.980,3.250
4,10:26,2,4,NYG 33,21,27,Jay Cutler pass complete short left to Brandon Marshall for -1 yards (tackle by Prince Amukamara),3.250,2.410
4,9:43,3,5,NYG 34,21,27,"Jay Cutler pass incomplete. Penalty on Jay Cutler: Intentional Grounding, 11 yards",2.410,0.270
4,9:40,4,16,NYG 45,21,27,"Adam Podlesh punts 37 yards, fair catch by Rueben Randle",0.270,0.380
4,9:33,1,10,NYG 8,21,27,Brandon Jacobs left guard for 15 yards (tackle by Chris Conte),-0.380,0.480
4,8:50,1,10,NYG 23,21,27,Eli Manning pass incomplete short left intended for Da'Rel Scott,0.480,-0.070
4,8:43,2,10,NYG 23,21,27,Da'Rel Scott right end for 1 yard (tackle by Isaiah Frey and Jonathan Bostic),-0.070,-0.630
4,8:04,3,9,NYG 24,21,27,Eli Manning pass incomplete deep right intended for Hakeem Nicks,-0.630,-1.770
4,7:56,4,9,NYG 24,21,27,"Steve Weatherford punts 41 yards, out of bounds",-1.770,-1.270
4,7:48,1,10,CHI 35,21,27,Eben Britton for 3 yards (tackle by Jon Beason),1.270,1.130
4,7:05,2,7,CHI 38,21,27,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Prince Amukamara),1.130,1.990
4,6:21,1,10,CHI 46,21,27,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.990,1.450
4,6:14,2,10,CHI 46,21,27,Matt Forte left tackle for 6 yards (tackle by Jon Beason),1.450,1.550
4,5:35,3,4,NYG 48,21,27,Jay Cutler pass incomplete deep left intended for Earl Bennett,1.550,0.070
4,5:29,4,4,NYG 48,21,27,"Adam Podlesh punts 38 yards, fair catch by Rueben Randle",0.070,0.370
4,5:21,1,10,NYG 11,21,27,Brandon Jacobs left end for 14 yards (tackle by Major Wright),-0.370,0.610
4,4:38,1,10,NYG 25,21,27,Eli Manning pass incomplete short left intended for Hakeem Nicks,0.610,0.060
4,4:35,2,10,NYG 25,21,27,Brandon Jacobs left guard for 3 yards (tackle by Isaiah Frey),0.060,-0.230
4,3:54,3,7,NYG 28,21,27,Eli Manning pass complete short left to Hakeem Nicks for 11 yards (tackle by Zackary Bowman),-0.230,1.530
4,3:08,1,10,NYG 39,21,27,Brandon Jacobs right end for 12 yards (tackle by Major Wright),1.530,2.320
4,3:02,1,10,CHI 49,21,27,Eli Manning pass incomplete deep right intended for Larry Donnell (defended by Tim Jennings),2.320,1.780
4,2:57,2,10,CHI 49,21,27,Da'Rel Scott right guard for 13 yards (tackle by Chris Conte),1.780,3.180
4,2:37,1,10,CHI 36,21,27,Brandon Jacobs right tackle for 1 yard (tackle by Landon Cohen),3.180,2.770
4,2:02,2,9,CHI 35,21,27,Eli Manning pass incomplete deep right intended for Brandon Myers is intercepted by Tim Jennings at CHI-10 and returned for 16 yards (tackle by Victor Cruz),2.770,-0.670
4,1:54,1,10,CHI 26,21,27,Matt Forte left end for 1 yard (tackle by Jason Pierre-Paul and Linval Joseph),0.670,0.670
4,1:48,1,10,CHI 26,21,27,Timeout #1 by New York Giants,0.670,0.270
4,1:48,2,9,CHI 27,21,27,Eben Britton for 2 yards (tackle by Spencer Paysinger),0.270,0.270
4,1:42,2,9,CHI 27,21,27,Timeout #2 by New York Giants,0.270,-0.160
4,1:42,3,7,CHI 29,21,27,Jay Cutler pass complete short middle to Martellus Bennett for 7 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Defensive Holding (Declined),-0.160,1.330
4,1:35,1,10,CHI 36,21,27,Michael Bush left end for 3 yards (tackle by Spencer Paysinger),1.330,1.330
4,1:30,1,10,CHI 36,21,27,Timeout #3 by New York Giants,1.330,1.200
4,1:30,2,7,CHI 39,21,27,Michael Bush left end for 1 yard (tackle by Jon Beason),1.200,0.630
4,0:43,3,6,CHI 40,21,27,Michael Bush left guard for no gain (tackle by Cullen Jenkins),0.630,-0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
