Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,3:12,2,7,TAM 18,0,7,Rachaad White up the middle for 4 yards (tackle by Fred Warner),-0.280,-0.510
1,2:32,3,3,TAM 22,0,7,Baker Mayfield pass complete short left to Rachaad White for 8 yards (tackle by Dre Greenlaw),-0.510,0.940
1,1:53,1,10,TAM 30,0,7,Baker Mayfield pass complete short right to Rachaad White for 5 yards (tackle by Charvarius Ward),0.940,1.070
1,1:13,2,5,TAM 35,0,7,"Baker Mayfield pass complete short left to Deven Thompkins for no gain (tackle by Dre Greenlaw). Penalty on Talanoa Hufanga: Defensive Offside, 4 yards (accepted) (no play)",1.070,1.610
1,0:50,2,1,TAM 39,0,7,Baker Mayfield pass complete short left to Chase Edmonds for 11 yards (tackle by Dre Greenlaw),1.610,2.260
1,0:09,1,10,TAM 50,0,7,Chase Edmonds left end for 3 yards (tackle by Javon Kinlaw),2.260,2.120
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SFO 47,0,7,Trey Palmer right end for 6 yards (tackle by Tashaun Gipson),2.120,2.210
2,14:25,3,1,SFO 41,0,7,Baker Mayfield pass complete short left to Trey Palmer for 3 yards (tackle by Tashaun Gipson and Ambry Thomas),2.210,3.050
2,13:44,1,10,SFO 38,0,7,"Rachaad White up the middle for 4 yards. Penalty on Arik Armstead: Defensive Offside, 5 yards (accepted) (no play)",3.050,3.780
2,13:17,1,5,SFO 33,0,7,"Baker Mayfield sacked by Nick Bosa for no gain. Baker Mayfield fumbles (forced by Fred Warner), recovered by Clelin Ferrell at SF-35",3.780,-1.270
2,12:57,1,10,SFO 35,0,7,Elijah Mitchell right end for 13 yards (tackle by Antoine Winfield),1.270,2.130
2,12:16,1,10,SFO 48,0,7,Elijah Mitchell left guard for 2 yards (tackle by Vita Vea and Shaquil Barrett),2.130,1.850
2,11:43,2,8,SFO 50,0,7,Elijah Mitchell right end for 6 yards (tackle by Lavonte David),1.850,1.950
2,11:03,3,2,TAM 44,0,7,Brock Purdy scrambles up the middle for 3 yards (tackle by Antoine Winfield),1.950,2.850
2,10:18,1,10,TAM 41,0,7,Brock Purdy pass complete deep middle to Brandon Aiyuk for 19 yards (tackle by Jamel Dean),2.850,4.110
2,9:34,1,10,TAM 22,0,7,Elijah Mitchell right end for 3 yards (tackle by Devin White),4.110,3.970
2,8:52,2,7,TAM 19,0,7,Brock Purdy sacked by YaYa Diaby for -8 yards,3.970,2.210
2,8:09,3,15,TAM 27,0,7,Brock Purdy pass complete short right to Deebo Samuel for 8 yards (tackle by Lavonte David),2.210,2.180
2,7:25,4,7,TAM 19,0,10,Jake Moody 37 yard field goal good,2.180,3.000
2,7:21,,,SFO 35,0,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,7:21,1,10,TAM 25,0,10,Baker Mayfield pass complete short left to Payne Durham for 8 yards (tackle by Oren Burks),0.610,1.140
2,6:44,2,2,TAM 33,0,10,Chase Edmonds left tackle for 3 yards (tackle by Fred Warner),1.140,1.330
2,6:03,1,10,TAM 36,0,10,Baker Mayfield pass complete deep right to Trey Palmer for 17 yards (tackle by Charvarius Ward),1.330,2.460
2,5:27,1,10,SFO 47,0,10,Chase Edmonds right tackle for 1 yard (tackle by Fred Warner),2.460,2.050
2,4:46,2,9,SFO 46,0,10,"Baker Mayfield pass incomplete short right intended for Cade Otton. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",2.050,2.720
2,4:43,2,4,SFO 41,0,10,Rachaad White left guard for 2 yards (tackle by Javon Hargrave),2.720,2.280
2,4:02,3,2,SFO 39,0,10,Baker Mayfield scrambles left tackle for 3 yards (tackle by Dre Greenlaw and Javon Hargrave),2.280,3.180
2,3:16,1,10,SFO 36,0,10,Baker Mayfield sacked by Arik Armstead for -9 yards,3.180,1.420
2,2:32,2,19,SFO 45,0,10,Baker Mayfield pass complete deep middle to Cade Otton for 27 yards (tackle by Talanoa Hufanga),1.420,4.370
2,2:00,1,10,SFO 18,0,10,Deven Thompkins left end for 17 yards (tackle by Clelin Ferrell),4.370,6.970
2,1:52,1,1,SFO 1,6,10,"Baker Mayfield pass complete short left to Mike Evans for 1 yard, touchdown",6.970,7.000
2,1:48,,,SFO 15,7,10,Chase McLaughlin kicks extra point good,0.000,0.000
2,1:48,,,TAM 35,7,10,"Jake Camarda kicks off 55 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Anthony Nelson and Josh Hayes)",0.000,0.870
2,1:43,1,10,SFO 29,7,10,Brock Purdy pass complete short right to Brandon Aiyuk for 37 yards (tackle by Devin White),0.870,3.310
2,1:33,1,10,TAM 34,7,10,Christian McCaffrey left end for -2 yards (tackle by Lavonte David),3.310,2.500
2,0:49,2,12,TAM 36,7,10,Brock Purdy pass complete short left to George Kittle for 9 yards (tackle by Lavonte David and Devin White),2.500,3.010
2,0:42,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:42,3,3,TAM 27,7,10,Brock Purdy pass complete short left to Brandon Aiyuk for 10 yards (tackle by Dee Delaney),3.010,4.440
2,0:32,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:32,1,10,TAM 17,7,10,Brock Purdy pass complete short right to Christian McCaffrey for 2 yards (tackle by Antoine Winfield),4.440,4.150
2,0:28,2,8,TAM 15,7,10,Brock Purdy pass complete short right to George Kittle for 5 yards (tackle by Lavonte David),4.150,4.340
2,0:24,3,3,TAM 10,7,10,Brock Purdy pass incomplete short middle intended for Jauan Jennings,4.340,2.860
2,0:20,4,3,TAM 10,7,13,Jake Moody 28 yard field goal good,2.860,3.000
2,0:16,,,SFO 35,7,13,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,0:16,1,10,TAM 25,7,13,Baker Mayfield kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,13,"Jake Moody kicks off 65 yards, returned by Deven Thompkins for 23 yards (tackle by Jordan Mason)",0.000,0.480
3,14:54,1,10,TAM 23,7,13,Rachaad White up the middle for 7 yards (tackle by Fred Warner and Tashaun Gipson),0.480,0.880
3,14:15,2,3,TAM 30,7,13,Rachaad White right guard for 5 yards (tackle by Javon Hargrave and Nick Bosa),0.880,1.270
3,13:33,1,10,TAM 35,7,13,Baker Mayfield pass incomplete deep left intended for Mike Evans,1.270,0.720
3,13:27,2,10,TAM 35,7,13,Baker Mayfield pass complete short middle to Chris Godwin for 7 yards (tackle by Fred Warner),0.720,0.960
3,12:42,3,3,TAM 42,7,13,Baker Mayfield pass incomplete deep right intended for Trey Palmer (defended by Charvarius Ward),0.960,-0.590
3,12:36,4,3,TAM 42,7,13,Jake Camarda punts 56 yards out of bounds,-0.590,0.380
3,12:28,1,10,SFO 2,7,13,Christian McCaffrey up the middle for 1 yard (tackle by Antoine Winfield and Shaquil Barrett),-0.380,-0.710
3,11:46,2,9,SFO 3,7,13,Brock Purdy pass complete short left to George Kittle for 21 yards (tackle by Jamel Dean),-0.710,0.540
3,11:06,1,10,SFO 24,7,19,"Brock Purdy pass complete deep left to Brandon Aiyuk for 76 yards, touchdown",0.540,7.000
3,10:54,,,TAM 15,7,20,Jake Moody kicks extra point good,0.000,0.000
3,10:54,,,SFO 35,7,20,"Jake Moody kicks off 62 yards, returned by Deven Thompkins for 16 yards (tackle by Charlie Woerner). Penalty on Payne Durham: Offensive Illegal Block Above the Waist, 10 yards (declined) . Penalty on SirVocea Dennis: Offensive Illegal Block Above the Waist, 9 yards (accepted)",0.000,-0.380
3,10:48,1,10,TAM 10,7,20,Rachaad White left tackle for no gain (tackle by Javon Kinlaw and Dre Greenlaw),-0.380,-0.780
3,10:04,2,10,TAM 10,7,20,Baker Mayfield pass complete short right to Trey Palmer for -1 yards (tackle by Charvarius Ward),-0.780,-1.540
3,9:21,3,11,TAM 9,7,20,Baker Mayfield pass complete short right to Mike Evans for 13 yards (tackle by Charvarius Ward),-1.540,0.410
3,8:40,1,10,TAM 22,7,20,Baker Mayfield pass complete short right to Rachaad White for 11 yards (tackle by Arik Armstead),0.410,1.140
3,7:56,1,10,TAM 33,7,20,Baker Mayfield pass complete short middle to Chris Godwin for no gain (tackle by Fred Warner),1.140,0.590
3,7:15,2,10,TAM 33,7,20,Baker Mayfield pass incomplete short middle intended for Rachaad White,0.590,-0.100
3,7:12,3,10,TAM 33,7,20,Baker Mayfield pass incomplete deep middle intended for Mike Evans (defended by Dre Greenlaw),-0.100,-1.180
3,7:08,4,10,TAM 33,7,20,"Jake Camarda aborted snap, recovered by Jake Camarda at TB-33 Jake Camarda punts 46 yards, fair catch by Ray-Ray McCloud at SF-21",-1.180,-0.340
3,7:00,1,10,SFO 21,7,20,Christian McCaffrey right end for 12 yards (tackle by Carlton Davis),0.340,1.140
3,6:16,1,10,SFO 33,7,20,Brock Purdy pass complete short left to George Kittle for 11 yards (tackle by Antoine Winfield),1.140,1.860
3,5:36,1,10,SFO 44,7,20,Christian McCaffrey left tackle for -4 yards (tackle by Shaquil Barrett),1.860,0.780
3,4:58,2,14,SFO 40,7,20,Brock Purdy pass complete deep right to Deebo Samuel for 40 yards (tackle by Dee Delaney),0.780,4.240
3,4:17,1,10,TAM 20,7,20,Christian McCaffrey up the middle for 6 yards (tackle by Logan Hall and Kaevon Merriweather),4.240,4.640
3,3:35,2,4,TAM 14,7,20,Christian McCaffrey right tackle for 3 yards (tackle by Greg Gaines and Antoine Winfield),4.640,4.590
3,2:52,3,1,TAM 11,7,20,Christian McCaffrey left tackle for 5 yards (tackle by Antoine Winfield),4.590,5.830
3,2:24,1,6,TAM 6,7,20,Christian McCaffrey up the middle for 3 yards (tackle by Vita Vea),5.830,5.530
3,1:46,2,3,TAM 3,7,26,"Brock Purdy pass complete short left to George Kittle for 3 yards, touchdown",5.530,7.000
3,1:42,,,TAM 15,7,27,Jake Moody kicks extra point good,0.000,0.000
3,1:42,,,SFO 35,7,27,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,1:42,1,10,TAM 25,7,27,Baker Mayfield pass complete short left to Mike Evans for 6 yards (tackle by Ji'Ayir Brown),0.610,0.870
3,1:04,2,4,TAM 31,7,27,Chase Edmonds left end for 1 yard (tackle by Chase Young),0.870,0.300
3,0:22,3,3,TAM 32,7,27,Baker Mayfield pass complete short left to Chris Godwin for 4 yards (tackle by Ambry Thomas),0.300,1.330
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 36,7,27,Baker Mayfield pass complete deep middle to Rakim Jarrett for 41 yards (tackle by Ji'Ayir Brown),1.330,4.040
4,14:27,1,10,SFO 23,7,27,"Baker Mayfield pass incomplete deep middle intended for Cade Otton. Penalty on Fred Warner: Defensive Pass Interference, 22 yards (accepted) (no play)",4.040,6.970
4,14:22,1,1,SFO 1,13,27,"Rachaad White right guard for 1 yard, touchdown",6.970,7.000
4,14:16,,,SFO 15,14,27,Chase McLaughlin kicks extra point good,0.000,0.000
4,14:16,,,TAM 35,14,27,"Jake Camarda kicks off 47 yards, returned by Jordan Mason for 12 yards (tackle by SirVocea Dennis)",0.000,0.940
4,14:11,1,10,SFO 30,14,27,"Penalty on Kyle Juszczyk: False Start, 5 yards (accepted) (no play)",0.940,0.610
4,14:11,1,15,SFO 25,14,27,Christian McCaffrey up the middle for 2 yards (tackle by William Gholston and Antoine Winfield),0.610,-0.010
4,13:24,,,,,,Timeout #1 by San Francisco 49ers,,
4,13:24,2,13,SFO 27,14,27,Brock Purdy pass complete short left to Christian McCaffrey for 6 yards (tackle by Josh Hayes and SirVocea Dennis),-0.010,0.100
4,12:41,3,7,SFO 33,14,27,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,0.100,-1.180
4,12:36,4,7,SFO 33,14,27,"Mitch Wishnowsky punts 60 yards, returned by Deven Thompkins for 13 yards (tackle by George Odum)",-1.180,-0.280
4,12:25,1,10,TAM 20,14,27,Baker Mayfield pass incomplete short middle intended for Trey Palmer (defended by Fred Warner),0.280,-0.270
4,12:20,2,10,TAM 20,14,27,Baker Mayfield pass complete short right to Mike Evans for 12 yards (tackle by Charvarius Ward),-0.270,1.070
4,12:00,1,10,TAM 32,14,27,Baker Mayfield pass complete short right to Chris Godwin for 9 yards,1.070,1.740
4,11:45,2,1,TAM 41,14,27,Rachaad White up the middle for 3 yards (tackle by Fred Warner),1.740,1.860
4,11:16,1,10,TAM 44,14,27,Baker Mayfield pass complete short middle to Trey Palmer for 3 yards (tackle by Fred Warner),1.860,1.720
4,10:47,2,7,TAM 47,14,27,Baker Mayfield pass complete short right to Chris Godwin for 8 yards (tackle by Charvarius Ward),1.720,2.590
4,10:24,1,10,SFO 45,14,27,Baker Mayfield pass complete short right to Rachaad White for no gain (tackle by Fred Warner),2.590,2.040
4,9:49,2,10,SFO 45,14,27,Baker Mayfield pass complete short right to Rachaad White for no gain (tackle by Deommodore Lenoir),2.040,1.360
4,9:03,3,10,SFO 45,14,27,Baker Mayfield pass complete short middle to Chris Godwin for 11 yards (tackle by Charvarius Ward),1.360,3.310
4,8:32,1,10,SFO 34,14,27,Baker Mayfield pass complete short right to Payne Durham for 5 yards,3.310,3.450
4,7:58,2,5,SFO 29,14,27,Baker Mayfield pass incomplete deep middle intended for Mike Evans,3.450,2.740
4,7:54,3,5,SFO 29,14,27,Baker Mayfield pass incomplete short middle intended for Mike Evans (defended by Fred Warner),2.740,1.540
4,7:50,4,5,SFO 29,14,27,Baker Mayfield pass complete short right to Mike Evans for 11 yards (tackle by Ambry Thomas and Ji'Ayir Brown),1.540,4.370
4,7:17,1,10,SFO 18,14,27,Baker Mayfield pass complete short right to Cade Otton for 6 yards (tackle by Dre Greenlaw and Charvarius Ward),4.370,4.810
4,6:53,2,4,SFO 12,14,27,Baker Mayfield pass incomplete short middle intended for Deven Thompkins,4.810,4.030
4,6:49,3,4,SFO 12,14,27,Baker Mayfield pass incomplete short right intended for Mike Evans (defended by Tashaun Gipson),4.030,2.710
4,6:45,4,4,SFO 12,14,27,Baker Mayfield pass incomplete short left intended for Mike Evans (defended by Ji'Ayir Brown),2.710,0.350
4,6:39,1,10,SFO 12,14,27,Christian McCaffrey left tackle for -1 yards (tackle by YaYa Diaby and Antoine Winfield),-0.350,-0.850
4,5:57,2,11,SFO 11,14,27,Brock Purdy sacked by YaYa Diaby for -8 yards,-0.850,-2.470
4,5:12,3,19,SFO 3,14,27,Christian McCaffrey up the middle for 12 yards (tackle by SirVocea Dennis and Antoine Winfield),-2.470,-2.440
4,4:27,4,7,SFO 15,14,27,"Mitch Wishnowsky punts 49 yards, returned by Deven Thompkins for 51 yards (tackle by Dee Winters)",-2.440,-4.710
4,4:12,1,10,SFO 13,14,27,Baker Mayfield pass complete short left to Rachaad White for 4 yards (tackle by Dre Greenlaw and Ambry Thomas),4.710,4.770
4,3:46,2,6,SFO 9,14,27,Baker Mayfield pass incomplete short middle intended for Cade Otton (defended by Ji'Ayir Brown),4.770,3.880
4,3:42,3,6,SFO 9,14,27,Baker Mayfield pass short left (defended by Dre Greenlaw) intended for Chris Godwin is intercepted by Ji'Ayir Brown in end zone and returned for no gain,3.880,-0.280
4,3:38,1,10,SFO 20,14,27,Christian McCaffrey up the middle for -1 yards (tackle by Vita Vea),0.280,-0.460
4,3:33,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,3:33,2,11,SFO 19,14,27,Brock Purdy left end for 13 yards (tackle by Josh Hayes),-0.460,1.070
4,2:52,1,10,SFO 32,14,27,Brock Purdy pass complete short right to George Kittle for 12 yards (tackle by Antoine Winfield),1.070,1.860
4,2:43,1,10,SFO 44,14,27,Christian McCaffrey left end for 6 yards (tackle by Kaevon Merriweather),1.860,2.130
4,2:34,2,4,SFO 50,14,27,Christian McCaffrey left guard for 2 yards (tackle by Shaquil Barrett),2.130,1.690
4,2:30,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:30,3,2,TAM 48,14,27,Christian McCaffrey left guard for 1 yard (tackle by Shaquil Barrett and Kaevon Merriweather),1.690,0.130
4,2:19,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:19,4,1,TAM 47,14,27,Christian McCaffrey left guard for no gain (tackle by Josh Hayes and Antoine Winfield),0.130,-2.060
4,2:13,1,10,TAM 47,14,27,Baker Mayfield pass complete short right to Cade Otton for 8 yards (tackle by Dre Greenlaw),2.060,2.600
4,2:08,2,2,SFO 45,14,27,Baker Mayfield pass incomplete short right,2.600,1.880
4,2:02,3,2,SFO 45,14,27,Rachaad White up the middle for 5 yards (tackle by Arik Armstead and Ji'Ayir Brown),1.880,2.920
4,1:57,1,10,SFO 40,14,27,"Baker Mayfield sacked by and Nick Bosa for -7 yards and Dre Greenlaw for -7 yards. Penalty on Luke Goedeke: Offensive Holding, 10 yards (declined)",2.920,1.430
4,1:50,2,17,SFO 47,14,27,Baker Mayfield pass complete short right to Cade Otton for 8 yards (tackle by Deommodore Lenoir and Fred Warner),1.430,1.820
4,1:44,3,9,SFO 39,14,27,Baker Mayfield sacked by Chase Young for -9 yards,1.820,0.070
4,1:11,4,18,SFO 48,14,27,Baker Mayfield pass incomplete deep right (defended by Charvarius Ward),0.070,-2.130
4,1:02,1,10,SFO 48,14,27,Brock Purdy kneels for -1 yards,2.130,1.450
4,0:32,2,11,SFO 47,14,27,Brock Purdy kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
