Player,Pos
Ryan Tannehill,QB
Lamar Miller,RB
Mike Wallace,WR
Jarvis Landry,WR
Brian Hartline,WR
Charles Clay,TE
Branden Albert,LT
Daryn Colledge,LG
Samson Satele,C
Mike Pouncey,RG
Ja'Wuan James,RT
Olivier Vernon,RE
Cameron Wake,LDE
Jared Odrick,DT
Randy Starks,DT
Jelani Jenkins,LB
Koa Misi,LB
Jimmy Wilson,LB
Brent Grimes,CB
Cortland Finnegan,CB
Reshad Jones,S
Louis Delmas,S
