Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
1,6:08,1,10,LAR 22,0,7,"Penalty on ARI: Defensive Too Many Men on Field, 5 yards (no play)",0.410,1.140
1,5:49,1,5,LAR 27,0,7,Jared Goff pass incomplete short right intended for Darrell Henderson,1.140,0.540
1,5:45,2,5,LAR 27,0,7,"Jared Goff pass incomplete short right intended for Josh Reynolds. Penalty on Dre Kirkpatrick: Defensive Holding, 5 yards (no play)",0.540,1.070
1,5:39,1,10,LAR 32,0,7,Jared Goff pass incomplete short right,1.070,0.530
1,5:37,2,10,LAR 32,0,7,"Penalty on Josh Reynolds: False Start, 5 yards (no play)",0.530,-0.150
1,5:37,2,15,LAR 27,0,7,Jared Goff pass complete short left to Darrell Henderson for 6 yards (tackle by De'Vondre Campbell),-0.150,-0.030
1,4:48,3,9,LAR 33,0,7,Jared Goff sacked by Dennis Gardeck for -7 yards,-0.030,-1.630
1,4:13,4,16,LAR 26,0,7,Johnny Hekker punts 44 yards downed by Nick Scott,-1.630,-0.940
1,4:04,1,10,ARI 30,0,7,Kyler Murray right tackle for 4 yards (tackle by A'Shawn Robinson),0.940,0.930
1,3:33,2,6,ARI 34,0,7,Kenyan Drake up the middle for 2 yards (tackle by Troy Reeder),0.930,0.500
1,2:58,3,4,ARI 36,0,7,Kyler Murray pass incomplete short right intended for Andy Isabella (defended by Troy Hill),0.500,-0.980
1,2:54,4,4,ARI 36,0,7,"Andy Lee punts 49 yards, fair catch by Nsimba Webster at LA-15",-0.980,0.220
1,2:47,1,10,LAR 15,0,7,Cam Akers up the middle for 2 yards (tackle by Domata Peko),-0.220,-0.440
1,2:01,2,8,LAR 17,0,7,Jared Goff pass complete short left to Van Jefferson for 5 yards (tackle by Budda Baker),-0.440,-0.510
1,1:23,3,3,LAR 22,0,7,Jared Goff pass complete short right to Tyler Higbee for 4 yards (tackle by Chris Banjo),-0.510,0.670
1,0:43,1,10,LAR 26,0,7,Malcolm Brown left tackle for -2 yards (tackle by Leki Fotu),0.670,-0.140
1,0:07,2,12,LAR 24,0,7,Jared Goff pass complete short middle to Tyler Higbee for 16 yards (tackle by De'Vondre Campbell and Jordan Hicks),-0.140,1.600
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAR 40,0,7,Jared Goff pass complete short left to Van Jefferson for 5 yards (tackle by Johnathan Joseph),1.600,1.730
2,14:23,2,5,LAR 45,0,7,Jared Goff pass complete short right to Robert Woods for 9 yards (tackle by Patrick Peterson),1.730,2.520
2,13:49,1,10,ARI 46,0,7,Jared Goff pass incomplete short middle intended for Van Jefferson,2.520,1.980
2,13:44,2,10,ARI 46,0,7,Jared Goff pass complete short middle to Van Jefferson for 8 yards (tackle by Isaiah Simmons),1.980,2.350
2,13:01,3,2,ARI 38,0,7,Jared Goff pass complete short right to Tyler Higbee for 3 yards (tackle by Chris Banjo),2.350,3.250
2,12:21,1,10,ARI 35,0,7,Malcolm Brown up the middle for 1 yard (tackle by Isaiah Simmons and Domata Peko),3.250,2.840
2,11:43,2,9,ARI 34,0,7,Jared Goff pass complete short left to Cooper Kupp for 5 yards (tackle by Chris Banjo),2.840,2.810
2,11:08,3,4,ARI 29,0,7,"Jared Goff pass complete short left to Cooper Kupp for 12 yards (tackle by Byron Murphy). Penalty on Angelo Blackson: Roughing the Passer, 8 yards",2.810,5.140
2,10:40,1,9,ARI 9,6,7,"Cam Akers up the middle for 9 yards, touchdown",5.140,7.000
2,10:35,,,ARI 15,7,7,Matt Gay kicks extra point good,0.000,0.000
2,10:35,,,LAR 35,7,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,10:35,1,10,ARI 25,7,7,Kyler Murray left end for no gain (tackle by Aaron Donald),0.610,0.060
2,9:54,2,10,ARI 25,7,7,Kyler Murray pass incomplete short left intended for Kenyan Drake,0.060,-0.620
2,9:50,3,10,ARI 25,7,7,Kyler Murray pass incomplete deep left,-0.620,-1.700
2,9:43,4,10,ARI 25,7,7,Andy Lee punts 31 yards out of bounds,-1.700,-1.860
2,9:36,1,10,LAR 44,7,7,Jared Goff pass complete short left to Cooper Kupp for 15 yards (tackle by Dre Kirkpatrick),1.860,2.850
2,8:52,1,10,ARI 41,7,7,Cam Akers right end for 8 yards (tackle by Patrick Peterson),2.850,3.390
2,8:14,2,2,ARI 33,7,7,Cam Akers up the middle for 3 yards (tackle by Domata Peko),3.390,3.580
2,7:39,1,10,ARI 30,7,7,Jared Goff pass complete deep middle to Josh Reynolds for 21 yards (tackle by Chris Banjo),3.580,5.140
2,6:55,1,9,ARI 9,7,7,Cam Akers left end for 4 yards (tackle by Trevon Coley),5.140,5.150
2,6:09,2,5,ARI 5,7,7,Cam Akers up the middle for 3 yards (tackle by Angelo Blackson),5.150,4.950
2,5:45,3,2,ARI 2,7,7,Cam Akers right tackle for 1 yard (tackle by Patrick Peterson and Budda Baker),4.950,3.550
2,5:28,4,1,ARI 1,7,7,Cam Akers left tackle for -1 yards (tackle by Angelo Blackson),3.550,0.380
2,5:23,1,10,ARI 2,7,7,Kenyan Drake up the middle for no gain (tackle by Troy Reeder),-0.380,-0.780
2,4:41,2,10,ARI 2,7,7,Kyler Murray pass incomplete deep right intended for Christian Kirk,-0.780,-1.420
2,4:36,3,10,ARI 2,7,7,"Penalty on Justin Pugh: False Start, 1 yard (no play)",-1.420,-1.540
2,4:36,3,11,ARI 1,7,7,Kyler Murray pass incomplete short middle intended for Dan Arnold (defended by Sebastian Joseph),-1.540,-2.490
2,4:32,4,11,ARI 1,7,7,"Andy Lee punts 53 yards, returned by Nsimba Webster for 9 yards (tackle by Trent Sherfield and Zeke Turner)",-2.490,-2.590
2,4:18,1,10,ARI 45,7,7,Jared Goff pass complete deep right to Robert Woods for 18 yards (tackle by Chris Banjo),2.590,3.780
2,3:52,1,10,ARI 27,7,7,Jared Goff pass complete short right to Robert Woods for 4 yards (tackle by Chris Banjo),3.780,3.770
2,3:08,2,6,ARI 23,7,7,Cam Akers right tackle for -4 yards (tackle by Haason Reddick),3.770,2.540
2,2:26,3,10,ARI 27,7,7,Jared Goff pass complete short left to Robert Woods for 10 yards (tackle by Budda Baker),2.540,4.440
2,2:00,1,10,ARI 17,7,7,Jared Goff pass complete short left to Robert Woods for 6 yards (tackle by De'Vondre Campbell),4.440,4.890
2,1:33,2,4,ARI 11,7,7,Cam Akers up the middle for 5 yards (tackle by Haason Reddick),4.890,5.830
2,1:06,1,6,ARI 6,7,7,Cam Akers up the middle for 3 yards (tackle by De'Vondre Campbell),5.830,5.530
2,1:00,,,,,,Timeout #1 by Arizona Cardinals,,
2,1:00,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:00,2,3,ARI 3,7,7,Cam Akers up the middle for 2 yards (tackle by Markus Golden),5.530,5.170
2,0:56,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:56,3,1,ARI 1,13,7,"Jared Goff pass complete short right to Tyler Higbee for 1 yard, touchdown",5.170,7.000
2,0:51,,,ARI 15,14,7,Matt Gay kicks extra point good,0.000,0.000
2,0:51,,,LAR 35,14,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,0:51,1,10,ARI 25,14,7,Chase Edmonds up the middle for 6 yards (tackle by John Johnson),0.610,0.870
2,0:44,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:44,2,4,ARI 31,14,7,Kyler Murray pass complete short middle to KeeSean Johnson for 6 yards (tackle by John Johnson),0.870,1.400
2,0:31,1,10,ARI 37,14,7,Kyler Murray pass complete short middle to Chase Edmonds for 8 yards (tackle by Troy Reeder),1.400,1.940
2,0:19,2,2,ARI 45,14,7,Kyler Murray spiked the ball,1.940,1.220
2,0:18,3,2,ARI 45,14,7,"Kyler Murray pass incomplete deep left intended for DeAndre Hopkins. Penalty on Jalen Ramsey: Defensive Pass Interference, 25 yards (no play)",1.220,3.580
2,0:13,1,10,LAR 30,14,7,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,3.580,3.030
2,0:08,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:08,2,10,LAR 30,14,7,Zane Gonzalez 48 yard field goal no good,3.030,-1.470
2,0:04,1,10,LAR 38,14,7,Jared Goff kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,7,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,14,7,Jared Goff pass complete short left to Darrell Henderson for 19 yards (tackle by Dre Kirkpatrick),0.610,1.860
3,14:36,1,10,LAR 44,14,7,Jared Goff pass incomplete deep left intended for Tyler Higbee,1.860,1.320
3,14:33,2,10,LAR 44,14,7,Jared Goff pass complete short right to Gerald Everett for 3 yards (tackle by Budda Baker),1.320,1.030
3,13:45,3,7,LAR 47,14,7,Jared Goff pass complete short right to Malcolm Brown for 30 yards (tackle by Patrick Peterson),1.030,4.040
3,13:01,1,10,ARI 23,14,7,Jared Goff pass complete short left to Robert Woods for 5 yards (tackle by Dre Kirkpatrick),4.040,4.210
3,12:22,2,5,ARI 18,14,7,Malcolm Brown left tackle for -2 yards (tackle by Leki Fotu),4.210,3.200
3,11:41,3,7,ARI 20,14,7,"Jared Goff pass complete short middle to Robert Woods for 8 yards (tackle by Jordan Hicks). Penalty on Robert Woods: Offensive Pass Interference, 10 yards (no play)",3.200,1.880
3,11:15,3,17,ARI 30,14,7,Jared Goff pass complete short left to Cooper Kupp for 9 yards (tackle by Markus Golden),1.880,2.060
3,10:31,4,8,ARI 21,17,7,Matt Gay 39 yard field goal good,2.060,3.000
3,10:26,,,LAR 35,17,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,10:26,1,10,ARI 25,17,7,Kyler Murray pass complete short left to Kenyan Drake for 8 yards (tackle by Troy Reeder),0.610,1.140
3,9:58,2,2,ARI 33,17,7,Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards (tackle by Troy Hill),1.140,1.530
3,9:35,1,10,ARI 39,17,7,Kyler Murray pass complete short left to DeAndre Hopkins for 10 yards (tackle by Leonard Floyd),1.530,2.190
3,9:05,1,10,ARI 49,17,7,Kenyan Drake up the middle for 3 yards (tackle by Samson Ebukam),2.190,2.050
3,8:37,2,7,LAR 48,17,7,Kyler Murray pass complete short right to KeeSean Johnson for 6 yards (tackle by Troy Reeder),2.050,2.150
3,8:17,3,1,LAR 42,17,7,Kyler Murray right end for 4 yards (tackle by John Johnson),2.150,3.050
3,7:45,1,10,LAR 38,17,7,Chase Edmonds up the middle for -2 yards (tackle by Kenny Young),3.050,2.240
3,7:08,2,12,LAR 40,17,7,Kyler Murray pass incomplete short middle intended for Andy Isabella (defended by Troy Reeder),2.240,1.550
3,7:03,3,12,LAR 40,17,7,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,1.550,0.590
3,6:58,,,,,,Timeout #1 by Los Angeles Rams,,
3,6:58,4,12,LAR 40,17,7,Kyler Murray pass complete short left to KeeSean Johnson for 12 yards (tackle by Troy Hill),0.590,3.710
3,6:31,1,10,LAR 28,17,7,Kyler Murray up the middle for 7 yards (tackle by John Johnson),3.710,4.110
3,5:53,2,3,LAR 21,17,7,Chase Edmonds up the middle for 13 yards (tackle by Jordan Fuller),4.110,5.370
3,5:22,1,8,LAR 8,17,7,Chase Edmonds up the middle for 3 yards (tackle by Leonard Floyd and Troy Reeder),5.370,5.150
3,4:37,2,5,LAR 5,17,7,Kenyan Drake right end for 1 yard (tackle by John Johnson),5.150,4.490
3,4:08,3,4,LAR 4,17,13,"Kyler Murray pass complete short left to DeAndre Hopkins for 4 yards, touchdown",4.490,7.000
3,4:03,,,LAR 15,17,14,Zane Gonzalez kicks extra point good,0.000,0.000
3,4:03,,,ARI 35,17,14,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,4:03,1,10,LAR 25,17,14,Jared Goff pass incomplete short right,0.610,0.060
3,3:57,2,10,LAR 25,17,14,Jared Goff pass complete short left to Robert Woods for 9 yards (tackle by Domata Peko),0.060,0.560
3,3:14,,,,,,Timeout #2 by Los Angeles Rams,,
3,3:14,3,1,LAR 34,17,14,Jared Goff pass complete short right to Cam Akers for 22 yards (tackle by Chris Banjo),0.560,2.650
3,2:32,1,10,ARI 44,17,14,Jared Goff pass complete short middle to Gerald Everett for 6 yards (tackle by Jordan Hicks),2.650,2.920
3,1:56,2,4,ARI 38,17,14,Jared Goff pass complete short left to Cooper Kupp for 13 yards (tackle by Patrick Peterson),2.920,3.910
3,1:21,1,10,ARI 25,17,14,Jared Goff pass complete short middle to Van Jefferson for 9 yards (tackle by De'Vondre Campbell),3.910,4.750
3,0:47,2,1,ARI 16,17,14,Cam Akers left end for 5 yards (tackle by Budda Baker),4.750,4.840
3,0:05,1,10,ARI 11,17,14,Jared Goff pass complete short left to Cooper Kupp for 8 yards (tackle by Budda Baker),4.840,5.660
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,ARI 3,17,14,"Jared Goff pass incomplete short middle intended for Cooper Kupp. Penalty on Patrick Peterson: Defensive Holding, 2 yards (no play)",5.660,6.970
4,14:56,1,1,ARI 1,23,14,"Jared Goff up the middle for 1 yard, touchdown",6.970,7.000
4,14:52,,,ARI 15,24,14,Matt Gay kicks extra point good,0.000,0.000
4,14:52,,,LAR 35,24,14,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,14:52,1,10,ARI 25,24,14,Kyler Murray pass complete short left to DeAndre Hopkins for 5 yards (tackle by Jalen Ramsey),0.610,0.740
4,14:33,2,5,ARI 30,24,14,Kyler Murray pass complete short left to DeAndre Hopkins for 5 yards (tackle by Jordan Fuller and John Johnson),0.740,1.270
4,14:13,1,10,ARI 35,24,14,Kyler Murray pass incomplete deep right intended for Christian Kirk,1.270,0.720
4,14:08,2,10,ARI 35,24,14,Kyler Murray pass incomplete short middle intended for Chase Edmonds (defended by A'Shawn Robinson),0.720,0.040
4,14:05,3,10,ARI 35,24,14,Kyler Murray pass incomplete short left intended for Chase Edmonds,0.040,-1.040
4,14:00,4,10,ARI 35,24,14,"Andy Lee punts 54 yards, returned by Nsimba Webster for 4 yards (tackle by Charles Washington). Nsimba Webster fumbles (forced by Charles Washington), recovered by Trent Sherfield at LA-15. Penalty on Johnny Mundt: Illegal Block Above the Waist (Declined)",-1.040,4.580
4,13:46,1,10,LAR 15,24,14,Kenyan Drake up the middle for 11 yards (tackle by Troy Reeder),4.580,6.280
4,13:28,1,4,LAR 4,24,20,"Kenyan Drake left end for 4 yards, touchdown",6.280,7.000
4,13:21,,,LAR 15,24,21,Zane Gonzalez kicks extra point good,0.000,0.000
4,13:21,,,ARI 35,24,21,"Zane Gonzalez kicks off 60 yards, returned by Nsimba Webster for 19 yards (tackle by Charles Washington)",0.000,0.540
4,13:16,1,10,LAR 24,24,21,Jared Goff pass complete short right to Gerald Everett for -4 yards (tackle by Budda Baker),0.540,-0.540
4,12:32,2,14,LAR 20,24,21,Jared Goff pass complete short left to Robert Woods for 3 yards (tackle by Isaiah Simmons and Domata Peko),-0.540,-0.820
4,12:10,3,11,LAR 23,24,21,Jared Goff pass complete short right to Gerald Everett for 22 yards (tackle by Jordan Hicks),-0.820,1.930
4,11:23,1,10,LAR 45,24,21,Jared Goff pass incomplete short right,1.930,1.380
4,11:17,2,10,LAR 45,24,21,Jared Goff pass complete short right to Robert Woods for 10 yards (tackle by Dre Kirkpatrick),1.380,2.590
4,10:44,1,10,ARI 45,24,21,Jared Goff pass complete short middle to Cooper Kupp for 7 yards (tackle by Isaiah Simmons),2.590,2.990
4,10:15,2,3,ARI 38,30,21,"Darrell Henderson up the middle for 38 yards, touchdown",2.990,7.000
4,10:07,,,ARI 15,31,21,Matt Gay kicks extra point good,0.000,0.000
4,10:07,,,LAR 35,31,21,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,10:07,1,10,ARI 25,31,21,Kyler Murray pass complete short right to Christian Kirk for 2 yards (tackle by John Johnson),0.610,0.330
4,9:39,2,8,ARI 27,31,21,Kyler Murray pass complete short left to Andy Isabella for 2 yards (tackle by John Johnson),0.330,-0.100
4,9:07,3,6,ARI 29,31,21,Kyler Murray pass complete short left to Chase Edmonds for 7 yards (tackle by John Johnson),-0.100,1.330
4,8:46,1,10,ARI 36,31,21,Chase Edmonds up the middle for 3 yards (tackle by Aaron Donald and Troy Reeder),1.330,1.200
4,8:23,2,7,ARI 39,31,21,Kyler Murray pass incomplete short left,1.200,0.500
4,8:19,3,7,ARI 39,31,21,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Jalen Ramsey),0.500,2.060
4,7:59,1,10,ARI 47,31,21,Kyler Murray pass complete short left to KeeSean Johnson for 3 yards (tackle by Jordan Fuller),2.060,1.920
4,7:25,2,7,ARI 50,31,21,"Kyler Murray sacked by Justin Hollins for -24 yards. Kyler Murray fumbles (forced by Justin Hollins), recovered by Greg Gaines at ARI-26",1.920,-3.840
4,7:17,1,10,ARI 26,31,21,Cam Akers right end for 2 yards (tackle by De'Vondre Campbell and Angelo Blackson),3.840,3.570
4,6:32,2,8,ARI 24,31,21,"Cam Akers left end for 3 yards (tackle by Dre Kirkpatrick). Penalty on Joseph Noteboom: Offensive Holding, 10 yards",3.570,2.620
4,6:04,2,15,ARI 31,31,21,Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by Haason Reddick),2.620,1.950
4,5:59,3,15,ARI 31,31,21,Cam Akers left tackle for 12 yards (tackle by Budda Baker and Domata Peko),1.950,2.280
4,5:15,4,3,ARI 19,31,21,Matt Gay 37 yard field goal no good,2.280,-0.740
4,5:09,1,10,ARI 27,31,21,Kyler Murray pass complete short middle to Kenyan Drake for 1 yard (tackle by Sebastian Joseph),0.740,0.330
4,4:45,2,9,ARI 28,31,21,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,0.330,-0.360
4,4:42,3,9,ARI 28,37,21,"Kyler Murray pass short right intended for Andy Isabella is intercepted by Troy Hill at ARI-35 and returned for 35 yards, touchdown",-0.360,-7.000
4,4:33,,,ARI 15,38,21,Matt Gay kicks extra point good,0.000,0.000
4,4:33,,,LAR 35,38,21,"Matt Gay kicks off 66 yards, returned by Chase Edmonds for 54 yards (tackle by Samson Ebukam)",0.000,2.460
4,4:23,1,10,LAR 47,38,21,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Justin Hollins),2.460,2.860
4,4:04,2,3,LAR 40,38,21,Kyler Murray pass complete short right to Andy Isabella for 5 yards (tackle by Troy Hill),2.860,3.250
4,3:43,1,10,LAR 35,38,21,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Troy Hill),3.250,3.650
4,3:22,2,3,LAR 28,38,21,Kenyan Drake left tackle for 27 yards (tackle by Nick Scott),3.650,6.970
4,2:50,1,1,LAR 1,38,21,Kenyan Drake up the middle for no gain (tackle by Sebastian Joseph and Troy Reeder),6.970,5.910
4,2:19,2,1,LAR 1,38,21,"Kyler Murray aborted snap, recovered by Kenyan Drake at LA-3 (tackle by Samson Ebukam and Troy Reeder)",5.910,4.950
4,2:14,,,,,,Timeout #1 by Arizona Cardinals,,
4,2:14,3,2,LAR 2,38,21,Kyler Murray pass incomplete short middle intended for DeAndre Hopkins,4.950,3.250
4,2:11,,,,,,Timeout #2 by Arizona Cardinals,,
4,2:11,4,2,LAR 2,38,27,"Kyler Murray pass complete short middle to Dan Arnold for 2 yards, touchdown, touchdown",3.250,7.000
4,2:04,,,LAR 15,38,28,Zane Gonzalez kicks extra point good,0.000,0.000
4,2:04,,,ARI 35,38,28,"Aaron Brewer kicks onside 15 yards, returned by Malcolm Brown for no gain",0.000,2.260
4,2:03,1,10,LAR 50,38,28,Cam Akers up the middle for 5 yards (tackle by Jordan Hicks and Chris Banjo),2.260,2.390
4,1:59,2,5,ARI 45,38,28,Cam Akers right end for -1 yards (tackle by Jordan Hicks),2.390,1.550
4,1:53,,,,,,Timeout #3 by Arizona Cardinals,,
4,1:53,3,6,ARI 46,38,28,Cam Akers up the middle for 5 yards (tackle by Budda Baker),1.550,0.530
4,1:09,4,1,ARI 41,38,28,Jared Goff up the middle for 2 yards (tackle by De'Vondre Campbell),0.530,2.980
4,0:27,1,10,ARI 39,38,28,Jared Goff kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
