Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
2,11:58,1,10,DEN 22,0,14,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",0.410,-0.120
2,11:58,1,15,DEN 17,0,14,Peyton Manning pass complete short left to Owen Daniels for 18 yards (tackle by Nate Palmer),-0.120,1.270
2,11:21,1,10,DEN 35,0,14,C.J. Anderson middle for 8 yards (tackle by Mike Daniels),1.270,1.800
2,10:39,2,2,DEN 43,0,14,Peyton Manning pass incomplete short middle intended for Emmanuel Sanders (defended by Casey Hayward),1.800,1.090
2,10:34,3,2,DEN 43,0,14,C.J. Anderson right tackle for 19 yards (tackle by Damarious Randall),1.090,3.050
2,9:50,1,10,GNB 38,0,14,Ronnie Hillman left end for 7 yards (tackle by Jake Ryan),3.050,3.450
2,9:13,2,3,GNB 31,0,14,Ronnie Hillman middle for -1 yards (tackle by Datone Jones),3.450,2.610
2,8:29,3,4,GNB 32,0,14,Ronnie Hillman middle for no gain (tackle by Datone Jones),2.610,1.270
2,7:51,4,4,GNB 32,0,17,Brandon McManus 50 yard field goal good,1.270,3.000
2,7:51,,,DEN 35,0,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,7:46,1,10,GNB 20,0,17,Aaron Rodgers for 14 yards,0.280,1.200
2,7:04,1,10,GNB 34,0,17,James Starks middle for 4 yards (tackle by Darian Stewart),1.200,1.200
2,6:21,2,6,GNB 38,0,17,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.200,1.200
2,6:18,2,6,GNB 38,0,17,Timeout #1 by Green Bay Packers,1.200,0.500
2,6:18,3,6,GNB 38,0,17,Aaron Rodgers pass complete short right to Richard Rodgers for 11 yards,0.500,2.190
2,5:41,1,10,GNB 49,0,17,Aaron Rodgers pass complete short right to Randall Cobb for 3 yards (tackle by Aqib Talib),2.190,2.050
2,5:08,2,7,DEN 48,0,17,Eddie Lacy left guard for 1 yard (tackle by Derek Wolfe and Lerentee McCray),2.050,1.490
2,4:29,3,6,DEN 47,0,17,"Aaron Rodgers pass incomplete deep left intended for Davante Adams. Penalty on David Bruton: Roughing the Passer, 15 yards (no play)",1.490,3.450
2,4:25,1,10,DEN 32,0,17,Randall Cobb left end for 10 yards (tackle by T.J. Ward and DeMarcus Ware),3.450,4.110
2,3:56,1,10,DEN 22,0,17,Eddie Lacy left tackle for 15 yards (tackle by Darian Stewart),4.110,5.600
2,3:38,1,7,DEN 7,0,17,"Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by T.J. Ward). Penalty on Antonio Smith: Defensive 12 On-field (Declined), Penalty on DEN: Defensive Offside, 4 yards (no play)",5.600,6.510
2,3:34,1,3,DEN 3,0,17,Eddie Lacy left tackle for 1 yard (tackle by DeMarcus Ware),6.510,5.720
2,3:02,2,2,DEN 2,6,17,"Eddie Lacy middle for 2 yards, touchdown",5.720,7.000
2,3:02,,,DEN 2,7,17,Mason Crosby kicks extra point good,0.000,0.000
2,3:02,,,GNB 35,7,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,2:58,1,10,DEN 20,7,17,Peyton Manning pass complete short left to Ronnie Hillman for -5 yards (tackle by Clay Matthews),0.280,-1.070
2,2:19,2,15,DEN 15,7,17,Peyton Manning pass complete short right to Emmanuel Sanders for 11 yards (tackle by Damarious Randall),-1.070,-0.160
2,2:00,3,4,DEN 26,7,17,Peyton Manning pass complete short middle to Owen Daniels for 10 yards (tackle by Micah Hyde),-0.160,1.330
2,1:37,1,10,DEN 36,7,17,Peyton Manning pass complete short middle to Bennie Fowler for 15 yards (tackle by Morgan Burnett),1.330,2.320
2,1:12,1,10,GNB 49,7,17,Peyton Manning pass complete short right to Emmanuel Sanders for 11 yards (tackle by Damarious Randall). Penalty on Damarious Randall: Defensive Holding (Declined),2.320,3.050
2,1:07,1,10,GNB 38,7,17,Ronnie Hillman middle for no gain (tackle by Datone Jones),3.050,3.050
2,1:02,1,10,GNB 38,7,17,Timeout #1 by Denver Broncos,3.050,2.510
2,1:02,2,10,GNB 38,7,17,"Peyton Manning pass complete short left to Virgil Green for 3 yards (tackle by Micah Hyde). Penalty on Max Garcia: Offensive Holding, 10 yards (no play)",2.510,1.160
2,0:58,2,20,GNB 48,7,17,"Peyton Manning pass incomplete deep right intended for Emmanuel Sanders. Penalty on Max Garcia: Illegal Use of Hands, 10 yards (no play)",1.160,-0.190
2,0:50,2,30,DEN 42,7,17,C.J. Anderson middle for -1 yards (tackle by Joe Thomas),-0.190,-0.960
2,0:11,3,31,DEN 41,7,17,Peyton Manning pass incomplete deep left intended for Demaryius Thomas (defended by Demetri Goodson),-0.960,-0.960
2,0:06,3,31,DEN 41,7,17,Timeout #2 by Green Bay Packers,-0.960,-0.650
2,0:06,4,31,DEN 41,7,17,"Britton Colquitt punts 46 yards, fair catch by Micah Hyde",-0.650,1.660
Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,GNB 20,7,17,Eddie Lacy middle for -1 yards (tackle by Derek Wolfe),0.280,-0.460
3,14:19,2,11,GNB 19,7,17,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,-0.460,-1.140
3,14:17,3,11,GNB 19,7,17,"Aaron Rodgers pass incomplete short middle intended for Richard Rodgers. Penalty on T.J. Ward: Defensive Pass Interference, 14 yards (no play)",-1.140,1.140
3,14:11,1,10,GNB 33,7,17,"Aaron Rodgers pass complete short middle to Eddie Lacy for 9 yards (tackle by Chris Harris). Eddie Lacy fumbles (forced by Chris Harris), recovered by Eddie Lacy at GNB-42",1.140,1.810
3,13:27,2,1,GNB 42,7,17,James Starks middle for 2 yards (tackle by Brandon Marshall),1.810,1.860
3,12:57,1,10,GNB 44,7,17,James Starks middle for no gain (tackle by Derek Wolfe),1.860,1.320
3,12:14,2,10,GNB 44,7,17,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,1.320,0.630
3,12:09,3,10,GNB 44,7,17,Aaron Rodgers middle for 17 yards (tackle by Darian Stewart),0.630,2.980
3,11:26,1,10,DEN 39,7,17,James Starks middle for 3 yards (tackle by T.J. Ward),2.980,2.850
3,10:45,2,7,DEN 36,7,17,Eddie Lacy middle for 3 yards (tackle by Vance Walker),2.850,2.540
3,10:01,3,4,DEN 33,7,17,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",2.540,1.220
3,9:53,3,14,DEN 43,7,17,Aaron Rodgers pass complete short left to James Starks for 4 yards (tackle by Derek Wolfe and Chris Harris),1.220,0.660
3,9:13,4,10,DEN 39,10,17,Mason Crosby 56 yard field goal good,0.660,3.000
3,9:13,,,GNB 35,10,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,9:07,1,10,DEN 20,10,17,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,0.280,-0.270
3,9:01,2,10,DEN 20,10,17,C.J. Anderson left guard for 2 yards (tackle by Mike Daniels),-0.270,-0.690
3,8:18,3,8,DEN 22,10,17,Peyton Manning pass complete short middle to Demaryius Thomas for 20 yards (tackle by Damarious Randall),-0.690,1.730
3,7:37,1,10,DEN 42,10,17,C.J. Anderson right end for -2 yards (tackle by Clay Matthews and Nick Perry),1.730,0.920
3,7:04,2,12,DEN 40,10,17,Peyton Manning pass complete short middle to Andre Caldwell for 24 yards (tackle by Damarious Randall),0.920,3.180
3,6:37,1,10,GNB 36,10,17,Peyton Manning pass complete short middle to Demaryius Thomas for 9 yards (tackle by Nate Palmer and Micah Hyde),3.180,3.850
3,6:08,2,1,GNB 27,10,17,Juwan Thompson left end for -1 yards (tackle by Mike Neal),3.850,3.850
3,5:32,2,1,GNB 27,10,17,Timeout #1 by Green Bay Packers,3.850,3.010
3,5:32,3,2,GNB 28,10,23,"C.J. Anderson middle for 28 yards, touchdown",3.010,7.000
3,5:32,,,GNB 28,10,24,Brandon McManus kicks extra point good,0.000,0.000
3,5:32,,,DEN 35,10,24,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,5:25,1,10,GNB 20,10,24,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,0.280,-0.270
3,5:20,2,10,GNB 20,10,24,Aaron Rodgers pass complete short right to Randall Cobb for 3 yards (tackle by Chris Harris),-0.270,-0.560
3,4:36,3,7,GNB 23,10,24,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",-0.560,0.810
3,4:30,1,10,GNB 28,10,24,Aaron Rodgers pass complete deep middle to Randall Cobb for 17 yards (tackle by Danny Trevathan),0.810,1.930
3,3:53,1,10,GNB 45,10,24,Eddie Lacy right tackle for 1 yard (tackle by Danny Trevathan and Sylvester Williams),1.930,1.930
3,3:05,1,10,GNB 45,10,24,Timeout #2 by Green Bay Packers,1.930,1.520
3,3:05,2,9,GNB 46,10,24,Aaron Rodgers sacked by Antonio Smith for -8 yards,1.520,-0.230
3,2:21,3,17,GNB 38,10,24,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Malik Jackson),-0.230,-0.850
3,2:17,4,17,GNB 38,10,24,"Tim Masthay punts 42 yards, fair catch by Emmanuel Sanders",-0.850,-0.280
3,2:10,1,10,DEN 20,10,24,Ronnie Hillman right guard for 3 yards (tackle by Clay Matthews),0.280,0.140
3,1:30,2,7,DEN 23,10,24,Ronnie Hillman right guard for 8 yards (tackle by Clay Matthews),0.140,1.000
3,0:46,1,10,DEN 31,10,24,Peyton Manning pass complete deep right to Demaryius Thomas for 24 yards (tackle by Morgan Burnett),1.000,2.590
Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 45,10,24,C.J. Anderson right guard for 1 yard (tackle by Clay Matthews),2.590,2.180
4,14:36,2,9,GNB 44,10,24,Peyton Manning pass complete short middle to Virgil Green for 32 yards (tackle by Micah Hyde),2.180,4.780
4,13:56,1,10,GNB 12,10,24,Ronnie Hillman left tackle for 1 yard (tackle by Nick Perry and Ha Ha Clinton-Dix),4.780,4.780
4,13:11,1,10,GNB 12,10,24,Timeout #1 by Denver Broncos,4.780,4.270
4,13:11,2,9,GNB 11,10,24,Peyton Manning pass incomplete short middle intended for Ronnie Hillman (defended by B.J. Raji),4.270,3.290
4,13:06,3,9,GNB 11,10,24,Peyton Manning pass complete short left to C.J. Anderson for 5 yards (tackle by Casey Hayward),3.290,3.000
4,12:28,4,4,GNB 6,10,27,Brandon McManus 24 yard field goal good,3.000,3.000
4,12:28,,,DEN 35,10,27,"Brandon McManus kicks off 74 yards, returned by Jared Abbrederis for 22 yards (tackle by Omar Bolden)",0.000,0.320
4,12:21,1,10,GNB 13,10,29,"Aaron Rodgers sacked by DeMarcus Ware for -9 yards. Aaron Rodgers fumbles (forced by DeMarcus Ware), recovered by Richard Rodgers at GNB-0, safety",-0.320,-2.000
4,12:21,,,GNB 20,10,29,"Tim Masthay kicks off 56 yards, returned by Emmanuel Sanders for 13 yards (tackle by Micah Hyde)",0.000,-1.400
4,12:04,1,10,DEN 37,10,29,Ronnie Hillman middle for 4 yards (tackle by Casey Hayward),1.400,1.400
4,11:31,2,6,DEN 41,10,29,Peyton Manning pass complete short left to Demaryius Thomas for 14 yards (tackle by Casey Hayward),1.400,2.590
4,10:48,1,10,GNB 45,10,29,Ronnie Hillman right end for 3 yards (tackle by Micah Hyde),2.590,2.450
4,10:06,2,7,GNB 42,10,29,Peyton Manning pass incomplete short left intended for Emmanuel Sanders (defended by Casey Hayward),2.450,1.750
4,10:02,3,7,GNB 42,10,29,Peyton Manning pass incomplete short right intended for Andre Caldwell is intercepted by Damarious Randall at GNB-29,1.750,-0.870
4,9:57,1,10,GNB 29,10,29,Aaron Rodgers sacked by Von Miller for -9 yards,0.870,-0.890
4,9:10,2,19,GNB 20,10,29,"Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by David Bruton). Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",-0.890,-0.210
4,8:39,2,14,GNB 25,10,29,Aaron Rodgers pass complete short left to James Starks for 5 yards (tackle by Shaquil Barrett and Bradley Roby),-0.210,-0.230
4,8:02,3,9,GNB 30,10,29,"Aaron Rodgers pass complete short left to James Jones for 2 yards (tackle by Brandon Marshall). James Jones fumbles (forced by Brandon Marshall), recovered by James Jones at GNB-32",-0.230,-1.240
4,7:02,4,7,GNB 32,10,29,"Tim Masthay punts 47 yards, returned by Emmanuel Sanders for 6 yards (tackle by Chris Banjo)",-1.240,-0.740
4,6:51,1,10,DEN 27,10,29,C.J. Anderson left tackle for 5 yards (tackle by Mike Pennel),0.740,0.870
4,6:07,2,5,DEN 32,10,29,C.J. Anderson right guard for 18 yards (tackle by Micah Hyde),0.870,2.260
4,5:21,1,10,,10,29,C.J. Anderson right tackle for 3 yards (tackle by Mike Pennel),2.260,2.120
4,4:37,2,7,GNB 47,10,29,C.J. Anderson left guard for 6 yards (tackle by B.J. Raji),2.120,2.210
4,3:52,3,1,GNB 41,10,29,Ronnie Hillman left guard for 1 yard (tackle by Letroy Guion and Nate Palmer),2.210,2.920
4,3:09,1,10,GNB 40,10,29,Ronnie Hillman left end for no gain (tackle by Nate Palmer),2.920,2.370
4,2:24,2,10,GNB 40,10,29,Ronnie Hillman right tackle for no gain (tackle by Mike Neal),2.370,1.680
4,2:00,3,10,GNB 40,10,29,C.J. Anderson middle for -3 yards (tackle by Mike Neal),1.680,1.680
4,1:16,3,10,GNB 40,10,29,Timeout #2 by Denver Broncos,1.680,0.400
4,1:16,4,13,GNB 43,10,29,"Britton Colquitt punts 33 yards, out of bounds",0.400,0.380
4,1:09,1,10,GNB 10,10,29,Alonzo Harris middle for no gain (tackle by Derek Wolfe and Vance Walker),-0.380,-0.780
4,0:28,2,10,GNB 10,10,29,Alonzo Harris middle for 2 yards (tackle by Todd Davis),-0.780,-1.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
