Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
2,13:48,1,10,SEA 47,14,7,Jay Cutler pass complete short middle to Earl Bennett for 36 yards (tackle by Walter Thurmond),2.460,4.840
2,13:05,1,10,SEA 11,14,7,Jay Cutler pass incomplete short left intended for Earl Bennett,4.840,4.140
2,13:02,2,10,SEA 11,14,7,Matt Forte left end for no gain (tackle by Walter Thurmond and Chris Clemons),4.140,3.130
2,12:20,3,10,SEA 11,14,7,Jay Cutler sacked by Aaron Curry for -5 yards,3.130,2.380
2,11:57,4,15,SEA 16,14,10,Robbie Gould 34 yard field goal good,2.380,3.000
2,,,,CHI 30,14,10,"Robbie Gould kicks off 70 yards, returned by Leon Washington for 26 yards (tackle by Rod Wilson)",0.000,0.670
2,11:46,1,10,SEA 26,14,10,Matt Hasselbeck pass incomplete short right intended for Chris Baker,0.670,0.130
2,11:41,2,10,SEA 26,14,10,Marshawn Lynch right guard for 1 yard (tackle by Anthony Adams),0.130,-0.430
2,11:04,3,9,SEA 27,14,10,Matt Hasselbeck pass complete short middle to John Carlson for 7 yards (tackle by Brian Urlacher),-0.430,-1.110
2,10:32,4,2,SEA 34,14,10,Jon Ryan punts 40 yards,-1.110,-0.670
2,10:25,1,10,CHI 26,14,10,Jay Cutler pass complete short right to Matt Forte for 19 yards (tackle by Lawyer Milloy),0.670,1.930
2,9:41,1,10,CHI 45,14,10,Jay Cutler for 5 yards (tackle by Roy Lewis),1.930,2.060
2,9:09,2,5,,14,10,Jay Cutler pass incomplete deep left intended for Matt Forte (defended by Walter Thurmond),2.060,1.360
2,9:02,3,5,,14,10,Jay Cutler pass incomplete short right intended for Chester Taylor (defended by Lofa Tatupu),1.360,-0.060
2,8:57,4,5,,14,10,Brad Maynard punts 44 yards,-0.060,0.380
2,8:49,1,10,SEA 6,14,10,Marshawn Lynch left guard for 5 yards (tackle by Matt Toeaina and Israel Idonije),-0.380,-0.420
2,8:14,2,5,SEA 11,14,10,Matt Hasselbeck pass complete short right to Marshawn Lynch for 5 yards,-0.420,-0.140
2,7:48,1,10,SEA 16,14,10,Justin Forsett left tackle for 11 yards (tackle by Chris Harris),-0.140,0.740
2,7:13,1,10,SEA 27,14,10,Justin Forsett right tackle for 4 yards (tackle by Danieal Manning and Brian Urlacher),0.740,0.740
2,6:38,2,6,SEA 31,14,10,Matt Hasselbeck pass incomplete short right intended for Michael Robinson,0.740,0.040
2,6:34,3,6,SEA 31,14,10,Matt Hasselbeck pass complete short left to Mike Williams for 8 yards (tackle by Charles Tillman),0.040,1.530
2,6:01,1,10,SEA 39,14,10,Matt Hasselbeck pass complete short middle to Chris Baker for 16 yards (tackle by Chris Harris and Danieal Manning),1.530,2.590
2,5:29,1,10,CHI 45,14,10,Matt Hasselbeck pass complete short right to Brandon Stokley for 5 yards (tackle by Brian Urlacher),2.590,2.720
2,4:55,2,5,CHI 40,14,10,Michael Robinson right tackle for 3 yards (tackle by Brian Iwuh and Brian Urlacher),2.720,2.410
2,4:17,,,,14,10,Timeout #2 by Seattle Seahawks,0.000,2.410
2,4:17,3,2,CHI 37,14,10,Matt Hasselbeck pass complete short left to Deon Butler for -1 yards (tackle by Zackary Bowman),2.410,0.720
2,3:37,4,3,CHI 38,14,10,"Jon Ryan punts 30 yards, fair catch by Devin Hester",0.720,0.380
2,3:29,1,10,CHI 8,14,10,Jay Cutler pass incomplete short middle intended for Matt Forte,-0.380,-0.780
2,3:26,2,10,CHI 8,14,10,Jay Cutler pass complete deep right to Johnny Knox for 67 yards (tackle by Will Herring),-0.780,3.910
,,,,,,,"SEA challenged the runner was in bounds ruling, and the play was upheld.",,
2,2:41,1,10,SEA 25,14,10,Jay Cutler pass complete short left to Johnny Knox for 13 yards (tackle by Walter Thurmond),3.910,4.780
2,2:00,1,10,SEA 12,14,10,Jay Cutler pass incomplete short left intended for Johnny Knox (defended by Walter Thurmond),4.780,4.100
2,1:55,2,10,SEA 12,14,10,Jay Cutler pass complete short right to Devin Aromashodu for 6 yards (tackle by Earl Thomas),4.100,4.380
2,1:18,3,4,SEA 6,14,10,Jay Cutler pass incomplete short middle intended for Greg Olsen (defended by Colin Cole),4.380,3.000
2,1:15,4,4,SEA 6,14,13,Robbie Gould 24 yard field goal good,3.000,3.000
2,,,,CHI 30,14,13,"Robbie Gould kicks off 64 yards, returned by Leon Washington for 9 yards (tackle by Corey Graham)",0.000,-0.220
2,1:02,1,10,SEA 15,14,13,Justin Forsett right tackle for 9 yards (tackle by D.J. Moore),-0.220,0.620
2,0:44,2,1,SEA 24,14,13,Justin Forsett right guard for no gain (tackle by Julius Peppers),0.620,-0.270
2,0:22,3,1,SEA 24,14,13,Justin Forsett left guard for 10 yards (tackle by Chris Harris),-0.270,1.200
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,14,13,"Robbie Gould kicks off 67 yards, returned by Leon Washington for 42 yards (tackle by Craig Steltz)",0.000,1.930
3,14:52,1,10,SEA 45,14,13,Marshawn Lynch for no gain (tackle by Charles Tillman),1.930,1.380
3,14:27,2,10,SEA 45,14,13,Matt Hasselbeck pass complete short right to Mike Williams for 5 yards (tackle by Tim Jennings),1.380,1.360
3,13:54,3,5,,14,13,Matt Hasselbeck pass complete short left to Mike Williams for 7 yards (tackle by Charles Tillman),1.360,2.720
3,13:21,1,10,CHI 43,14,13,Matt Hasselbeck pass incomplete short left intended for John Carlson (defended by Danieal Manning),2.720,2.180
3,13:15,2,10,CHI 43,14,13,Matt Hasselbeck pass incomplete deep right intended for Golden Tate,2.180,1.490
3,13:09,3,10,CHI 43,14,13,Matt Hasselbeck pass complete short right to Leon Washington for no gain,1.490,0.400
3,12:34,4,10,CHI 43,14,13,"Jon Ryan punts 33 yards, fair catch by Devin Hester",0.400,0.380
3,12:26,1,10,CHI 10,14,13,Matt Forte left tackle for no gain (tackle by Red Bryant),-0.380,-0.780
3,11:45,2,10,CHI 10,16,13,"Jay Cutler sacked by Jordan Babineaux for -9 yards. Jay Cutler fumbles (forced by Jordan Babineaux), recovered by Jay Cutler at CHI--1, safety",-0.780,-2.000
3,,,,CHI 20,16,13,"Brad Maynard kicks off 53 yards, returned by Golden Tate for 10 yards (tackle by Nick Roach)",0.000,1.400
3,11:34,1,10,SEA 37,16,13,Marshawn Lynch left tackle for no gain (tackle by Brian Iwuh),1.400,0.860
3,11:05,2,10,SEA 37,16,13,Matt Hasselbeck pass complete short left to Marshawn Lynch for -1 yards (tackle by Pisa Tinoisamoa),0.860,0.040
3,10:32,3,11,SEA 36,16,13,Matt Hasselbeck pass incomplete short left intended for Leon Washington,0.040,-0.980
3,10:22,4,11,SEA 36,16,13,Jon Ryan punts 28 yards,-0.980,-1.330
3,10:13,1,10,CHI 36,16,13,Jay Cutler pass complete deep left to Devin Hester for 19 yards (tackle by Walter Thurmond),1.330,2.590
3,9:29,,,,16,13,Timeout #1 by Chicago Bears,0.000,2.590
3,9:29,1,10,SEA 45,16,13,Jay Cutler pass incomplete short left intended for Matt Forte,2.590,2.040
3,9:18,2,10,SEA 45,16,13,Matt Forte right end for -1 yards (tackle by Jordan Babineaux),2.040,1.220
3,8:39,3,11,SEA 46,16,13,Jay Cutler sacked by Lawyer Milloy for -3 yards,1.220,0.000
3,8:08,4,14,SEA 49,16,13,"Brad Maynard punts 38 yards, muffed catch by Golden Tate, recovered by Golden Tate and returned for no gain",0.000,0.380
3,7:56,1,10,SEA 7,16,13,Matt Hasselbeck pass complete short left to Mike Williams for 6 yards (tackle by Charles Tillman),-0.380,-0.340
3,7:23,2,4,SEA 13,16,13,Marshawn Lynch left guard for 2 yards (tackle by Brian Iwuh),-0.340,-0.480
3,6:44,3,2,SEA 15,16,13,Matt Hasselbeck pass incomplete short middle intended for Justin Forsett (defended by Matt Toeaina),-0.480,-2.440
3,6:37,4,2,SEA 15,16,13,"Jon Ryan punts 37 yards, returned by Devin Hester for 4 yards (tackle by Will Herring)",-2.440,-2.390
3,6:27,1,10,SEA 48,16,13,Jay Cutler for 14 yards (tackle by Colin Cole),2.390,3.310
3,5:58,1,10,SEA 34,16,13,Jay Cutler pass complete short left to Chester Taylor for 4 yards (tackle by Marcus Trufant),3.310,3.310
3,5:12,2,6,SEA 30,16,13,Jay Cutler pass incomplete short left intended for Johnny Knox,3.310,2.610
3,5:09,3,6,SEA 30,16,13,Jay Cutler sacked by Lawyer Milloy for -11 yards,2.610,0.530
3,4:36,4,17,SEA 41,16,13,"Brad Maynard punts 33 yards, fair catch by Golden Tate",0.530,0.380
3,4:28,1,10,SEA 8,16,13,Marshawn Lynch right guard for 3 yards (tackle by Pisa Tinoisamoa),-0.380,-0.560
3,3:49,2,7,SEA 11,16,13,Matt Hasselbeck pass complete short left to Mike Williams for 21 yards (tackle by Charles Tillman),-0.560,1.070
3,3:07,1,10,SEA 32,16,13,Matt Hasselbeck pass complete deep middle to Mike Williams for 18 yards (tackle by Charles Tillman and Chris Harris),1.070,2.260
3,2:28,1,10,,16,13,Matt Hasselbeck pass incomplete short left intended for Golden Tate (defended by Charles Tillman),2.260,1.710
3,2:23,2,10,,16,13,Justin Forsett right tackle for 6 yards (tackle by Danieal Manning),1.710,1.820
3,1:46,3,4,CHI 44,16,13,Matt Hasselbeck pass complete short left to Deon Butler for 15 yards (tackle by Zackary Bowman),1.820,3.640
3,1:18,1,10,CHI 29,16,13,Matt Hasselbeck pass complete short right to Marshawn Lynch for 5 yards (tackle by Pisa Tinoisamoa and Brian Iwuh),3.640,3.780
3,0:42,2,5,CHI 24,16,13,Justin Forsett left guard for 13 yards (tackle by Chris Harris and Tim Jennings),3.780,4.840
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 11,16,13,Justin Forsett left guard for 4 yards (tackle by Matt Toeaina),4.840,4.890
4,14:30,2,6,CHI 7,16,13,Matt Hasselbeck pass complete short middle to Mike Williams for 6 yards (tackle by Chris Harris),4.890,6.970
4,13:50,1,1,CHI 1,22,13,"Marshawn Lynch left guard for 1 yard, touchdown",6.970,7.000
4,,,,CHI 2,23,13,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,23,13,"Olindo Mare kicks off 59 yards, returned by Danieal Manning for 89 yards. Penalty on Rod Wilson: Offensive Holding, 8 yards",0.000,-0.380
4,13:45,1,10,CHI 9,23,13,Jay Cutler pass complete short right to Johnny Knox for 10 yards (tackle by Marcus Trufant),-0.380,0.150
4,12:51,,,,23,13,Timeout #2 by Chicago Bears,0.000,0.150
4,12:51,1,10,CHI 19,23,13,Jay Cutler pass incomplete deep right intended for Matt Forte (defended by Marcus Trufant),0.150,-0.390
4,12:44,2,10,CHI 19,23,13,Jay Cutler pass complete short middle to Matt Forte for 8 yards (tackle by Earl Thomas),-0.390,-0.030
4,12:06,3,2,CHI 27,23,13,Jay Cutler pass incomplete short left intended for Devin Aromashodu (defended by Walter Thurmond),-0.030,-1.570
4,12:02,4,2,CHI 27,23,13,Brad Maynard punts 44 yards,-1.570,-0.870
4,11:54,1,10,SEA 29,23,13,Matt Hasselbeck pass incomplete short middle intended for Mike Williams,0.870,0.330
4,11:50,2,10,SEA 29,23,13,Matt Hasselbeck pass incomplete short right intended for Mike Williams,0.330,-0.360
4,11:46,3,10,SEA 29,23,13,Matt Hasselbeck pass complete short left to Justin Forsett for 9 yards (tackle by Henry Melton),-0.360,-0.850
4,11:02,4,1,SEA 38,23,13,Jon Ryan punts 54 yards,-0.850,0.380
4,10:53,1,10,CHI 8,23,13,Chester Taylor left guard for 4 yards (tackle by Will Herring),-0.380,-0.490
4,10:21,2,6,CHI 12,23,13,Jay Cutler pass complete short right to Devin Hester for 7 yards (tackle by Marcus Trufant),-0.490,0.150
4,9:39,1,10,CHI 19,23,13,Jay Cutler pass incomplete deep left intended for Johnny Knox,0.150,-0.390
4,9:33,2,10,CHI 19,23,13,Jay Cutler pass incomplete deep right intended for Johnny Knox,-0.390,-1.070
4,9:27,3,10,CHI 19,23,13,Jay Cutler pass complete short left to Earl Bennett for 9 yards (tackle by Roy Lewis),-1.070,-1.500
4,8:48,4,1,CHI 28,23,13,"Brad Maynard punts 39 yards, returned by Golden Tate for 5 yards (tackle by Craig Steltz)",-1.500,-1.470
4,8:34,1,10,SEA 38,23,13,Marshawn Lynch right end for 6 yards (tackle by Tim Jennings),1.470,1.730
4,7:54,2,4,SEA 44,23,13,Marshawn Lynch right tackle for -1 yards (tackle by Josh Bullocks),1.730,0.890
4,7:16,3,5,SEA 43,23,13,Matt Hasselbeck pass incomplete short right intended for Justin Forsett,0.890,-0.520
4,7:13,4,5,SEA 43,23,13,Jon Ryan punts 56 yards,-0.520,0.380
4,7:02,1,10,CHI 1,23,13,Jay Cutler pass complete short left to Brandon Manumaleuna for 5 yards (tackle by Aaron Curry),-0.380,-0.420
4,6:28,2,5,CHI 6,23,13,Jay Cutler pass complete short left to Earl Bennett for 10 yards (tackle by Earl Thomas),-0.420,-0.140
4,6:13,1,10,CHI 16,23,13,Jay Cutler pass incomplete short left intended for Johnny Knox,-0.140,-0.660
4,6:08,2,10,CHI 16,23,13,Jay Cutler pass complete short right to Johnny Knox for 15 yards,-0.660,1.000
4,5:47,1,10,CHI 31,23,13,Jay Cutler sacked by Jordan Babineaux and Chris Clemons for -6 yards,1.000,-0.350
4,5:17,2,16,CHI 25,23,13,Jay Cutler pass incomplete short left intended for Earl Bennett,-0.350,-1.020
4,5:11,3,16,CHI 25,23,13,Jay Cutler pass complete short left to Johnny Knox for 15 yards (tackle by Lofa Tatupu),-1.020,-0.720
4,4:35,,,,23,13,Timeout #1 by Seattle Seahawks,0.000,-0.720
4,4:35,4,1,CHI 40,23,13,Chester Taylor right guard for 24 yards (tackle by Marcus Trufant),-0.720,3.180
4,4:02,1,10,SEA 36,23,13,Jay Cutler pass incomplete short right intended for Devin Aromashodu,3.180,2.640
4,3:58,2,10,SEA 36,23,13,Jay Cutler pass incomplete deep right intended for Devin Aromashodu,2.640,1.950
4,3:52,3,10,SEA 36,23,13,Jay Cutler pass incomplete short middle intended for Earl Bennett (defended by Raheem Brock),1.950,0.880
4,3:47,4,10,SEA 36,23,13,"Robbie Gould 54 yard field goal no good, blocked by Craig Terrill",0.880,-1.860
4,3:42,1,10,SEA 44,23,13,"Penalty on Ben Hamilton: False Start, 5 yards (no play)",1.860,1.530
4,3:42,1,15,SEA 39,23,13,Marshawn Lynch right tackle for 1 yard (tackle by Brian Urlacher),1.530,0.780
4,2:58,2,14,SEA 40,23,13,Marshawn Lynch left end for no gain (tackle by Brian Iwuh),0.780,0.100
4,2:52,,,,23,13,Timeout #3 by Chicago Bears,0.000,0.100
4,2:52,3,14,SEA 40,23,13,Justin Forsett left guard for 1 yard (tackle by Tommie Harris and Pisa Tinoisamoa),0.100,-0.650
4,2:14,4,13,SEA 41,23,19,"Jon Ryan punts 48 yards, returned by Devin Hester for 89 yards, touchdown",-0.650,-7.000
4,,,,SEA 2,23,20,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,23,20,Robbie Gould kicks onside 12 yards,0.000,2.790
4,1:53,1,10,CHI 42,23,20,Matt Hasselbeck kneels for -1 yards,2.790,2.110
4,1:12,2,11,CHI 43,23,20,Matt Hasselbeck kneels for -1 yards,2.110,1.290
4,0:31,3,12,CHI 44,23,20,Matt Hasselbeck kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
