Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1,3:53,1,10,OAK 31,3,10,Charlie Garner left guard for 4 yards (tackle by Jason Taylor),1.000,1.000
1,3:11,2,6,OAK 35,3,10,"Rich Gannon pass incomplete intended for Tim Brown. Penalty on Jerry Porter: Illegal Substitution, 5 yards (no play)",1.000,0.320
1,3:06,2,11,OAK 30,3,10,Rich Gannon middle for 10 yards,0.320,0.960
1,2:19,3,1,OAK 40,3,10,Rich Gannon pass incomplete intended for Jon Ritchie,0.960,-0.720
1,2:12,4,1,OAK 40,3,10,"Shane Lechler punts 61 yards, returned by Robert Baker for 9 yards (tackle by Derrick Gibson)",-0.720,0.380
1,1:58,1,10,MIA 8,3,10,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Clarence Love),-0.380,-0.780
1,1:51,2,10,MIA 8,3,10,Jay Fiedler pass complete to Chris Chambers for 14 yards (tackle by Clarence Love),-0.780,0.410
1,1:14,1,10,MIA 22,3,10,"Penalty on Mark Dixon: False Start, 5 yards (no play)",0.410,-0.120
1,0:48,1,15,MIA 17,3,10,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Clarence Love),-0.120,-0.940
1,0:42,2,15,MIA 17,3,10,Jay Fiedler pass complete to Ricky Williams for no gain. Penalty on Todd Perry: Ineligible Downfield Pass (Declined),-0.940,-1.680
1,0:10,3,15,MIA 17,3,10,Jay Fiedler sacked by Regan Upshaw for -8 yards,-1.680,-2.490
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,23,MIA 9,3,10,"Mark Royals punts 44 yards, returned by Tim Brown for 8 yards (tackle by Travis Minor)",-2.490,-2.590
2,14:50,1,10,MIA 45,3,10,Tyrone Wheatley middle for 6 yards (tackle by Zach Thomas and Derrick Rodgers),2.590,2.850
2,14:15,2,4,MIA 39,3,10,Charlie Garner left guard for -2 yards (tackle by Jason Taylor),2.850,1.880
2,13:32,3,6,MIA 41,3,10,"Penalty on Barry Sims: False Start, 5 yards (no play)",1.880,1.220
2,13:14,3,11,MIA 46,3,10,Rich Gannon pass incomplete intended for Tim Brown (defended by David Bowens),1.220,0.200
2,13:05,4,11,MIA 46,3,10,Shane Lechler punts 43 yards,0.200,0.380
2,12:54,1,10,MIA 3,3,10,Ricky Williams left tackle for 3 yards (tackle by DeLawrence Grant),-0.380,-0.560
2,12:15,2,7,MIA 6,3,10,Jay Fiedler pass complete to Ricky Williams for 6 yards (tackle by Roderick Coleman),-0.560,-0.370
2,11:31,3,1,MIA 12,3,10,Jay Fiedler pass complete to Chris Chambers for 5 yards (tackle by Derrick Gibson),-0.370,-0.060
2,10:49,1,10,MIA 17,3,10,Ricky Williams right tackle for 16 yards (tackle by Terrance Shaw),-0.060,1.140
2,10:02,1,10,MIA 33,3,10,Ricky Williams middle for 5 yards (tackle by Trace Armstrong),1.140,1.270
2,9:25,2,5,MIA 38,3,10,Ricky Williams left end for 3 yards (tackle by Eric Barton),1.270,0.960
2,8:53,3,2,MIA 41,3,10,Jay Fiedler pass complete to Cris Carter for 6 yards,0.960,2.060
2,8:28,1,10,MIA 47,3,10,Ricky Williams right end for -1 yards (tackle by Eric Barton),2.060,1.380
2,7:47,2,11,MIA 46,3,10,Jay Fiedler pass complete to Chris Chambers for 29 yards (tackle by Napoleon Harris),1.380,3.910
2,7:02,1,10,OAK 25,3,10,Ricky Williams middle for 5 yards (tackle by Eric Barton),3.910,4.040
2,6:24,2,5,OAK 20,3,10,Jay Fiedler pass complete to Ricky Williams for 10 yards (tackle by Napoleon Harris),4.040,4.910
2,5:53,1,10,OAK 10,3,10,Travis Minor middle for 6 yards (tackle by Eric Barton and Anthony Dorsett),4.910,5.340
2,5:06,2,4,OAK 4,3,16,"Travis Minor right guard for 4 yards, touchdown",5.340,7.000
2,5:06,,,OAK 4,3,17,Olindo Mare kicks extra point good,0.000,0.000
2,5:06,,,MIA 30,3,17,"Olindo Mare kicks off 51 yards, returned by Marcus Knight for 13 yards (tackle by Arturo Freeman)",0.000,1.070
2,4:54,1,10,OAK 32,3,17,Rich Gannon pass complete to Charlie Garner for 3 yards (tackle by Zach Thomas),1.070,0.930
2,4:19,2,7,OAK 35,3,17,Rich Gannon pass complete to Tim Brown for 16 yards (tackle by Sam Madison),0.930,2.320
2,3:45,1,10,MIA 49,3,17,Rich Gannon pass complete to Doug Jolley for 12 yards (tackle by Arturo Freeman),2.320,3.120
2,3:16,1,10,MIA 37,3,17,Tyrone Wheatley right tackle for 11 yards (tackle by Zach Thomas and Shawn Wooden),3.120,3.840
2,2:47,1,10,MIA 26,3,17,Tyrone Wheatley middle for 11 yards (tackle by Zach Thomas),3.840,4.580
2,2:08,1,10,MIA 15,3,17,Tyrone Wheatley middle for 5 yards (tackle by Jason Taylor),4.580,4.840
2,2:00,2,5,MIA 10,3,17,Rich Gannon middle for no gain (tackle by Jermaine Haley),4.840,4.000
2,1:30,3,5,MIA 10,3,17,Rich Gannon sacked by Adewale Ogunleye for -10 yards,4.000,2.120
2,0:49,4,15,MIA 20,6,17,Sebastian Janikowski 38 yard field goal good,2.120,3.000
2,0:49,,,OAK 30,6,17,"Sebastian Janikowski kicks off 70 yards, returned by Travis Minor for 28 yards (tackle by Marcus Williams)",0.000,0.810
2,0:37,1,10,MIA 28,6,17,Jay Fiedler kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,6,17,"Sebastian Janikowski kicks off 56 yards, returned by Travis Minor for 17 yards (tackle by Randy Jordan). Penalty on Jed Weaver: Offensive Holding, 10 yards",0.000,0.340
3,14:53,1,10,MIA 21,6,17,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Anthony Dorsett),0.340,-0.200
3,14:46,2,10,MIA 21,6,17,Ricky Williams left guard for -2 yards (tackle by Napoleon Harris),-0.200,-1.220
3,14:26,3,12,MIA 19,6,17,Jay Fiedler pass incomplete intended for Cris Carter,-1.220,-2.140
3,14:00,4,12,MIA 19,6,17,"Mark Royals punts 40 yards, muffed catch by Tim Brown, recovered by Derrick Gibson and returned for no gain",-2.140,-1.660
3,13:50,1,10,OAK 41,6,17,Rich Gannon pass incomplete intended for Tim Brown,1.660,1.120
3,13:46,2,10,OAK 41,6,17,Rich Gannon pass complete to Doug Jolley for 25 yards (tackle by Arturo Freeman),1.120,3.310
3,13:07,1,10,MIA 34,6,17,Charlie Garner left tackle for -2 yards (tackle by Zach Thomas and Jason Taylor),3.310,2.500
3,12:36,2,12,MIA 36,6,17,Rich Gannon pass incomplete intended for Tim Brown,2.500,1.820
3,12:26,3,12,MIA 36,6,17,Rich Gannon pass complete to Jerry Porter for 16 yards (tackle by Brock Marion),1.820,4.240
3,12:03,1,10,MIA 20,6,17,Rich Gannon pass incomplete intended for Jerry Porter,4.240,3.690
3,11:45,2,10,MIA 20,6,17,Rich Gannon pass incomplete intended for Jerry Porter,3.690,3.010
3,11:38,3,10,MIA 20,6,17,Rich Gannon sacked by Jay Williams for -7 yards,3.010,1.670
3,11:18,4,17,MIA 27,9,17,Sebastian Janikowski 45 yard field goal good,1.670,3.000
3,11:18,,,OAK 30,9,17,"Sebastian Janikowski kicks off 55 yards, returned by Travis Minor for 19 yards (tackle by Travian Smith)",0.000,1.200
3,11:07,1,10,MIA 34,9,17,Ricky Williams middle for 7 yards (tackle by Napoleon Harris),1.200,1.600
3,10:31,2,3,MIA 41,9,17,"Ricky Williams left guard for no gain (tackle by Eric Barton). Penalty on Jamie Nails: Offensive Holding, 10 yards (no play)",1.600,0.250
3,10:10,2,13,MIA 31,9,17,Jay Fiedler pass complete to James McKnight for 9 yards (tackle by Rod Woodson),0.250,0.760
3,9:28,3,4,MIA 40,9,17,Jay Fiedler pass complete to Ricky Williams for 14 yards (tackle by Rod Woodson),0.760,2.520
3,8:43,1,10,OAK 46,9,17,Jay Fiedler for 6 yards,2.520,2.790
3,8:11,2,4,OAK 40,9,17,Jay Fiedler pass complete to Randy McMichael for 3 yards (tackle by Eric Barton),2.790,2.480
3,7:44,3,1,OAK 37,9,17,Jay Fiedler middle for 2 yards (tackle by Napoleon Harris),2.480,3.250
3,7:04,1,10,OAK 35,9,17,Ricky Williams right guard for 8 yards (tackle by Bill Romanowski),3.250,3.780
3,6:29,2,2,OAK 27,9,17,"Ricky Williams right guard for -5 yards (tackle by Sam Adams). Penalty on Napoleon Harris: Unsportsmanlike Conduct, 15 yards",3.780,4.440
3,6:09,1,10,OAK 17,9,17,Ricky Williams right tackle for no gain (tackle by Napoleon Harris),4.440,3.850
3,5:28,2,10,OAK 17,9,17,Jay Fiedler pass complete to James McKnight for 8 yards (tackle by Clarence Love),3.850,4.570
3,4:42,3,2,OAK 9,9,17,"Jay Fiedler pass incomplete intended for Ricky Williams. Penalty on Clarence Love: Defensive Holding, 5 yards, Penalty on Eric Barton: Defensive Pass Interference (Declined) (no play)",4.570,6.280
3,4:36,1,4,OAK 4,9,17,Ricky Williams right guard for -1 yards (tackle by Sam Adams),6.280,5.150
3,3:53,2,5,OAK 5,9,17,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Brandon Jennings),5.150,4.260
3,3:48,3,5,OAK 5,9,17,Jay Fiedler sacked by Roderick Coleman for -4 yards,4.260,2.830
3,3:42,4,9,OAK 9,9,20,Olindo Mare 27 yard field goal good,2.830,3.000
3,3:42,,,MIA 30,9,20,"Olindo Mare kicks off 66 yards, returned by Marcus Knight for 16 yards (tackle by Shawn Wooden)",0.000,0.280
3,3:32,1,10,OAK 20,9,20,Rich Gannon pass complete to Jerry Rice for 6 yards (tackle by Jamar Fletcher),0.280,0.540
3,3:08,2,4,OAK 26,9,20,Rich Gannon pass complete to Charlie Garner for 7 yards (tackle by Zach Thomas). Penalty on Patrick Surtain: Illegal Contact (Declined),0.540,1.140
3,2:53,1,10,OAK 33,9,20,Rich Gannon pass complete to Jerry Rice for 15 yards (tackle by Patrick Surtain and Brock Marion),1.140,2.130
3,2:27,1,10,OAK 48,9,20,Rich Gannon pass incomplete intended for Tim Brown,2.130,1.580
3,2:18,2,10,OAK 48,9,20,Rich Gannon pass complete to Charlie Garner for 8 yards (tackle by Jay Williams),1.580,1.950
3,1:35,3,2,MIA 44,9,20,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",1.950,1.290
3,1:33,3,7,MIA 49,9,20,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Patrick Surtain),1.290,2.920
3,0:56,1,10,MIA 40,9,20,"Tyrone Wheatley left guard for 11 yards (tackle by Brock Marion). Penalty on OAK: Illegal Shift, 5 yards (no play)",2.920,2.590
3,0:37,1,15,MIA 45,9,20,Rich Gannon pass complete to Doug Jolley for 25 yards (tackle by Morlon Greenwood and Arturo Freeman),2.590,4.240
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 20,15,20,"Rich Gannon pass complete to Jerry Porter for 20 yards, touchdown",4.240,7.000
4,15:00,1,,MIA 20,17,20,"Two Point Attempt: Rich Gannon pass complete to Jerry Porter, conversion succeeds",1.000,1.000
4,15:00,,,OAK 30,17,20,"Sebastian Janikowski kicks off 72 yards, returned by Travis Minor for 21 yards (tackle by Zack Crockett)",0.000,0.150
4,14:47,1,10,MIA 19,17,20,"Penalty on Sam Adams: Defensive Offside, 5 yards (no play)",0.150,0.940
4,14:47,1,5,MIA 24,17,20,Ricky Williams left tackle for 2 yards (tackle by DeLawrence Grant),0.940,0.610
4,14:09,2,3,MIA 26,17,20,Jay Fiedler pass complete to Randy McMichael for 9 yards (tackle by Bill Romanowski),0.610,1.270
4,13:17,1,10,MIA 35,17,20,Jay Fiedler pass incomplete intended for James McKnight,1.270,0.720
4,13:09,1,10,MIA 35,,,Timeout #1 by Miami Dolphins,1.270,0.720
4,13:09,2,10,MIA 35,17,20,Ricky Williams left guard for 14 yards (tackle by Clarence Love),0.720,2.190
4,12:26,1,10,MIA 49,17,20,Jay Fiedler pass complete to James McKnight for 9 yards (tackle by Clarence Love),2.190,2.860
4,11:48,2,1,OAK 42,17,20,Ricky Williams right tackle for 5 yards (tackle by Terrance Shaw),2.860,3.120
4,11:03,1,10,OAK 37,17,20,Ricky Williams middle for 3 yards (tackle by Bill Romanowski),3.120,2.980
4,10:19,2,7,OAK 34,17,20,Ricky Williams left end for 5 yards (tackle by Bill Romanowski),2.980,2.940
4,9:47,3,2,OAK 29,17,20,Jay Fiedler pass complete to Chris Chambers for 7 yards,2.940,4.110
4,9:11,1,10,OAK 22,17,20,Jay Fiedler pass incomplete intended for Jed Weaver (defended by Anthony Dorsett),4.110,3.560
4,9:04,2,10,OAK 22,17,20,Jay Fiedler pass incomplete intended for Cris Carter,3.560,2.870
4,8:59,3,10,OAK 22,17,20,Jay Fiedler pass incomplete intended for Chris Chambers,2.870,1.990
4,8:53,4,10,OAK 22,17,20,Olindo Mare 40 yard field goal no good,1.990,-0.940
4,8:48,1,10,OAK 30,17,20,Rich Gannon pass complete to Charlie Garner for 15 yards (tackle by Zach Thomas),0.940,1.930
4,8:19,1,10,OAK 45,17,20,Rich Gannon sacked by Jason Taylor for -6 yards,1.930,0.570
4,7:52,2,16,OAK 39,17,20,Charlie Garner middle for 9 yards (tackle by Shawn Wooden),0.570,1.090
4,7:20,3,7,OAK 48,17,20,Rich Gannon pass incomplete intended for Jerry Porter,1.090,-0.190
4,7:15,4,7,OAK 48,17,20,"Shane Lechler punts 52 yards, touchback",-0.190,-0.280
4,7:04,1,10,MIA 20,17,20,Jay Fiedler pass complete to Ricky Williams for 9 yards (tackle by Rod Woodson),0.280,0.950
4,6:12,1,10,MIA 20,,,Timeout #2 by Miami Dolphins,0.280,0.950
4,6:12,2,1,MIA 29,17,20,Ricky Williams left guard for -1 yards (tackle by Eric Barton),0.950,0.100
4,5:30,3,2,MIA 28,17,20,Jay Fiedler pass complete to Cris Carter for 1 yard (tackle by Brandon Jennings),0.100,-1.440
4,4:59,4,1,MIA 29,17,20,"Mark Royals punts 40 yards, returned by Tim Brown for 6 yards (tackle by Trent Gamble). Tim Brown fumbles (forced by Trent Gamble), recovered by Ed Perry at OAK-39",-1.440,2.980
4,4:46,1,10,OAK 39,17,20,Ricky Williams right tackle for 14 yards (tackle by Rod Woodson and Anthony Dorsett),2.980,3.910
4,4:02,1,10,OAK 25,17,20,Ricky Williams middle for no gain (tackle by Bill Romanowski and Eric Barton),3.910,3.360
4,3:21,2,10,OAK 25,17,20,Jay Fiedler sacked by Roderick Coleman for -12 yards,3.360,1.090
4,3:14,2,10,OAK 25,,,Timeout #1 by Oakland Raiders,3.360,1.090
4,3:14,3,22,OAK 37,17,20,Jay Fiedler pass complete to Chris Chambers for 14 yards (tackle by Brandon Jennings),1.090,1.930
4,2:33,4,8,OAK 23,17,23,Olindo Mare 41 yard field goal good,1.930,3.000
4,2:33,,,MIA 30,17,23,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
4,2:28,1,10,OAK 20,17,23,Rich Gannon pass complete to Charlie Garner for 14 yards (tackle by Zach Thomas),0.280,1.200
4,2:04,1,10,OAK 34,17,23,Rich Gannon pass incomplete intended for Jerry Rice,1.200,0.660
4,1:58,2,10,OAK 34,17,23,Rich Gannon pass incomplete intended for Jerry Rice is intercepted by Patrick Surtain at MIA-18 and returned for 22 yards,0.660,-1.600
4,1:43,1,10,MIA 40,17,23,Ricky Williams middle for 12 yards (tackle by Napoleon Harris),1.600,2.390
4,0:57,1,10,OAK 48,17,23,Ricky Williams left end for 5 yards (tackle by Rod Woodson),2.390,2.520
4,0:50,1,10,OAK 48,,,Timeout #2 by Oakland Raiders,2.390,2.520
4,0:50,2,5,OAK 43,17,23,Ricky Williams right guard for no gain (tackle by Bill Romanowski),2.520,1.820
4,0:44,2,5,OAK 43,,,Timeout #3 by Oakland Raiders,2.520,1.820
4,0:44,3,5,OAK 43,17,23,Ricky Williams right guard for -1 yards (tackle by Bill Romanowski),1.820,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
