Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,17,86,0,5,45,2.6,41,2.4,4,4.3
Kenny Pickett,PIT,7,14,0,1,13,1.9,1,0.1,0,
Benny Snell Jr.,PIT,6,24,0,2,12,2.0,12,2.0,0,
Steven Sims,PIT,3,19,0,1,19,6.3,0,0.0,0,
Gunner Olszewski,PIT,2,2,0,,2,1.0,0,0.0,0,
Jaylen Warren,PIT,1,5,0,1,1,1.0,4,4.0,0,
Derek Watt,PIT,1,4,0,1,1,1.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cordarrelle Patterson,ATL,11,60,0,4,36,3.3,24,2.2,1,11.0
Tyler Allgeier,ATL,10,52,0,3,22,2.2,30,3.0,1,10.0
Caleb Huntley,ATL,4,17,0,,12,3.0,5,1.3,0,
Marcus Mariota,ATL,3,17,0,1,11,3.7,6,2.0,0,
