Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
1,9:08,1,10,NOR 25,0,7,Mewelde Moore left tackle for 10 yards (tackle by Courtney Watson),3.910,4.580
1,8:27,1,10,NOR 15,0,7,Koren Robinson left end for 4 yards (tackle by Will Smith),4.580,4.640
1,8:02,2,6,NOR 11,0,7,Moe Williams right tackle for 5 yards (tackle by Colby Bockwoldt and Johnathan Sullivan),4.640,4.900
1,7:25,3,1,NOR 6,0,7,Daunte Culpepper pass incomplete intended for Marcus Robinson,4.900,3.020
1,7:21,4,1,NOR 6,0,10,Paul Edinger 24 yard field goal good,3.020,3.000
1,,,,MIN 30,0,10,"Paul Edinger kicks off 60 yards, returned by Fred McAfee for 26 yards (tackle by Antoine Winfield)",0.000,1.330
1,7:12,1,10,NOR 36,0,10,Aaron Brooks pass incomplete intended for Zachary Hilton (defended by Willie Offord),1.330,0.790
1,7:09,2,10,NOR 36,0,10,Deuce McAllister left guard for 3 yards (tackle by Sam Cowart),0.790,0.500
1,6:31,3,7,NOR 39,0,10,Aaron Brooks pass incomplete intended for Donte' Stallworth,0.500,-0.780
1,6:27,4,7,NOR 39,0,10,"Mitch Berger punts 48 yards, returned by Keenan Howry for 3 yards (tackle by Steve Gleason)",-0.780,0.140
1,6:17,1,10,MIN 16,0,10,Daunte Culpepper pass complete to Marcus Robinson for 68 yards (tackle by Jason Craft),-0.140,4.510
1,5:25,1,10,NOR 16,0,10,Daunte Culpepper pass incomplete intended for Travis Taylor,4.510,3.900
1,5:19,2,10,NOR 16,0,10,Daunte Culpepper left guard for 1 yard (tackle by Brian Young),3.900,3.220
1,4:37,3,9,NOR 15,0,10,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,3.220,2.440
1,4:31,4,9,NOR 15,0,10,Paul Edinger 33 yard field goal no good,2.440,-0.480
1,4:28,1,10,NOR 23,0,10,Aaron Brooks for 3 yards (tackle by Kenechi Udeze and Kevin Williams),0.480,0.340
1,3:46,2,7,NOR 26,0,10,Aaron Brooks sacked by Lance Johnstone for -5 yards,0.340,-1.020
1,3:13,3,12,NOR 21,0,10,Aaron Brooks pass incomplete intended for Ernie Conwell is intercepted by Keith Newman at NOR-27 and returned for 1 yard,-1.020,-3.840
1,3:07,1,10,NOR 26,0,10,Mewelde Moore left tackle for -1 yards (tackle by T.J. Slaughter and Ronald McKinnon),3.840,3.160
1,2:29,2,11,NOR 27,0,10,Mewelde Moore left end for 4 yards (tackle by Jason Craft),3.160,3.010
1,1:58,3,7,NOR 23,0,10,Daunte Culpepper pass complete to Jermaine Wiggins for 9 yards (tackle by Courtney Watson),3.010,4.650
1,1:15,1,10,NOR 14,0,10,Moe Williams left guard for 1 yard (tackle by Dwight Smith and Darren Howard),4.650,4.160
1,0:38,2,9,NOR 13,0,16,"Daunte Culpepper pass complete to Travis Taylor for 13 yards, touchdown",4.160,7.000
1,,,,NOR 2,0,17,Paul Edinger kicks extra point good,0.000,0.000
1,,,,MIN 30,0,17,"Paul Edinger kicks off 66 yards, returned by Fred McAfee for 22 yards (tackle by Brian Williams)",0.000,0.670
1,0:28,1,10,NOR 26,0,17,Aaron Brooks pass complete to Ernie Conwell for 31 yards (tackle by Fred Smoot),0.670,2.720
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 43,0,17,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Fred Smoot),2.720,2.180
2,14:54,2,10,MIN 43,0,17,Deuce McAllister up the middle for 1 yard (tackle by Pat Williams),2.180,1.620
2,14:17,3,9,MIN 42,0,17,Aaron Brooks pass incomplete intended for Joe Horn,1.620,0.460
2,14:10,4,9,MIN 42,0,17,"Mitch Berger punts 30 yards, fair catch by Keenan Howry. Penalty on T.J. Slaughter: Ineligible Downfield Kic, 5 yards",0.460,0.060
2,14:04,1,10,MIN 17,0,17,Mewelde Moore right end for no gain (tackle by James Allen),-0.060,-0.580
2,13:30,2,10,MIN 17,0,17,Daunte Culpepper pass complete to Jim Kleinsasser for 12 yards (tackle by Jay Bellamy),-0.580,0.870
2,12:47,1,10,MIN 29,0,17,Mewelde Moore left tackle for 2 yards (tackle by Brian Young),0.870,0.600
2,12:10,2,8,MIN 31,0,17,Daunte Culpepper left end for 5 yards (tackle by Charles Grant),0.600,0.560
2,11:38,3,3,MIN 36,0,17,Daunte Culpepper pass complete to Moe Williams for -3 yards (tackle by Mike McKenzie),0.560,-1.180
2,10:57,4,6,MIN 33,0,17,"Chris Kluwe punts 57 yards, returned by Donte' Stallworth for 6 yards (tackle by Richard Owens)",-1.180,0.140
2,10:43,1,10,NOR 16,0,17,Aaron Brooks for 20 yards,-0.140,1.330
2,10:18,1,10,NOR 36,0,17,Deuce McAllister right tackle for 5 yards (tackle by Napoleon Harris and Antoine Winfield),1.330,1.470
2,9:33,2,5,NOR 41,0,17,"Deuce McAllister up the middle for 3 yards (tackle by Kevin Williams and Kenechi Udeze). Penalty on Kendyl Jacox: Offensive Holding, 10 yards (no play)",1.470,0.120
2,9:01,2,15,NOR 31,0,17,Aaron Brooks pass incomplete intended for Ernie Conwell,0.120,-0.560
2,8:54,3,15,NOR 31,0,17,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",-0.560,-1.220
2,8:53,3,20,NOR 26,0,17,Aaron Brooks pass incomplete intended for Devery Henderson,-1.220,-1.630
2,8:46,4,20,NOR 26,0,17,"Mitch Berger punts 44 yards, returned by Keenan Howry for 5 yards (tackle by Mel Mitchell)",-1.630,-1.270
2,8:36,1,10,MIN 35,0,17,Daunte Culpepper pass complete to Jermaine Wiggins for 16 yards (tackle by Mike McKenzie),1.270,2.320
2,7:51,1,10,NOR 49,0,17,Daunte Culpepper pass incomplete intended for Mewelde Moore (defended by Johnathan Sullivan),2.320,1.780
2,7:47,2,10,NOR 49,0,17,Daunte Culpepper sacked by Tony Bryant for -6 yards,1.780,0.300
2,7:13,3,16,MIN 45,0,17,Daunte Culpepper sacked by Tony Bryant and Darren Howard for -2 yards. Penalty on Marcus Johnson: Offensive Holding (Declined),0.300,-0.520
2,6:57,4,18,MIN 43,0,17,"Chris Kluwe punts 48 yards, fair catch by Donte' Stallworth. Penalty on Mel Mitchell: Offensive Holding, 5 yards",-0.520,0.380
2,6:49,1,10,NOR 4,0,17,Aaron Brooks pass incomplete intended for Ernie Conwell,-0.380,-0.780
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
2,6:31,2,10,NOR 4,0,17,"Deuce McAllister left guard for 5 yards (tackle by Lance Johnstone and Willie Offord). Penalty on Wayne Gandy: Offensive Holding, 1 yards (no play)",-0.780,-0.850
2,6:04,2,11,NOR 3,0,17,Aaron Brooks pass incomplete intended for Joe Horn,-0.850,-1.540
2,5:59,,,,0,17,Timeout #2 by New Orleans Saints,0.000,-1.540
2,5:59,3,11,NOR 3,0,17,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Joe Horn: Taunting (Offsetting), Penalty on Dontarrious Thomas: Taunting (Offsetting)",-1.540,-2.490
2,5:54,4,11,NOR 3,0,17,"Mitch Berger punts 40 yards, returned by Keenan Howry for 6 yards (tackle by James Allen). Penalty on Ken Irvin: Illegal Block Above the , 10 yards",-2.490,-2.060
2,5:44,1,10,MIN 47,0,23,"Daunte Culpepper pass complete to Troy Williamson for 53 yards, touchdown. Penalty on James Allen: Illegal Use of Hands (Declined)",2.060,7.000
2,,,,NOR 2,0,24,Paul Edinger kicks extra point good,0.000,0.000
2,,,,MIN 30,0,24,"Paul Edinger kicks off 68 yards, returned by Fred McAfee for 24 yards (tackle by Ralph Brown)",0.000,0.670
2,5:31,1,10,NOR 26,0,24,Aaron Brooks pass incomplete intended for Ernie Conwell (defended by Fred Smoot),0.670,0.130
2,5:24,2,10,NOR 26,0,24,Deuce McAllister up the middle for 16 yards (tackle by Dontarrious Thomas),0.130,1.730
2,4:55,1,10,NOR 42,0,24,Aaron Brooks pass complete to Deuce McAllister for 8 yards (tackle by Napoleon Harris),1.730,2.270
2,4:31,2,2,MIN 50,0,24,Deuce McAllister up the middle for 3 yards (tackle by Kevin Williams),2.270,2.460
2,4:09,1,10,MIN 47,0,24,Deuce McAllister up the middle for 6 yards (tackle by Willie Offord),2.460,2.720
2,3:47,2,4,MIN 41,0,24,Aaron Brooks pass complete to Devery Henderson for 10 yards (tackle by Ralph Brown),2.720,3.510
2,3:20,,,,0,24,Timeout #1 by Minnesota Vikings,0.000,3.510
2,3:20,1,10,MIN 31,0,24,Aaron Brooks sacked by Darrion Scott and Keith Newman for -6 yards,3.510,2.160
2,3:03,2,16,MIN 37,0,24,Antowain Smith up the middle for 17 yards (tackle by Corey Chavous),2.160,4.240
2,2:37,1,10,MIN 20,0,24,Antowain Smith up the middle for 2 yards (tackle by Brian Williams),4.240,3.960
2,2:06,2,8,MIN 18,0,24,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Dontarrious Thomas),3.960,4.100
2,1:59,3,3,MIN 13,6,24,"Aaron Brooks pass complete to Ernie Conwell for 13 yards, touchdown",4.100,7.000
2,,,,,6,24,"Two Point Attempt: Aaron Brooks pass incomplete intended for Zachary Hilton, conversion fails",1.000,-1.000
2,,,,NOR 30,6,24,"John Carney kicks off 67 yards, returned by Koren Robinson for 18 yards (tackle by Nate Poole)",0.000,0.340
2,1:51,1,10,MIN 21,6,24,"Daunte Culpepper pass incomplete intended for Marcus Robinson. Penalty on Fred Thomas: Illegal Use of Hands, 5 yards (no play)",0.340,0.670
2,1:51,1,10,MIN 26,6,24,Daunte Culpepper pass complete to Moe Williams for 9 yards (tackle by Fred Thomas),0.670,1.350
2,1:26,2,1,MIN 35,6,24,Daunte Culpepper pass complete to Moe Williams for -2 yards (tackle by Dwight Smith),1.350,0.370
2,1:17,,,,6,24,Timeout #2 by Minnesota Vikings,0.000,0.370
2,1:17,3,3,MIN 33,6,24,Daunte Culpepper pass complete to Travis Taylor for 3 yards (tackle by Mike McKenzie),0.370,1.330
2,1:11,1,10,MIN 36,6,24,Daunte Culpepper pass complete to Troy Williamson for 22 yards (tackle by Jay Bellamy),1.330,2.790
2,1:02,1,10,NOR 42,6,24,Daunte Culpepper right tackle for 4 yards (tackle by Darren Howard),2.790,2.780
2,0:34,2,6,NOR 38,6,24,Daunte Culpepper pass complete to Troy Williamson for 8 yards (tackle by Jason Craft),2.780,3.580
2,0:27,1,10,NOR 30,6,24,Daunte Culpepper pass incomplete intended for Troy Williamson,3.580,3.030
2,0:22,2,10,NOR 30,6,24,"Daunte Culpepper pass complete to Jermaine Wiggins for -1 yards. Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",3.030,1.680
2,0:16,2,20,NOR 40,6,24,Daunte Culpepper sacked by Fred Thomas for -11 yards,1.680,-0.430
2,0:10,,,,6,24,Timeout #3 by Minnesota Vikings,0.000,-0.430
2,0:10,3,31,MIN 49,6,24,Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Fred Thomas),-0.430,0.400
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,6,24,"John Carney kicks off 59 yards, returned by Koren Robinson for 5 yards (tackle by Steve Gleason)",0.000,-0.140
3,14:55,1,10,MIN 16,6,24,Mewelde Moore up the middle for 3 yards (tackle by Dwight Smith),-0.140,-0.180
3,14:23,2,7,MIN 19,6,24,Mewelde Moore left tackle for 2 yards (tackle by Darren Howard),-0.180,-0.700
3,13:42,3,5,MIN 21,6,24,Daunte Culpepper pass complete to Jermaine Wiggins for 11 yards (tackle by Dwight Smith),-0.700,1.070
3,13:05,1,10,MIN 32,6,24,Mewelde Moore up the middle for 5 yards (tackle by T.J. Slaughter),1.070,1.200
3,12:27,2,5,MIN 37,6,24,"Mewelde Moore right end for 4 yards (tackle by Fred Thomas). Penalty on Jim Kleinsasser: Offensive Holding, 10 yards (no play)",1.200,-0.150
3,12:00,2,15,MIN 27,6,24,"Daunte Culpepper pass incomplete intended for Marcus Robinson is intercepted by Dwight Smith at MIN-42 and returned for 35 yards. Penalty on Charles Grant: Defensive Offside, 5 yards (no play)",-0.150,0.530
3,11:46,2,10,MIN 32,6,24,Daunte Culpepper pass complete to Richard Owens for 12 yards (tackle by Ronald McKinnon),0.530,1.860
3,11:13,1,10,MIN 44,6,24,Mewelde Moore right tackle for 9 yards (tackle by T.J. Slaughter),1.860,2.530
3,10:30,2,1,NOR 47,6,24,"Penalty on Jermaine Wiggins: False Start, 5 yards (no play)",2.530,1.860
3,10:14,2,6,MIN 48,6,24,Moe Williams right end for -2 yards (tackle by Will Smith),1.860,0.890
3,9:27,3,8,MIN 46,6,24,Daunte Culpepper pass incomplete intended for Travis Taylor (defended by Fred Thomas),0.890,-0.320
3,9:20,4,8,MIN 46,6,24,"Penalty on Dontarrious Thomas: False Start, 5 yards (no play)",-0.320,-0.650
3,9:20,4,13,MIN 41,6,24,"Chris Kluwe punts 59 yards, touchback",-0.650,-0.280
3,9:12,1,10,NOR 20,6,24,"Penalty on Jamar Nesbit: False Start, 5 yards (no play)",0.280,-0.310
3,9:12,1,15,NOR 15,6,24,Deuce McAllister up the middle for 1 yard (tackle by Erasmus James),-0.310,-0.940
3,8:37,2,14,NOR 16,6,24,Aaron Brooks pass incomplete intended for Ernie Conwell,-0.940,-1.690
3,8:33,3,14,NOR 16,6,24,Aaron Brooks pass complete to Devery Henderson for 66 yards (tackle by Ralph Brown),-1.690,4.370
3,8:14,1,10,MIN 18,6,24,Antowain Smith up the middle for 3 yards (tackle by Pat Williams),4.370,4.250
3,7:39,2,7,MIN 15,6,24,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by Willie Offord),4.250,6.280
3,7:03,1,4,MIN 4,6,24,Deuce McAllister left guard for no gain (tackle by Kevin Williams),6.280,5.340
3,6:28,2,4,MIN 4,6,24,Aaron Brooks pass incomplete intended for Zachary Hilton (defended by Fred Smoot),5.340,4.490
3,6:24,3,4,MIN 4,6,24,Aaron Brooks pass complete to Deuce McAllister for no gain,4.490,3.030
3,5:41,4,4,MIN 4,9,24,John Carney 22 yard field goal good,3.030,3.000
3,,,,NOR 30,9,24,"John Carney kicks off 68 yards, returned by Koren Robinson for 22 yards (tackle by Steve Gleason)",0.000,0.540
3,5:30,1,10,MIN 24,9,24,Daunte Culpepper pass complete to Marcus Robinson for 12 yards (tackle by Jason Craft),0.540,1.330
3,4:54,1,10,MIN 36,9,24,Mewelde Moore up the middle for 2 yards,1.330,1.060
3,4:16,2,8,MIN 38,9,24,Daunte Culpepper pass complete to Mewelde Moore for 3 yards (tackle by Ronald McKinnon and Will Smith),1.060,0.760
3,3:31,3,5,MIN 41,9,24,Daunte Culpepper sacked by Fred Thomas for -2 yards,0.760,-0.780
3,3:03,4,7,MIN 39,9,24,"Chris Kluwe punts 38 yards, returned by Donte' Stallworth for 77 yards. Penalty on Nate Poole: Illegal Block Above the , 10 yards",-0.780,0.060
3,2:44,1,10,NOR 17,9,24,Aaron Brooks pass complete to Nate Poole for 9 yards (tackle by Antoine Winfield),-0.060,0.750
3,2:19,2,1,NOR 26,9,24,Deuce McAllister up the middle for no gain (tackle by Kevin Williams and Pat Williams),0.750,-0.120
3,1:44,3,1,NOR 26,9,24,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Fred Smoot),-0.120,-1.630
3,1:39,4,1,NOR 26,9,24,"Mitch Berger punts 50 yards, fair catch by Keenan Howry",-1.630,-0.540
3,1:32,1,10,MIN 24,9,24,Michael Bennett left end for 2 yards (tackle by Brian Young),0.540,0.270
3,0:47,2,8,MIN 26,9,24,Mewelde Moore up the middle for 2 yards (tackle by Will Smith and Tony Bryant),0.270,-0.160
3,0:04,3,6,MIN 28,9,24,Daunte Culpepper sacked by Tony Bryant for -5 yards,-0.160,-1.830
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,MIN 23,9,24,"Chris Kluwe punts 40 yards, returned by Donte' Stallworth for -1 yards (tackle by Ralph Brown)",-1.830,-1.330
4,14:52,1,10,NOR 36,9,24,"Aaron Brooks sacked by Darrion Scott for -3 yards. Penalty on Ken Irvin: Defensive Holding, 5 yards (no play)",1.330,1.660
4,14:32,1,10,NOR 41,9,24,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.660,1.120
4,14:26,2,10,NOR 41,9,24,Aaron Brooks pass complete to Devery Henderson for 19 yards (tackle by Dontarrious Thomas),1.120,2.920
4,13:50,1,10,MIN 40,9,24,Aaron Brooks pass complete to Ernie Conwell for 21 yards (tackle by Ralph Brown),2.920,4.310
4,13:24,1,10,MIN 19,9,24,Deuce McAllister up the middle for 13 yards (tackle by Dontarrious Thomas),4.310,5.830
4,12:51,1,6,MIN 6,9,24,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Ralph Brown),5.830,4.950
4,12:47,2,6,MIN 6,9,24,Aaron Brooks sacked by Kenechi Udeze for -6 yards,4.950,3.100
4,12:10,3,12,MIN 12,9,24,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Dontarrious Thomas),3.100,2.990
4,11:48,,,,9,24,Timeout #1 by New Orleans Saints,0.000,2.990
4,11:48,4,6,MIN 6,9,24,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Ken Irvin: Defensive Pass Interfere, 5 yards (no play)",2.990,6.970
4,11:45,1,1,MIN 1,15,24,"Deuce McAllister right end for 1 yard, touchdown",6.970,7.000
4,,,,MIN 2,16,24,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,16,24,"John Carney kicks off 69 yards, returned by Koren Robinson for 46 yards (tackle by Mike McKenzie)",0.000,2.060
4,11:29,1,10,MIN 47,16,24,Daunte Culpepper pass complete to Jermaine Wiggins for 6 yards (tackle by Colby Bockwoldt),2.060,2.330
4,11:03,2,4,NOR 47,16,24,Daunte Culpepper pass incomplete intended for Marcus Robinson,2.330,1.620
4,10:57,3,4,NOR 47,16,24,Daunte Culpepper up the middle for 17 yards (tackle by James Allen),1.620,3.580
4,10:26,1,10,NOR 30,16,24,Mewelde Moore up the middle for 3 yards (tackle by Darren Howard and Johnathan Sullivan),3.580,3.440
4,9:43,2,7,NOR 27,16,24,"Mewelde Moore right guard for 15 yards (tackle by Fred Thomas). Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",3.440,2.090
4,9:19,2,17,NOR 37,16,24,"Daunte Culpepper pass complete to Jermaine Wiggins for 10 yards (tackle by Dwight Smith). Penalty on Dwight Smith: Taunting, 14 yards",2.090,4.710
4,8:51,1,10,NOR 13,16,24,"Mewelde Moore left guard for -1 yards (tackle by Sedrick Hodge and Ronald McKinnon). Penalty on NOR: Defensive 12 On-field, 4 yards (no play)",4.710,5.630
4,8:22,1,6,NOR 9,16,24,Moe Williams up the middle for -2 yards (tackle by Darren Howard),5.630,4.390
4,7:39,2,8,NOR 11,16,24,Michael Bennett left tackle for 2 yards (tackle by Brian Young),4.390,3.880
4,6:52,3,6,NOR 9,16,24,Daunte Culpepper for -1 yards (tackle by Darren Howard),3.880,2.760
4,6:20,4,7,NOR 10,16,27,Paul Edinger 28 yard field goal good,2.760,3.000
4,,,,MIN 30,16,27,"Paul Edinger kicks off 71 yards, returned by Fred McAfee for 24 yards (tackle by Raonall Smith)",0.000,0.480
4,6:12,1,10,NOR 23,16,27,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Antoine Winfield at NOR-37 and returned for 1 yard,0.480,-3.180
4,6:05,1,10,NOR 36,16,27,Mewelde Moore right end for 4 yards (tackle by Darren Howard),3.180,3.180
4,5:22,2,6,NOR 32,16,27,Mewelde Moore left guard for 3 yards (tackle by Darren Howard),3.180,2.870
4,4:38,3,3,NOR 29,16,27,Daunte Culpepper pass incomplete intended for Travis Taylor. Penalty on Mike Rosenthal: Ineligible Downfield Pas (Declined),2.870,1.580
4,4:33,4,3,NOR 29,16,30,Paul Edinger 48 yard field goal good,1.580,3.000
4,,,,MIN 30,16,30,"Paul Edinger kicks off 68 yards, returned by Fred McAfee for 30 yards (tackle by Moe Williams)",0.000,1.070
4,4:24,1,10,NOR 32,16,30,Aaron Brooks for 6 yards (tackle by Willie Offord),1.070,1.340
4,3:50,2,4,NOR 38,16,30,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.340,0.630
4,3:44,3,4,NOR 38,16,30,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",0.630,-0.030
4,3:44,3,9,NOR 33,16,30,Aaron Brooks pass incomplete intended for Donte' Stallworth,-0.030,-1.180
4,3:41,,,,16,30,Timeout #1 by Minnesota Vikings,0.000,-1.180
4,3:41,4,9,NOR 33,16,30,Aaron Brooks pass incomplete intended for Joe Horn,-1.180,-3.380
4,3:38,1,10,NOR 33,16,30,Mewelde Moore for 1 yard (tackle by Dwight Smith),3.380,2.970
4,3:32,2,9,NOR 32,16,30,Mewelde Moore left tackle for 2 yards (tackle by Willie Whitehead),2.970,2.540
4,3:25,,,,16,30,Timeout #2 by New Orleans Saints,0.000,2.540
4,3:25,3,7,NOR 30,16,30,Mewelde Moore up the middle for 8 yards (tackle by Tony Bryant),2.540,4.110
4,2:43,1,10,NOR 22,16,30,Mewelde Moore left guard for 3 yards (tackle by Josh Bullocks and Darren Howard),4.110,3.970
4,2:00,2,7,NOR 19,16,30,Mewelde Moore right guard for -2 yards (tackle by Brian Young),3.970,3.010
4,1:55,,,,16,30,Timeout #3 by New Orleans Saints,0.000,3.010
4,1:55,3,9,NOR 21,16,30,"Penalty on Willie Whitehead: Encroachment, 5 yards (no play)",3.010,3.740
4,1:55,3,4,NOR 16,16,30,Mewelde Moore left tackle for -1 yards (tackle by T.J. Slaughter and Darren Howard),3.740,2.360
4,1:11,,,,16,30,Timeout #2 by Minnesota Vikings,0.000,2.360
4,1:11,4,5,NOR 17,16,33,Paul Edinger 34 yard field goal good,2.360,3.000
4,,,,MIN 30,16,33,"Paul Edinger kicks off 59 yards, returned by Fred McAfee for 24 yards (tackle by Erasmus James). Fred McAfee fumbles (forced by Erasmus James), recovered by Richard Owens at NOR-38 (tackle by Steve Gleason)",0.000,-3.050
4,0:55,1,10,NOR 38,16,33,Daunte Culpepper kneels for -1 yards,3.050,2.370
4,0:32,2,11,NOR 39,16,33,Daunte Culpepper kneels for -1 yards,2.370,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
