#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 25,6,1:54,10,Punt
2,1,9:46,NOR 34,1,0:09,0,Interception
3,1,7:17,NOR 19,3,1:23,6,Punt
4,1,2:02,NOR 25,6,2:54,32,Punt
5,2,14:00,PHI 6,3,0:59,6,Touchdown
6,2,9:27,NOR 25,3,0:54,4,Punt
7,2,4:20,NOR 25,4,1:30,22,Punt
8,2,0:50,NOR 36,2,0:26,5,Interception
9,2,0:24,NOR 19,1,0:24,-1,End of Half
10,3,11:44,NOR 10,3,0:56,1,Punt
11,3,5:57,NOR 25,2,0:37,10,Fumble
12,3,2:38,NOR 25,7,2:49,75,Touchdown
13,4,13:45,PHI 39,3,1:12,39,Touchdown
14,4,10:52,PHI 49,8,3:38,39,Field Goal
15,4,3:59,NOR 25,11,3:14,75,Touchdown
