Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
2,5:21,1,20,NOR 23,7,17,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Marcus Williams),,
2,5:14,2,20,NOR 23,7,17,Jalen Hurts scrambles left end for 4 yards (tackle by P.J. Williams),,
2,4:28,3,16,NOR 19,7,17,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,,
2,4:23,4,16,NOR 19,7,20,Jake Elliott 37 yard field goal good,,
2,4:20,,,PHI 35,7,20,"Jake Elliott kicks off 65 yards, touchback.",,
2,4:20,1,10,NOR 25,7,20,Trevor Siemian pass complete short right to Adam Trautman for 19 yards (tackle by T.J. Edwards),,
2,3:46,1,10,NOR 44,7,20,Mark Ingram left tackle for 3 yards (tackle by Alex Singleton),,
2,3:12,2,7,NOR 47,7,20,Trevor Siemian pass incomplete short middle,,
2,3:07,3,7,NOR 47,7,20,Trevor Siemian pass incomplete deep right intended for Marquez Callaway (defended by Darius Slay),,
2,3:01,4,7,NOR 47,7,20,Blake Gillikin punts 49 yards downed by Zack Baun,,
2,2:50,1,10,PHI 4,7,20,Miles Sanders up the middle for 4 yards (tackle by Christian Ringo and Josiah Bronson),,
2,2:00,2,6,PHI 8,7,20,Jordan Howard left end for 5 yards (tackle by Paulson Adebo),,
2,1:54,,,,,,Timeout #1 by New Orleans Saints,,
2,1:54,3,1,PHI 13,7,20,Jordan Howard left end for 6 yards (tackle by Malcolm Jenkins),,
2,1:50,,,,,,Timeout #2 by New Orleans Saints,,
2,1:50,1,10,PHI 19,7,20,Jordan Howard right tackle for no gain (tackle by David Onyemata),,
2,1:45,,,,,,Timeout #3 by New Orleans Saints,,
2,1:45,2,10,PHI 19,7,20,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Marshon Lattimore),,
2,1:05,3,4,PHI 25,7,20,Jalen Hurts pass incomplete short right intended for Jalen Reagor,,
2,0:59,4,4,PHI 25,7,20,"Arryn Siposs punts 40 yards, recovered by Deonte Harty at NO-36 (tackle by Marcus Epps)",,
2,0:50,1,10,NOR 36,7,20,Trevor Siemian pass complete short right to Tre'Quan Smith for 5 yards (tackle by Avonte Maddox),,
2,0:35,2,5,NOR 41,7,26,"Trevor Siemian pass short right intended for Deonte Harty is intercepted by Darius Slay at PHI-49 and returned for 51 yards, touchdown",,
2,0:24,,,NOR 15,7,27,Jake Elliott kicks extra point good,,
2,0:24,,,PHI 35,7,27,"Jake Elliott kicks off 66 yards, returned by Deonte Harty for 20 yards (tackle by Zech McPhearson)",,
2,0:17,1,10,NOR 19,7,27,Trevor Siemian kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,27,"Brett Maher kicks off 65 yards, touchback.",,
3,15:00,1,10,PHI 25,7,27,Boston Scott up the middle for 2 yards (tackle by Cameron Jordan and Shy Tuttle),,
3,14:24,2,8,PHI 27,7,27,Boston Scott up the middle for 5 yards (tackle by Marcus Davenport),,
3,14:04,3,3,PHI 32,7,27,Jalen Hurts left end for 6 yards (tackle by Marcus Williams),,
3,13:25,1,10,PHI 38,7,27,Jalen Hurts right end for no gain (tackle by Marshon Lattimore),,
3,12:44,2,10,PHI 38,7,27,Boston Scott left end for 4 yards (tackle by Malcolm Jenkins),,
3,12:01,3,6,PHI 42,7,27,Jalen Hurts pass incomplete short right,,
3,11:54,4,6,PHI 42,7,27,"Penalty on PHI: Delay of Game, 5 yards (accepted) (no play)",,
3,11:54,4,11,PHI 37,7,27,Arryn Siposs punts 53 yards out of bounds,,
3,11:44,1,10,NOR 10,7,27,Mark Ingram left tackle for 1 yard (tackle by Fletcher Cox and Javon Hargrave),,
3,11:12,2,9,NOR 11,7,27,Trevor Siemian pass incomplete short right,,
3,11:01,3,9,NOR 11,7,27,Trevor Siemian pass incomplete short right intended for Adam Trautman (defended by Avonte Maddox),,
3,10:57,4,9,NOR 11,7,27,"Blake Gillikin punts 42 yards, returned by Jalen Reagor for 13 yards (tackle by Alex Armah)",,
3,10:48,1,10,NOR 40,7,27,Jalen Hurts pass complete short right to Dallas Goedert for 14 yards (tackle by Josiah Bronson),,
3,10:10,1,10,NOR 26,7,27,Jalen Hurts right end for -3 yards (tackle by Bradley Roby),,
3,9:31,2,13,NOR 29,7,27,Jordan Howard up the middle for 7 yards (tackle by P.J. Williams),,
3,8:58,3,6,NOR 22,7,27,Jalen Hurts pass complete short right to DeVonta Smith for 14 yards (tackle by Marshon Lattimore),,
3,8:28,1,8,NOR 8,7,27,"Penalty on Jack Driscoll: False Start, 5 yards (accepted) (no play)",,
3,8:07,1,13,NOR 13,7,27,Jalen Hurts sacked by Marcus Davenport for no gain,,
3,7:27,2,13,NOR 13,7,27,Boston Scott left guard for 5 yards (tackle by Marcus Davenport and Shy Tuttle),,
3,6:45,3,8,NOR 8,7,27,Jalen Hurts sacked by and Marcus Davenport for -7 yards and David Onyemata for -7 yards,,
3,6:02,4,15,NOR 15,7,30,Jake Elliott 33 yard field goal good,,
3,5:57,,,PHI 35,7,30,"Jake Elliott kicks off 65 yards, touchback.",,
3,5:57,1,10,NOR 25,7,30,Mark Ingram up the middle for 9 yards (tackle by T.J. Edwards),,
3,5:27,2,3,NOR 34,7,30,"Mark Ingram up the middle for 1 yard. Mark Ingram fumbles (forced by Fletcher Cox), recovered by T.J. Edwards at NO-41 (tackle by Fletcher Cox)",,
3,5:20,1,10,NOR 41,7,30,Miles Sanders left end for 10 yards (tackle by Jalyn Holmes),,
3,4:46,1,10,NOR 31,7,30,Miles Sanders up the middle for 6 yards (tackle by Marcus Williams and Christian Ringo),,
3,4:06,2,4,NOR 25,7,30,Miles Sanders up the middle for 2 yards (tackle by Christian Ringo),,
3,3:27,3,2,NOR 23,7,30,Jalen Hurts left end for -6 yards (tackle by Jalyn Holmes),,
3,2:44,4,8,NOR 29,7,33,Jake Elliott 47 yard field goal good,,
3,2:38,,,PHI 35,7,33,"Jake Elliott kicks off 65 yards, touchback.",,
3,2:38,1,10,NOR 25,7,33,Trevor Siemian pass complete short middle to Adam Trautman for 10 yards (tackle by Steven Nelson),,
3,2:08,1,10,NOR 35,7,33,Trevor Siemian pass complete short right to Deonte Harty for 9 yards (tackle by Alex Singleton),,
3,1:33,2,1,NOR 44,7,33,Mark Ingram right end for -1 yards (tackle by Darius Slay),,
3,1:00,3,2,NOR 43,7,33,Mark Ingram right end for 28 yards (tackle by T.J. Edwards),,
3,0:29,1,10,PHI 29,7,33,Dwayne Washington left end for 3 yards (tackle by Rodney McLeod),,
Quarter,Time,Down,ToGo,Location,NOR,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PHI 26,7,33,Trevor Siemian pass incomplete short left intended for Mark Ingram (defended by T.J. Edwards),,
4,14:54,3,7,PHI 26,13,33,"Trevor Siemian pass complete deep right to Marquez Callaway for 26 yards, touchdown",,
4,14:49,,,PHI 2,13,33,Two Point Attempt: Trevor Siemian pass incomplete intended for intended for Tre'Quan Smith,,
4,14:49,,,NOR 35,13,33,"Brett Maher kicks off 64 yards, returned by Jalen Reagor for 17 yards (tackle by Dwayne Washington). Penalty on Jack Stoll: Illegal Wedge, 9 yards (accepted)",,
4,14:43,1,10,PHI 9,13,33,Miles Sanders up the middle for 3 yards (tackle by Marcus Davenport),,
4,14:06,2,7,PHI 12,13,33,Jalen Hurts pass incomplete short left intended for Tyree Jackson (defended by Marcus Williams),,
4,13:59,3,7,PHI 12,13,33,Jalen Hurts pass incomplete short left intended for Dallas Goedert,,
4,13:54,4,7,PHI 12,13,33,"Arryn Siposs punts 41 yards, returned by Deonte Harty for 14 yards (tackle by Rick Lovato)",,
4,13:45,1,10,PHI 39,13,33,Trevor Siemian pass complete deep right to Tre'Quan Smith for 21 yards (tackle by Steven Nelson),,
4,13:18,1,10,PHI 17,13,33,Mark Ingram right end for 1 yard (tackle by Milton Williams),,
4,12:42,2,9,PHI 17,19,33,"Trevor Siemian scrambles up the middle for 17 yards, touchdown",,
4,12:33,,,PHI 15,19,33,Brett Maher kicks extra point no good,,
4,12:33,,,NOR 35,19,33,"Brett Maher kicks off 63 yards, returned by Jalen Reagor for 14 yards (tackle by Andrew Dowell and J.T. Gray)",,
4,12:27,1,10,PHI 16,19,33,Boston Scott right end for -1 yards (tackle by Marcus Davenport),,
4,11:47,2,11,PHI 15,19,33,Jalen Hurts pass incomplete short right intended for Dallas Goedert,,
4,11:40,3,12,PHI 15,19,33,Jalen Hurts sacked by Cameron Jordan for -2 yards,,
4,11:05,4,12,PHI 13,19,33,"Arryn Siposs punts 43 yards, returned by Deonte Harty for 7 yards (tackle by Andre Chachere and Marcus Epps)",,
4,10:52,1,10,PHI 49,19,33,"Trevor Siemian pass incomplete deep right intended for Marquez Callaway. Penalty on Javon Hargrave: Roughing the Passer, 15 yards (accepted) (no play)",,
4,10:46,1,10,PHI 34,19,33,Mark Ingram up the middle for 7 yards (tackle by Zech McPhearson and Anthony Harris),,
4,10:17,2,3,PHI 27,19,33,Mark Ingram up the middle for 3 yards (tackle by Josh Sweat),,
4,9:48,1,10,PHI 24,19,33,Trevor Siemian pass complete short right to Adam Trautman for -6 yards (tackle by Anthony Harris),,
4,9:12,2,16,PHI 30,19,33,Trevor Siemian pass complete deep right to Adam Trautman for 17 yards (tackle by Anthony Harris and Zech McPhearson),,
4,8:43,1,10,PHI 13,19,33,Mark Ingram up the middle for 1 yard (tackle by Josh Sweat and Fletcher Cox),,
4,8:09,2,9,PHI 12,19,33,Trevor Siemian pass incomplete short left,,
4,8:00,3,9,PHI 12,19,33,Trevor Siemian pass complete short left to Deonte Harty for 2 yards (tackle by Anthony Harris and Javon Hargrave),,
4,7:18,4,7,PHI 10,22,33,Brett Maher 28 yard field goal good,,
4,7:14,,,NOR 35,22,33,"Brett Maher kicks off 59 yards, returned by Jalen Reagor for 20 yards (tackle by Kaden Elliss)",,
4,7:08,1,10,PHI 26,22,33,Jalen Hurts pass complete short right to Jalen Reagor for -1 yards (tackle by Kwon Alexander),,
4,6:27,2,11,PHI 25,22,33,Jalen Hurts pass complete short left to JJ Arcega-Whiteside for 23 yards (tackle by Marcus Williams),,
4,5:43,1,10,PHI 48,22,33,Miles Sanders up the middle for 7 yards (tackle by Shy Tuttle),,
4,5:00,2,3,NOR 45,22,33,Miles Sanders left tackle for 2 yards (tackle by Shy Tuttle),,
4,4:36,3,1,NOR 43,22,33,Jalen Hurts up the middle for 1 yard (tackle by Carl Granderson),,
4,4:23,,,,,,Timeout #1 by New Orleans Saints,,
4,4:23,1,10,NOR 42,22,33,Miles Sanders left end for 14 yards (tackle by Marcus Williams),,
4,4:17,1,10,NOR 28,22,33,Boston Scott left end for 1 yard (tackle by Shy Tuttle),,
4,4:13,,,,,,Timeout #2 by New Orleans Saints,,
4,4:13,2,9,NOR 27,22,33,Miles Sanders left end for 3 yards (tackle by Pete Werner),,
4,4:09,,,,,,Timeout #3 by New Orleans Saints,,
4,4:09,3,6,NOR 24,22,39,"Jalen Hurts up the middle for 24 yards, touchdown",,
4,3:59,,,NOR 15,22,40,Jake Elliott kicks extra point good,,
4,3:59,,,PHI 35,22,40,"Jake Elliott kicks off 65 yards, touchback.",,
4,3:59,1,10,NOR 25,22,40,Trevor Siemian pass complete short left to Mark Ingram for 5 yards (tackle by T.J. Edwards and Alex Singleton),,
4,3:39,2,5,NOR 30,22,40,Trevor Siemian pass complete short left to Mark Ingram for 2 yards (tackle by Rodney McLeod),,
4,3:16,3,3,NOR 32,22,40,Trevor Siemian pass complete short right to Tre'Quan Smith for 10 yards (tackle by Avonte Maddox),,
4,2:56,1,10,NOR 42,22,40,Trevor Siemian pass complete short left to Mark Ingram for 1 yard (tackle by Alex Singleton),,
4,2:33,2,9,NOR 43,22,40,Trevor Siemian pass complete deep middle to Nick Vannett for 20 yards (tackle by Rodney McLeod),,
4,2:12,1,10,PHI 37,22,40,Trevor Siemian pass complete short middle to Dwayne Washington for 6 yards (tackle by Alex Singleton),,
4,2:00,2,4,PHI 31,22,40,Trevor Siemian pass complete short left to Mark Ingram for 5 yards (tackle by T.J. Edwards),,
4,1:39,1,10,PHI 26,22,40,Trevor Siemian pass incomplete deep right intended for Tre'Quan Smith,,
4,1:29,2,10,PHI 26,22,40,Trevor Siemian pass incomplete short middle intended for Tre'Quan Smith,,
4,1:25,3,10,PHI 26,22,40,Trevor Siemian pass complete deep right to Tre'Quan Smith for 22 yards (tackle by Rodney McLeod),,
4,0:50,1,4,PHI 4,28,40,"Trevor Siemian pass complete short left to Lil'Jordan Humphrey for 4 yards, touchdown",,
4,0:45,,,PHI 15,29,40,Brett Maher kicks extra point good,,
4,0:45,,,NOR 35,29,40,"Brett Maher kicks onside 9 yards, returned by Dallas Goedert for no gain",,
4,0:44,1,10,NOR 44,29,40,Jalen Hurts kneels for -1 yards,,
4,0:27,2,11,NOR 45,29,40,Jalen Hurts kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
