#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:41,DEN 26,3,2:20,8,Punt
2,1,5:27,DEN 36,5,2:53,19,Punt
3,1,1:23,DEN 37,11,5:40,60,Downs
4,2,8:15,DEN 44,4,2:05,26,Interception
5,2,3:48,DEN 38,3,1:07,8,Punt
6,2,1:51,NWE 40,1,0:09,40,Touchdown
7,2,1:33,NWE 39,4,0:50,7,Field Goal
8,3,15:00,DEN 22,3,1:39,5,Punt
9,3,7:49,DEN 20,6,3:10,16,Punt
10,3,0:47,NWE 1,1,0:04,1,Touchdown
11,4,12:48,DEN 33,5,2:38,25,Punt
12,4,10:10,NWE 15,3,1:32,15,Touchdown
13,4,8:05,DEN 23,8,4:45,61,Field Goal
14,4,2:56,DEN 39,5,2:56,19,End of Game
