Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss, Jets to receive the opening kickoff.",,
1,15:00,,,BUF 30,0,0,"Rian Lindell kicks off 60 yards, returned by LaMont Jordan for 16 yards (tackle by DaShon Polk). Penalty on Victor Hobson: Unnecessary Roughness, 13 yards",0.000,-0.320
1,14:54,1,10,NYJ 13,0,0,Chad Pennington pass complete to Anthony Becht for 14 yards (tackle by Jeff Posey),-0.320,0.740
1,14:16,1,10,NYJ 27,0,0,Curtis Martin right tackle for 4 yards (tackle by Ryan Denney and Jeff Posey),0.740,0.740
1,13:42,2,6,NYJ 31,0,0,Curtis Martin left guard for 5 yards (tackle by Jeff Posey and Nate Clements),0.740,0.700
1,13:01,3,1,NYJ 36,0,0,Curtis Martin right guard for 2 yards (tackle by Ryan Denney and DaShon Polk),0.700,1.470
1,12:18,1,10,NYJ 38,0,0,Chad Pennington pass incomplete intended for Santana Moss,1.470,0.920
1,12:14,2,10,NYJ 38,0,0,Curtis Martin left guard for 1 yard (tackle by Nate Clements and Pat Williams),0.920,0.370
1,11:36,3,9,NYJ 39,0,0,Chad Pennington pass complete to Santana Moss for 13 yards (tackle by Terrence McGee),0.370,2.390
1,10:56,1,10,BUF 48,0,0,Curtis Martin left tackle for 4 yards (tackle by Antoine Winfield and Lawyer Milloy),2.390,2.390
1,10:18,2,6,BUF 44,0,0,Curtis Martin up the middle for 3 yards (tackle by Ryan Denney and London Fletcher),2.390,2.080
1,9:36,3,3,BUF 41,0,0,Chad Pennington pass complete to Santana Moss for 2 yards (tackle by Terrence McGee),2.080,0.660
1,9:13,4,1,BUF 39,0,0,Chad Pennington up the middle for 4 yards (tackle by Sam Adams),0.660,3.250
1,8:34,1,10,BUF 35,0,0,Curtis Martin left guard for 2 yards (tackle by Jeff Posey and London Fletcher),3.250,2.970
1,7:55,2,8,BUF 33,0,0,Curtis Martin right guard for 11 yards (tackle by Lawyer Milloy and Terrence McGee),2.970,4.110
1,7:15,1,10,BUF 22,0,0,Chad Pennington pass complete to LaMont Jordan for 3 yards (tackle by Izell Reese),4.110,3.970
1,6:45,2,7,BUF 19,0,0,Curtis Martin left tackle for 1 yard (tackle by Nate Clements),3.970,3.400
1,6:00,3,6,BUF 18,0,0,Chad Pennington sacked by Sam Adams for -2 yards,3.400,2.120
1,5:28,4,8,BUF 20,3,0,Doug Brien 38 yard field goal good,2.120,3.000
1,,,,NYJ 30,3,0,"Doug Brien kicks off 61 yards, returned by Antonio Brown for 20 yards (tackle by Quincy Stewart)",0.000,0.870
1,5:16,1,10,BUF 29,3,0,Drew Bledsoe pass complete to Eric Moulds for 8 yards,0.870,1.410
1,4:56,2,2,BUF 37,3,0,Travis Henry left tackle for 3 yards (tackle by Sam Cowart and Marvin Jones),1.410,1.600
1,4:18,1,10,BUF 40,3,0,Travis Henry left tackle for 12 yards (tackle by Tyrone Carter),1.600,2.390
1,3:41,1,10,NYJ 48,3,0,Drew Bledsoe pass complete to Josh Reed for 6 yards (tackle by Ray Mickens),2.390,2.660
1,2:59,2,4,NYJ 42,3,0,Drew Bledsoe pass complete to Travis Henry for 6 yards (tackle by Ray Mickens),2.660,3.180
1,2:28,1,10,NYJ 36,3,0,Travis Henry left guard for 2 yards (tackle by Marvin Jones and Shaun Ellis),3.180,2.910
1,1:44,2,8,NYJ 34,3,0,Travis Henry up the middle for 10 yards (tackle by Tyrone Carter),2.910,3.970
1,1:00,1,10,NYJ 24,3,0,Drew Bledsoe for 3 yards (tackle by Sam Cowart),3.970,3.840
1,0:15,2,7,NYJ 21,3,0,Drew Bledsoe pass incomplete intended for Eric Moulds,3.840,3.140
1,0:10,3,7,NYJ 21,3,0,"Drew Bledsoe sacked by Jason Ferguson for -8 yards. Penalty on Jason Ferguson: Defensive Offside, 5 yards (no play)",3.140,3.950
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,NYJ 16,3,0,Travis Henry left guard for 5 yards (tackle by Shaun Ellis and Sam Garnes),3.950,4.840
2,14:19,1,10,NYJ 11,3,0,Travis Henry left guard for 6 yards (tackle by Shaun Ellis),4.840,5.280
2,13:40,2,4,NYJ 5,3,0,Travis Henry right guard for -1 yards (tackle by Ray Mickens),5.280,4.210
2,12:55,3,5,NYJ 6,3,6,"Drew Bledsoe pass complete to Josh Reed for 6 yards, touchdown",4.210,7.000
