Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
1,2:09,1,10,SEA 45,6,7,Chris Carson left tackle for 2 yards (tackle by Arik Armstead),1.930,1.650
1,1:26,2,8,SEA 47,6,7,Russell Wilson pass complete short right to Chris Carson for 10 yards (tackle by Elijah Lee),1.650,2.720
1,0:52,1,10,SFO 43,6,7,Chris Carson left end for no gain (tackle by D.J. Reed and Ronald Blair),2.720,2.180
1,0:07,2,10,SFO 43,6,7,Russell Wilson pass incomplete deep left intended for Nick Vannett,2.180,1.490
1,0:01,3,10,SFO 43,6,7,Russell Wilson pass incomplete short right,1.490,0.400
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,10,SFO 43,6,7,Michael Dickson punts 41 yards downed by Neiko Thorpe,0.400,0.380
2,14:51,1,10,SFO 2,6,7,Matt Breida right guard for 3 yards (tackle by Frank Clark),-0.380,-0.560
2,14:11,2,7,SFO 5,6,7,"Matt Breida left end for 2 yards (tackle by Frank Clark). Penalty on Kendrick Bourne: Illegal Block Above the Waist, 3 yards",-0.560,-0.630
2,13:42,2,8,SFO 4,6,7,Matt Breida left guard for 1 yard (tackle by Quinton Jefferson),-0.630,-1.070
2,13:05,3,7,SFO 5,6,7,Nick Mullens pass complete short right to Trent Taylor for 8 yards (tackle by Tedric Thompson),-1.070,-0.320
2,12:34,1,10,SFO 13,6,7,Matt Breida right guard for 4 yards (tackle by Branden Jackson and Poona Ford),-0.320,-0.300
2,12:05,2,6,SFO 17,6,7,Nick Mullens pass complete short middle to Kendrick Bourne for 12 yards (tackle by Shaquill Griffin),-0.300,0.870
2,11:25,1,10,SFO 29,6,7,Nick Mullens pass incomplete deep right intended for George Kittle,0.870,0.330
2,11:21,2,10,SFO 29,6,7,Jeff Wilson right tackle for -1 yards (tackle by Poona Ford),0.330,-0.490
2,10:39,3,11,SFO 28,6,7,"Penalty on Jacob Martin: Neutral Zone Infraction, 5 yards (no play)",-0.490,0.170
2,10:13,3,6,SFO 33,6,7,Nick Mullens pass complete short right to Dante Pettis for 26 yards (tackle by Tedric Thompson),0.170,2.850
2,9:37,1,10,SEA 41,6,13,"Nick Mullens pass complete deep right to Garrett Celek for 41 yards, touchdown",2.850,7.000
2,9:29,,,SEA 15,6,14,Robbie Gould kicks extra point good,0.000,0.000
2,9:29,,,SFO 35,6,14,"Bradley Pinion kicks off 62 yards, returned by J.D. McKissic for no gain (tackle by Jeff Wilson)",0.000,0.340
2,9:24,1,10,SEA 21,6,14,J.D. McKissic up the middle for no gain (tackle by Fred Warner),0.340,-0.200
2,8:53,2,10,SEA 21,6,14,J.D. McKissic right tackle for 2 yards (tackle by Richard Sherman),-0.200,-0.630
2,8:10,3,8,SEA 23,6,14,Russell Wilson pass complete short middle to Doug Baldwin for 11 yards (tackle by D.J. Reed),-0.630,1.200
2,7:27,1,10,SEA 34,6,14,Russell Wilson pass complete short left to Chris Carson for 2 yards (tackle by Marcell Harris),1.200,0.930
2,6:47,2,8,SEA 36,6,14,Chris Carson left end for 24 yards (tackle by Antone Exum),0.930,2.920
2,6:14,1,10,SFO 40,6,14,Russell Wilson pass incomplete short right,2.920,2.370
2,6:09,2,10,SFO 40,6,14,Mike Davis left guard for 5 yards (tackle by DeForest Buckner),2.370,2.340
2,5:29,3,5,SFO 35,12,14,"Russell Wilson pass complete deep right to Doug Baldwin for 35 yards, touchdown",2.340,7.000
2,5:19,,,SFO 15,13,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,5:19,,,SEA 35,13,14,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,5:19,1,10,SFO 25,13,14,"Matt Breida up the middle for 5 yards (tackle by Barkevious Mingo). Penalty on Shamar Stephen: Defensive Holding, 5 yards",0.610,1.270
2,5:13,1,10,SFO 35,13,14,Nick Mullens pass complete short left to Marquise Goodwin for 7 yards,1.270,1.670
2,4:20,2,3,SFO 42,13,14,Matt Breida right guard for 2 yards (tackle by Bobby Wagner and Dion Jordan),1.670,1.220
2,3:47,3,1,SFO 44,13,14,Nick Mullens pass complete short left to George Kittle for 21 yards (tackle by Barkevious Mingo),1.220,3.250
2,3:00,1,10,SEA 35,13,14,Nick Mullens pass complete deep right to Garrett Celek for 20 yards (tackle by Tedric Thompson),3.250,4.580
2,2:21,1,10,SEA 15,13,14,Matt Breida right guard for 3 yards (tackle by Austin Calitro and Delano Hill),4.580,4.450
2,2:00,2,7,SEA 12,13,14,Matt Breida right tackle for 3 yards (tackle by Bobby Wagner and Poona Ford),4.450,4.220
2,1:13,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:13,3,4,SEA 9,13,14,Nick Mullens pass incomplete short middle intended for Kendrick Bourne (defended by Tre Flowers),4.220,2.900
2,1:10,4,4,SEA 9,13,17,Robbie Gould 28 yard field goal good,2.900,3.000
2,1:05,,,SFO 35,13,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:05,1,10,SEA 25,13,17,Russell Wilson pass complete short left to Mike Davis for 1 yard (tackle by Tarvarius Moore),0.610,0.200
2,1:00,2,9,SEA 26,13,17,"Russell Wilson pass complete short left to Mike Davis for 2 yards (tackle by Elijah Lee and Tarvarius Moore). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",0.200,-1.290
2,0:54,2,19,SEA 16,13,17,Mike Davis up the middle for 6 yards (tackle by DeForest Buckner and Fred Warner),-1.290,-1.020
2,0:16,3,13,SEA 22,13,17,Chris Carson up the middle for 6 yards (tackle by Cassius Marsh),-1.020,-1.500
2,0:09,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:09,4,7,SEA 28,13,17,Michael Dickson punts 52 yards out of bounds,-1.500,-0.280
2,0:02,1,10,SFO 20,13,17,Nick Mullens kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,13,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,13,17,Chris Carson left end for 6 yards (tackle by D.J. Reed),0.610,0.870
3,14:20,2,4,SEA 31,13,17,Chris Carson up the middle for 3 yards (tackle by D.J. Jones and Solomon Thomas),0.870,0.560
3,13:45,3,1,SEA 34,13,17,"Russell Wilson sacked by Mark Nzeocha for -8 yards. Russell Wilson fumbles (forced by Mark Nzeocha), recovered by Russell Wilson at SEA-26",0.560,-1.630
3,13:02,4,9,SEA 26,13,17,"Michael Dickson punts 55 yards, returned by Trent Taylor for 11 yards (tackle by Justin Coleman and Tyler Ott)",-1.630,-0.940
3,12:49,1,10,SFO 30,13,17,Nick Mullens pass complete short middle to Dante Pettis for 15 yards (tackle by Tedric Thompson),0.940,1.930
3,12:12,1,10,SFO 45,13,17,Nick Mullens pass incomplete short left intended for Jeff Wilson,1.930,1.380
3,12:09,2,10,SFO 45,13,17,"Penalty on Laken Tomlinson: False Start, 5 yards (no play)",1.380,0.710
3,12:09,2,15,SFO 40,13,17,Nick Mullens pass complete short middle to Matt Breida for 2 yards (tackle by Quinton Jefferson),0.710,0.300
3,11:27,3,13,SFO 42,13,17,Nick Mullens pass complete short left to Kyle Juszczyk for 3 yards (tackle by Shalom Luani),0.300,-0.390
3,10:58,4,10,SFO 45,13,17,"Bradley Pinion punts 55 yards, touchback.",-0.390,-0.280
3,10:50,1,10,SEA 20,13,17,Chris Carson left end for -1 yards (tackle by Elijah Lee),0.280,-0.460
3,10:09,2,11,SEA 19,13,17,Russell Wilson pass complete short middle to Chris Carson for 5 yards (tackle by Elijah Lee and Fred Warner),-0.460,-0.430
3,9:27,3,6,SEA 24,13,17,Russell Wilson pass complete short left to David Moore for 9 yards (tackle by Tarvarius Moore),-0.430,1.140
3,8:58,1,10,SEA 33,13,17,Chris Carson left tackle for 1 yard (tackle by D.J. Jones),1.140,0.730
3,8:16,2,9,SEA 34,13,17,Russell Wilson sacked by DeForest Buckner for -9 yards,0.730,-1.150
3,7:30,3,18,SEA 25,13,17,Russell Wilson pass complete short left to Ed Dickson for 6 yards,-1.150,-1.310
3,7:01,4,12,SEA 31,13,17,"Michael Dickson punts 54 yards, returned by Trent Taylor for 4 yards (tackle by Neiko Thorpe and Justin Coleman). Penalty on Neiko Thorpe: Unsportsmanlike Conduct, 15 yards",-1.310,-1.200
3,6:48,1,10,SFO 34,13,17,Matt Breida right tackle for -3 yards (tackle by Poona Ford),1.200,0.250
3,6:11,2,13,SFO 31,13,17,"Matt Breida right end for 7 yards (tackle by Bobby Wagner). Penalty on Bobby Wagner: Face Mask (15 Yards), 15 yards",0.250,2.460
3,5:38,1,10,SEA 47,13,17,"Penalty on SFO: Delay of Game, 5 yards (no play)",2.460,2.130
3,5:15,1,15,SFO 48,13,17,Nick Mullens pass complete short left to Matt Breida for 20 yards (tackle by Austin Calitro),2.130,3.450
3,4:35,1,10,SEA 32,13,17,"Nick Mullens pass complete short right to Matt Breida for 2 yards (tackle by Austin Calitro). Penalty on Justin Coleman: Unnecessary Roughness, 15 yards",3.450,4.580
3,4:13,1,10,SEA 15,13,17,"Jeff Wilson up the middle for 7 yards (tackle by Rasheem Green). Penalty on Jeff Wilson: Unsportsmanlike Conduct, 15 yards",4.580,2.940
3,3:44,2,18,SEA 23,13,17,Nick Mullens pass incomplete short left intended for George Kittle,2.940,2.280
3,3:40,3,18,SEA 23,13,17,Matt Breida up the middle for 8 yards (tackle by Bobby Wagner and Shalom Luani),2.280,2.440
3,2:59,4,10,SEA 15,13,20,Robbie Gould 33 yard field goal good,2.440,3.000
3,2:54,,,SFO 35,13,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:54,1,10,SEA 25,13,20,Chris Carson up the middle for 21 yards (tackle by Antone Exum),0.610,1.990
3,2:28,1,10,SEA 46,13,20,Chris Carson left guard for 5 yards (tackle by Fred Warner),1.990,2.130
3,2:08,2,5,SFO 49,13,20,Chris Carson left end for 26 yards (tackle by Antone Exum),2.130,4.040
3,1:38,1,10,SFO 23,13,20,Russell Wilson right end for 5 yards (tackle by Richard Sherman),4.040,4.210
3,0:53,2,5,SFO 18,13,20,Russell Wilson pass incomplete deep left intended for Doug Baldwin,4.210,3.490
3,0:48,3,5,SFO 18,13,20,Russell Wilson pass complete short left to Ed Dickson for 8 yards (tackle by Marcell Harris and Tarvarius Moore),3.490,4.910
3,0:14,1,10,SFO 10,13,20,"Russell Wilson left end for 9 yards, lateral to Tarvarius Moore for 7 yards, lateral to Tyler Lockett for 7 yards",4.910,5.910
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,SFO 1,13,20,Chris Carson left tackle for -1 yards (tackle by DeForest Buckner),5.910,4.950
4,14:25,3,2,SFO 2,13,20,Chris Carson up the middle for 1 yard (tackle by Elijah Lee),4.950,3.550
4,13:57,4,1,SFO 1,19,20,"Chris Carson left guard for 1 yard, touchdown",3.550,7.000
4,13:51,,,SFO 15,20,20,Sebastian Janikowski kicks extra point good,0.000,0.000
4,13:51,,,SEA 35,20,20,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,13:51,1,10,SFO 25,20,20,Nick Mullens pass complete deep right to Dante Pettis for 30 yards (tackle by Shaquill Griffin),0.610,2.590
4,13:05,1,10,SEA 45,20,20,"Nick Mullens pass incomplete short left intended for George Kittle (defended by Shaquill Griffin). Penalty on Weston Richburg: Offensive Holding, 10 yards (no play)",2.590,1.930
4,12:58,1,20,SFO 45,20,20,"Nick Mullens pass incomplete deep right intended for George Kittle (defended by Delano Hill). Penalty on Delano Hill: Defensive Pass Interference, 13 yards (no play)",1.930,2.790
4,12:51,1,10,SEA 42,20,20,Matt Breida left end for 1 yard,2.790,2.380
4,12:12,2,9,SEA 41,20,20,Nick Mullens pass complete short right to George Kittle for 10 yards (tackle by Frank Clark),2.380,3.510
4,11:30,1,10,SEA 31,20,20,Jeff Wilson right tackle for 3 yards (tackle by Bobby Wagner),3.510,3.370
4,10:47,2,7,SEA 28,20,20,Nick Mullens pass incomplete deep right intended for George Kittle (defended by Delano Hill),3.370,2.680
4,10:41,3,7,SEA 28,20,20,Matt Breida right tackle for 1 yard (tackle by Frank Clark),2.680,1.700
4,9:56,4,6,SEA 27,20,23,Robbie Gould 45 yard field goal good,1.700,3.000
4,9:51,,,SFO 35,20,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,9:51,1,10,SEA 25,20,23,"Russell Wilson pass incomplete short right. Penalty on Fred Warner: Roughing the Passer, 15 yards (no play)",0.610,1.600
4,9:43,1,10,SEA 40,20,23,Russell Wilson left end for 1 yard (tackle by DeForest Buckner),1.600,1.190
4,9:03,2,9,SEA 41,20,23,Russell Wilson pass complete short right to Chris Carson for 2 yards (tackle by Fred Warner and Richard Sherman),1.190,0.760
4,8:39,3,7,SEA 43,20,23,Russell Wilson pass complete deep middle to Doug Baldwin for 26 yards (tackle by Antone Exum),0.760,3.510
4,8:00,1,10,SFO 31,20,23,Mike Davis up the middle for 5 yards (tackle by Arik Armstead and Elijah Lee),3.510,3.640
4,7:16,2,5,SFO 26,20,23,"Mike Davis up the middle for no gain (tackle by Arik Armstead). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",3.640,2.290
4,6:51,2,15,SFO 36,20,23,Russell Wilson pass complete short left to Mike Davis for 9 yards (tackle by Marcell Harris),2.290,2.810
4,6:05,3,6,SFO 27,20,23,Russell Wilson sacked by DeForest Buckner for -3 yards,2.810,1.410
4,5:27,4,9,SFO 30,23,23,Sebastian Janikowski 48 yard field goal good,1.410,3.000
4,5:21,,,SEA 35,23,23,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,5:21,1,10,SFO 25,23,23,Nick Mullens pass incomplete short left intended for George Kittle,0.610,0.060
4,5:18,2,10,SFO 25,23,23,Nick Mullens sacked by Frank Clark for no gain,0.060,-0.620
4,4:34,3,10,SFO 25,23,23,Nick Mullens pass incomplete deep right intended for Kendrick Bourne,-0.620,-1.700
4,4:29,4,10,SFO 25,23,23,"Bradley Pinion punts 41 yards, fair catch by Tyler Lockett at SEA-34",-1.700,-1.200
4,4:21,1,10,SEA 34,23,23,Russell Wilson right end for 2 yards,1.200,0.930
4,3:43,2,8,SEA 36,23,23,Chris Carson up the middle for 4 yards (tackle by DeForest Buckner and Arik Armstead),0.930,0.760
4,2:56,3,4,SEA 40,23,23,"Mike Davis right tackle for no gain (tackle by D.J. Reed). Penalty on Germain Ifedi: Offensive Holding, 10 yards (no play)",0.760,-0.560
4,2:49,3,14,SEA 30,23,23,"Penalty on Cassius Marsh: Neutral Zone Infraction, 5 yards (no play)",-0.560,0.100
4,2:49,3,9,SEA 35,23,23,Russell Wilson pass incomplete short left intended for Doug Baldwin,0.100,-1.040
4,2:46,4,9,SEA 35,23,23,"Michael Dickson punts 65 yards, touchback.",-1.040,-0.280
4,2:37,1,10,SFO 20,23,23,Nick Mullens pass complete short middle to Matt Breida for 9 yards (tackle by Austin Calitro),0.280,0.950
4,2:13,2,1,SFO 29,23,23,Nick Mullens pass complete short left to Dante Pettis for 8 yards,0.950,1.400
4,2:09,1,10,SFO 37,23,23,Nick Mullens sacked by Jarran Reed for -9 yards,1.400,-0.360
4,2:00,2,19,SFO 28,23,23,Nick Mullens pass incomplete short left intended for Trent Taylor,-0.360,-1.020
4,1:55,3,19,SFO 28,23,23,Nick Mullens sacked by Jarran Reed for -9 yards,-1.020,-2.140
4,1:49,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:47,4,28,SFO 19,23,23,"Bradley Pinion punts 53 yards, returned by Tyler Lockett for 8 yards (tackle by Greg Mabin). Penalty on Malik Turner: Illegal Block Above the Waist, 10 yards",-2.140,-0.670
4,1:38,1,10,SEA 26,23,23,Russell Wilson pass complete short right to Mike Davis for 4 yards (tackle by Marcell Harris),0.670,0.670
4,1:13,2,6,SEA 30,23,23,Russell Wilson pass complete short middle to Mike Davis for 13 yards (tackle by Elijah Lee and Tarvarius Moore),0.670,1.800
4,1:02,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:02,1,10,SEA 43,23,23,"Mike Davis right tackle for no gain (tackle by Elijah Lee and Marcell Harris). Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",1.800,1.140
4,0:53,1,20,SEA 33,23,23,Russell Wilson pass complete short left to Chris Carson for 5 yards (tackle by Tarvarius Moore),1.140,0.580
4,0:30,2,15,SEA 38,23,23,Russell Wilson pass incomplete short left intended for David Moore (defended by Tarvarius Moore),0.580,-0.100
4,0:25,3,15,SEA 38,23,23,Russell Wilson pass incomplete deep left intended for David Moore (defended by Tarvarius Moore),-0.100,-0.850
4,0:18,4,15,SEA 38,23,23,"Michael Dickson punts 62 yards, touchback.",-0.850,-0.280
4,0:11,1,10,SFO 20,23,23,Nick Mullens kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,10:00,,,SFO 35,23,23,"Bradley Pinion kicks off 70 yards, muffed catch by Tyler Lockett returned by Tyler Lockett for no gain (tackle by Pita Taumoepenu)",0.000,-0.280
OT,9:57,1,10,SEA 14,23,23,Chris Carson up the middle for 4 yards (tackle by Arik Armstead and Fred Warner),-0.280,-0.210
OT,9:20,2,6,SEA 18,23,23,Chris Carson up the middle for 2 yards (tackle by Marcell Harris and DeForest Buckner),-0.210,-0.680
OT,8:33,3,4,SEA 20,23,23,"Russell Wilson pass complete deep right to J.D. McKissic for 32 yards (tackle by Elijah Lee). Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",-0.680,-1.890
OT,8:11,3,14,SEA 10,23,23,Russell Wilson pass complete short middle to Mike Davis for 8 yards (tackle by Fred Warner and Elijah Lee),-1.890,-2.240
OT,7:36,4,6,SEA 18,23,23,"Michael Dickson punts 59 yards, returned by Trent Taylor for 15 yards (tackle by Delano Hill)",-2.240,-1.470
OT,7:25,1,10,SFO 38,23,23,Matt Breida left tackle for 4 yards (tackle by Tre Flowers),1.470,1.460
OT,6:44,2,6,SFO 42,23,23,Matt Breida up the middle for 7 yards (tackle by Austin Calitro and Poona Ford),1.460,2.190
OT,6:02,1,10,SFO 49,23,23,Matt Breida up the middle for -5 yards (tackle by Poona Ford),2.190,0.970
OT,5:26,2,15,SFO 44,23,23,"Nick Mullens pass incomplete short right intended for Dante Pettis (defended by Shaquill Griffin). Penalty on Shaquill Griffin: Defensive Pass Interference, 15 yards (no play)",0.970,2.850
OT,5:21,1,10,SEA 41,23,23,Jeff Wilson right tackle for 16 yards (tackle by Tedric Thompson),2.850,3.910
OT,4:39,1,10,SEA 25,23,23,Jeff Wilson left tackle for 3 yards (tackle by Bobby Wagner),3.910,3.770
OT,3:57,2,7,SEA 22,23,23,Jeff Wilson right guard for 4 yards (tackle by Jarran Reed),3.770,3.660
OT,3:11,,,,,,Timeout #1 by San Francisco 49ers,,
OT,3:11,3,3,SEA 18,23,26,Robbie Gould 36 yard field goal good,3.660,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
