Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
1,6:29,1,10,NYG 31,0,0,Andre Brown up the middle for -5 yards (tackle by Chris Neild),1.000,-0.220
1,5:52,2,15,NYG 26,0,0,Eli Manning pass complete short left to Jerrel Jernigan for 3 yards (tackle by Josh Wilson),-0.220,-0.490
1,5:10,3,12,NYG 29,0,0,Eli Manning pass incomplete,-0.490,-1.440
1,5:03,4,12,NYG 29,0,0,"Steve Weatherford punts 44 yards, returned by Santana Moss for 10 yards (tackle by Zak DeOssie)",-1.440,-1.400
1,4:53,1,10,WAS 37,0,0,Kirk Cousins sacked by Cullen Jenkins for 0 yards,1.400,0.860
1,4:17,2,10,WAS 37,0,0,Kirk Cousins pass complete short left to Pierre Garcon for 4 yards (tackle by Prince Amukamara),0.860,0.700
1,3:38,3,6,WAS 41,0,0,Kirk Cousins pass complete short middle to Pierre Garcon for 5 yards (tackle by Prince Amukamara),0.700,-0.320
1,2:56,4,1,WAS 46,0,0,"Saverio Rocca punts 47 yards, out of bounds",-0.320,0.380
1,2:50,1,10,NYG 7,0,0,Andre Brown left guard for -2 yards (tackle by Chris Baker and Rob Jackson),-0.380,-0.930
1,2:05,2,12,NYG 5,0,0,Eli Manning pass complete short middle to Hakeem Nicks for 15 yards (tackle by DeAngelo Hall),-0.930,0.280
1,1:24,1,10,NYG 20,0,0,Andre Brown left end for 5 yards (tackle by Brandon Meriweather),0.280,0.410
1,0:47,2,5,NYG 25,0,0,Eli Manning pass complete short left to Jerrel Jernigan for 11 yards (tackle by Josh Wilson),0.410,1.330
1,0:03,1,10,NYG 36,0,0,Eli Manning pass complete short right to Peyton Hillis for 6 yards (tackle by DeAngelo Hall),1.330,1.600
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,NYG 42,0,0,Peyton Hillis left end for -1 yards (tackle by Brandon Meriweather and Josh Wilson),1.600,0.760
2,14:19,3,5,NYG 41,0,0,Eli Manning pass complete short middle to Brandon Myers for 6 yards (tackle by E.J. Biggers and Josh Wilson),0.760,2.060
2,13:37,1,10,NYG 47,0,0,Eli Manning pass complete short left to Jerrel Jernigan for 13 yards (tackle by Chris Baker),2.060,2.920
2,12:57,1,10,WAS 40,0,0,Eli Manning pass incomplete short right intended for John Conner,2.920,2.370
2,12:47,2,10,WAS 40,0,0,Andre Brown left guard for 8 yards (tackle by DeAngelo Hall and Ryan Kerrigan),2.370,2.740
2,12:03,3,2,WAS 32,0,0,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Barry Cofield),2.740,1.300
2,11:57,4,2,WAS 32,0,0,Josh Brown 50 yard field goal no good,1.300,-1.600
2,11:52,1,10,WAS 40,0,0,Alfred Morris right end for no gain (tackle by Jacquian Williams and Linval Joseph),1.600,1.050
2,11:19,2,10,WAS 40,0,0,Alfred Morris left end for no gain (tackle by Jon Beason and Mathias Kiwanuka),1.050,0.370
2,10:31,3,10,WAS 40,0,0,"Penalty on Damontre Moore: Neutral Zone Infraction, 5 yards (no play)",0.370,1.030
2,10:15,3,5,WAS 45,0,0,Kirk Cousins pass incomplete short middle intended for Nick Williams (defended by Trumaine McBride),1.030,-0.390
2,10:08,4,5,WAS 45,0,0,"Saverio Rocca punts 36 yards, muffed catch by Charles James, ball out of bounds at NYG-20",-0.390,-0.280
2,9:59,1,10,NYG 20,0,0,Eli Manning pass incomplete short left intended for John Conner,0.280,0.280
2,9:54,1,10,NYG 20,0,0,Timeout #1 by New York Giants,0.280,-0.270
2,9:54,2,10,NYG 20,0,0,"Andre Brown right tackle for -1 yards (tackle by Brandon Meriweather). Andre Brown fumbles (forced by Brandon Meriweather), recovered by Josh Wilson at NYG-19 and returned for 1 yards (tackle by Will Beatty)",-0.270,-4.370
2,9:46,1,10,NYG 18,0,0,Alfred Morris left end for 2 yards (tackle by Jon Beason and Keith Rivers),4.370,4.090
2,9:09,2,8,NYG 16,0,0,Kirk Cousins pass incomplete short left intended for Niles Paul,4.090,3.300
2,9:02,3,8,NYG 16,0,0,Kirk Cousins right end for 3 yards (tackle by Terrell Thomas),3.300,2.620
2,8:24,4,5,NYG 13,3,0,Kai Forbath 31 yard field goal good,2.620,3.000
2,8:24,,,WAS 35,3,0,"Kai Forbath kicks off 62 yards, returned by Michael Cox for 22 yards (tackle by Nick Williams)",0.000,-0.610
2,8:09,1,10,NYG 25,3,0,Eli Manning pass incomplete deep middle intended for Hakeem Nicks,0.610,0.060
2,8:03,2,10,NYG 25,3,0,Peyton Hillis up the middle for 13 yards (tackle by Brandon Meriweather),0.060,1.470
2,7:27,1,10,NYG 38,3,0,Peyton Hillis up the middle for 3 yards (tackle by Brandon Meriweather),1.470,1.330
2,6:51,2,7,NYG 41,3,0,Eli Manning pass complete short middle to Jerrel Jernigan for 30 yards (tackle by Brandon Meriweather),1.330,3.640
2,6:12,1,10,WAS 29,3,0,Peyton Hillis right end for 5 yards (tackle by London Fletcher and Josh Wilson),3.640,3.780
2,5:29,2,5,WAS 24,3,6,"Eli Manning pass complete deep left to Jerrel Jernigan for 24 yards, touchdown",3.780,7.000
2,5:29,,,WAS 2,3,7,Josh Brown kicks extra point good,0.000,0.000
2,5:29,,,NYG 35,3,7,"Josh Brown kicks off 63 yards, muffed catch by Nick Williams, recovered by Nick Williams and returned for no gain",0.000,0.380
2,5:15,1,10,WAS 9,3,7,Kirk Cousins pass complete short left to Pierre Garcon for 2 yards (tackle by Terrell Thomas),-0.380,-0.630
2,4:41,2,8,WAS 11,3,7,Alfred Morris right end for no gain (tackle by Linval Joseph and Mathias Kiwanuka),-0.630,-1.190
2,3:59,3,8,WAS 11,3,7,Kirk Cousins pass incomplete short left intended for Logan Paulsen (defended by Terrell Thomas),-1.190,-2.490
2,3:51,4,8,WAS 11,3,7,"Saverio Rocca punts 34 yards, returned by Jayron Hosley for -6 yards (tackle by Josh Hull). Penalty on Perry Riley: Ineligible Downfield Kick, 5 yards",-2.490,-2.520
2,3:38,1,10,WAS 46,3,7,Eli Manning pass incomplete short right intended for Louis Murphy (defended by David Amerson),2.520,1.980
2,3:34,2,10,WAS 46,3,7,Eli Manning pass incomplete short middle intended for Louis Murphy,1.980,1.290
2,3:28,3,10,WAS 46,3,7,Eli Manning pass complete deep middle to Hakeem Nicks for 35 yards (tackle by DeAngelo Hall),1.290,4.840
2,2:37,1,10,WAS 11,3,7,Peyton Hillis left tackle for 5 yards (tackle by Perry Riley and Chris Baker),4.840,5.080
2,2:00,2,5,WAS 6,3,7,"Eli Manning pass incomplete short right intended for Hakeem Nicks. Penalty on Hakeem Nicks: Offensive Pass Interference, 10 yards (no play)",5.080,3.440
2,1:54,2,15,WAS 16,3,7,Eli Manning pass incomplete short left intended for Peyton Hillis,3.440,2.890
2,1:48,3,15,WAS 16,3,7,Eli Manning pass incomplete short left intended for Peyton Hillis (defended by Perry Riley),2.890,2.380
2,1:43,4,15,WAS 16,3,10,Josh Brown 34 yard field goal good,2.380,3.000
2,1:43,,,NYG 35,3,10,"Josh Brown kicks off 61 yards, returned by Nick Williams for 15 yards (tackle by Ryan Mundy)",0.000,-0.150
2,1:30,1,10,WAS 19,3,10,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson (defended by Trumaine McBride),0.150,-0.390
2,1:25,2,10,WAS 19,3,10,Kirk Cousins sacked by Justin Tuck for -9 yards,-0.390,-0.390
2,1:21,2,10,WAS 19,3,10,Timeout #2 by New York Giants,-0.390,-2.470
2,1:21,3,19,WAS 10,3,10,"Roy Helu up the middle for 5 yards (tackle by Cullen Jenkins). Roy Helu fumbles (forced by Cullen Jenkins), recovered by Roy Helu at WAS-15",-2.470,-2.470
2,1:15,3,19,WAS 10,3,10,Timeout #3 by New York Giants,-2.470,-2.440
2,1:15,4,14,WAS 15,3,10,Saverio Rocca punts 41 yards,-2.440,-1.860
2,1:01,1,10,NYG 44,3,10,Eli Manning pass incomplete short middle intended for Peyton Hillis,1.860,1.320
2,0:56,2,10,NYG 44,3,10,Eli Manning pass incomplete short left intended for Brandon Myers is intercepted by Josh Wilson at WAS-46,1.320,-1.990
2,0:48,1,10,WAS 46,3,10,Kirk Cousins pass complete short middle to Pierre Garcon for 14 yards (tackle by Antrel Rolle),1.990,2.920
2,0:23,1,10,NYG 40,3,10,Kirk Cousins pass incomplete short right intended for Aldrick Robinson (defended by Jacquian Williams),2.920,2.370
2,0:18,2,10,NYG 40,3,10,Kirk Cousins pass complete short middle to Santana Moss for 9 yards (tackle by Jon Beason and Terrell Thomas),2.370,2.370
2,0:12,2,10,NYG 40,3,10,Timeout #2 by Washington Redskins,2.370,2.870
2,0:12,3,1,NYG 31,3,10,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson,2.870,1.410
2,0:09,4,1,NYG 31,6,10,Kai Forbath 49 yard field goal good,1.410,3.000
2,0:09,,,WAS 35,6,10,"Kai Forbath kicks off 38 yards, returned by Damontre Moore for 12 yards (tackle by Reed Doughty)",0.000,1.270
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,6,10,"Kai Forbath kicks off 62 yards, returned by Michael Cox for 32 yards (tackle by William Compton)",0.000,-1.270
3,14:50,1,10,NYG 35,6,10,"Curtis Painter for no gain. Curtis Painter fumbles, recovered by Curtis Painter at NYG-30",1.270,0.050
3,14:00,2,15,NYG 30,6,10,Peyton Hillis right guard for 1 yard (tackle by Barry Cofield and Ryan Kerrigan),0.050,-0.490
3,13:19,3,14,NYG 31,6,10,Curtis Painter pass complete short middle to Louis Murphy for 8 yards (tackle by David Amerson),-0.490,-0.780
3,12:44,4,6,NYG 39,6,10,"Steve Weatherford punts 50 yards, returned by Santana Moss for 3 yards (tackle by Spencer Paysinger)",-0.780,0.280
3,12:26,1,10,WAS 14,6,10,"Alfred Morris left end for 2 yards. Alfred Morris fumbles, recovered by Keith Rivers at WAS-16 (tackle by Tyler Polumbus)",-0.280,-4.510
3,12:17,1,10,WAS 16,6,10,Curtis Painter pass incomplete short left intended for Julian Talley,4.510,3.900
3,12:12,2,10,WAS 16,6,10,Curtis Painter pass incomplete deep middle intended for Brandon Myers is intercepted by Reed Doughty at WAS--6 and returned for 25 yards (tackle by Peyton Hillis),3.900,-0.150
3,11:59,1,10,WAS 19,6,10,Kirk Cousins pass incomplete short left intended for Aldrick Robinson,0.150,-0.390
3,11:55,2,10,WAS 19,6,10,Alfred Morris right guard for -1 yards (tackle by Cullen Jenkins and Spencer Paysinger),-0.390,-1.250
3,11:16,3,11,WAS 18,6,10,Kirk Cousins pass complete short right to Logan Paulsen for 7 yards (tackle by Terrell Thomas and Mathias Kiwanuka),-1.250,-1.700
3,10:43,4,4,WAS 25,6,10,"Saverio Rocca punts 51 yards, fair catch by Jayron Hosley",-1.700,-0.540
3,10:34,1,10,NYG 24,6,10,Peyton Hillis up the middle for 2 yards (tackle by Kedric Golston and Reed Doughty),0.540,0.270
3,10:02,2,8,NYG 26,6,10,Curtis Painter pass incomplete short middle intended for Louis Murphy (defended by Brandon Meriweather),0.270,-0.430
3,9:49,3,8,NYG 26,6,10,Curtis Painter pass incomplete short right intended for Jerrel Jernigan (defended by Trent Robinson),-0.430,-1.630
3,9:43,4,8,NYG 26,6,10,Steve Weatherford punts 41 yards (tackle by Will Hill),-1.630,-1.530
3,9:33,1,10,WAS 39,6,10,Kirk Cousins pass complete deep left to Pierre Garcon for 21 yards (tackle by Prince Amukamara),1.530,2.920
3,9:02,1,10,NYG 40,6,10,Alfred Morris left end for 1 yard (tackle by Mike Patterson and Justin Tuck),2.920,2.510
3,8:30,2,9,NYG 39,6,10,Kirk Cousins pass incomplete deep middle intended for Aldrick Robinson (defended by Antrel Rolle),2.510,1.820
3,8:24,3,9,NYG 39,6,10,Kirk Cousins pass complete deep right to Pierre Garcon for 10 yards (tackle by Will Hill),1.820,3.640
3,7:50,1,10,NYG 29,6,10,Alfred Morris right end for 14 yards (tackle by Antrel Rolle),3.640,4.580
3,7:05,1,10,NYG 15,6,10,Darrel Young up the middle for 2 yards (tackle by Will Hill and Cullen Jenkins),4.580,4.280
3,6:26,2,8,NYG 13,6,10,"Kirk Cousins sacked by Justin Tuck for -8 yards. Kirk Cousins fumbles (forced by Justin Tuck), recovered by Linval Joseph at NYG-12 (tackle by Will Montgomery)",4.280,0.350
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,6:13,1,10,NYG 12,6,10,Peyton Hillis right tackle for 3 yards (tackle by Perry Riley),-0.350,-0.500
3,5:36,2,7,NYG 15,6,10,Peyton Hillis up the middle for no gain (tackle by London Fletcher),-0.500,-1.070
3,4:52,3,7,NYG 15,6,10,Curtis Painter pass incomplete short left intended for Louis Murphy (defended by Trent Robinson),-1.070,-2.440
3,4:41,4,7,NYG 15,6,10,"Steve Weatherford punts 47 yards, returned by Santana Moss for 4 yards (tackle by Mark Herzlich)",-2.440,-1.730
3,4:29,1,10,WAS 42,6,10,Alfred Morris left end for 19 yards (tackle by Will Hill),1.730,2.980
3,4:00,1,10,NYG 39,6,10,Alfred Morris up the middle for 5 yards (tackle by Jon Beason and Mike Patterson),2.980,3.120
3,3:35,2,5,NYG 34,6,10,Kirk Cousins pass incomplete short middle intended for Pierre Garcon,3.120,2.410
3,3:30,3,5,NYG 34,6,10,Kirk Cousins pass incomplete short middle intended for Santana Moss is intercepted by Trumaine McBride at NYG-25 and returned for 17 yards (tackle by Trent Williams),2.410,-1.730
3,3:19,1,10,NYG 42,6,10,Peyton Hillis right tackle for 1 yard (tackle by Reed Doughty),1.730,1.320
3,2:42,2,9,NYG 43,6,10,Curtis Painter pass complete short left to Brandon Myers for 3 yards (tackle by David Amerson and Rob Jackson),1.320,1.030
3,2:01,3,6,NYG 46,6,10,Curtis Painter pass incomplete short left intended for Julian Talley (defended by Perry Riley),1.030,-0.320
3,1:52,4,6,NYG 46,6,10,"Steve Weatherford punts 49 yards, returned by Santana Moss for no gain",-0.320,0.380
3,1:41,1,10,WAS 5,6,10,Alfred Morris left tackle for 4 yards (tackle by Antrel Rolle and Keith Rivers),-0.380,-0.490
3,1:04,2,6,WAS 9,6,10,Kirk Cousins pass incomplete short left intended for Pierre Garcon,-0.490,-0.950
3,0:57,3,6,WAS 9,6,10,Kirk Cousins pass complete short middle to Roy Helu for 5 yards (tackle by Spencer Paysinger),-0.950,-2.470
,,,,,,,"NYG challenged the first down ruling, and the original play was overturned.",,
3,0:13,4,1,WAS 14,6,10,"Saverio Rocca punts 42 yards, returned by Jayron Hosley for 7 yards (tackle by Reed Doughty)",-2.470,-2.320
3,0:02,1,10,WAS 49,6,16,"Jerrel Jernigan left end for 49 yards, touchdown",2.320,7.000
3,0:02,,,WAS 2,6,17,Josh Brown kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,NYG 35,6,17,"Josh Brown kicks off no gain, returned by Nick Williams for 27 yards (tackle by Marcus Dowtin)",0.000,0.870
4,14:53,1,10,WAS 29,6,17,Kirk Cousins pass complete short right to Logan Paulsen for 4 yards (tackle by Spencer Paysinger),0.870,0.870
4,14:15,2,6,WAS 33,6,17,Alfred Morris left end for -2 yards (tackle by Linval Joseph and Johnathan Hankins),0.870,-0.100
4,13:35,3,8,WAS 31,6,17,Kirk Cousins pass complete short left to Aldrick Robinson for 14 yards (tackle by Will Hill),-0.100,1.930
4,12:59,1,10,WAS 45,6,17,Kirk Cousins pass incomplete short left intended for Pierre Garcon,1.930,1.380
4,12:50,2,10,WAS 45,6,17,Kirk Cousins pass complete short middle to Logan Paulsen for 8 yards (tackle by Jon Beason and Keith Rivers),1.380,1.750
4,12:11,3,2,NYG 47,6,17,Kirk Cousins pass incomplete short left intended for Pierre Garcon (defended by Prince Amukamara),1.750,0.130
4,12:04,4,2,NYG 47,6,17,Kirk Cousins pass incomplete short left intended for Aldrick Robinson,0.130,-2.060
4,11:59,1,10,NYG 47,6,17,Peyton Hillis right guard for 6 yards (tackle by Rob Jackson and London Fletcher),2.060,2.330
4,11:18,2,4,WAS 47,6,17,Peyton Hillis right guard for 3 yards (tackle by Reed Doughty),2.330,2.020
4,10:39,3,1,WAS 44,6,17,Peyton Hillis right tackle for 3 yards (tackle by Reed Doughty and London Fletcher),2.020,2.020
4,9:51,3,1,WAS 44,6,17,Timeout #1 by New York Giants,2.020,2.850
4,9:51,1,10,WAS 41,6,17,Jerrel Jernigan right end for 8 yards (tackle by Barry Cofield),2.850,3.390
4,9:08,2,2,WAS 33,6,17,Peyton Hillis left tackle for 5 yards (tackle by Barry Cofield),3.390,3.710
4,8:26,1,10,WAS 28,6,17,"Curtis Painter for no gain. Curtis Painter fumbles, recovered by Curtis Painter at WAS-29",3.710,3.030
4,7:44,2,11,WAS 29,6,17,Peyton Hillis right end for 14 yards (tackle by Reed Doughty),3.030,4.580
4,7:04,1,10,WAS 15,6,17,Peyton Hillis right tackle for -4 yards (tackle by Chris Baker),4.580,3.450
4,6:23,2,14,WAS 19,6,17,Andre Brown right tackle for 1 yard (tackle by London Fletcher),3.450,2.890
4,5:38,3,13,WAS 18,6,17,Andre Brown up the middle for -2 yards (tackle by Perry Riley),2.890,2.120
4,5:01,4,15,WAS 20,6,20,Josh Brown 38 yard field goal good,2.120,3.000
4,5:01,,,NYG 35,6,20,"Josh Brown kicks off 64 yards, returned by Nick Williams for 25 yards (tackle by Mark Herzlich)",0.000,-0.670
4,4:46,1,10,WAS 26,6,20,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson (defended by Trumaine McBride),0.670,0.130
4,4:41,2,10,WAS 26,6,20,Kirk Cousins pass incomplete short right intended for Logan Paulsen (defended by Jacquian Williams),0.130,-0.560
4,4:35,3,10,WAS 26,6,20,Kirk Cousins pass complete short right to Aldrick Robinson for 11 yards,-0.560,1.400
4,4:30,1,10,WAS 37,6,20,Kirk Cousins pass incomplete short middle intended for Nick Williams (defended by Trumaine McBride),1.400,0.860
4,4:24,2,10,WAS 37,6,20,Kirk Cousins pass complete short right to Logan Paulsen for 13 yards (tackle by Jacquian Williams),0.860,2.260
4,4:18,1,10,,6,20,Kirk Cousins pass complete short left to Santana Moss for 4 yards (tackle by Prince Amukamara),2.260,2.250
4,3:50,2,6,NYG 46,6,20,Kirk Cousins pass incomplete short middle intended for Nick Williams,2.250,1.550
4,3:47,3,6,NYG 46,6,20,Kirk Cousins pass incomplete short left intended for Roy Helu,1.550,0.200
4,3:42,4,6,NYG 46,6,20,"Penalty on Prince Amukamara: Neutral Zone Infraction, 5 yards (no play)",0.200,0.530
4,3:42,4,1,NYG 41,6,20,Roy Helu left guard for no gain (tackle by Justin Tuck and Jacquian Williams),0.530,-1.660
4,3:36,1,10,NYG 41,6,20,"Peyton Hillis right tackle for -3 yards (tackle by Chris Baker). Penalty on Chris Baker: Horse Collar Tackle, 15 yards",1.660,2.460
4,3:28,1,10,WAS 47,6,20,Andre Brown up the middle for -2 yards (tackle by Brandon Meriweather and Barry Cofield),2.460,2.460
4,3:24,1,10,WAS 47,6,20,Timeout #1 by Washington Redskins,2.460,1.640
4,3:24,2,12,WAS 49,6,20,Andre Brown right tackle for 4 yards (tackle by Brandon Meriweather and Barry Cofield),1.640,1.640
4,3:17,2,12,WAS 49,6,20,Timeout #2 by Washington Redskins,1.640,1.490
4,3:17,3,8,WAS 45,6,20,Andre Brown right tackle for 3 yards (tackle by Reed Doughty and Trent Robinson),1.490,1.490
4,3:11,3,8,WAS 45,6,20,Timeout #3 by Washington Redskins,1.490,0.460
4,3:11,4,5,WAS 42,6,20,Steve Weatherford punts 37 yards,0.460,0.380
4,3:03,1,10,WAS 5,6,20,Kirk Cousins pass incomplete deep right intended for Nick Williams,-0.380,-0.780
4,2:58,2,10,WAS 5,6,20,Kirk Cousins pass incomplete short left intended for Santana Moss (defended by Prince Amukamara),-0.780,-1.420
4,2:52,3,10,WAS 5,6,20,Kirk Cousins pass complete short right to Roy Helu for 9 yards (tackle by Jacquian Williams),-1.420,-2.470
4,2:09,4,1,WAS 14,6,20,Darrel Young left tackle for 2 yards (tackle by Mark Herzlich and Jon Beason),-2.470,-0.140
4,2:00,1,10,WAS 16,6,20,Kirk Cousins pass complete short left to Aldrick Robinson for 8 yards (tackle by Terrell Thomas and Prince Amukamara),-0.140,0.550
4,1:36,2,2,WAS 24,6,20,Kirk Cousins pass incomplete short right intended for Santana Moss,0.550,-0.320
4,1:31,3,2,WAS 24,6,20,Alfred Morris up the middle for 6 yards (tackle by Antrel Rolle and Justin Tuck),-0.320,0.940
4,0:55,1,10,WAS 30,6,20,Kirk Cousins pass incomplete deep left intended for Logan Paulsen,0.940,0.390
4,0:49,2,10,WAS 30,6,20,Kirk Cousins pass incomplete short right intended for Santana Moss,0.390,-0.300
4,0:42,3,10,WAS 30,6,20,Roy Helu up the middle for 19 yards (tackle by Will Hill),-0.300,2.190
4,0:11,1,10,WAS 49,6,20,Kirk Cousins pass incomplete short middle intended for Nick Williams is intercepted by Trumaine McBride at NYG-36,2.190,-1.330
4,0:02,1,10,NYG 36,6,20,Curtis Painter kneels for -2 yards,1.330,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
