Quarter,Time,Down,ToGo,Location,PHI,HOU,Detail,EPB,EPA
1,8:39,1,10,PHI 41,6,0,"Nick Foles pass complete deep middle to Jeremy Maclin for 59 yards, touchdown",1.660,7.000
1,8:39,,,HOU 2,7,0,Cody Parkey kicks extra point good,0.000,0.000
1,8:39,,,PHI 35,7,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
1,8:30,1,10,HOU 20,7,0,Ryan Fitzpatrick right end for 5 yards (tackle by Connor Barwin),0.280,0.410
1,7:49,2,5,HOU 25,7,0,Arian Foster right tackle for 3 yards (tackle by DeMeco Ryans and Connor Barwin),0.410,0.100
1,7:07,3,2,HOU 28,7,0,Ryan Fitzpatrick pass complete deep left to DeAndre Hopkins for 22 yards (tackle by Cary Williams),0.100,2.260
1,6:31,1,10,,7,0,Ryan Fitzpatrick sacked by Beau Allen and Brandon Bair for -8 yards,2.260,0.630
1,5:47,2,18,HOU 42,7,0,Ryan Fitzpatrick pass incomplete deep right intended for DeAndre Hopkins,0.630,-0.030
1,5:41,3,18,HOU 42,7,0,Arian Foster left guard for 18 yards (tackle by Malcolm Jenkins),-0.030,2.920
1,4:54,1,10,PHI 40,7,0,Arian Foster left guard for 2 yards (tackle by Bennie Logan and Mychal Kendricks),2.920,2.640
1,4:19,2,8,PHI 38,7,0,"Ryan Fitzpatrick sacked by Mychal Kendricks for -6 yards. Ryan Fitzpatrick fumbles (forced by Mychal Kendricks), recovered by Ryan Fitzpatrick at PHI-44",2.640,1.160
1,3:40,3,14,PHI 44,7,0,Ryan Fitzpatrick pass incomplete short left intended for Garrett Graham,1.160,0.330
1,3:35,4,14,PHI 44,7,0,"Shane Lechler punts 44 yards, touchback",0.330,-0.280
1,3:27,1,10,PHI 20,7,6,"Nick Foles pass incomplete deep middle intended for Riley Cooper is intercepted by A.J. Bouye at HOU-49 and returned for 51 yards, touchdown",0.280,-7.000
1,3:11,,,PHI 2,7,7,Randy Bullock kicks extra point good,0.000,0.000
1,3:11,,,HOU 35,7,7,"Randy Bullock kicks off 65 yards, returned by Josh Huff for 16 yards (tackle by Danieal Manning)",0.000,0.140
1,3:04,1,10,PHI 16,7,7,LeSean McCoy left end for 3 yards (tackle by Whitney Mercilus),-0.140,-0.180
1,2:45,2,7,PHI 19,7,7,Nick Foles pass complete short left to Riley Cooper for 13 yards (tackle by A.J. Bouye),-0.180,1.070
1,2:33,1,10,PHI 32,7,7,Nick Foles pass complete short left to Riley Cooper for 13 yards (tackle by A.J. Bouye),1.070,1.930
1,2:02,1,10,PHI 45,7,7,LeSean McCoy up the middle for 7 yards (tackle by Andre Hal),1.930,2.330
1,1:35,2,3,HOU 48,7,7,Nick Foles pass complete short left to Josh Huff for 7 yards (tackle by D.J. Swearinger),2.330,2.850
1,1:13,1,10,HOU 41,7,7,Nick Foles sacked by Whitney Mercilus for -11 yards,2.850,0.820
1,0:36,2,21,PHI 48,7,7,Nick Foles pass complete short right to Jeff Maehl for 5 yards (tackle by Jumal Rolle),0.820,0.830
1,0:07,3,16,HOU 47,7,7,Nick Foles sacked by Whitney Mercilus for -9 yards,0.830,-0.460
Quarter,Time,Down,ToGo,Location,PHI,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,25,PHI 44,7,7,"Donnie Jones punts 41 yards, fair catch by Keshawn Martin",-0.460,0.220
2,14:52,1,10,HOU 15,7,7,Arian Foster left guard for 4 yards (tackle by Cedric Thornton and Mychal Kendricks),-0.220,-0.110
2,14:13,2,6,HOU 19,7,7,Ryan Fitzpatrick pass incomplete short left intended for Arian Foster,-0.110,-0.880
2,14:08,3,6,HOU 19,7,7,Ryan Fitzpatrick sacked by Brandon Graham for -1 yards,-0.880,-2.240
2,13:32,4,7,HOU 18,7,7,"Shane Lechler punts 60 yards, returned by Darren Sproles for 18 yards (tackle by John Simon)",-2.240,-1.600
2,13:17,1,10,PHI 40,7,7,"Mark Sanchez pass complete deep middle to Jeremy Maclin for 52 yards (tackle by Andre Hal). Penalty on Jeremy Maclin: Unsportsmanlike Conduct, 15 yards",1.600,4.040
2,12:50,1,10,HOU 23,7,7,Mark Sanchez pass complete short left to Darren Sproles for 6 yards (tackle by J.J. Watt and Mike Mohamed),4.040,4.380
2,12:20,2,4,HOU 17,7,7,LeSean McCoy right end for 8 yards (tackle by Andre Hal),4.380,5.140
2,12:00,1,9,HOU 9,7,7,LeSean McCoy up the middle for 4 yards (tackle by Justin Tuggle),5.140,5.150
2,11:27,2,5,HOU 5,7,7,Mark Sanchez sacked by John Simon and J.J. Watt for -6 yards,5.150,3.120
2,10:47,3,11,HOU 11,13,7,"Mark Sanchez pass complete short left to Jordan Matthews for 11 yards, touchdown",3.120,7.000
2,10:47,,,HOU 2,14,7,Cody Parkey kicks extra point good,0.000,0.000
2,10:47,,,PHI 35,14,7,"Cody Parkey kicks off 70 yards, returned by Danieal Manning for 21 yards (tackle by Brandon Graham). Penalty on Jay Prosch: Illegal Block Above the Waist, 8 yards",0.000,0.380
2,10:41,1,10,HOU 8,14,7,Arian Foster left guard for 3 yards (tackle by Beau Allen),-0.380,-0.560
2,10:00,2,7,HOU 11,14,7,Arian Foster left tackle for -1 yards (tackle by DeMeco Ryans),-0.560,-1.190
2,9:18,3,8,HOU 10,14,7,Ryan Fitzpatrick pass complete short right to Damaris Johnson for 5 yards (tackle by Brandon Boykin),-1.190,-2.440
2,8:46,4,3,HOU 15,14,7,"Shane Lechler punts 44 yards, fair catch by Darren Sproles",-2.440,-1.660
2,8:38,1,10,PHI 41,14,7,LeSean McCoy up the middle for -1 yards (tackle by J.J. Watt and Whitney Mercilus),1.660,0.990
2,8:38,2,11,PHI 40,14,7,LeSean McCoy left guard for 3 yards (tackle by Whitney Mercilus),0.990,0.700
2,7:53,3,8,PHI 43,14,7,Mark Sanchez pass complete short middle to Josh Huff for 10 yards (tackle by A.J. Bouye and D.J. Swearinger),0.700,2.460
2,7:53,1,10,HOU 47,14,7,Darren Sproles right guard for 5 yards (tackle by Whitney Mercilus),2.460,2.590
2,7:01,2,5,HOU 42,14,7,Darren Sproles left end for 7 yards (tackle by Justin Tuggle),2.590,3.250
2,6:35,1,10,HOU 35,14,7,Mark Sanchez pass incomplete deep left intended for Josh Huff is intercepted by Jumal Rolle at HOU-19 and returned for 13 yards,3.250,-1.070
2,6:25,1,10,HOU 32,14,7,Ryan Fitzpatrick pass complete short right to Andre Johnson for 9 yards (tackle by Bradley Fletcher),1.070,1.740
2,5:53,2,1,HOU 41,14,7,Arian Foster right tackle for 3 yards (tackle by DeMeco Ryans and Bennie Logan),1.740,1.860
2,5:09,1,10,HOU 44,14,7,"Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 8 yards (tackle by DeMeco Ryans). Penalty on Trent Cole: Defensive Holding, 5 yards (no play)",1.860,2.190
2,4:50,1,10,HOU 49,14,7,Alfred Blue right end for -5 yards (tackle by Trent Cole and Mychal Kendricks),2.190,0.970
2,4:09,2,15,HOU 44,14,13,"Ryan Fitzpatrick pass complete deep right to Arian Foster for 56 yards, touchdown",0.970,7.000
2,4:09,,,PHI 2,14,14,Randy Bullock kicks extra point good,0.000,0.000
2,4:09,,,HOU 35,14,14,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,3:58,1,10,PHI 20,14,14,LeSean McCoy up the middle for 9 yards (tackle by Mike Mohamed),0.280,0.950
2,3:58,2,1,PHI 29,14,14,Mark Sanchez pass complete short right to Jordan Matthews for 24 yards (tackle by Danieal Manning and Mike Mohamed),0.950,0.950
2,3:21,2,1,PHI 29,14,14,Timeout #1 by Houston Texans,0.950,2.460
2,3:21,1,10,HOU 47,14,14,LeSean McCoy left tackle for 5 yards (tackle by Jared Crick and Kendrick Lewis),2.460,2.590
2,3:01,2,5,HOU 42,14,14,Mark Sanchez pass complete short left to Brent Celek for 4 yards (tackle by Danieal Manning),2.590,2.410
2,2:42,3,1,HOU 38,14,14,Mark Sanchez up the middle for 3 yards (tackle by D.J. Swearinger and Whitney Mercilus),2.410,3.250
2,2:19,1,10,HOU 35,14,14,LeSean McCoy right guard for 4 yards (tackle by Jared Crick),3.250,3.240
2,2:00,2,6,HOU 31,14,14,Mark Sanchez up the middle for 1 yard (tackle by D.J. Swearinger),3.240,2.680
2,1:26,3,5,HOU 30,14,14,Mark Sanchez pass complete short right to Zach Ertz for 4 yards (tackle by Andre Hal and Kendrick Lewis),2.680,2.680
2,1:14,3,5,HOU 30,14,14,Timeout #2 by Houston Texans,2.680,1.890
2,1:14,4,1,HOU 26,14,14,LeSean McCoy left guard for 1 yard (tackle by Mike Mohamed and Tim Jamison),1.890,3.910
2,0:55,1,10,HOU 25,14,14,Mark Sanchez pass incomplete deep left intended for Zach Ertz,3.910,3.910
2,0:50,1,10,HOU 25,14,14,Timeout #1 by Philadelphia Eagles,3.910,3.360
2,0:50,2,10,HOU 25,14,14,Darren Sproles right guard for 5 yards (tackle by Danieal Manning and Kendrick Lewis),3.360,3.340
2,0:34,3,5,HOU 20,14,14,Mark Sanchez sacked by J.J. Watt for -7 yards,3.340,3.340
2,0:04,3,5,HOU 20,14,14,Timeout #2 by Philadelphia Eagles,3.340,3.340
2,0:04,3,5,HOU 20,14,14,Timeout #3 by Houston Texans,3.340,1.670
2,0:04,4,12,HOU 27,17,14,Cody Parkey 45 yard field goal good,1.670,3.000
Quarter,Time,Down,ToGo,Location,PHI,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,17,14,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,HOU 20,17,14,Arian Foster right tackle for 6 yards (tackle by Fletcher Cox),0.280,0.540
3,14:38,2,4,HOU 26,17,14,Arian Foster right tackle for 11 yards (tackle by Trent Cole and Mychal Kendricks),0.540,1.400
3,14:08,1,10,HOU 37,17,14,Arian Foster left tackle for 5 yards (tackle by Earl Wolff),1.400,1.530
3,13:40,2,5,HOU 42,17,14,Alfred Blue right end for 3 yards (tackle by Brandon Boykin and Mychal Kendricks),1.530,1.220
3,12:59,3,2,HOU 45,17,14,Alfred Blue up the middle for 4 yards (tackle by Trent Cole),1.220,2.190
3,12:30,1,10,HOU 49,17,14,Alfred Blue right end for 1 yard (tackle by Mychal Kendricks),2.190,1.780
3,11:51,2,9,,17,14,Ryan Fitzpatrick pass incomplete deep right intended for Andre Johnson (defended by Bradley Fletcher),1.780,1.090
3,11:45,3,9,,17,14,Ryan Fitzpatrick sacked by Connor Barwin for -6 yards. Penalty on Duane Brown: Offensive Holding (Declined),1.090,-0.460
3,11:30,4,15,HOU 44,17,14,"Shane Lechler punts 41 yards, fair catch by Darren Sproles",-0.460,0.220
3,11:21,1,10,PHI 15,17,14,"Mark Sanchez sacked by J.J. Watt and Jared Crick for -7 yards. Penalty on A.J. Bouye: Defensive Holding, 5 yards (no play)",-0.220,0.280
3,11:04,1,10,PHI 20,17,14,"LeSean McCoy up the middle for 5 yards (tackle by Andre Hal and Mike Mohamed). Penalty on Jordan Matthews: Illegal Shift, 5 yards (no play)",0.280,-0.310
3,10:49,1,15,PHI 15,17,14,Mark Sanchez pass complete short middle to Jeremy Maclin for 7 yards (tackle by Kendrick Lewis and Mike Mohamed),-0.310,0.000
3,10:22,2,8,PHI 22,17,14,LeSean McCoy up the middle for no gain (tackle by Jared Crick and J.J. Watt),0.000,-0.690
3,9:47,3,8,PHI 22,17,14,Mark Sanchez pass complete short right to Darren Sproles for 24 yards (tackle by Kendrick Lewis and Andre Hal),-0.690,1.990
3,9:22,1,10,PHI 46,17,14,Mark Sanchez pass incomplete short left intended for Riley Cooper,1.990,1.450
3,9:17,2,10,PHI 46,17,14,Mark Sanchez pass incomplete short middle intended for Riley Cooper (defended by Andre Hal),1.450,0.760
3,9:11,3,10,PHI 46,17,14,Mark Sanchez pass complete short right to Darren Sproles for 11 yards (tackle by Mike Mohamed),0.760,2.720
3,8:42,1,10,HOU 43,17,14,Mark Sanchez pass incomplete (defended by John Simon),2.720,2.180
3,8:36,2,10,HOU 43,17,14,LeSean McCoy right guard for 3 yards (tackle by Mike Mohamed and Tim Jamison),2.180,1.880
3,8:03,3,7,HOU 40,17,14,Mark Sanchez pass incomplete short middle intended for Jordan Matthews (defended by Andre Hal),1.880,0.590
3,7:58,4,7,HOU 40,17,14,"Donnie Jones punts 29 yards, out of bounds",0.590,0.370
3,7:49,1,10,HOU 11,17,14,Arian Foster right guard for 2 yards (tackle by Brandon Bair),-0.370,-0.630
3,7:11,2,8,HOU 13,17,14,Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 9 yards (tackle by Bradley Fletcher and Mychal Kendricks),-0.630,0.410
3,6:43,1,10,HOU 22,17,14,"Arian Foster left tackle for 1 yard (tackle by Brandon Boykin and Mychal Kendricks). Penalty on Ben Jones: Offensive Holding, 10 yards",0.410,-0.560
3,6:43,1,19,HOU 13,17,14,"Ryan Fitzpatrick pass complete short left to Andre Johnson for 3 yards (tackle by Bennie Logan). Penalty on Bennie Logan: Face Mask (15 Yards), 15 yards",-0.560,1.000
3,5:47,1,10,HOU 31,17,14,Alfred Blue right guard for 3 yards (tackle by DeMeco Ryans and Earl Wolff),1.000,0.870
3,5:15,2,7,HOU 34,17,14,Ryan Fitzpatrick pass incomplete short right intended for Andre Johnson,0.870,0.170
3,5:06,3,7,HOU 34,17,14,Ryan Fitzpatrick pass complete short middle to DeAndre Hopkins for 45 yards (tackle by Earl Wolff),0.170,4.170
3,4:23,1,10,PHI 21,17,14,Ryan Fitzpatrick pass incomplete deep left intended for DeAndre Hopkins (defended by Connor Barwin),4.170,3.630
3,4:18,2,10,PHI 21,17,14,Ryan Fitzpatrick pass incomplete short right intended for Keshawn Martin,3.630,2.940
3,4:14,3,10,PHI 21,17,14,Ryan Fitzpatrick pass incomplete deep left intended for Andre Johnson,2.940,2.060
3,4:07,4,10,PHI 21,17,14,Randy Bullock 39 yard field goal no good,2.060,-0.940
3,4:04,1,10,PHI 30,17,14,LeSean McCoy left end for 14 yards (tackle by Andre Hal),0.940,1.860
3,3:42,1,10,PHI 44,17,14,LeSean McCoy left tackle for 26 yards (tackle by Jumal Rolle),1.860,3.580
3,3:17,1,10,HOU 30,17,14,Chris Polk right end for 22 yards (tackle by A.J. Bouye and Mike Mohamed),3.580,5.370
3,2:46,1,8,HOU 8,23,14,"Chris Polk up the middle for 8 yards, touchdown",5.370,7.000
3,2:46,,,HOU 2,24,14,Cody Parkey kicks extra point good,0.000,0.000
3,2:46,,,PHI 35,24,14,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
3,2:40,1,10,HOU 20,24,14,Arian Foster left tackle for -1 yards (tackle by Bennie Logan),0.280,-0.460
3,2:06,2,11,HOU 19,24,14,Ryan Fitzpatrick pass incomplete short left intended for Alfred Blue,-0.460,-1.140
3,2:01,3,11,HOU 19,24,14,Ryan Fitzpatrick pass incomplete deep right intended for Andre Johnson,-1.140,-2.140
3,1:52,4,11,HOU 19,24,14,"Shane Lechler punts 60 yards, returned by Darren Sproles for 9 yards (tackle by Zach Diles). Penalty on Malcolm Jenkins: Defensive Offside (Declined)",-2.140,-0.940
3,1:37,1,10,PHI 30,24,14,"Penalty on Andrew Gardner: False Start, 5 yards (no play)",0.940,0.610
3,1:37,1,15,PHI 25,24,14,LeSean McCoy right guard for 5 yards (tackle by Jeoffrey Pagan and Ryan Pickett),0.610,0.390
3,1:13,2,10,PHI 30,24,14,LeSean McCoy right guard for 2 yards (tackle by Jeoffrey Pagan),0.390,-0.030
3,0:33,3,8,PHI 32,24,14,Mark Sanchez pass incomplete short middle intended for Riley Cooper is intercepted by Jumal Rolle at PHI-42 and returned for 4 yards,-0.030,-3.050
3,0:26,1,10,PHI 38,24,14,Ryan Fitzpatrick pass complete short middle to Alfred Blue for -3 yards (tackle by Bennie Logan),3.050,2.100
Quarter,Time,Down,ToGo,Location,PHI,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,PHI 41,24,14,Alfred Blue right tackle for 7 yards (tackle by Mychal Kendricks),2.100,2.340
4,14:28,3,6,PHI 34,24,14,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 21 yards (tackle by Malcolm Jenkins),2.340,4.710
4,14:28,1,10,PHI 13,24,14,"Penalty on Derek Newton: False Start, 5 yards (no play)",4.710,4.290
4,13:27,1,15,PHI 18,24,14,Ryan Fitzpatrick up the middle for 8 yards (tackle by DeMeco Ryans),4.290,4.580
4,12:49,2,7,PHI 10,24,14,"Ryan Fitzpatrick pass incomplete short middle intended for DeAndre Hopkins is intercepted by DeMeco Ryans at PHI-7 and returned for 2 yards. DeMeco Ryans fumbles, recovered by DeAndre Hopkins at PHI-7 (tackle by Earl Wolff)",4.580,5.600
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,12:35,1,7,PHI 7,24,14,Alfred Blue left tackle for no gain (tackle by Trent Cole),5.600,4.760
4,11:57,2,7,PHI 7,24,20,"Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 7 yards, touchdown",4.760,7.000
4,11:57,,,PHI 2,24,21,Randy Bullock kicks extra point good,0.000,0.000
4,11:57,,,HOU 35,24,21,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
4,11:51,1,10,PHI 20,24,21,LeSean McCoy left end for no gain (tackle by Akeem Dent),0.280,-0.270
4,11:16,2,10,PHI 20,24,21,LeSean McCoy up the middle for 5 yards (tackle by Jared Crick and Akeem Dent),-0.270,-0.300
4,10:40,3,5,PHI 25,24,21,"Mark Sanchez pass incomplete short middle intended for Darren Sproles. Penalty on A.J. Bouye: Illegal Use of Hands, 5 yards (no play)",-0.300,0.940
4,10:36,1,10,PHI 30,24,21,Mark Sanchez pass complete short right to Jeremy Maclin for 21 yards (tackle by D.J. Swearinger),0.940,2.320
4,9:59,1,10,HOU 49,24,21,Mark Sanchez pass complete short right to Jeff Maehl for 8 yards (tackle by A.J. Bouye),2.320,2.860
4,9:18,2,2,HOU 41,24,21,"Penalty on Lane Johnson: False Start, 5 yards (no play)",2.860,2.190
4,9:01,2,7,HOU 46,24,21,LeSean McCoy up the middle for 9 yards (tackle by D.J. Swearinger),2.190,3.120
4,8:40,1,10,HOU 37,24,21,LeSean McCoy left guard for 3 yards (tackle by Jeoffrey Pagan and Akeem Dent),3.120,2.980
4,8:20,2,7,HOU 34,24,21,Chris Polk up the middle for 6 yards (tackle by Akeem Dent),2.980,3.070
4,7:40,3,1,HOU 28,24,21,Chris Polk up the middle for 3 yards (tackle by Whitney Mercilus and Akeem Dent),3.070,3.910
4,7:03,1,10,HOU 25,24,21,Mark Sanchez left end for 3 yards (tackle by Jared Crick),3.910,3.770
4,6:19,2,7,HOU 22,24,21,Mark Sanchez pass complete short left to Josh Huff for 9 yards (tackle by Andre Hal),3.770,4.710
4,5:39,1,10,HOU 13,24,21,LeSean McCoy left end for 5 yards (tackle by D.J. Swearinger),4.710,4.960
4,5:22,2,5,HOU 8,24,21,LeSean McCoy up the middle for 1 yard (tackle by Brooks Reed),4.960,4.330
4,4:39,3,4,HOU 7,24,21,Mark Sanchez pass complete short right to Brent Celek for 3 yards (tackle by Danieal Manning),4.330,4.330
4,4:07,3,4,HOU 7,24,21,Timeout #1 by Houston Texans,4.330,3.040
4,4:07,4,1,HOU 4,24,21,Chris Polk up the middle for 1 yard (tackle by Danieal Manning and Kendrick Lewis),3.040,6.510
,,,,,,,"HOU challenged the first down ruling, and the play was upheld.",,
4,3:56,1,3,HOU 3,24,21,"Penalty on Lane Johnson: False Start, 5 yards (no play)",6.510,5.370
4,3:56,1,8,HOU 8,30,21,"Mark Sanchez pass complete short right to Jeremy Maclin for 8 yards, touchdown",5.370,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,3:56,,,HOU 2,31,21,Cody Parkey kicks extra point good,0.000,0.000
4,3:56,,,PHI 35,31,21,"Cody Parkey kicks off 68 yards, returned by Danieal Manning for 15 yards (tackle by Bryan Braman). Penalty on Josh Aubrey: Illegal Block Above the Waist, 6 yards",0.000,0.380
4,3:41,1,10,HOU 6,31,21,Ryan Fitzpatrick pass complete short right to DeAndre Hopkins for 11 yards,-0.380,-0.060
4,3:35,1,10,HOU 17,31,21,Ryan Fitzpatrick for 7 yards (tackle by Fletcher Cox),-0.060,0.480
4,3:26,2,3,HOU 24,31,21,Ryan Fitzpatrick up the middle for 16 yards (tackle by Earl Wolff),0.480,1.600
4,2:58,1,10,HOU 40,31,21,Ryan Fitzpatrick up the middle for 5 yards (tackle by Mychal Kendricks),1.600,1.730
4,2:33,2,5,HOU 45,31,21,Ryan Fitzpatrick pass incomplete short right intended for DeAndre Hopkins,1.730,1.030
4,2:27,3,5,HOU 45,31,21,Ryan Fitzpatrick pass incomplete short right intended for Andre Johnson (defended by Malcolm Jenkins),1.030,-0.390
4,2:22,4,5,HOU 45,31,21,Ryan Fitzpatrick pass incomplete short middle intended for DeAndre Hopkins (defended by Connor Barwin),-0.390,-2.590
4,2:17,1,10,HOU 45,31,21,Chris Polk left guard for 5 yards (tackle by J.J. Watt),2.590,2.720
4,2:00,2,5,HOU 40,31,21,Chris Polk up the middle for 4 yards (tackle by D.J. Swearinger),2.720,2.720
4,1:56,2,5,HOU 40,31,21,Timeout #3 by Houston Texans,2.720,2.540
4,1:56,3,1,HOU 36,31,21,Chris Polk left guard for 1 yard (tackle by Jeoffrey Pagan),2.540,3.250
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,1:15,1,10,HOU 35,31,21,Mark Sanchez kneels for -1 yards,3.250,2.570
4,0:35,2,11,HOU 36,31,21,Mark Sanchez kneels for -1 yards,2.570,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
