Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Michael Ojemudia,DEN,0,12,8,66.7%,159,19.9,13.3,2,149.3,11.4,99,60,0,0,0,0.0,0,6,2,25.0%
Bryce Callahan,DEN,0,9,7,77.8%,35,5.0,3.9,0,82.9,1.8,12,23,0,0,0,0.0,0,5,1,16.7%
Alexander Johnson,DEN,0,3,3,100.0%,33,11.0,11.0,0,112.5,1.0,3,30,8,0,1,0.0,1,8,0,0.0%
Justin Simmons,DEN,1,5,3,60.0%,28,9.3,5.6,0,35.8,9.0,19,9,1,0,0,0.0,0,8,1,11.1%
Josey Jewell,DEN,0,4,3,75.0%,24,8.0,6.0,0,89.6,2.3,6,18,2,0,0,0.0,0,5,0,0.0%
Bradley Chubb,DEN,0,3,2,66.7%,9,4.5,3.0,0,70.1,1.7,6,3,5,3,0,0.0,3,3,0,0.0%
Kareem Jackson,DEN,0,3,2,66.7%,9,4.5,3.0,0,70.1,8.7,6,3,0,0,0,0.0,0,4,2,33.3%
Essang Bassey,DEN,0,1,1,100.0%,18,18.0,18.0,0,118.7,0.0,0,18,3,0,0,0.0,0,1,0,0.0%
Jeremiah Attaochu,DEN,0,0,0,,,,,,,,,,2,1,0,0.0,1,1,0,0.0%
Jurrell Casey,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
Malik Reed,DEN,0,0,0,,,,,,,,,,2,1,0,0.0,1,2,0,0.0%
Mike Purcell,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Devin Bush Jr.,PIT,0,7,6,85.7%,73,12.2,10.4,1,149.7,8.1,53,20,6,1,0,0.0,1,7,3,30.0%
Mike Hilton,PIT,0,7,4,57.1%,19,4.8,2.7,0,62.2,16.6,15,4,9,1,1,1.0,3,8,0,0.0%
Terrell Edmunds,PIT,0,6,3,50.0%,53,17.7,8.8,0,80.6,9.7,46,7,2,0,0,1.0,1,4,0,0.0%
Steven Nelson,PIT,0,6,2,33.3%,35,17.5,5.8,0,54.2,18.3,34,1,0,0,0,0.0,0,3,1,25.0%
Joe Haden,PIT,1,6,2,33.3%,63,31.5,10.5,0,34.0,19.2,58,5,0,0,0,0.0,0,1,0,0.0%
Minkah Fitzpatrick,PIT,0,3,2,66.7%,34,17.0,11.3,0,104.9,7.3,12,22,0,0,0,0.0,0,6,2,25.0%
Vince Williams,PIT,0,4,2,50.0%,14,7.0,3.5,1,97.9,12.0,11,3,4,0,0,0.0,0,7,1,12.5%
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,1,3,0.5,5,3,0,0.0%
Bud Dupree,PIT,0,0,0,,,,,,,,,,7,2,2,1.0,5,2,2,50.0%
Stephon Tuitt,PIT,0,0,0,,,,,,,,,,0,2,3,0.0,5,1,1,50.0%
T.J. Watt,PIT,0,0,0,,,,,,,,,,6,1,1,2.5,5,4,1,20.0%
Tyson Alualu,PIT,0,0,0,,,,,,,,,,0,0,1,1.0,2,5,0,0.0%
