Quarter,Time,Down,ToGo,Location,DEN,PIT,Detail,EPB,EPA
2,0:39,,,PIT 35,3,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,0:39,1,10,DEN 25,3,17,Jeff Driskel pass complete short left to KJ Hamler for 17 yards,0.610,1.730
2,0:34,1,10,DEN 42,3,17,Jeff Driskel pass incomplete deep right intended for KJ Hamler (defended by Mike Hilton),1.730,1.190
2,0:27,2,10,DEN 42,3,17,Jeff Driskel sacked by T.J. Watt for -10 yards,1.190,-0.820
2,0:19,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:19,3,20,DEN 32,3,17,Jeff Driskel pass incomplete deep left intended for Tim Patrick. Penalty on Tim Patrick: Offensive Pass Interference (Declined),-0.820,-1.240
2,0:13,4,20,DEN 32,3,17,Sam Martin punts 33 yards out of bounds,-1.240,-1.270
2,0:07,1,10,PIT 35,3,17,Ben Roethlisberger kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,DEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,3,17,"Brandon McManus kicks off 67 yards, returned by Ray-Ray McCloud for 49 yards (tackle by Brandon McManus)",0.000,2.060
3,14:53,1,10,PIT 47,3,17,James Conner up the middle for 2 yards (tackle by Shelby Harris and Josey Jewell),2.060,1.790
3,14:16,2,8,PIT 49,3,17,Ben Roethlisberger pass complete short middle to James Conner for 9 yards (tackle by Josey Jewell),1.790,2.790
3,13:35,1,10,DEN 42,3,17,James Conner right tackle for -2 yards (tackle by Justin Simmons),2.790,1.970
3,12:51,2,12,DEN 44,3,17,Ben Roethlisberger pass complete short middle to Benny Snell for -4 yards (tackle by Jeremiah Attaochu),1.970,0.760
3,12:08,3,16,DEN 48,3,17,"Ben Roethlisberger pass deep right intended for JuJu Smith-Schuster is intercepted by Justin Simmons at DEN-32 and returned for 37 yards. Penalty on Alexander Johnson: Illegal Block Above the Waist, 10 yards",0.760,-2.850
3,11:50,1,10,PIT 41,3,17,Melvin Gordon up the middle for 2 yards (tackle by Tyson Alualu),2.850,2.580
3,11:14,2,8,PIT 39,3,17,Jeff Driskel pass incomplete short right intended for Nick Vannett,2.580,1.880
3,11:08,3,8,PIT 39,3,17,Jeff Driskel pass complete short middle to KJ Hamler for 13 yards (tackle by Mike Hilton),1.880,3.840
3,10:25,1,10,PIT 26,3,17,Melvin Gordon up the middle for 1 yard (tackle by Stephon Tuitt and Cameron Heyward),3.840,3.430
3,9:45,2,9,PIT 25,3,17,Melvin Gordon left tackle for 3 yards (tackle by Devin Bush),3.430,3.140
3,9:07,3,6,PIT 22,3,17,"Jeff Driskel pass complete short middle to Noah Fant for 14 yards (tackle by Minkah Fitzpatrick). Penalty on Minkah Fitzpatrick: Horse Collar Tackle, 4 yards",3.140,6.280
3,8:50,1,4,PIT 4,3,17,Jeff Driskel sacked by T.J. Watt for -6 yards,6.280,4.190
3,8:11,2,10,PIT 10,3,17,Jeff Driskel pass incomplete short middle intended for Noah Fant,4.190,3.130
3,8:07,3,10,PIT 10,3,17,Jeff Driskel pass incomplete short left intended for Melvin Gordon,3.130,2.760
3,8:03,4,10,PIT 10,6,17,Brandon McManus 28 yard field goal good,2.760,3.000
3,8:00,,,DEN 35,6,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,8:00,1,10,PIT 25,6,17,Ben Roethlisberger pass incomplete short left intended for James Washington,0.610,0.060
3,7:57,2,10,PIT 25,6,17,Ben Roethlisberger pass complete short middle to Diontae Johnson for 2 yards (tackle by Alexander Johnson),0.060,-0.360
3,7:21,3,8,PIT 27,6,17,"Penalty on Bradley Chubb: Neutral Zone Infraction, 5 yards (no play)",-0.360,0.300
3,7:20,3,3,PIT 32,6,17,Ben Roethlisberger pass complete short right to Jaylen Samuels for 4 yards (tackle by Josey Jewell),0.300,1.330
3,6:49,1,10,PIT 36,6,17,Ben Roethlisberger pass complete short left to Diontae Johnson for 11 yards,1.330,2.060
3,6:22,1,10,PIT 47,6,17,Ben Roethlisberger pass complete short left to James Washington for 10 yards (tackle by Michael Ojemudia),2.060,2.720
3,6:02,1,10,DEN 43,6,17,Ben Roethlisberger pass complete short right to Diontae Johnson for 2 yards (tackle by Justin Simmons),2.720,2.450
3,5:27,2,8,DEN 41,6,17,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 6 yards (tackle by Kareem Jackson),2.450,2.540
3,4:48,3,2,DEN 35,6,17,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for no gain (tackle by Bryce Callahan and Justin Simmons),2.540,0.990
3,4:00,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,4:00,4,2,DEN 35,6,17,Ben Roethlisberger pass incomplete deep left intended for Eric Ebron,0.990,-1.270
3,3:54,1,10,DEN 35,6,17,Melvin Gordon right guard for no gain (tackle by Devin Bush),1.270,0.720
3,3:17,2,10,DEN 35,6,17,Jeff Driskel pass complete short left to Jerry Jeudy for 8 yards (tackle by Devin Bush),0.720,1.090
3,2:33,3,2,DEN 43,6,17,"Jeff Driskel pass incomplete short middle intended for Jerry Jeudy (defended by Minkah Fitzpatrick). Penalty on Minkah Fitzpatrick: Defensive Pass Interference, 5 yards (no play)",1.090,2.130
3,2:30,1,10,DEN 48,6,17,Royce Freeman up the middle for 4 yards (tackle by Chris Wormley),2.130,2.120
3,1:55,2,6,PIT 48,6,17,Royce Freeman left guard for 13 yards (tackle by Steven Nelson),2.120,3.250
3,1:20,1,10,PIT 35,6,17,Jeff Driskel pass incomplete short middle intended for Jerry Jeudy,3.250,2.700
3,1:17,2,10,PIT 35,6,17,"Jeff Driskel pass incomplete short right intended for Nick Vannett. Penalty on Mike Hilton: Roughing the Passer, 15 yards (no play)",2.700,4.240
3,1:11,1,10,PIT 20,12,17,"Jeff Driskel pass complete deep left to Noah Fant for 20 yards, touchdown",4.240,7.000
3,1:07,,,PIT 2,14,17,"Two Point Attempt: Jeff Driskel pass complete to Noah Fant, conversion succeeds",1.000,1.000
3,1:07,,,DEN 35,14,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,1:07,1,10,PIT 25,14,17,Ben Roethlisberger pass complete deep middle to Eric Ebron for 21 yards (tackle by Justin Simmons),0.610,1.990
3,0:33,1,10,PIT 46,14,17,Benny Snell up the middle for 3 yards (tackle by Essang Bassey),1.990,1.860
Quarter,Time,Down,ToGo,Location,DEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 49,14,17,Ben Roethlisberger pass complete short left to Chase Claypool for 8 yards,1.860,2.720
4,14:37,1,10,DEN 43,14,17,Ben Roethlisberger pass complete short right to Chase Claypool for -4 yards (tackle by Bryce Callahan),2.720,1.640
4,14:00,2,14,DEN 47,14,17,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 5 yards (tackle by Bradley Chubb),1.640,1.620
4,13:15,3,9,DEN 42,14,17,Ben Roethlisberger pass complete short middle to Eric Ebron for 7 yards (tackle by Justin Simmons),1.620,0.990
4,12:35,4,2,DEN 35,14,17,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 3 yards (tackle by Alexander Johnson and Jurrell Casey),0.990,3.450
4,12:03,1,10,DEN 32,14,17,James Conner right tackle for 4 yards (tackle by Dre'Mont Jones and Michael Ojemudia),3.450,3.440
4,11:34,2,6,DEN 28,14,23,"Ben Roethlisberger pass complete deep middle to Diontae Johnson for 28 yards, touchdown",3.440,7.000
4,11:26,,,DEN 15,14,24,Chris Boswell kicks extra point good,0.000,0.000
4,11:26,,,PIT 35,14,24,"Chris Boswell kicks off 70 yards, returned by KJ Hamler for 18 yards (tackle by Jordan Dangerfield and Chase Claypool)",0.000,-0.320
4,11:23,1,10,DEN 13,14,24,Jeff Driskel pass incomplete short right intended for KJ Hamler,-0.320,-0.770
4,11:19,2,10,DEN 13,14,24,Jeff Driskel pass complete short left to Melvin Gordon for -2 yards (tackle by Vince Williams and Tyson Alualu),-0.770,-1.650
4,10:36,3,12,DEN 11,14,24,Jeff Driskel pass complete short middle to Noah Fant for 1 yard (tackle by Cameron Sutton and Devin Bush),-1.650,-2.490
4,10:07,4,11,DEN 12,14,26,"Sam Martin aborted snap, recovered by Sam Martin at DEN--2 and returned for -12 yards, safety.",-2.490,-2.000
4,10:01,,,DEN 20,14,26,"Sam Martin kicks off 52 yards, returned by Diontae Johnson for 24 yards (tackle by Duke Dawson)",0.000,2.390
4,9:47,1,10,DEN 48,14,26,"Benny Snell left guard for no gain (tackle by Shelby Harris). Benny Snell fumbles (forced by Shelby Harris), recovered by Kareem Jackson at DEN-44 and returned for 2 yards (tackle by Matt Feiler)",2.390,-1.990
4,9:41,1,10,DEN 46,14,26,"Melvin Gordon left guard for 1 yard (tackle by Mike Hilton). Penalty on Garett Bolles: Offensive Holding, 10 yards",1.990,1.400
4,9:21,1,19,DEN 37,14,26,Jeff Driskel pass complete deep right to KJ Hamler for 18 yards,1.400,2.670
4,9:02,2,1,PIT 45,14,26,"Jeff Driskel pass incomplete short right intended for Nick Vannett. Penalty on Devin Bush: Defensive Pass Interference, 9 yards (no play)",2.670,3.180
4,8:56,1,10,PIT 36,14,26,Jeff Driskel left end for 3 yards (tackle by Vince Williams),3.180,3.040
4,8:26,2,7,PIT 33,14,26,Jeff Driskel pass incomplete short left intended for DaeSean Hamilton,3.040,2.350
4,8:22,3,7,PIT 33,14,26,Jeff Driskel pass complete short middle to Tim Patrick for 17 yards (tackle by Minkah Fitzpatrick and Terrell Edmunds),2.350,4.510
4,7:50,1,10,PIT 16,20,26,"Jeff Driskel pass complete deep right to Melvin Gordon for 16 yards, touchdown",4.510,7.000
4,7:43,,,PIT 15,21,26,Brandon McManus kicks extra point good,0.000,0.000
4,7:43,,,DEN 35,21,26,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,7:43,1,10,PIT 25,21,26,Ben Roethlisberger pass complete short right to Diontae Johnson for 12 yards (tackle by Bryce Callahan),0.610,1.400
4,7:05,1,10,PIT 37,21,26,Ben Roethlisberger pass complete short left to Vance McDonald for 3 yards (tackle by Michael Ojemudia),1.400,1.260
4,6:20,2,7,PIT 40,21,26,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson (defended by Jurrell Casey),1.260,0.560
4,6:16,3,7,PIT 40,21,26,Ben Roethlisberger pass incomplete short middle intended for Diontae Johnson,0.560,-0.720
4,6:15,4,7,PIT 40,21,26,"Dustin Colquitt punts 42 yards, fair catch by Diontae Spencer at DEN-18",-0.720,-0.040
4,6:08,1,10,DEN 18,21,26,Melvin Gordon right guard for 10 yards (tackle by Devin Bush),0.040,0.810
4,5:30,1,10,DEN 28,21,26,Melvin Gordon right tackle for 2 yards (tackle by Vince Williams),0.810,0.530
4,4:51,2,8,DEN 30,21,26,Jeff Driskel pass complete short left to Tim Patrick for 7 yards (tackle by Minkah Fitzpatrick),0.530,0.760
4,4:45,3,1,DEN 37,21,26,Jeff Driskel up the middle for 2 yards (tackle by Tyson Alualu),0.760,1.530
4,4:05,1,10,DEN 39,21,26,Jeff Driskel pass incomplete deep right intended for Jerry Jeudy,1.530,0.990
4,3:58,2,10,DEN 39,21,26,Melvin Gordon right guard for -1 yards (tackle by Vince Williams),0.990,0.170
4,3:19,3,11,DEN 38,21,26,"Jeff Driskel pass incomplete deep middle intended for Tim Patrick. Penalty on Terrell Edmunds: Defensive Pass Interference, 17 yards (no play)",0.170,2.590
4,3:14,1,10,PIT 45,21,26,Jeff Driskel pass complete deep left to Noah Fant for 22 yards,2.590,4.040
4,3:09,1,10,PIT 23,21,26,Jeff Driskel pass complete short middle to DaeSean Hamilton for 5 yards (tackle by Mike Hilton),4.040,4.210
4,2:36,2,5,PIT 18,21,26,Melvin Gordon left tackle for 3 yards (tackle by Mike Hilton),4.210,4.050
4,2:00,3,2,PIT 15,21,26,Jeff Driskel pass incomplete short middle intended for KJ Hamler (defended by Devin Bush),4.050,2.570
4,1:55,4,2,PIT 15,21,26,Jeff Driskel sacked by Terrell Edmunds for -11 yards,2.570,-0.670
4,1:51,1,10,PIT 26,21,26,James Conner right guard for 5 yards (tackle by Justin Simmons),0.670,0.810
4,1:47,,,,,,Timeout #1 by Denver Broncos,,
4,1:47,2,5,PIT 31,21,26,James Conner right tackle for 59 yards (tackle by Michael Ojemudia),0.810,4.910
4,1:30,,,,,,Timeout #2 by Denver Broncos,,
4,1:30,1,10,DEN 10,21,26,James Conner right guard for 4 yards (tackle by Kareem Jackson),4.910,4.950
4,1:24,,,,,,Timeout #3 by Denver Broncos,,
4,1:24,2,6,DEN 6,21,26,James Conner left guard for no gain (tackle by Malik Reed),4.950,4.040
4,0:39,3,6,DEN 6,21,26,Ben Roethlisberger kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
