Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"Thomas Morstead kicks off 74 yards, returned by Eric Weems for 27 yards (tackle by Pierson Prioleau)",0.000,0.480
1,14:55,1,10,ATL 23,0,0,Michael Turner left guard for 3 yards (tackle by Jo-Lonn Dunbar),0.480,0.340
1,14:18,2,7,ATL 26,0,0,Michael Turner right guard for 22 yards (tackle by Roman Harper),0.340,2.130
1,13:43,1,10,ATL 48,0,0,Matt Ryan pass incomplete,2.130,1.580
1,13:36,2,10,ATL 48,0,0,Matt Ryan pass complete short left to Michael Jenkins for 7 yards (tackle by Tracy Porter),1.580,1.820
1,13:07,3,3,NOR 45,0,0,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Jabari Greer),1.820,2.920
1,12:29,1,10,NOR 40,0,0,Michael Turner right guard for no gain (tackle by Roman Harper),2.920,2.370
1,11:52,2,10,NOR 40,0,0,Matt Ryan pass complete short left to Tony Gonzalez for 27 yards (tackle by Jonathan Vilma and Jabari Greer),2.370,4.710
1,11:11,1,10,NOR 13,6,0,"Michael Turner right end for 13 yards, touchdown",4.710,7.000
1,,,,NOR 2,7,0,Jason Elam kicks extra point good,0.000,0.000
1,,,,ATL 30,7,0,"Michael Koenen kicks off 77 yards, touchback",0.000,0.280
1,11:03,1,10,NOR 20,7,0,Mike Bell left tackle for 5 yards (tackle by Chevis Jackson),0.280,0.410
1,10:30,2,5,NOR 25,7,0,Mike Bell left end for 9 yards (tackle by Mike Peterson and Thomas DeCoud),0.410,1.200
1,9:52,1,10,NOR 34,7,0,Drew Brees pass complete short right to Lance Moore for 4 yards (tackle by Chevis Jackson),1.200,1.200
1,9:16,2,6,NOR 38,7,0,Reggie Bush left tackle for 2 yards (tackle by Curtis Lofton),1.200,0.760
1,8:35,3,4,NOR 40,7,0,Drew Brees pass complete short left to Jeremy Shockey for 13 yards (tackle by Thomas DeCoud),0.760,2.460
1,7:57,1,10,ATL 47,7,0,Pierre Thomas right tackle for 8 yards (tackle by Curtis Lofton),2.460,2.990
1,7:26,2,2,ATL 39,7,0,Drew Brees pass complete short right to David Thomas for 11 yards (tackle by Erik Coleman and Mike Peterson),2.990,3.710
1,6:50,1,10,ATL 28,7,0,Drew Brees pass complete short right to Reggie Bush for 4 yards (tackle by Tye Hill),3.710,3.710
1,6:13,2,6,ATL 24,7,0,Mike Bell right guard for 2 yards (tackle by Curtis Lofton and Thomas DeCoud),3.710,3.270
1,5:35,3,4,ATL 22,7,6,"Pierre Thomas right guard for 22 yards, touchdown. Penalty on Jeremy Shockey: Unsportsmanlike Conduct, 15 yards",3.270,7.000
1,,,,ATL 2,7,7,John Carney kicks extra point good,0.000,0.000
1,,,,NOR 15,7,7,"Thomas Morstead kicks off 55 yards, returned by Brian Finneran for 16 yards (tackle by Pierson Prioleau)",0.000,1.990
1,5:20,1,10,ATL 46,7,7,Michael Turner left tackle for 3 yards (tackle by Roman Harper and Jo-Lonn Dunbar),1.990,1.860
1,4:41,2,7,ATL 49,7,7,Michael Turner left guard for 3 yards (tackle by Jonathan Vilma and Charles Grant),1.860,1.550
1,3:57,3,4,NOR 48,7,7,"Matt Ryan pass incomplete short right intended for Justin Peelle. Penalty on Marvin Mitchell: Defensive Offside, 5 yards (no play)",1.550,2.720
1,3:52,1,10,NOR 43,7,7,Matt Ryan sacked by Will Smith for -2 yards,2.720,1.910
1,3:18,2,12,NOR 45,7,7,Matt Ryan pass incomplete short left intended for Michael Jenkins,1.910,1.220
1,3:13,3,12,NOR 45,7,7,Matt Ryan middle for 1 yard (tackle by Anthony Hargrove and Will Smith),1.220,0.330
1,2:32,4,11,NOR 44,7,7,"Michael Koenen punts 35 yards, fair catch by Lance Moore",0.330,0.380
1,2:30,1,10,NOR 9,7,7,"Drew Brees pass incomplete deep left intended for Jeremy Shockey (defended by Stephen Nicholas). Penalty on Jonathan Babineaux: Defensive Offside, 5 yards (no play)",-0.380,0.000
1,2:22,1,5,NOR 14,13,7,"Drew Brees sacked by Thomas DeCoud for -10 yards. Drew Brees fumbles (forced by Thomas DeCoud), recovered by Kroy Biermann at NOR-4 and returned for 4 yards, touchdown",0.000,-7.000
1,,,,NOR 2,14,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,ATL 30,14,7,"Michael Koenen kicks off 76 yards, touchback",0.000,0.280
1,2:14,1,10,NOR 20,14,7,Drew Brees pass complete short right to Devery Henderson for 8 yards (tackle by Tye Hill),0.280,0.810
1,1:33,2,2,NOR 28,14,7,"Reggie Bush left end for 4 yards (tackle by Chris Houston). Penalty on Darnell Dinkins: Offensive Holding, 10 yards (no play)",0.810,-0.630
1,1:11,2,12,NOR 18,14,7,Pierre Thomas right end for 2 yards (tackle by Tye Hill and Erik Coleman),-0.630,-0.960
1,0:25,3,10,NOR 20,14,7,Drew Brees pass complete short middle to Marques Colston for 10 yards (tackle by Tye Hill). Penalty on Chris Houston: Illegal Contact (Declined),-0.960,0.940
1,0:03,1,10,NOR 30,14,7,Pierre Thomas left guard for 6 yards (tackle by Mike Peterson),0.940,1.200
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,NOR 36,14,7,Mike Bell left tackle for 5 yards (tackle by Stephen Nicholas),1.200,1.660
2,14:26,1,10,NOR 41,14,7,Drew Brees pass incomplete (defended by Vance Walker),1.660,1.120
2,14:18,2,10,NOR 41,14,7,Drew Brees pass complete short middle to Jeremy Shockey for 27 yards (tackle by Jamaal Anderson),1.120,3.450
2,13:35,1,10,ATL 32,14,7,Drew Brees sacked by Jonathan Babineaux for -7 yards,3.450,1.960
2,12:54,,,,14,7,Timeout #1 by New Orleans Saints,0.000,1.960
2,12:54,2,17,ATL 39,14,7,Drew Brees pass complete short middle to David Thomas for 16 yards (tackle by Curtis Lofton),1.960,3.400
2,12:05,3,1,ATL 23,14,7,Mike Bell right guard for 2 yards (tackle by Curtis Lofton and Mike Peterson),3.400,4.170
2,11:21,1,10,ATL 21,14,7,Mike Bell right end for 3 yards (tackle by Vance Walker),4.170,4.040
