Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Troy Brown,NWE,0,0,,0,0,3,12,4.0,0,8
Bethel Johnson,NWE,2,44,22.0,0,26,1,14,14.0,0,14
Patrick Pass,NWE,1,17,17.0,0,17,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Brian Westbrook,PHI,0,0,,0,0,3,19,6.3,0,10
J.R. Reed,PHI,4,82,20.5,0,26,0,0,,0,0
Roderick Hood,PHI,1,32,32.0,0,32,0,0,,0,0
