Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
2,15:00,3,7,NWE 41,0,0,Tom Brady sacked by Derrick Burgess for -8 yards,0.630,-1.180
2,14:39,4,15,NWE 33,0,0,"Josh Miller punts 48 yards, fair catch by Lito Sheppard",-1.180,-0.150
2,14:31,1,10,PHI 19,0,0,Brian Westbrook up the middle for 1 yard (tackle by Ted Johnson),0.150,-0.200
2,13:55,2,9,PHI 20,0,0,Brian Westbrook right tackle for 1 yard (tackle by Mike Vrabel and Ted Johnson),-0.200,-0.810
2,13:11,3,8,PHI 21,0,0,Donovan McNabb pass complete to Todd Pinkston for 17 yards (tackle by Rodney Harrison),-0.810,1.470
2,12:29,1,10,PHI 38,0,0,Brian Westbrook left end for 5 yards (tackle by Tedy Bruschi),1.470,1.600
2,12:01,2,5,PHI 43,0,0,Donovan McNabb pass complete to Todd Pinkston for 40 yards (tackle by Randall Gay),1.600,4.440
2,11:14,1,10,NWE 17,0,0,Brian Westbrook left tackle for 11 yards (tackle by Hank Poteat),4.440,5.830
2,10:48,1,6,NWE 6,0,0,Brian Westbrook right tackle for no gain (tackle by Tedy Bruschi),5.830,4.950
2,10:06,2,6,NWE 6,0,0,Donovan McNabb pass incomplete intended for L.J. Smith. Penalty on Jon Runyan: Illegal Formation (Declined),4.950,4.040
2,10:02,3,6,NWE 6,6,0,"Donovan McNabb pass complete to L.J. Smith for 6 yards, touchdown",4.040,7.000
2,10:02,,,NWE 2,7,0,David Akers kicks extra point good,0.000,0.000
2,10:02,,,PHI 30,7,0,"David Akers kicks off 65 yards, returned by Bethel Johnson for 18 yards (tackle by Quintin Mikell). Penalty on Don Davis: Offensive Holding, 10 yards",0.000,-0.320
2,9:49,1,10,NWE 13,7,0,Tom Brady pass complete to Corey Dillon for 13 yards (tackle by Sheldon Brown),-0.320,0.670
2,9:04,1,10,NWE 26,7,0,Tom Brady pass complete to Corey Dillon for 16 yards (tackle by Matt Ware),0.670,1.730
2,8:41,1,10,NWE 42,7,0,Kevin Faulk left tackle for 8 yards (tackle by Ike Reese),1.730,2.270
2,8:03,2,2,,7,0,Kevin Faulk right tackle for 5 yards (tackle by Jeremiah Trotter),2.270,2.590
2,7:27,1,10,PHI 45,7,0,Tom Brady pass complete to David Givens for 13 yards (tackle by Sheldon Brown and Brian Dawkins),2.590,3.450
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
2,7:05,1,10,PHI 32,7,0,Corey Dillon left tackle for 25 yards (tackle by Brian Dawkins),3.450,5.600
2,6:18,1,7,PHI 7,7,0,Tom Brady pass complete to Deion Branch for 3 yards (tackle by Roderick Hood),5.600,5.340
2,5:37,2,4,PHI 4,7,0,"Tom Brady sacked for -6 yards. Tom Brady fumbles, recovered by Darwin Walker at PHI-13",5.340,0.320
2,5:28,1,10,PHI 13,7,0,Brian Westbrook left tackle for -1 yards (tackle by Willie McGinest),-0.320,-0.850
2,4:44,2,11,PHI 12,7,0,Donovan McNabb pass incomplete intended for Brian Westbrook,-0.850,-1.540
2,4:42,3,11,PHI 12,7,0,Donovan McNabb pass incomplete intended for Freddie Mitchell,-1.540,-2.490
2,4:34,4,11,PHI 12,7,0,"Dirk Johnson punts 29 yards, returned by Troy Brown for 4 yards (tackle by Roderick Hood)",-2.490,-3.120
2,4:25,1,10,PHI 37,7,0,Tom Brady pass complete to Daniel Graham for 7 yards (tackle by Jeremiah Trotter),3.120,3.520
2,3:48,2,3,PHI 30,7,0,Tom Brady pass incomplete intended for Corey Dillon,3.520,2.810
2,3:42,3,3,PHI 30,7,0,Tom Brady pass complete to Deion Branch for 7 yards (tackle by Michael Lewis),2.810,4.040
2,3:16,1,10,PHI 23,7,0,Tom Brady pass complete to Deion Branch for 4 yards (tackle by Matt Ware),4.040,4.050
2,2:35,2,6,PHI 19,7,0,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Sheldon Brown),4.050,5.600
2,2:00,1,7,PHI 7,7,0,Corey Dillon left tackle for 3 yards (tackle by Hollis Thomas),5.600,5.340
2,1:16,2,4,PHI 4,7,6,"Tom Brady pass complete to David Givens for 4 yards, touchdown",5.340,7.000
2,1:16,,,PHI 2,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,1:16,,,NWE 30,7,7,"Adam Vinatieri kicks off 62 yards, returned by J.R. Reed for 33 yards (tackle by Eugene Wilson). Penalty on Jeff Thomason: Offensive Holding, 10 yards",0.000,0.150
2,1:03,1,10,PHI 19,7,7,Brian Westbrook left tackle for -3 yards (tackle by Willie McGinest),0.150,-0.870
2,0:43,1,10,PHI 19,7,7,Timeout #1 by New England Patriots,0.150,-0.870
2,0:43,2,13,PHI 16,7,7,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Asante Samuel),-0.870,-0.160
2,0:17,3,3,PHI 26,7,7,Donovan McNabb pass complete to Todd Pinkston for 15 yards (tackle by Asante Samuel),-0.160,1.660
2,0:10,3,3,PHI 26,7,7,Timeout #1 by Philadelphia Eagles,-0.160,1.660
2,0:10,1,10,PHI 41,7,7,Donovan McNabb pass incomplete intended for Freddie Mitchell,1.660,1.120
2,0:04,1,10,PHI 41,7,7,Timeout #2 by New England Patriots,1.660,1.120
2,0:04,2,10,PHI 41,7,7,Brian Westbrook up the middle for 22 yards (tackle by Rodney Harrison),1.120,3.120
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,7,"David Akers kicks off 56 yards, returned by Patrick Pass for 17 yards (tackle by Mike Labinjo)",0.000,1.000
3,14:55,1,10,NWE 31,7,7,Tom Brady pass complete to Deion Branch for 8 yards (tackle by Lito Sheppard and Keith Adams),1.000,1.540
3,14:21,2,2,NWE 39,7,7,Corey Dillon left tackle for -4 yards (tackle by Jeremiah Trotter),1.540,0.300
3,13:40,3,6,NWE 35,7,7,Tom Brady pass complete to Deion Branch for 27 yards (tackle by Matt Ware),0.300,3.050
3,12:54,1,10,PHI 38,7,7,Tom Brady pass incomplete intended for Deion Branch,3.050,2.510
3,12:50,2,10,PHI 38,7,7,Tom Brady pass incomplete intended for David Patten (defended by Matt Ware),2.510,1.820
3,12:45,3,10,PHI 38,7,7,Tom Brady pass complete to Deion Branch for 15 yards (tackle by Ike Reese),1.820,4.040
3,12:01,1,10,PHI 23,7,7,Corey Dillon left tackle for no gain (tackle by Sam Rayburn),4.040,3.500
3,11:24,2,10,PHI 23,7,7,Tom Brady pass complete to Deion Branch for 21 yards (tackle by Matt Ware),3.500,6.740
3,11:09,1,2,PHI 2,7,13,"Tom Brady pass complete to Mike Vrabel for 2 yards, touchdown. Penalty on Jevon Kearse: Defensive Holding (Declined)",6.740,7.000
3,11:09,,,PHI 2,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,11:09,,,NWE 30,7,14,"Adam Vinatieri kicks off 61 yards, returned by J.R. Reed for 26 yards (tackle by Dexter Reid)",0.000,1.270
3,10:59,1,10,PHI 35,7,14,Donovan McNabb pass complete to Terrell Owens for 10 yards (tackle by Randall Gay),1.270,1.930
3,10:22,1,10,PHI 45,7,14,Brian Westbrook up the middle for 1 yard (tackle by Mike Vrabel),1.930,1.520
3,9:42,2,9,PHI 46,7,14,Donovan McNabb sacked by Richard Seymour for -6 yards,1.520,0.040
3,9:13,3,15,PHI 40,7,14,Donovan McNabb pass incomplete intended for Todd Pinkston,0.040,-0.720
3,9:07,4,15,PHI 40,7,14,"Dirk Johnson punts 44 yards, returned by Troy Brown for 44 yards (tackle by Greg Lewis). Penalty on Dexter Reid: Offensive Holding, 8 yards",-0.720,0.380
3,8:49,1,10,NWE 8,7,14,Corey Dillon up the middle for 6 yards (tackle by Keith Adams),-0.380,-0.320
3,8:10,2,4,NWE 14,7,14,Tom Brady pass incomplete intended for David Patten (defended by Michael Lewis),-0.320,-0.720
3,8:05,3,4,NWE 14,7,14,Tom Brady pass incomplete intended for David Patten,-0.720,-2.470
3,8:00,4,4,NWE 14,7,14,"Josh Miller punts 48 yards, muffed catch by Brian Westbrook, ball out of bounds at PHI-36. Penalty on Sheldon Brown: Offensive Holding, 10 yards",-2.470,-0.670
3,7:52,1,10,PHI 26,7,14,Donovan McNabb pass complete to Brian Westbrook for 15 yards (tackle by Randall Gay),0.670,1.660
3,7:26,1,10,PHI 41,7,14,Donovan McNabb pass complete to Terrell Owens for 8 yards (tackle by Asante Samuel),1.660,2.200
3,7:14,2,2,PHI 49,7,14,Brian Westbrook for 7 yards (tackle by Randall Gay),2.200,2.650
3,6:36,1,10,NWE 44,7,14,Donovan McNabb pass complete to Greg Lewis for 12 yards (tackle by Randall Gay),2.650,3.450
3,6:12,1,10,NWE 32,7,14,Donovan McNabb pass complete to Terrell Owens for 7 yards (tackle by Rodney Harrison),3.450,3.850
3,5:37,2,3,NWE 25,7,14,Brian Westbrook left tackle for 4 yards (tackle by Tedy Bruschi),3.850,4.170
3,4:59,1,10,NWE 21,7,14,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Richard Seymour),4.170,3.630
3,4:54,2,10,NWE 21,7,14,Donovan McNabb pass complete to Greg Lewis for 7 yards (tackle by Randall Gay),3.630,4.020
3,4:24,3,3,NWE 14,7,14,Donovan McNabb pass complete to Brian Westbrook for 4 yards (tackle by Randall Gay),4.020,4.910
3,3:39,1,10,NWE 10,13,14,"Donovan McNabb pass complete to Brian Westbrook for 10 yards, touchdown",4.910,7.000
3,3:39,,,NWE 2,14,14,David Akers kicks extra point good,0.000,0.000
3,3:39,,,PHI 30,14,14,"David Akers kicks off 62 yards, returned by Bethel Johnson for 26 yards (tackle by Greg Lewis)",0.000,1.200
3,3:35,1,10,NWE 34,14,14,"Penalty on Troy Brown: False Start, 5 yards (no play)",1.200,0.870
3,3:28,1,15,NWE 29,14,14,Tom Brady pass complete to Troy Brown for 5 yards (tackle by Brian Dawkins),0.870,0.660
3,2:53,2,10,NWE 34,14,14,Tom Brady pass complete to Kevin Faulk for 13 yards (tackle by Lito Sheppard and Hollis Thomas),0.660,2.060
3,2:14,1,10,NWE 47,14,14,Corey Dillon left tackle for 3 yards (tackle by Sam Rayburn),2.060,1.920
3,1:33,2,7,,14,14,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Keith Adams),1.920,1.880
3,1:08,2,7,,14,14,Timeout #1 by Philadelphia Eagles,1.920,1.880
3,1:08,3,2,PHI 45,14,14,Corey Dillon left end for 9 yards (tackle by Keith Adams),1.880,3.180
3,0:44,1,10,PHI 36,14,14,Kevin Faulk right end for 8 yards (tackle by Derrick Burgess),3.180,3.720
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,PHI 28,14,14,Kevin Faulk up the middle for 12 yards (tackle by Brian Dawkins),3.720,4.510
4,14:19,1,10,PHI 16,14,14,Tom Brady pass complete to Kevin Faulk for 14 yards (tackle by Mark Simoneau),4.510,6.740
4,13:49,1,2,PHI 2,14,20,"Corey Dillon left tackle for 2 yards, touchdown",6.740,7.000
4,13:49,,,PHI 2,14,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,13:49,,,NWE 30,14,21,"Adam Vinatieri kicks off 64 yards, returned by J.R. Reed for 16 yards (tackle by Matt Chatham)",0.000,0.410
4,13:38,1,10,PHI 22,14,21,Donovan McNabb pass incomplete intended for Dorsey Levens,0.410,-0.130
4,13:32,2,10,PHI 22,14,21,Brian Westbrook left end for -6 yards (tackle by Rosevelt Colvin),-0.130,-1.870
4,12:47,3,16,PHI 16,14,21,Donovan McNabb pass incomplete intended for Greg Lewis,-1.870,-2.390
4,12:40,4,16,PHI 16,14,21,"Dirk Johnson punts 45 yards, returned by Bethel Johnson for 14 yards (tackle by J.R. Reed)",-2.390,-2.460
4,12:29,1,10,PHI 47,14,21,Corey Dillon up the middle for -3 yards (tackle by Darwin Walker),2.460,1.510
4,11:53,2,13,,14,21,"Tom Brady pass complete to Deion Branch for 19 yards (tackle by Roderick Hood). Penalty on Corey Simon: Roughing the Passer, 15 yards",1.510,4.510
4,11:24,1,10,PHI 16,14,21,Corey Dillon right tackle for 7 yards (tackle by Sheldon Brown),4.510,5.160
4,10:41,2,3,PHI 9,14,21,Corey Dillon right tackle for 5 yards (tackle by Brian Dawkins),5.160,6.280
4,10:12,1,4,PHI 4,14,21,Patrick Pass left tackle for no gain (tackle by Mark Simoneau),6.280,5.340
4,9:24,2,4,PHI 4,14,21,Tom Brady pass incomplete intended for David Givens (defended by Michael Lewis),5.340,4.490
4,9:21,3,4,PHI 4,14,21,Corey Dillon up the middle for no gain (tackle by Derrick Burgess and Michael Lewis),4.490,3.030
4,8:43,4,4,PHI 4,14,24,Adam Vinatieri 22 yard field goal good,3.030,3.000
4,8:43,,,NWE 30,14,24,"Adam Vinatieri kicks off 63 yards, returned by J.R. Reed for 19 yards (tackle by Rabih Abdullah)",0.000,0.670
4,8:35,1,10,PHI 26,14,24,Brian Westbrook right tackle for 2 yards (tackle by Ty Warren),0.670,0.400
4,7:59,2,8,PHI 28,14,24,Donovan McNabb pass complete to Terrell Owens for 36 yards (tackle by Dexter Reid),0.400,3.180
4,7:27,1,10,NWE 36,14,24,Donovan McNabb pass incomplete intended for L.J. Smith is intercepted by Tedy Bruschi at NWE-24,3.180,-0.540
4,7:20,1,10,NWE 24,14,24,Corey Dillon left tackle for 3 yards (tackle by Keith Adams),0.540,0.400
4,6:37,2,7,NWE 27,14,24,Corey Dillon up the middle for 2 yards (tackle by Jevon Kearse),0.400,-0.030
4,5:53,3,5,NWE 29,14,24,Tom Brady pass incomplete intended for David Givens,-0.030,-1.440
4,5:48,4,5,NWE 29,14,24,"Josh Miller punts 50 yards, fair catch by Lito Sheppard",-1.440,-0.340
4,5:40,1,10,PHI 21,14,24,Donovan McNabb pass complete to L.J. Smith for 4 yards (tackle by Rodney Harrison),0.340,0.340
4,5:10,2,6,PHI 25,14,24,Donovan McNabb pass complete to Greg Lewis for 4 yards (tackle by Dexter Reid),0.340,0.170
,,,,,,,"PHI challenged the ruling, and the original play was overturned.",,
4,4:52,3,2,PHI 29,14,24,Donovan McNabb pass complete to Terrell Owens for 5 yards (tackle by Ted Johnson),0.170,1.200
4,4:19,1,10,PHI 34,14,24,Donovan McNabb pass complete to Josh Parry for 2 yards (tackle by Roman Phifer),1.200,0.930
4,3:45,2,8,PHI 36,14,24,Donovan McNabb pass incomplete intended for Freddie Mitchell,0.930,0.230
4,3:42,3,8,PHI 36,14,24,Donovan McNabb pass complete to Terrell Owens for 10 yards (tackle by Asante Samuel),0.230,1.990
4,3:36,1,10,PHI 46,14,24,Donovan McNabb pass incomplete intended for Terrell Owens,1.990,1.450
4,3:28,2,10,PHI 46,14,24,Donovan McNabb up the middle for no gain (tackle by Tedy Bruschi),1.450,0.760
4,2:55,3,10,PHI 46,14,24,Donovan McNabb pass complete to Freddie Mitchell for 11 yards (tackle by Tedy Bruschi),0.760,2.720
4,2:20,1,10,NWE 43,14,24,Donovan McNabb pass incomplete intended for Brian Westbrook,2.720,2.180
4,2:14,2,10,NWE 43,14,24,Donovan McNabb pass complete to Brian Westbrook for 13 yards (tackle by Randall Gay),2.180,3.580
4,2:00,1,10,NWE 30,14,24,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Richard Seymour),3.580,3.030
4,1:55,2,10,NWE 30,20,24,"Donovan McNabb pass complete to Greg Lewis for 30 yards, touchdown",3.030,7.000
4,1:55,,,NWE 2,21,24,David Akers kicks extra point good,0.000,0.000
4,1:55,,,PHI 30,21,24,"David Akers kicks onside 13 yards, recovered by Christian Fauria and returned for 2 yards",0.000,-2.850
4,1:47,2,10,NWE 30,21,24,Timeout #1 by New England Patriots,3.030,-2.850
4,1:47,1,10,PHI 41,21,24,Kevin Faulk left tackle for 2 yards (tackle by Dhani Jones),2.850,2.580
4,1:43,1,10,PHI 41,21,24,Timeout #2 by Philadelphia Eagles,2.850,2.580
4,1:43,2,8,PHI 39,21,24,Kevin Faulk up the middle for 3 yards (tackle by Michael Lewis),2.580,2.280
4,1:39,2,8,PHI 39,21,24,Timeout #3 by Philadelphia Eagles,2.580,2.280
4,1:39,3,5,PHI 36,21,24,Kevin Faulk up the middle for no gain (tackle by Jevon Kearse and Darwin Walker),2.280,0.880
4,0:55,3,5,PHI 36,21,24,Timeout #2 by New England Patriots,2.280,0.880
4,0:55,4,5,PHI 36,21,24,Josh Miller punts 32 yards,0.880,0.380
4,0:46,1,10,PHI 4,21,24,Donovan McNabb pass complete to Brian Westbrook for 1 yard (tackle by Roman Phifer),-0.380,-0.710
4,0:22,2,9,PHI 5,21,24,Donovan McNabb pass incomplete intended for Terrell Owens,-0.710,-1.300
4,0:17,3,9,PHI 5,21,24,Donovan McNabb pass incomplete intended for L.J. Smith is intercepted by Rodney Harrison at PHI-28 and returned for 6 yards (tackle by Freddie Mitchell),-1.300,-4.110
4,0:09,1,10,PHI 22,21,24,Tom Brady for -1 yards,4.110,3.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
