Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,80,2,7,42,2.6,38,2.4,0,
Travis Homer,SEA,4,5,0,0,2,0.5,3,0.8,0,
Russell Wilson,SEA,4,5,0,1,3,0.8,2,0.5,0,
DeeJay Dallas,SEA,2,8,0,0,6,3.0,2,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Myles Gaskin,MIA,10,40,0,5,22,2.2,18,1.8,0,
Ryan Fitzpatrick,MIA,6,47,1,3,46,7.7,1,0.2,0,
Matt Breida,MIA,3,9,0,0,4,1.3,5,1.7,0,
Jordan Howard,MIA,2,2,0,,0,0.0,2,1.0,0,
Lynn Bowden Jr.,MIA,1,5,0,,4,4.0,1,1.0,0,
