Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
1,6:45,1,10,ATL 38,7,0,Duke Johnson up the middle for 1 yard (tackle by Allen Bailey and Tyeler Davison),3.050,2.640
1,6:10,2,9,ATL 37,7,0,Deshaun Watson pass complete short left to Will Fuller for 8 yards (tackle by De'Vondre Campbell),2.640,3.010
1,5:25,3,1,ATL 29,7,0,Deshaun Watson pass complete short left to Jordan Akins for 21 yards (tackle by Ricardo Allen and Deion Jones),3.010,5.370
1,4:49,1,8,ATL 8,7,0,Carlos Hyde up the middle for 2 yards (tackle by De'Vondre Campbell),5.370,4.950
1,4:13,2,6,ATL 6,7,6,"Deshaun Watson pass complete short right to Will Fuller for 6 yards, touchdown",4.950,7.000
1,4:09,,,ATL 15,7,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,4:09,,,HOU 35,7,7,"Ka'imi Fairbairn kicks off 63 yards, returned by Kendall Sheffield for 24 yards (tackle by Jahleel Addae)",0.000,0.670
1,4:04,1,10,ATL 26,7,7,Devonta Freeman left end for 2 yards (tackle by Lonnie Johnson and Justin Reid),0.670,0.400
1,3:24,2,8,ATL 28,7,7,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Johnathan Joseph),0.400,-0.300
1,3:20,3,8,ATL 28,7,7,Matt Ryan pass complete short middle to Mohamed Sanu for 13 yards (tackle by Bradley Roby),-0.300,1.660
1,2:34,1,10,ATL 41,7,7,Ito Smith right guard for 3 yards (tackle by Benardrick McKinney and Brennan Scarlett),1.660,1.530
1,1:57,2,7,ATL 44,7,7,Ito Smith left guard for 11 yards (tackle by Bradley Roby),1.530,2.590
1,1:24,1,10,HOU 45,7,7,Matt Ryan pass complete deep right to Calvin Ridley for 22 yards (tackle by Johnathan Joseph),2.590,4.040
1,0:39,1,10,HOU 23,7,7,Matt Ryan pass complete short right to Justin Hardy for 5 yards (tackle by Johnathan Joseph),4.040,4.210
1,0:01,2,5,HOU 18,7,7,Ito Smith up the middle for 1 yard (tackle by Brandon Dunn and Charles Omenihu),4.210,3.660
Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,HOU 17,7,7,Matt Ryan pass incomplete short right intended for Austin Hooper,3.660,2.390
2,14:56,4,4,HOU 17,10,7,Matt Bryant 35 yard field goal good,2.390,3.000
2,14:52,,,ATL 35,10,7,"Matt Wile kicks off 25 yards, out of bounds",0.000,1.600
2,14:52,1,10,HOU 40,10,7,Carlos Hyde right guard for 2 yards (tackle by Allen Bailey),1.600,1.320
2,14:25,2,8,HOU 42,10,7,Deshaun Watson pass complete short middle to DeAndre Hopkins for 14 yards (tackle by Johnathan Cyprien and Damontae Kazee),1.320,2.650
2,14:00,1,10,ATL 44,10,7,Carlos Hyde right end for 7 yards (tackle by Deion Jones),2.650,3.060
2,13:24,2,3,ATL 37,10,7,Deshaun Watson pass complete short right to Will Fuller for 2 yards (tackle by Desmond Trufant),3.060,2.610
2,12:48,3,1,ATL 35,10,7,Carlos Hyde up the middle for 2 yards (tackle by Damontae Kazee and Tyeler Davison),2.610,3.380
2,12:14,1,10,ATL 33,10,13,"Deshaun Watson pass complete deep left to Will Fuller for 33 yards, touchdown",3.380,7.000
2,12:06,,,ATL 15,10,13,Ka'imi Fairbairn kicks extra point no good wide left,0.000,-1.000
2,12:06,,,HOU 35,10,13,"Ka'imi Fairbairn kicks off 63 yards, muffed catch by Kendall Sheffield returned by Kendall Sheffield for 12 yards (tackle by Phillip Gaines and Taiwan Jones)",0.000,-0.220
2,11:59,1,10,ATL 15,10,13,Matt Ryan pass incomplete deep middle intended for Julio Jones,-0.220,-0.710
2,11:52,2,10,ATL 15,10,13,Matt Ryan pass complete short right to Calvin Ridley for 7 yards (tackle by Johnathan Joseph),-0.710,-0.510
2,11:19,3,3,ATL 22,10,13,Ito Smith up the middle for 4 yards (tackle by Zach Cunningham and Benardrick McKinney),-0.510,0.670
2,10:43,1,10,ATL 26,10,13,Devonta Freeman right tackle for -2 yards (tackle by Whitney Mercilus),0.670,-0.140
2,9:59,2,12,ATL 24,10,13,Matt Ryan pass incomplete short middle,-0.140,-0.820
2,9:56,3,12,ATL 24,10,13,Matt Ryan pass complete short right to Ito Smith for 4 yards (tackle by Jahleel Addae),-0.820,-1.500
2,9:22,4,8,ATL 28,10,13,"Matt Wile punts 60 yards, returned by DeAndre Carter for 4 yards (tackle by Luke Stocker). Penalty on Phillip Gaines: Illegal Block Above the Waist, 8 yards",-1.500,0.380
2,9:10,1,10,HOU 8,10,13,Carlos Hyde left guard for 4 yards (tackle by De'Vondre Campbell and Jack Crawford),-0.380,-0.490
2,8:46,2,6,HOU 12,10,13,Deshaun Watson pass complete short left to Will Fuller for 3 yards (tackle by Kemal Ishmael),-0.490,-0.600
2,8:06,3,3,HOU 15,10,13,Deshaun Watson pass complete short left to Keke Coutee for 4 yards (tackle by Kemal Ishmael),-0.600,0.150
2,7:33,1,10,HOU 19,10,13,Carlos Hyde left guard for 8 yards (tackle by Deion Jones and Kemal Ishmael),0.150,0.750
2,7:04,2,2,HOU 27,10,13,Carlos Hyde left tackle for -1 yards (tackle by Grady Jarrett),0.750,-0.160
2,6:24,3,3,HOU 26,10,13,Deshaun Watson pass complete short right to Will Fuller for 36 yards (tackle by Isaiah Oliver and Kemal Ishmael),-0.160,3.050
2,5:50,1,10,ATL 38,10,13,Duke Johnson right tackle for 3 yards (tackle by De'Vondre Campbell),3.050,2.910
2,5:08,2,7,ATL 35,10,13,"Penalty on Max Scharping: False Start, 5 yards (no play)",2.910,2.240
2,4:48,2,12,ATL 40,10,13,Deshaun Watson pass incomplete short middle intended for Keke Coutee,2.240,1.550
2,4:43,3,12,ATL 40,10,13,Deshaun Watson pass complete short left to Will Fuller for 8 yards (tackle by Adrian Clayborn),1.550,1.270
2,4:07,4,4,ATL 32,10,16,Ka'imi Fairbairn 50 yard field goal good,1.270,3.000
2,4:02,,,HOU 35,10,16,"Ka'imi Fairbairn kicks off 61 yards, returned by Kendall Sheffield for 14 yards (tackle by Peter Kalambayi)",0.000,0.040
2,3:57,1,10,ATL 18,10,16,Matt Ryan pass complete short right to Julio Jones for 8 yards (tackle by Benardrick McKinney),0.040,0.680
2,3:37,2,2,ATL 26,10,16,Devonta Freeman left guard for 2 yards (tackle by Benardrick McKinney and Zach Cunningham),0.680,0.810
2,2:54,1,10,ATL 28,10,16,Matt Ryan pass complete short right to Calvin Ridley for 16 yards (tackle by Benardrick McKinney),0.810,1.860
2,2:25,1,10,ATL 44,10,16,Devonta Freeman left guard for 2 yards (tackle by D.J. Reader and Bradley Roby),1.860,1.590
2,2:00,2,8,ATL 46,10,16,Matt Ryan left end for 7 yards (tackle by J.J. Watt),1.590,1.820
2,1:12,3,1,HOU 47,10,16,Devonta Freeman right end for 21 yards (tackle by Jahleel Addae),1.820,3.840
2,1:02,1,10,HOU 26,10,16,"Matt Ryan up the middle for 4 yards (tackle by Benardrick McKinney). Penalty on Ito Smith: Offensive Holding, 10 yards (no play)",3.840,3.180
2,0:55,1,20,HOU 36,10,16,Matt Ryan pass incomplete deep middle intended for Calvin Ridley,3.180,1.950
2,0:49,2,20,HOU 36,10,16,"Matt Ryan pass complete short right to Ito Smith for 7 yards (tackle by Jahleel Addae). Penalty on Tashaun Gipson: Face Mask (15 Yards), 15 yards",1.950,4.650
2,0:43,1,10,HOU 14,10,16,Matt Ryan pass incomplete short left intended for Calvin Ridley,4.650,4.000
2,0:37,,,,,,Timeout #1 by Houston Texans,,
2,0:37,2,10,HOU 14,10,16,Matt Ryan pass complete short right to Ito Smith for 5 yards (tackle by Jahleel Addae and Johnathan Joseph),4.000,4.050
2,0:29,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:29,3,5,HOU 9,16,16,"Matt Ryan pass complete short right to Devonta Freeman for 9 yards, touchdown",4.050,7.000
2,0:22,,,HOU 15,17,16,Matt Bryant kicks extra point good,0.000,0.000
2,0:22,,,ATL 35,17,16,"Matt Wile kicks off 65 yards, touchback.",0.000,0.610
2,0:22,1,10,HOU 25,17,16,Duke Johnson up the middle for 9 yards (tackle by Takkarist McKinley),0.610,1.280
2,0:16,,,,,,Timeout #2 by Houston Texans,,
2,0:16,2,1,HOU 34,17,16,Deshaun Watson pass incomplete deep right intended for Will Fuller,1.280,0.560
2,0:11,3,1,HOU 34,17,16,Duke Johnson up the middle for 7 yards (tackle by Deion Jones),0.560,1.660
2,0:05,,,,,,Timeout #3 by Houston Texans,,
2,0:05,1,10,HOU 41,17,16,Deshaun Watson pass complete deep right to Keke Coutee for 17 yards,1.660,2.790
Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,17,16,"Matt Wile kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,17,16,Carlos Hyde right guard for 2 yards (tackle by Tyeler Davison),0.610,0.330
3,14:29,2,8,HOU 27,17,16,Deshaun Watson pass complete short left to DeAndre Hopkins for 4 yards (tackle by De'Vondre Campbell),0.330,0.170
3,13:54,3,4,HOU 31,17,16,Deshaun Watson pass complete deep middle to Keke Coutee for 51 yards (tackle by Ricardo Allen). Penalty on Vic Beasley: Defensive Offside (Declined),0.170,4.370
3,13:33,1,10,ATL 18,17,16,Duke Johnson right tackle for 6 yards (tackle by Deion Jones),4.370,4.810
3,13:06,2,4,ATL 12,17,16,Carlos Hyde up the middle for 5 yards (tackle by Grady Jarrett and Kemal Ishmael),4.810,5.600
3,12:22,1,7,ATL 7,17,16,Deshaun Watson pass complete short left to Will Fuller for 6 yards (tackle by Isaiah Oliver),5.600,5.910
3,11:54,2,1,ATL 1,17,22,"Carlos Hyde right guard for 1 yard, touchdown",5.910,7.000
3,11:51,,,ATL 15,17,23,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,11:51,,,HOU 35,17,23,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,11:51,1,10,ATL 25,17,23,Devonta Freeman up the middle for no gain (tackle by Zach Cunningham and Justin Reid),0.610,0.060
3,11:13,2,10,ATL 25,17,23,"Matt Ryan pass complete short left to Mohamed Sanu for 5 yards (tackle by Justin Reid). Penalty on Alex Mack: Clipping, 15 yards",0.060,-1.430
3,10:57,2,20,ATL 15,17,23,Matt Ryan pass incomplete deep right intended for Calvin Ridley,-1.430,-2.350
3,10:52,3,20,ATL 15,17,23,Matt Ryan pass complete short left to Ito Smith for 10 yards (tackle by Justin Reid),-2.350,-1.700
3,10:18,4,10,ATL 25,17,23,"Matt Wile punts 52 yards, returned by DeAndre Carter for 11 yards (tackle by Josh Harris and Jaeden Graham)",-1.700,-1.200
3,10:06,1,10,HOU 34,17,23,Deshaun Watson up the middle for 30 yards (tackle by Ricardo Allen),1.200,3.180
3,9:45,1,10,ATL 36,17,23,Duke Johnson up the middle for 7 yards (tackle by Deion Jones),3.180,3.580
3,9:16,2,3,ATL 29,17,23,"Deshaun Watson pass complete short left to Will Fuller for 16 yards (tackle by Isaiah Oliver). Will Fuller fumbles, ball out of bounds at ATL-13 (forced by Isaiah Oliver)",3.580,4.710
3,8:51,1,10,ATL 13,17,23,Duke Johnson left guard for 1 yard (tackle by Deion Jones),4.710,4.220
3,8:19,2,9,ATL 12,17,23,"Deshaun Watson aborted snap, recovered by Deshaun Watson at ATL-17",4.220,4.330
3,7:44,3,4,ATL 7,17,23,Deshaun Watson pass incomplete short left intended for Will Fuller,4.330,2.990
3,7:40,4,4,ATL 7,17,26,Ka'imi Fairbairn 26 yard field goal good,2.990,3.000
3,7:37,,,HOU 35,17,26,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,7:37,1,10,ATL 25,17,26,Matt Ryan pass complete short left to Austin Hooper for -1 yards (tackle by Whitney Mercilus),0.610,-0.070
3,7:08,2,11,ATL 24,17,26,Matt Ryan pass complete short middle to Devonta Freeman for 9 yards (tackle by Bradley Roby),-0.070,0.430
3,6:26,3,2,ATL 33,17,26,Matt Ryan sacked by D.J. Reader for -5 yards,0.430,-1.500
3,5:52,4,7,ATL 28,17,26,"Matt Wile punts 50 yards out of bounds. Penalty on Taiwan Jones: Offensive Holding, 10 yards",-1.500,0.350
3,5:44,1,10,HOU 12,17,26,"Deshaun Watson pass incomplete deep right intended for Darren Fells (defended by Deion Jones). Penalty on Allen Bailey: Roughing the Passer, 15 yards (no play)",-0.350,0.740
3,5:35,1,10,HOU 27,17,26,"Carlos Hyde right end for 7 yards (tackle by Desmond Trufant). Penalty on Darren Fells: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,5:23,1,20,HOU 17,17,26,Deshaun Watson pass complete deep right to Will Fuller for 32 yards (tackle by Kendall Sheffield),-0.170,2.190
3,4:49,1,10,HOU 49,17,26,Carlos Hyde right tackle for 7 yards (tackle by Grady Jarrett),2.190,2.590
3,4:08,2,3,ATL 44,17,26,Deshaun Watson right end for 3 yards (tackle by Deion Jones),2.590,2.850
3,3:26,1,10,ATL 41,17,26,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 29 yards (tackle by De'Vondre Campbell),2.850,4.780
3,2:56,1,10,ATL 12,17,26,Deshaun Watson pass complete short left to Will Fuller for 11 yards (tackle by Isaiah Oliver and De'Vondre Campbell),4.780,6.970
3,2:29,1,1,ATL 1,17,26,"Penalty on Max Scharping: False Start, 5 yards (no play)",6.970,5.830
3,2:06,1,6,ATL 6,17,26,"Deshaun Watson pass incomplete short left intended for Jordan Akins. Penalty on Kendall Sheffield: Defensive Holding, 3 yards (no play)",5.830,6.510
3,2:01,1,3,ATL 3,17,26,"Penalty on Max Scharping: False Start, 5 yards (no play)",6.510,5.370
3,2:01,1,8,ATL 8,17,32,"Deshaun Watson pass complete short right to Darren Fells for 8 yards, touchdown",5.370,7.000
3,1:58,,,ATL 15,17,33,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,1:58,,,HOU 35,17,33,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,1:58,1,10,ATL 25,17,33,Matt Ryan pass complete short left to Calvin Ridley for 14 yards (tackle by Bradley Roby),0.610,1.530
3,1:35,1,10,ATL 39,17,33,Matt Ryan pass incomplete short left intended for Austin Hooper,1.530,0.990
3,1:29,2,10,ATL 39,17,33,Mohamed Sanu left end for 1 yard (tackle by Lonnie Johnson and Whitney Mercilus),0.990,0.430
3,0:52,3,9,ATL 40,17,33,"Penalty on Kaleb McGary: False Start, 5 yards (no play)",0.430,-0.230
3,0:29,3,14,ATL 35,17,33,Matt Ryan pass complete short middle to Austin Hooper for 9 yards (tackle by Bradley Roby),-0.230,-0.460
Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ATL 44,17,33,"Matt Wile punts 40 yards, muffed catch by DeAndre Carter, recovered by Jordan Miller at HOU-16",-0.460,4.510
4,14:49,1,10,HOU 16,17,33,Devonta Freeman left guard for 3 yards (tackle by D.J. Reader and Justin Reid),4.510,4.390
4,14:12,2,7,HOU 13,17,33,"Matt Ryan pass complete short middle to Devonta Freeman for 7 yards (tackle by Brennan Scarlett and Justin Reid) Penalty on ATL: Illegal Shift, 5 yards (no play)",4.390,3.640
4,13:48,2,12,HOU 18,17,33,Matt Ryan pass incomplete short right intended for Julio Jones (defended by J.J. Watt),3.640,2.940
4,13:44,3,12,HOU 18,17,33,Matt Ryan pass complete short left to Ito Smith for 10 yards (tackle by Jahleel Addae),2.940,2.990
4,13:05,4,2,HOU 8,17,33,Matt Ryan pass complete short middle to Mohamed Sanu for 7 yards (tackle by Johnathan Joseph),2.990,6.970
4,12:54,1,1,HOU 1,17,33,Ito Smith left guard for no gain (tackle by Justin Reid and Benardrick McKinney),6.970,5.910
4,12:13,2,1,HOU 1,17,33,Devonta Freeman left guard for no gain (tackle by Benardrick McKinney and D.J. Reader),5.910,5.170
4,11:26,3,1,HOU 1,23,33,"Matt Ryan up the middle for 1 yard, touchdown",5.170,7.000
4,11:24,,,HOU 2,25,33,"Two Point Attempt: Matt Ryan pass complete to Austin Hooper, conversion succeeds",1.000,1.000
4,11:24,,,ATL 35,25,33,"Matt Wile kicks off 68 yards, returned by DeAndre Carter for 22 yards (tackle by Jermaine Grace)",0.000,0.150
4,11:21,1,10,HOU 19,25,33,Carlos Hyde left guard for 10 yards (tackle by Kendall Sheffield),0.150,0.870
4,10:46,1,10,HOU 29,25,33,Carlos Hyde left guard for 4 yards (tackle by Johnathan Cyprien and Allen Bailey),0.870,0.870
4,10:07,2,6,HOU 33,25,33,Deshaun Watson pass complete short right to DeAndre Hopkins for 20 yards (tackle by Ricardo Allen and Deion Jones),0.870,2.460
4,9:23,1,10,ATL 47,25,33,Carlos Hyde up the middle for no gain (tackle by Tyeler Davison),2.460,1.910
4,8:47,2,10,ATL 47,25,33,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Isaiah Oliver and Ricardo Allen),1.910,3.120
4,8:03,1,10,ATL 37,25,33,Duke Johnson left guard for 24 yards (tackle by Ricardo Allen),3.120,4.710
4,7:19,1,10,ATL 13,25,33,Duke Johnson left end for 1 yard (tackle by Tyeler Davison and Allen Bailey),4.710,4.220
4,6:37,2,9,ATL 12,25,33,Deshaun Watson pass incomplete short left intended for Carlos Hyde,4.220,3.280
4,6:29,3,9,ATL 12,25,39,"Deshaun Watson pass complete short left to Darren Fells for 12 yards, touchdown",3.280,7.000
4,6:24,,,ATL 15,25,40,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:24,,,HOU 35,25,40,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,6:24,1,10,ATL 25,25,40,Matt Ryan pass complete short middle to Devonta Freeman for 9 yards (tackle by Jahleel Addae and Benardrick McKinney),0.610,1.280
4,6:00,2,1,ATL 34,25,40,"Matt Ryan pass incomplete deep left intended for Mohamed Sanu. Penalty on J.J. Watt: Roughing the Passer, 16 yards (no play)",1.280,2.260
4,5:55,1,10,ATL 50,25,40,Matt Ryan sacked by J.J. Watt for -9 yards,2.260,0.500
4,5:27,2,19,ATL 41,25,40,Matt Ryan pass complete short left to Mohamed Sanu for 3 yards (tackle by Lonnie Johnson),0.500,0.230
4,4:57,3,16,ATL 44,25,40,Matt Ryan pass complete short left to Austin Hooper for 18 yards (tackle by Justin Reid and Jahleel Addae),0.230,3.050
4,4:33,1,10,HOU 38,25,40,Matt Ryan pass complete short middle to Austin Hooper for 11 yards (tackle by Jahleel Addae and Tashaun Gipson),3.050,3.780
4,4:09,1,10,HOU 27,25,40,Matt Ryan pass incomplete short right,3.780,3.230
4,4:03,2,10,HOU 27,25,40,"Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Zach Cunningham). Penalty on Wes Schweitzer: Offensive Holding, 10 yards (no play)",3.230,1.880
4,3:59,2,20,HOU 37,25,40,Matt Ryan pass complete short right to Devonta Freeman for 8 yards (tackle by Tashaun Gipson),1.880,2.280
4,3:31,3,12,HOU 29,31,40,"Matt Ryan pass complete deep right to Calvin Ridley for 29 yards, touchdown",2.280,7.000
4,3:22,,,HOU 15,32,40,Matt Bryant kicks extra point good,0.000,0.000
4,3:22,,,ATL 35,32,40,"Matt Wile kicks off 25 yards, out of bounds",0.000,1.600
4,3:22,1,10,HOU 40,32,40,Carlos Hyde right guard for 1 yard (tackle by Tyeler Davison and Deion Jones),1.600,1.190
4,3:18,,,,,,Timeout #1 by Atlanta Falcons,,
4,3:18,2,9,HOU 41,32,40,Deshaun Watson pass complete short left to Will Fuller for 7 yards (tackle by Desmond Trufant),1.190,1.420
4,3:11,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:11,3,2,HOU 48,32,40,Deshaun Watson pass complete short left to DeAndre Hopkins for 3 yards (tackle by Isaiah Oliver),1.420,2.320
4,3:06,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:06,1,10,ATL 49,32,40,Carlos Hyde left tackle for -3 yards (tackle by Takkarist McKinley),2.320,1.380
4,2:19,2,13,HOU 48,32,40,Deshaun Watson pass complete short left to DeAndre Hopkins for 8 yards (tackle by Kendall Sheffield and Ricardo Allen),1.380,1.750
4,2:00,3,5,ATL 44,32,46,"Deshaun Watson pass complete deep left to Will Fuller for 44 yards, touchdown",1.750,7.000
4,1:51,,,ATL 15,32,47,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,1:51,,,HOU 35,32,47,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,1:51,1,10,ATL 25,32,47,Matt Ryan pass complete short left to Ito Smith for 9 yards (tackle by Jahleel Addae),0.610,1.280
4,1:29,2,1,ATL 34,32,47,Matt Ryan pass complete short middle to Russell Gage for 12 yards (tackle by Zach Cunningham),1.280,1.990
4,1:11,1,10,ATL 46,32,47,Matt Ryan pass incomplete deep left intended for Russell Gage,1.990,1.450
4,1:06,2,10,ATL 46,32,47,Matt Ryan pass complete short left to Devonta Freeman for 5 yards (tackle by Justin Reid),1.450,1.420
4,1:02,3,5,HOU 49,32,47,Matt Ryan pass complete short middle to Austin Hooper for 14 yards (tackle by Jahleel Addae),1.420,3.250
4,0:39,1,10,HOU 35,32,53,"Matt Ryan pass short right intended for Austin Hooper is intercepted by Tashaun Gipson at HOU-21 and returned for 79 yards, touchdown",3.250,-7.000
4,0:24,,,ATL 15,32,53,Ka'imi Fairbairn kicks extra point no good wide left Penalty on HOU: Offensive Too Many Men on Field (Declined),0.000,-1.000
4,0:24,,,HOU 35,32,53,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,0:24,1,10,ATL 25,32,53,Matt Ryan kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
