Quarter,Time,Down,ToGo,Location,OAK,SEA,Detail,EPB,EPA
2,4:27,3,13,SEA 27,3,17,Russell Wilson pass incomplete short right intended for Ricardo Lockette,-0.690,-1.570
2,4:21,4,13,SEA 27,3,17,"Jon Ryan punts 34 yards, out of bounds",-1.570,-1.530
2,4:12,1,10,OAK 39,3,17,Derek Carr pass incomplete deep right intended for Denarius Moore,1.530,0.990
2,4:06,2,10,OAK 39,3,17,Derek Carr pass incomplete short right intended for Mychal Rivera,0.990,0.300
2,4:01,3,10,OAK 39,3,17,Derek Carr pass incomplete deep right intended for Kenbrell Thompkins,0.300,-0.780
2,3:58,4,10,OAK 39,3,17,"Marquette King punts 39 yards, fair catch by Doug Baldwin",-0.780,-0.410
2,3:50,1,10,SEA 22,3,17,"Marshawn Lynch left end for 4 yards (tackle by Miles Burris and Pat Sims). Penalty on James Carpenter: Offensive Holding, 10 yards (no play)",0.410,-0.660
2,3:26,1,20,SEA 12,3,17,Marshawn Lynch right tackle for 9 yards (tackle by Pat Sims and Sio Moore),-0.660,-0.270
2,2:49,2,11,SEA 21,3,17,Russell Wilson pass complete short middle to Marshawn Lynch for 3 yards (tackle by Miles Burris),-0.270,-0.270
2,2:33,2,11,SEA 21,3,17,Timeout #1 by Oakland Raiders,-0.270,-0.560
2,2:33,3,8,SEA 24,3,17,Russell Wilson pass complete short middle to Luke Willson for 16 yards (tackle by D.J. Hayden),-0.560,1.600
2,2:06,1,10,SEA 40,3,17,Russell Wilson pass incomplete deep right intended for Paul Richardson,1.600,1.050
2,2:00,2,10,SEA 40,3,17,"Russell Wilson pass complete short left to Marshawn Lynch for 17 yards (tackle by D.J. Hayden). Penalty on Paul Richardson: Offensive Holding, 10 yards",1.050,2.000
2,1:50,2,3,SEA 47,3,17,"Russell Wilson pass complete short right to Jermaine Kearse for 4 yards (tackle by D.J. Hayden). Penalty on D.J. Hayden: Taunting, 15 yards",2.000,3.310
2,1:40,1,10,OAK 34,3,17,Russell Wilson pass complete short left to Doug Baldwin for 5 yards (tackle by Tarell Brown),3.310,3.450
2,1:25,2,5,OAK 29,3,17,Robert Turbin up the middle for 7 yards (tackle by Khalil Mack),3.450,4.110
2,1:09,1,10,OAK 22,3,17,Russell Wilson pass complete short left to Robert Turbin for 14 yards (tackle by Travis Carrie),4.110,5.370
2,1:03,1,8,OAK 8,3,17,Russell Wilson left end for 3 yards (tackle by Tarell Brown),5.370,5.150
2,0:58,2,5,OAK 5,3,23,"Marshawn Lynch up the middle for 5 yards, touchdown",5.150,7.000
2,0:58,,,OAK 2,3,24,Steven Hauschka kicks extra point good,0.000,0.000
2,0:58,,,SEA 35,3,24,"Steven Hauschka kicks off 70 yards, returned by Travis Carrie for 42 yards (tackle by Marcus Burley)",0.000,-1.400
2,0:47,1,10,OAK 37,3,24,Derek Carr pass complete short middle to Kenbrell Thompkins for 8 yards (tackle by DeShawn Shead),1.400,1.400
2,0:40,1,10,OAK 37,3,24,Timeout #2 by Oakland Raiders,1.400,1.940
2,0:40,2,2,OAK 45,3,24,"Derek Carr for 2 yards. Penalty on Tharold Simon: Defensive Holding, 5 yards",1.940,2.390
2,0:34,1,10,SEA 48,3,24,Derek Carr pass complete short middle to Latavius Murray for -1 yards (tackle by Mike Morgan),2.390,2.390
2,0:28,1,10,SEA 48,3,24,Timeout #3 by Oakland Raiders,2.390,1.710
2,0:28,2,11,SEA 49,3,24,Derek Carr pass complete short middle to Mychal Rivera for 4 yards (tackle by DeShawn Shead),1.710,1.550
2,0:10,3,7,SEA 45,3,24,Derek Carr spiked the ball,1.550,0.270
2,0:09,4,7,SEA 45,3,24,Derek Carr pass complete short left to Latavius Murray for 13 yards (tackle by Mike Morgan),0.270,3.450
2,0:03,1,10,SEA 32,3,24,Sebastian Janikowski 51 yard field goal no good,3.450,1.530
Quarter,Time,Down,ToGo,Location,OAK,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,3,24,"Sebastian Janikowski kicks off 67 yards, returned by Paul Richardson for 36 yards (tackle by Larry Asante)",0.000,-1.200
3,14:50,1,10,SEA 34,3,24,Russell Wilson pass incomplete short right intended for Robert Turbin,1.200,0.660
3,14:44,2,10,SEA 34,3,24,Marshawn Lynch left guard for 3 yards (tackle by Miles Burris and Sio Moore),0.660,0.370
3,14:07,3,7,SEA 37,3,24,Russell Wilson pass incomplete short right intended for Paul Richardson (defended by D.J. Hayden),0.370,-0.910
3,14:03,4,7,SEA 37,9,24,"Jon Ryan punts, blocked by Denico Autry, recovered by Brice Butler, touchdown",-0.910,-7.000
3,13:52,,,SEA 2,10,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,13:52,,,OAK 35,10,24,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,13:52,1,10,SEA 20,10,24,Christine Michael right tackle for 7 yards (tackle by Khalil Mack),0.280,0.680
3,13:21,2,3,SEA 27,10,24,Russell Wilson pass complete short right to Paul Richardson for 5 yards (tackle by D.J. Hayden),0.680,1.070
3,12:37,1,10,SEA 32,10,24,"Marshawn Lynch right tackle for 20 yards (tackle by Charles Woodson and Benson Mayowa). Penalty on Garry Gilliam: Illegal Motion, 5 yards (no play)",1.070,0.740
3,12:12,1,15,SEA 27,10,24,Christine Michael left tackle for 8 yards (tackle by Larry Asante and Tarell Brown),0.740,0.930
3,11:37,2,7,SEA 35,10,24,Christine Michael up the middle for 2 yards (tackle by Charles Woodson and Pat Sims),0.930,0.500
3,10:57,3,5,SEA 37,10,24,Russell Wilson pass complete short left to Doug Baldwin for 7 yards (tackle by Brandian Ross),0.500,1.860
3,10:14,1,10,SEA 44,10,24,Russell Wilson pass incomplete deep middle intended for Luke Willson,1.860,1.320
3,10:06,2,10,SEA 44,10,24,Marshawn Lynch left tackle for 2 yards (tackle by Khalil Mack and C.J. Wilson),1.320,0.890
3,9:27,3,8,SEA 46,10,24,Russell Wilson pass incomplete deep right intended for Paul Richardson,0.890,-0.320
3,9:21,4,8,SEA 46,10,24,"Jon Ryan punts 42 yards, fair catch by Denarius Moore",-0.320,0.350
3,9:13,1,10,OAK 12,10,24,Darren McFadden left tackle for 4 yards (tackle by K.J. Wright),-0.350,-0.370
3,8:39,2,6,OAK 16,10,24,Marcel Reece up the middle for 10 yards (tackle by Earl Thomas),-0.370,0.670
3,7:58,1,10,OAK 26,10,24,Derek Carr pass incomplete short middle intended for Darren McFadden,0.670,0.130
3,7:42,2,10,OAK 26,10,24,Darren McFadden up the middle for -2 yards (tackle by Cliff Avril),0.130,-0.820
3,7:02,3,12,OAK 24,10,24,Derek Carr right end for 7 yards (tackle by Kevin Pierre-Louis),-0.820,-1.310
3,6:53,4,5,OAK 31,10,24,"Marquette King punts 56 yards, returned by Doug Baldwin for 1 yard (tackle by Jonathan Dowling)",-1.310,0.280
3,6:38,1,10,SEA 14,10,24,Marshawn Lynch left guard for 3 yards (tackle by Sio Moore),-0.280,-0.370
3,6:05,2,7,SEA 17,10,24,Russell Wilson pass incomplete short middle intended for Doug Baldwin,-0.370,-1.040
3,6:01,3,7,SEA 17,10,24,"Penalty on Alvin Bailey: False Start, 5 yards (no play)",-1.040,-1.650
3,6:01,3,12,SEA 12,10,24,"Penalty on Patrick Lewis: False Start, 5 yards (no play)",-1.650,-2.240
3,6:01,3,17,SEA 7,10,24,Marshawn Lynch up the middle for 11 yards (tackle by Khalil Mack),-2.240,-2.240
3,5:29,4,6,SEA 18,10,24,"Jon Ryan punts 39 yards, returned by Travis Carrie for 27 yards (tackle by Robert Turbin)",-2.240,-3.580
3,5:14,1,10,SEA 30,10,24,Derek Carr pass complete short right to Darren McFadden for 23 yards (tackle by K.J. Wright),3.580,5.600
3,4:29,1,7,SEA 7,10,24,Darren McFadden right guard for 2 yards (tackle by K.J. Wright),5.600,5.150
3,3:47,2,5,SEA 5,10,24,Derek Carr pass incomplete short right intended for Denarius Moore,5.150,4.260
3,3:44,3,5,SEA 5,10,24,Derek Carr pass complete short right to James Jones for 4 yards (tackle by Earl Thomas),4.260,3.550
3,3:04,4,1,SEA 1,16,24,"Derek Carr pass complete short right to Mychal Rivera for 1 yard, touchdown",3.550,7.000
3,3:04,,,SEA 2,17,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,3:04,,,OAK 35,17,24,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,2:58,1,10,SEA 20,17,24,Russell Wilson pass incomplete short right intended for Will Tukuafu,0.280,-0.270
3,2:51,2,10,SEA 20,17,24,Russell Wilson pass complete short left to Kevin Norwood for 19 yards (tackle by Tarell Brown),-0.270,1.530
3,2:18,1,10,SEA 39,17,24,Marshawn Lynch left tackle for 1 yard (tackle by Benson Mayowa and Khalil Mack),1.530,1.120
3,1:39,2,9,SEA 40,17,24,Marshawn Lynch left guard for 6 yards (tackle by Charles Woodson),1.120,1.220
3,1:09,3,3,SEA 46,17,24,"Russell Wilson pass incomplete short middle intended for Luke Willson. Penalty on Tarell Brown: Defensive Holding, 5 yards (no play)",1.220,2.320
3,1:03,1,10,OAK 49,17,24,Russell Wilson pass complete short left to Marshawn Lynch for 39 yards (tackle by Sio Moore),2.320,2.320
3,0:12,1,10,OAK 49,17,24,Timeout #1 by Seattle Seahawks,2.320,4.910
3,0:12,1,10,OAK 10,17,24,Russell Wilson pass incomplete short right intended for Luke Willson,4.910,4.190
3,0:06,2,10,OAK 10,17,24,Marshawn Lynch right guard for -2 yards (tackle by Justin Ellis and Khalil Mack),4.190,3.100
Quarter,Time,Down,ToGo,Location,OAK,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,OAK 12,17,24,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,3.100,2.630
4,14:55,4,12,OAK 12,17,27,Steven Hauschka 30 yard field goal good,2.630,3.000
4,14:55,,,SEA 35,17,27,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,14:50,1,10,OAK 20,17,27,Derek Carr pass incomplete short middle intended for Maurice Jones-Drew,0.280,-0.270
4,14:45,2,10,OAK 20,17,27,Maurice Jones-Drew left guard for -2 yards (tackle by Bruce Irvin),-0.270,-1.330
4,14:09,3,12,OAK 18,17,27,Derek Carr pass complete short left to James Jones for 8 yards (tackle by K.J. Wright and Marcus Burley),-1.330,-1.630
4,13:28,4,4,OAK 26,17,27,"Marquette King punts 59 yards, returned by Doug Baldwin for 38 yards (tackle by Jamar Chaney)",-1.630,-2.460
4,13:11,1,10,OAK 47,17,27,Marshawn Lynch up the middle for no gain (tackle by Tarell Brown),2.460,1.910
4,12:34,2,10,OAK 47,17,27,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,1.910,1.220
4,12:29,3,10,OAK 47,17,27,Russell Wilson right tackle for 19 yards,1.220,3.710
4,11:49,1,10,OAK 28,17,27,Marshawn Lynch up the middle for -3 yards (tackle by Antonio Smith),3.710,2.760
4,11:10,2,13,OAK 31,17,27,"Russell Wilson pass complete short left to Marshawn Lynch for 11 yards (tackle by Charles Woodson). Penalty on Garry Gilliam: Ineligible Downfield Pass, 5 yards (no play)",2.760,2.090
4,10:34,2,18,OAK 36,17,27,Russell Wilson pass complete short left to Doug Baldwin for 4 yards (tackle by Tarell Brown),2.090,1.950
4,10:05,3,14,OAK 32,17,27,Russell Wilson pass complete short middle to Paul Richardson for 10 yards (tackle by Sio Moore),1.950,2.070
4,9:24,4,4,OAK 22,17,30,Steven Hauschka 40 yard field goal good,2.070,3.000
4,9:24,,,SEA 35,17,30,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,9:19,1,10,OAK 20,17,30,Derek Carr pass complete short left to Darren McFadden for 12 yards (tackle by Earl Thomas),0.280,1.070
4,8:52,1,10,OAK 32,17,30,Derek Carr pass complete short left to Darren McFadden for 2 yards (tackle by K.J. Wright),1.070,0.800
4,8:23,2,8,OAK 34,17,30,Darren McFadden left tackle for 3 yards (tackle by Tony McDaniel),0.800,0.500
4,7:46,3,5,OAK 37,17,30,Derek Carr pass incomplete short middle intended for Andre Holmes (defended by Marcus Burley),0.500,-0.910
4,7:41,4,5,OAK 37,17,30,Marquette King punts 54 yards,-0.910,0.380
4,7:29,1,10,SEA 9,17,30,Robert Turbin right tackle for 17 yards (tackle by Travis Carrie),-0.380,0.670
4,6:54,1,10,SEA 26,17,30,Russell Wilson right end for 7 yards (tackle by Larry Asante),0.670,1.070
4,6:19,2,3,SEA 33,17,30,Marshawn Lynch right tackle for 2 yards (tackle by D.J. Hayden and Justin Tuck),1.070,1.070
4,6:08,2,3,SEA 33,17,30,Timeout #1 by Oakland Raiders,1.070,0.630
4,6:08,3,1,SEA 35,17,30,Marshawn Lynch up the middle for 2 yards (tackle by Justin Tuck),0.630,1.400
4,5:33,1,10,SEA 37,17,30,Russell Wilson left end for 2 yards (tackle by Brandian Ross),1.400,1.130
4,4:52,2,8,SEA 39,17,30,"Russell Wilson pass complete short right to Kevin Norwood for 12 yards (tackle by D.J. Hayden and Travis Carrie). Penalty on Alvin Bailey: Ineligible Downfield Pass, 5 yards (no play)",1.130,0.450
4,4:43,2,13,SEA 34,17,30,Russell Wilson pass incomplete deep right intended for Jermaine Kearse (defended by D.J. Hayden),0.450,-0.230
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,4:41,3,13,SEA 34,17,30,Russell Wilson pass complete short right to Marshawn Lynch for 10 yards (tackle by D.J. Hayden and Justin Tuck),-0.230,-0.230
4,4:29,3,13,SEA 34,17,30,Timeout #2 by Oakland Raiders,-0.230,-0.460
4,4:29,4,3,SEA 44,17,30,"Jon Ryan punts 43 yards, returned by Denarius Moore for 23 yards",-0.460,-1.330
4,4:14,1,10,OAK 36,17,30,"Derek Carr sacked by Michael Bennett for -7 yards. Penalty on Michael Bennett: Face Mask (15 Yards), 15 yards (no play)",1.330,2.320
4,4:10,1,10,SEA 49,17,30,"Derek Carr pass complete short left to Mychal Rivera for 4 yards (tackle by K.J. Wright). Mychal Rivera fumbles (forced by K.J. Wright), ball out of bounds at SEA-45",2.320,2.320
4,4:03,2,6,SEA 45,17,30,Derek Carr pass complete short right to Andre Holmes for 17 yards (tackle by K.J. Wright),2.320,3.710
4,3:23,1,10,SEA 28,17,30,Derek Carr pass incomplete deep left intended for James Jones (defended by Tharold Simon),3.710,3.170
4,3:17,2,10,SEA 28,17,30,Derek Carr pass complete short middle to Brice Butler for 8 yards (tackle by Marcus Burley),3.170,3.530
4,2:49,3,2,SEA 20,17,30,Derek Carr pass complete short left to Mychal Rivera for 2 yards (tackle by Mike Morgan),3.530,4.370
4,2:18,1,10,SEA 18,17,30,Derek Carr pass complete short left to Maurice Jones-Drew for 11 yards (tackle by Tharold Simon and Kevin Williams),4.370,4.370
4,2:07,1,10,SEA 18,17,30,Timeout #3 by Oakland Raiders,4.370,5.600
4,2:07,1,7,SEA 7,17,30,Derek Carr pass complete short middle to Mychal Rivera for 6 yards (tackle by Mike Morgan),5.600,5.910
4,2:00,2,1,SEA 1,17,30,Derek Carr pass incomplete short right intended for Marcel Reece,5.910,5.170
4,1:58,3,1,SEA 1,23,30,"Derek Carr pass complete short left to Mychal Rivera for 1 yard, touchdown",5.170,7.000
4,1:58,,,SEA 2,24,30,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:52,3,1,SEA 1,24,30,Timeout #2 by Seattle Seahawks,5.170,0.000
4,1:58,,,OAK 35,24,30,"Sebastian Janikowski kicks onside 15 yards, recovered by Jermaine Kearse",0.000,-2.260
4,1:48,1,10,,24,30,Russell Wilson kneels for -1 yards,2.260,1.580
4,1:09,2,11,SEA 49,24,30,Russell Wilson kneels for -1 yards,1.580,0.760
4,0:36,3,12,SEA 48,24,30,Russell Wilson kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
