0,1
Game Info,Game Info
Won Toss,Bengals (deferred)
Won OT Toss,Bengals
Roof,outdoors
Surface,sportturf
Duration,3:41
Attendance,70992
Weather,"60 degrees, relative humidity 36%, wind 17 mph, wind chill 0"
Vegas Line,Baltimore Ravens -2.0
Over/Under,44.0 (under)
