Quarter,Time,Down,ToGo,Location,DEN,GNB,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,DEN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,28,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,17,28,Aaron Rodgers pass complete short middle to Jermichael Finley for 16 yards (tackle by D.J. Williams),0.280,1.330
3,14:24,1,10,GNB 36,17,28,Aaron Rodgers pass complete short right to Jordy Nelson for 16 yards (tackle by Rahim Moore),1.330,2.390
3,13:43,1,10,DEN 48,17,28,Aaron Rodgers sacked by Von Miller for -3 yards,2.390,1.440
3,13:09,2,13,GNB 49,17,28,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,1.440,0.760
3,13:06,3,13,GNB 49,17,28,Aaron Rodgers pass complete deep right to James Jones for 18 yards (tackle by Rahim Moore),0.760,3.380
3,12:22,1,10,DEN 33,17,28,James Starks right end for no gain (tackle by Elvis Dumervil),3.380,2.840
3,11:49,2,10,DEN 33,17,28,Aaron Rodgers pass complete short middle to Jermichael Finley for 3 yards (tackle by Jonathan Wilhite),2.840,2.540
3,11:10,3,7,DEN 30,17,28,"Aaron Rodgers pass incomplete short middle intended for Greg Jennings. Penalty on Jonathan Wilhite: Defensive Pass Interference, 9 yards (no play)",2.540,4.170
3,11:06,1,10,DEN 21,17,28,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Cassius Vaughn),4.170,5.160
3,10:34,2,1,DEN 12,17,28,James Starks up the middle for no gain (tackle by Wesley Woodyard and Brian Dawkins),5.160,4.490
3,9:52,3,1,DEN 12,17,28,John Kuhn up the middle for 3 yards (tackle by Robert Ayers),4.490,5.140
3,9:13,1,9,DEN 9,17,28,Aaron Rodgers up the middle for 1 yard (tackle by Von Miller),5.140,4.570
3,8:33,2,8,DEN 8,17,34,"Aaron Rodgers right end for 8 yards, touchdown",4.570,7.000
,,,,,,,"GNB challenged the runner broke the plane ruling, and the original play was overturned.",,
3,,,,DEN 2,17,35,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,17,35,"Mason Crosby kicks off 68 yards, returned by Quan Cosby for 37 yards (tackle by Patrick Lee)",0.000,1.200
3,8:19,1,10,DEN 34,17,35,Willis McGahee right tackle for 3 yards (tackle by Desmond Bishop and B.J. Raji),1.200,1.060
3,7:42,2,7,DEN 37,17,35,Kyle Orton pass complete short left to Virgil Green for 8 yards (tackle by Charles Woodson),1.060,1.930
3,7:09,1,10,DEN 45,17,35,Kyle Orton pass complete short left to Brandon Lloyd for 16 yards (tackle by Sam Shields),1.930,2.980
3,6:57,1,10,GNB 39,17,35,Willis McGahee right end for 10 yards (tackle by Charlie Peprah and Charles Woodson),2.980,3.640
3,6:20,1,10,GNB 29,17,35,Willis McGahee up the middle for 1 yard (tackle by Clay Matthews and Howard Green),3.640,3.240
3,5:41,2,9,GNB 28,17,35,"Kyle Orton pass incomplete deep middle intended for Brandon Lloyd. Penalty on Brandon Lloyd: Illegal Shift, 5 yards (no play)",3.240,2.560
3,5:36,2,14,GNB 33,17,35,Kyle Orton pass complete short left to Knowshon Moreno for 7 yards (tackle by C.J. Wilson and Morgan Burnett),2.560,2.810
3,4:49,3,7,GNB 26,17,35,"Kyle Orton pass complete deep middle to Daniel Fells for 22 yards (tackle by Desmond Bishop). Daniel Fells fumbles (forced by Desmond Bishop), recovered by Morgan Burnett at GNB-4 and returned for 10 yards (tackle by Chris Kuper)",2.810,0.280
3,4:37,1,10,GNB 14,17,35,Aaron Rodgers left end for 1 yard (tackle by D.J. Williams),-0.280,-0.640
3,3:53,2,9,GNB 15,17,35,"James Starks right end for 7 yards (tackle by Rahim Moore). Penalty on Scott Wells: Offensive Holding, 7 yards (no play)",-0.640,-1.220
3,3:26,2,16,GNB 8,17,35,Aaron Rodgers pass complete deep middle to Randall Cobb for 61 yards (tackle by Brian Dawkins),-1.220,3.510
3,2:35,1,10,DEN 31,17,35,Aaron Rodgers pass complete short middle to James Starks for 9 yards (tackle by Von Miller and D.J. Williams),3.510,4.180
3,1:48,2,1,DEN 22,17,35,James Starks right end for 6 yards (tackle by Cassius Vaughn),4.180,4.510
3,1:16,1,10,DEN 16,17,41,"Aaron Rodgers pass complete deep middle to James Jones for 16 yards, touchdown",4.510,7.000
3,,,,DEN 2,17,42,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,17,42,"Mason Crosby kicks off 69 yards, returned by Quan Cosby for 31 yards (tackle by Tom Crabtree)",0.000,0.740
3,1:06,1,10,DEN 27,17,42,Willis McGahee left guard for 4 yards (tackle by Desmond Bishop and Erik Walden),0.740,0.740
3,0:28,2,6,DEN 31,17,42,Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Morgan Burnett),0.740,0.040
3,0:24,3,6,DEN 31,17,42,Kyle Orton sacked by Desmond Bishop for -8 yards,0.040,-1.830
Quarter,Time,Down,ToGo,Location,DEN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,14,DEN 23,17,42,"Britton Colquitt punts 53 yards, returned by Randall Cobb for no gain",-1.830,-0.540
4,14:50,1,10,GNB 24,17,42,"Aaron Rodgers pass complete short left to James Starks for 8 yards (tackle by D.J. Williams). Penalty on Greg Jennings: Offensive Pass Interference, 10 yards (no play)",0.540,-0.500
4,14:23,1,20,GNB 14,17,42,Aaron Rodgers for 5 yards (tackle by Chris Harris),-0.500,-0.740
4,13:53,2,15,GNB 19,17,42,Aaron Rodgers pass complete short right to Donald Driver for 7 yards (tackle by Quinton Carter),-0.740,-0.430
4,13:12,3,8,GNB 26,17,42,Aaron Rodgers pass complete short middle to Greg Jennings for 11 yards (tackle by Quinton Carter),-0.430,1.400
4,12:28,1,10,GNB 37,17,42,Aaron Rodgers pass incomplete,1.400,0.860
4,12:21,2,10,GNB 37,17,42,Aaron Rodgers pass incomplete short middle intended for James Jones is intercepted by Jonathan Wilhite at GNB-42 and returned for 2 yards (tackle by T.J. Lang),0.860,-2.920
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
4,12:13,1,10,GNB 40,17,42,Kyle Orton pass incomplete deep left intended for Brandon Lloyd is intercepted by Sam Shields at DEN-46 and returned for 60 yards (tackle by Willis McGahee),2.920,-2.520
4,11:55,1,10,DEN 46,17,42,James Starks right end for 1 yard (tackle by Brian Dawkins and Chris Harris),2.520,2.110
4,11:16,2,9,DEN 45,17,42,James Starks right tackle for 22 yards (tackle by Derrick Harvey and Chris Harris),2.110,4.040
4,10:31,1,10,DEN 23,17,42,James Starks right tackle for 3 yards (tackle by Mario Haggan and Jason Hunter),4.040,3.900
4,9:48,2,7,DEN 20,17,42,Aaron Rodgers pass incomplete short middle intended for James Starks,3.900,3.200
4,9:44,3,7,DEN 20,17,42,Aaron Rodgers pass complete short left to Greg Jennings for 7 yards (tackle by Wesley Woodyard),3.200,4.710
4,9:03,1,10,DEN 13,17,42,James Starks left end for 5 yards (tackle by Joe Mays),4.710,4.960
4,8:33,2,5,DEN 8,17,42,Aaron Rodgers pass complete short right to Greg Jennings for no gain,4.960,4.100
4,7:50,3,5,DEN 8,17,48,"Aaron Rodgers pass complete short right to Donald Driver for 8 yards, touchdown",4.100,7.000
4,,,,DEN 2,17,49,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,17,49,"Mason Crosby kicks off 67 yards, returned by Quan Cosby for 24 yards (tackle by Robert Francois)",0.000,0.410
4,7:41,1,10,DEN 22,17,49,Willis McGahee left end for 12 yards (tackle by Desmond Bishop),0.410,1.200
4,7:07,1,10,DEN 34,17,49,Willis McGahee right end for 7 yards (tackle by Desmond Bishop),1.200,1.600
4,6:29,2,3,DEN 41,17,49,Kyle Orton pass complete short left to Eric Decker for 13 yards (tackle by Erik Walden),1.600,2.520
4,5:48,1,10,GNB 46,17,49,Kyle Orton pass complete short middle to Willis McGahee for 5 yards (tackle by Desmond Bishop),2.520,2.650
4,5:18,2,5,GNB 41,17,49,Lance Ball right tackle for 6 yards (tackle by C.J. Wilson),2.650,3.250
4,4:46,1,10,GNB 35,17,49,Kyle Orton pass incomplete short right intended for Lance Ball,3.250,2.700
4,4:41,2,10,GNB 35,17,49,Kyle Orton pass complete short left to Eric Decker for 4 yards (tackle by Charles Woodson),2.700,2.540
4,4:06,3,6,GNB 31,17,49,Kyle Orton pass complete deep left to Brandon Lloyd for 23 yards (tackle by Sam Shields),2.540,5.370
4,4:01,1,8,GNB 8,17,49,Kyle Orton pass incomplete short right intended for Brandon Lloyd,5.370,4.570
4,3:57,2,8,GNB 8,17,49,Eric Decker right end for 1 yard (tackle by Charlie Peprah),4.570,3.810
4,3:13,3,7,GNB 7,17,49,Kyle Orton pass incomplete short middle intended for Eric Decker (defended by Charlie Peprah),3.810,2.970
4,3:07,4,7,GNB 7,23,49,"Kyle Orton pass complete short right to Daniel Fells for 7 yards, touchdown",2.970,7.000
4,,,,,23,49,"Two Point Attempt: Knowshon Moreno up the middle, conversion fails",1.000,-1.000
4,,,,DEN 35,23,49,Matt Prater kicks off 31 yards,0.000,1.600
4,3:02,1,10,GNB 40,23,49,Alex Green left end for 8 yards (tackle by Mitch Unrein),1.600,2.130
4,2:53,,,,23,49,Timeout #1 by Denver Broncos,0.000,2.130
4,2:53,2,2,GNB 48,23,49,Alex Green right end for no gain (tackle by Mario Haggan),2.130,1.420
4,2:46,,,,23,49,Timeout #2 by Denver Broncos,0.000,1.420
4,2:46,3,2,GNB 48,23,49,Matt Flynn pass incomplete deep left intended for Randall Cobb is intercepted by Rahim Moore at DEN-33 and returned for 18 yards (tackle by Derek Sherrod),1.420,-2.320
4,2:37,1,10,GNB 49,23,49,Kyle Orton pass complete short right to Lance Ball for 6 yards (tackle by A.J. Hawk),2.320,2.590
4,2:31,2,4,GNB 43,23,49,Lance Ball up the middle for -1 yards (tackle by Jarius Wynn),2.590,1.750
4,2:00,3,5,GNB 44,23,49,Kyle Orton pass incomplete short middle intended for Eric Decker is intercepted by Charlie Peprah at GNB-35 and returned for 2 yards (tackle by Matt Willis),1.750,-1.400
4,1:54,1,10,GNB 37,23,49,Alex Green left end for 3 yards (tackle by Mitch Unrein and Derrick Harvey),1.400,1.260
4,1:10,2,7,GNB 40,23,49,Matt Flynn kneels for -1 yards,1.260,0.430
4,0:31,3,8,GNB 39,23,49,Matt Flynn kneels for -1 yards,0.430,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
