Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
2,15:00,1,10,DAL 22,0,10,Andre Ellington right end for 2 yards (tackle by Nick Hayden),4.110,3.830
2,14:16,2,8,DAL 20,0,10,Carson Palmer pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Kyle Wilber),3.830,4.840
2,13:34,1,10,DAL 11,0,10,Carson Palmer pass incomplete short left intended for John Carlson,4.840,4.140
2,13:27,2,10,DAL 11,0,10,Andre Ellington left guard for 4 yards (tackle by Rolando McClain and Barry Church),4.140,3.980
2,12:39,3,6,DAL 7,6,10,"Carson Palmer pass complete short middle to John Carlson for 7 yards, touchdown",3.980,7.000
2,12:39,,,DAL 2,7,10,Chandler Catanzaro kicks extra point good,0.000,0.000
2,12:39,,,ARI 35,7,10,"Chandler Catanzaro kicks off 70 yards, returned by Dwayne Harris for 27 yards (tackle by Kenny Demens)",0.000,-0.410
2,12:32,1,10,DAL 22,7,10,DeMarco Murray left tackle for 2 yards (tackle by Larry Foote and Dan Williams),0.410,0.140
2,11:52,2,8,DAL 24,7,10,Lance Dunbar right end for no gain (tackle by Antonio Cromartie),0.140,-0.560
2,11:06,3,8,DAL 24,7,10,Brandon Weeden pass incomplete deep right intended for Dez Bryant,-0.560,-1.770
2,10:59,4,8,DAL 24,7,10,"Chris Jones punts 51 yards, returned by Ted Ginn for 18 yards (tackle by Gavin Escobar)",-1.770,-1.800
2,10:49,1,10,ARI 43,7,10,Andre Ellington left guard for 5 yards (tackle by Rolando McClain),1.800,1.930
2,10:14,2,5,ARI 48,7,10,Marion Grice left guard for 2 yards (tackle by Anthony Hitchens),1.930,1.490
2,9:33,3,3,DAL 50,7,10,Carson Palmer pass incomplete short left intended for John Brown,1.490,-0.060
2,9:29,4,3,DAL 50,7,10,"Drew Butler punts 33 yards, fair catch by Dwayne Harris",-0.060,0.060
2,9:22,1,10,DAL 17,7,10,"DeMarco Murray for 5 yards (tackle by Kevin Minter). Penalty on Tyler Clutts: Offensive Holding, 8 yards (no play)",-0.060,-0.680
2,9:05,1,18,DAL 9,7,10,Brandon Weeden pass complete short middle to Jason Witten for 1 yard (tackle by Tony Jefferson),-0.680,-1.290
2,8:22,2,17,DAL 10,7,10,Brandon Weeden pass complete short right to DeMarco Murray for 5 yards (tackle by Rashad Johnson),-1.290,-1.570
2,7:36,3,12,DAL 15,7,10,Brandon Weeden pass incomplete short left intended for Dez Bryant,-1.570,-2.440
2,7:30,4,12,DAL 15,7,10,"Chris Jones punts 48 yards, out of bounds",-2.440,-1.400
2,7:22,1,10,ARI 37,7,10,Carson Palmer pass incomplete short middle intended for Robert Hughes,1.400,0.860
2,7:17,2,10,ARI 37,7,10,Carson Palmer pass incomplete short right intended for John Carlson,0.860,0.170
2,7:11,3,10,ARI 37,7,10,Carson Palmer pass complete short left to Michael Floyd for 12 yards (tackle by Orlando Scandrick),0.170,2.190
2,6:40,1,10,ARI 49,7,10,Andre Ellington right end for 20 yards (tackle by Jeff Heath),2.190,2.190
2,6:04,1,10,ARI 49,7,10,Timeout #1 by Arizona Cardinals,2.190,3.510
2,6:04,1,10,DAL 31,7,10,Carson Palmer pass complete short right to Andre Ellington for 20 yards (tackle by Brandon Carr),3.510,4.840
2,5:23,1,10,DAL 11,7,10,Carson Palmer pass incomplete short left intended for John Carlson,4.840,4.140
2,5:18,2,10,DAL 11,7,10,Andre Ellington up the middle for no gain (tackle by J.J. Wilcox),4.140,3.130
2,4:39,3,10,DAL 11,13,10,"Carson Palmer pass complete short middle to Jaron Brown for 11 yards, touchdown. Penalty on Brandon Carr: Defensive Pass Interference (Declined)",3.130,7.000
2,4:39,,,DAL 2,14,10,Chandler Catanzaro kicks extra point good,0.000,0.000
2,4:39,,,ARI 35,14,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,4:34,1,10,DAL 20,14,10,Brandon Weeden pass complete short right to Jason Witten for 18 yards (tackle by Rashad Johnson),0.280,1.470
2,3:57,1,10,DAL 38,14,10,"Brandon Weeden pass incomplete deep middle intended for Dez Bryant. Penalty on Patrick Peterson: Defensive Pass Interference, 17 yards (no play)",1.470,2.590
2,3:49,1,10,ARI 45,14,10,DeMarco Murray left tackle for 7 yards (tackle by Jerraud Powers),2.590,2.990
2,3:12,2,3,ARI 38,14,10,Brandon Weeden pass complete short left to DeMarco Murray for 5 yards (tackle by Larry Foote),2.990,3.380
2,2:24,1,10,ARI 33,14,10,Brandon Weeden pass incomplete deep right intended for Terrance Williams,3.380,2.840
2,2:17,2,10,ARI 33,14,10,DeMarco Murray right tackle for 17 yards (tackle by Rashad Johnson),2.840,4.510
2,2:00,1,10,ARI 16,14,10,DeMarco Murray left tackle for no gain (tackle by Patrick Peterson),4.510,3.900
2,1:20,2,10,ARI 16,14,10,Brandon Weeden sacked by Dan Williams for -9 yards,3.900,2.080
2,0:38,3,19,ARI 25,14,10,DeMarco Murray left tackle for 8 yards (tackle by Sam Acho),2.080,2.080
2,0:03,3,19,ARI 25,14,10,Timeout #1 by Dallas Cowboys,2.080,2.310
2,0:03,4,11,ARI 17,14,10,"Dan Bailey 35 yard field goal no good, blocked by Justin Bethel, recovered by Patrick Peterson and returned for 60 yards",2.310,0.000
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,14,10,Brandon Weeden pass incomplete short right intended for Dez Bryant,0.280,-0.270
3,14:55,2,10,DAL 20,14,10,DeMarco Murray right tackle for 3 yards (tackle by Larry Foote),-0.270,-0.560
3,14:15,3,7,DAL 23,14,10,Brandon Weeden pass incomplete short middle intended for Dez Bryant,-0.560,-1.830
3,14:09,4,7,DAL 23,14,10,"Chris Jones punts 37 yards, out of bounds",-1.830,-1.600
3,14:01,1,10,ARI 40,14,10,"Andre Ellington right tackle for 6 yards (tackle by Rolando McClain). Penalty on John Carlson: Offensive Holding, 10 yards (no play)",1.600,0.940
3,13:33,1,20,ARI 30,14,10,Andre Ellington right end for 7 yards (tackle by Barry Church),0.940,0.650
3,12:56,2,13,ARI 37,14,10,Carson Palmer pass incomplete deep middle intended for John Brown,0.650,-0.030
3,12:50,3,13,ARI 37,14,10,Carson Palmer pass incomplete short left intended for John Carlson,-0.030,-0.910
3,12:43,4,13,ARI 37,14,10,"Drew Butler punts 44 yards, returned by Dwayne Harris for 27 yards (tackle by Drew Butler)",-0.910,-1.990
3,12:27,1,10,DAL 46,14,10,DeMarco Murray up the middle for 2 yards (tackle by Calais Campbell and Dan Williams),1.990,1.720
3,11:42,2,8,DAL 48,14,10,"Brandon Weeden pass complete short middle to Dez Bryant for no gain. Penalty on Sam Acho: Tripping, 10 yards (no play)",1.720,2.790
3,11:33,1,10,ARI 42,14,10,DeMarco Murray right end for no gain (tackle by Sam Acho and Dan Williams),2.790,2.240
3,10:52,2,10,ARI 42,14,10,Brandon Weeden pass complete short middle to Cole Beasley for 12 yards (tackle by Tyrann Mathieu),2.240,3.580
3,10:09,1,10,ARI 30,14,10,DeMarco Murray left tackle for 5 yards (tackle by Lorenzo Alexander),3.580,3.710
3,9:32,2,5,ARI 25,14,10,DeMarco Murray up the middle for 6 yards (tackle by Larry Foote),3.710,4.310
3,8:52,1,10,ARI 19,14,10,DeMarco Murray right end for 1 yard (tackle by Lorenzo Alexander and Tommy Kelly),4.310,3.880
3,8:11,2,9,ARI 18,14,10,Brandon Weeden pass incomplete short middle intended for Dez Bryant (defended by Deone Bucannon),3.880,3.140
3,8:06,3,9,ARI 18,14,10,Brandon Weeden pass incomplete short left intended for Jason Witten is intercepted by Tyrann Mathieu at ARI-10 and returned for 9 yards,3.140,-0.150
3,8:00,1,10,ARI 19,14,10,Andre Ellington right tackle for 1 yard (tackle by Terrell McClain),0.150,-0.200
3,7:24,2,9,ARI 20,14,10,"Carson Palmer pass complete short middle to Michael Floyd for 4 yards (tackle by Orlando Scandrick). Michael Floyd fumbles (forced by Orlando Scandrick), recovered by Michael Floyd at ARI-24",-0.200,-0.420
3,6:33,3,5,ARI 24,14,10,Carson Palmer pass complete short middle to Larry Fitzgerald for 20 yards (tackle by Rolando McClain),-0.420,1.860
3,5:52,1,10,ARI 44,14,10,Carson Palmer pass complete short left to John Brown for no gain,1.860,1.320
3,5:16,2,10,ARI 44,14,10,"Andre Ellington right end for 12 yards (tackle by Jeff Heath). Penalty on Lyle Sendlein: Chop Block, 15 yards (no play)",1.320,-0.710
3,4:47,2,25,ARI 29,14,10,Carson Palmer pass complete short right to Andre Ellington for 7 yards (tackle by Bruce Carter),-0.710,-0.430
3,4:01,3,18,ARI 36,14,10,Carson Palmer pass complete short middle to Ted Ginn for 15 yards (tackle by J.J. Wilcox),-0.430,0.000
3,3:23,4,3,DAL 49,14,10,"Drew Butler punts 33 yards, fair catch by Dwayne Harris",0.000,0.140
3,3:20,1,10,DAL 16,14,10,Lance Dunbar left end for 3 yards (tackle by Dan Williams),-0.140,-0.180
3,2:37,2,7,DAL 19,14,10,Brandon Weeden pass incomplete short right intended for Terrance Williams,-0.180,-0.950
3,2:32,3,7,DAL 19,14,10,"Brandon Weeden pass incomplete short left intended for Dez Bryant. Penalty on Patrick Peterson: Illegal Use of Hands, 5 yards (no play)",-0.950,0.540
3,2:27,1,10,DAL 24,14,10,"DeMarco Murray left tackle for 10 yards (tackle by Sam Acho). Penalty on Zack Martin: Tripping, 10 yards (no play)",0.540,-0.500
3,2:05,1,20,DAL 14,14,10,Brandon Weeden pass complete short right to Dwayne Harris for 12 yards (tackle by Jerraud Powers),-0.500,0.270
3,1:23,2,8,DAL 26,14,10,DeMarco Murray left tackle for 9 yards (tackle by Rashad Johnson and Tyrann Mathieu),0.270,1.270
3,0:41,1,10,DAL 35,14,10,DeMarco Murray right tackle for 6 yards (tackle by Frostee Rucker),1.270,1.530
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DAL 41,14,10,Joseph Randle right tackle for 2 yards (tackle by Calais Campbell and Dan Williams),1.530,1.090
4,14:20,3,2,DAL 43,14,10,Brandon Weeden up the middle for 1 yard (tackle by Ed Stinson),1.090,-0.460
4,13:44,4,1,DAL 44,14,10,"Chris Jones punts 37 yards, out of bounds",-0.460,-0.150
4,13:34,1,10,ARI 19,14,10,"Andre Ellington right guard for 3 yards (tackle by Brandon Carr). Penalty on George Selvie: Illegal Use of Hands, 5 yards",0.150,0.740
4,13:12,1,10,ARI 27,14,10,John Brown right end for -3 yards (tackle by Anthony Hitchens),0.740,-0.210
4,12:28,2,13,ARI 24,14,10,Carson Palmer pass complete short right to Larry Fitzgerald for no gain,-0.210,-0.890
4,11:43,3,13,ARI 24,14,10,Carson Palmer sacked by Henry Melton and Anthony Spencer for -5 yards,-0.890,-2.140
4,11:11,4,18,ARI 19,14,10,"Drew Butler punts 40 yards, returned by Dwayne Harris for 16 yards (tackle by Jaron Brown)",-2.140,-2.720
4,11:00,1,10,ARI 43,14,10,DeMarco Murray left guard for 2 yards (tackle by Calais Campbell),2.720,2.450
4,10:26,2,8,ARI 41,14,10,Brandon Weeden pass incomplete short left intended for Dez Bryant,2.450,1.750
4,10:22,3,8,ARI 41,14,10,Brandon Weeden pass complete short right to Jason Witten for 7 yards (tackle by Tyrann Mathieu),1.750,1.100
4,9:41,4,1,ARI 34,14,10,DeMarco Murray up the middle for no gain (tackle by Deone Bucannon),1.100,-1.270
4,9:36,1,10,ARI 35,14,10,Carson Palmer pass complete short right to Michael Floyd for 9 yards (tackle by Brandon Carr),1.270,1.940
4,9:10,2,1,ARI 44,14,10,Andre Ellington right tackle for 2 yards (tackle by Anthony Hitchens),1.940,1.990
4,8:32,1,10,ARI 46,14,10,Andre Ellington left tackle for -1 yards (tackle by Nick Hayden),1.990,1.320
4,7:53,2,11,ARI 45,14,10,Carson Palmer pass complete deep left to Ted Ginn for 27 yards,1.320,3.710
4,7:53,1,10,DAL 28,14,10,Andre Ellington right end for 17 yards (tackle by J.J. Wilcox). Penalty on DAL: Defensive 12 On-field (Declined),3.710,4.840
4,7:28,1,10,DAL 11,14,10,Carson Palmer pass complete short right to Larry Fitzgerald for 10 yards (tackle by Barry Church),4.840,6.970
4,6:51,1,1,DAL 1,14,10,Andre Ellington right guard for no gain (tackle by Rolando McClain),6.970,5.910
4,6:10,2,1,DAL 1,14,10,Carson Palmer pass incomplete short right intended for John Carlson,5.910,5.170
4,6:05,3,1,DAL 1,20,10,"Carson Palmer pass complete short right to Andre Ellington for 1 yard, touchdown",5.170,7.000
4,6:05,,,DAL 2,21,10,Chandler Catanzaro kicks extra point good,0.000,0.000
4,6:05,,,ARI 35,21,10,"Chandler Catanzaro kicks off 73 yards, returned by Dwayne Harris for 33 yards (tackle by Justin Bethel)",0.000,-0.610
4,5:53,1,10,DAL 25,21,10,Brandon Weeden pass complete short right to DeMarco Murray for no gain,0.610,0.060
4,5:34,2,10,DAL 25,21,10,Brandon Weeden pass incomplete short right intended for Terrance Williams is intercepted by Antonio Cromartie at DAL-35 and returned for 7 yards,0.060,-3.710
4,5:25,1,10,DAL 28,21,10,Marion Grice up the middle for 4 yards (tackle by Demarcus Lawrence),3.710,3.710
4,5:20,1,10,DAL 28,21,10,Timeout #1 by Dallas Cowboys,3.710,3.710
4,5:20,2,6,DAL 24,21,10,Carson Palmer pass complete short right to Robert Hughes for 18 yards (tackle by J.J. Wilcox),3.710,5.830
4,4:34,1,6,DAL 6,21,10,Marion Grice left end for 5 yards (tackle by Nick Hayden),5.830,5.830
4,4:29,1,6,DAL 6,21,10,Timeout #2 by Dallas Cowboys,5.830,5.910
4,4:29,2,1,DAL 1,21,10,Marion Grice up the middle for no gain (tackle by Jeremy Mincey and Anthony Hitchens),5.910,5.910
4,4:23,2,1,DAL 1,21,10,Timeout #3 by Dallas Cowboys,5.910,5.170
4,4:23,3,1,DAL 1,27,10,"Marion Grice up the middle for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,4:23,,,DAL 2,28,10,Chandler Catanzaro kicks extra point good,0.000,0.000
4,4:23,,,ARI 35,28,10,"Chandler Catanzaro kicks off 68 yards, returned by Dwayne Harris for 16 yards (tackle by Deone Bucannon)",0.000,0.320
4,4:13,1,10,DAL 13,28,10,Brandon Weeden pass complete short right to Terrance Williams for 11 yards (tackle by Jerraud Powers),-0.320,0.540
4,3:46,1,10,DAL 24,28,10,Brandon Weeden pass complete short right to Terrance Williams for 8 yards (tackle by Tyrann Mathieu),0.540,1.080
4,3:21,2,2,DAL 32,28,10,Brandon Weeden pass incomplete deep right intended for Terrance Williams,1.080,0.370
4,3:14,3,2,DAL 32,28,10,Lance Dunbar left end for 6 yards (tackle by Deone Bucannon),0.370,1.470
4,2:45,1,10,DAL 38,28,10,Brandon Weeden pass incomplete short right intended for Cole Beasley,1.470,0.920
4,2:38,2,10,DAL 38,28,10,Brandon Weeden pass complete short right to Jason Witten for 24 yards (tackle by Tyrann Mathieu),0.920,3.050
4,2:30,1,10,ARI 38,28,10,Brandon Weeden left guard for 1 yard (tackle by Marcus Benard),3.050,2.640
4,2:06,2,9,ARI 37,28,10,Brandon Weeden pass complete short right to Jason Witten for 10 yards (tackle by Deone Bucannon),2.640,3.780
4,2:00,1,10,ARI 27,28,10,Brandon Weeden pass incomplete deep right intended for Terrance Williams,3.780,3.230
4,1:55,2,10,ARI 27,28,10,Brandon Weeden pass complete short middle to Dez Bryant for 12 yards (tackle by Patrick Peterson and Rashad Johnson),3.230,4.580
4,1:23,1,10,ARI 15,28,10,Brandon Weeden pass complete short right to Lance Dunbar for 12 yards,4.580,6.510
4,1:13,1,3,ARI 3,28,16,"Brandon Weeden pass complete short right to Dez Bryant for 3 yards, touchdown",6.510,7.000
4,1:13,,,ARI 2,28,17,Dan Bailey kicks extra point good,0.000,0.000
4,1:13,,,DAL 35,28,17,"Dan Bailey kicks onside 11 yards, recovered by Larry Fitzgerald",0.000,-2.520
4,1:08,1,10,DAL 46,28,17,Carson Palmer kneels for -1 yards,2.520,1.840
4,0:28,2,11,DAL 47,28,17,Carson Palmer kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
