Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,1,10,OAK 25,0,0,Marshawn Lynch middle for 6 yards (tackle by Justin Simmons and Derek Wolfe),0.610,0.870
1,14:21,2,4,OAK 31,0,0,Derek Carr pass incomplete short right intended for Jared Cook,0.870,0.170
1,14:16,3,4,OAK 31,0,0,Derek Carr pass incomplete short left intended for Seth Roberts,0.170,-1.310
1,14:12,4,4,OAK 31,0,0,"Marquette King punts 56 yards, returned by Jordan Taylor for 8 yards (tackle by Obi Melifonwu)",-1.310,-0.340
1,14:01,1,10,DEN 21,0,0,C.J. Anderson right guard for 3 yards (tackle by Cory James and NaVorro Bowman),0.340,0.210
1,13:27,2,7,DEN 24,0,0,C.J. Anderson middle for 1 yard (tackle by Eddie Vanderdoes),0.210,-0.360
1,12:45,3,6,DEN 25,0,0,Paxton Lynch pass incomplete deep right intended for Bennie Fowler,-0.360,-1.700
1,12:39,4,6,DEN 25,0,0,"Riley Dixon punts 55 yards, out of bounds",-1.700,-0.280
1,12:31,1,10,OAK 20,0,0,Marshawn Lynch middle for 4 yards (tackle by Brandon Marshall),0.280,0.270
1,12:05,2,6,OAK 24,0,0,"Marshawn Lynch middle for 4 yards (tackle by Domata Peko). Penalty on Michael Crabtree: Disqualification (Offsetting), Penalty on Aqib Talib: Disqualification (Offsetting), Penalty on Gabe Jackson: Disqualification, 13 yards (Offsetting)",0.270,-1.860
1,11:47,3,15,OAK 15,0,0,Derek Carr pass complete deep right to Seth Roberts for 20 yards (tackle by Bradley Roby),-1.860,1.270
1,11:03,1,10,OAK 35,0,0,DeAndre Washington left end for 2 yards (tackle by Shelby Harris),1.270,0.990
1,10:25,2,8,OAK 37,0,0,Marshawn Lynch middle for 7 yards (tackle by Darian Stewart),0.990,1.220
1,9:40,3,1,OAK 44,0,0,Marshawn Lynch left guard for -1 yards (tackle by Justin Simmons),1.220,-0.520
1,8:57,4,2,OAK 43,0,0,"Marquette King punts 33 yards, fair catch by Jordan Taylor",-0.520,-0.540
1,8:53,1,10,DEN 24,0,0,"Paxton Lynch pass complete short right to Andy Janovich for 20 yards (tackle by Sean Smith). Penalty on Allen Barbre: Offensive Holding, 10 yards (no play)",0.540,-0.500
1,8:32,1,20,DEN 14,0,0,C.J. Anderson left tackle for 4 yards (tackle by Cory James),-0.500,-0.910
1,7:51,2,16,DEN 18,0,0,C.J. Anderson left guard for 3 yards (tackle by NaVorro Bowman),-0.910,-1.090
1,7:10,3,13,DEN 21,0,0,Paxton Lynch pass complete short left to Jamaal Charles for -4 yards (tackle by Nicholas Morrow),-1.090,-2.320
1,6:31,4,17,DEN 17,0,0,"Riley Dixon punts 47 yards, returned by Jalen Richard for 10 yards (tackle by Bennie Fowler)",-2.320,-1.990
1,6:23,1,10,OAK 46,0,0,"Derek Carr pass complete short right to Marshawn Lynch for -1 yards (tackle by Domata Peko and Justin Simmons). Penalty on Shane Ray: Roughing the Passer, 15 yards (no play)",1.990,2.980
1,5:56,1,10,DEN 39,0,0,Marshawn Lynch middle for -1 yards (tackle by Von Miller),2.980,2.300
1,5:14,2,11,DEN 40,0,0,Derek Carr pass complete short left to Marshawn Lynch for -2 yards (tackle by Chris Harris and Brandon Marshall),2.300,1.360
1,4:26,3,13,DEN 42,0,0,Derek Carr sacked by Shelby Harris and Von Miller for -4 yards,1.360,0.200
1,3:46,4,17,DEN 46,0,0,"Marquette King punts 38 yards, fair catch by Jordan Taylor",0.200,0.380
1,3:38,1,10,DEN 8,0,0,Devontae Booker middle for 3 yards (tackle by Treyvon Hester and NaVorro Bowman),-0.380,-0.560
1,2:59,2,7,DEN 11,0,0,Paxton Lynch for 11 yards,-0.560,0.410
1,2:31,1,10,DEN 22,0,0,Paxton Lynch pass complete short right to Demaryius Thomas for 3 yards (tackle by T.J. Carrie),0.410,0.270
1,2:06,2,7,DEN 25,0,0,Paxton Lynch pass incomplete short right intended for Austin Traylor (defended by Khalil Mack),0.270,-0.430
1,2:01,3,7,DEN 25,0,0,"Penalty on Paxton Lynch: Delay of Game, 5 yards (no play)",-0.430,-1.090
1,2:01,3,12,DEN 20,0,0,Paxton Lynch middle for 9 yards (tackle by NaVorro Bowman). Penalty on Allen Barbre: Offensive Holding (Declined),-1.090,-1.440
1,1:49,4,3,DEN 29,0,0,Riley Dixon punts 43 yards,-1.440,-0.810
1,1:36,1,10,OAK 28,0,0,Marshawn Lynch right guard for 1 yard (tackle by Domata Peko and Brandon Marshall),0.810,0.400
1,0:54,2,9,OAK 29,0,0,"Derek Carr sacked by Shaquil Barrett for -5 yards. Derek Carr fumbles (forced by Shaquil Barrett), recovered by Shaquil Barrett at OAK-24 (tackle by Jon Feliciano)",0.400,-3.970
1,0:47,1,10,OAK 24,0,0,Devontae Booker middle for 4 yards (tackle by NaVorro Bowman and Nicholas Morrow),3.970,3.970
1,0:07,2,6,OAK 20,0,0,Paxton Lynch pass complete short right to Demaryius Thomas for no gain,3.970,3.270
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,OAK 20,0,0,Paxton Lynch pass complete deep right to Devontae Booker for 19 yards (tackle by Nicholas Morrow),3.270,6.970
2,14:52,1,1,OAK 1,0,0,Devontae Booker middle for no gain (tackle by Cory James),6.970,5.910
2,14:14,2,1,OAK 1,0,0,Paxton Lynch pass incomplete short left intended for Virgil Green is intercepted by NaVorro Bowman at OAK--5,5.910,-0.280
2,14:06,1,10,OAK 20,0,0,DeAndre Washington middle for 5 yards (tackle by Brandon Marshall),0.280,0.410
2,13:28,2,5,OAK 25,0,0,DeAndre Washington left end for 11 yards (tackle by Brandon Marshall),0.410,1.330
2,12:46,1,10,OAK 36,0,0,Marshawn Lynch middle for 1 yard (tackle by Zach Kerr),1.330,0.930
2,12:04,2,9,OAK 37,0,0,Derek Carr pass complete short middle to Marshawn Lynch for 20 yards (tackle by Brandon Marshall and Zaire Anderson),0.930,2.720
2,11:18,1,10,DEN 43,0,0,"DeAndre Washington right end for 4 yards (tackle by Domata Peko). Penalty on Zaire Anderson: Face Mask (15 Yards), 15 yards",2.720,3.970
2,10:43,1,10,DEN 24,0,0,Derek Carr pass complete short right to Lee Smith for 12 yards (tackle by Todd Davis),3.970,4.780
2,9:59,1,10,DEN 12,0,0,Jalen Richard left end for 8 yards (tackle by Darian Stewart),4.780,5.600
2,9:16,2,2,DEN 4,0,0,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",5.600,4.640
2,8:47,2,7,DEN 9,0,6,"Derek Carr pass complete short left to Amari Cooper for 9 yards, touchdown",4.640,7.000
2,8:45,,,DEN 15,0,7,Giorgio Tavecchio kicks extra point good,0.000,0.000
2,8:45,,,OAK 35,0,7,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
2,8:45,1,10,DEN 25,0,7,C.J. Anderson middle for 1 yard (tackle by Reggie Nelson and Treyvon Hester),0.610,0.200
2,8:03,2,9,DEN 26,0,7,Paxton Lynch pass complete short right to Demaryius Thomas for 4 yards (tackle by Sean Smith),0.200,0.040
2,7:39,3,5,DEN 30,0,7,Paxton Lynch sacked by Denico Autry for -9 yards,0.040,-1.960
2,6:57,4,14,DEN 21,0,7,"Riley Dixon punts 37 yards, returned by Jalen Richard for 6 yards (tackle by Cody Latimer)",-1.960,-2.130
2,6:49,1,10,OAK 48,0,7,Derek Carr pass complete short right to Seth Roberts for 6 yards,2.130,2.390
2,6:27,2,4,DEN 46,0,7,Marshawn Lynch left guard for 4 yards (tackle by Zach Kerr),2.390,2.790
2,5:45,1,10,DEN 42,0,7,Jalen Richard middle for 9 yards (tackle by Todd Davis and Darian Stewart),2.790,3.460
2,5:15,2,1,DEN 33,0,7,"Marshawn Lynch middle for 5 yards (tackle by Shane Ray). Penalty on Todd Davis: Illegal Use of Hands, 5 yards",3.460,0.000
2,4:43,,,,,,Timeout #1 by Oakland Raiders,0.000,-4.040
2,4:42,1,10,DEN 23,0,7,"Derek Carr pass incomplete short middle intended for Amari Cooper (defended by Bradley Roby). Penalty on Darian Stewart: Unnecessary Roughness, 12 yards (no play)",4.040,4.840
2,4:39,1,10,DEN 11,0,7,Marshawn Lynch middle for 7 yards (tackle by Brendan Langley),4.840,5.470
2,3:52,2,3,DEN 4,0,7,"Derek Carr pass incomplete short left intended for Cordarrelle Patterson (defended by Brendan Langley). Penalty on Brendan Langley: Defensive Pass Interference, 3 yards (no play)",5.470,6.970
2,3:46,1,1,DEN 1,0,7,Derek Carr pass incomplete short right intended for Jared Cook,6.970,5.910
2,3:41,2,1,DEN 1,0,7,Marshawn Lynch left guard for no gain (tackle by Todd Davis),5.910,5.170
2,2:53,3,1,DEN 1,0,13,"Marshawn Lynch left guard for 1 yard, touchdown",5.170,7.000
2,2:49,,,DEN 15,0,14,Giorgio Tavecchio kicks extra point good,0.000,0.000
2,2:49,,,OAK 35,0,14,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
2,2:49,1,10,DEN 25,0,14,Paxton Lynch pass incomplete short left intended for Emmanuel Sanders,0.610,0.060
2,2:44,2,10,DEN 25,0,14,Paxton Lynch pass incomplete deep right intended for Demaryius Thomas,0.060,-0.620
2,2:38,3,10,DEN 25,0,14,Paxton Lynch sacked by Bruce Irvin for -2 yards,-0.620,0.000
2,2:31,,,,,,Timeout #2 by Oakland Raiders,0.000,1.830
2,2:31,4,12,DEN 23,0,14,Riley Dixon punts 37 yards,-1.830,-1.600
2,2:19,1,10,OAK 40,0,14,DeAndre Washington middle for no gain (tackle by Will Parks and Domata Peko),1.600,1.050
2,2:00,2,10,OAK 40,0,14,Derek Carr pass complete short middle to DeAndre Washington for 15 yards (tackle by Will Parks),1.050,2.590
2,1:30,1,10,DEN 45,0,14,DeAndre Washington left guard for 1 yard (tackle by Will Parks),2.590,2.180
2,1:02,2,9,DEN 44,0,14,Derek Carr pass incomplete short right intended for Cordarrelle Patterson (defended by Bradley Roby),2.180,1.490
2,0:58,3,9,DEN 44,0,14,Derek Carr pass complete short right to DeAndre Washington for 2 yards (tackle by Bradley Roby),1.490,0.000
2,0:50,,,,,,Timeout #1 by Denver Broncos,0.000,-0.460
2,0:50,4,7,DEN 42,0,14,Marquette King punts 40 yards,0.460,0.380
2,0:42,1,10,DEN 2,0,14,Andy Janovich middle for 4 yards (tackle by Justin Ellis),-0.380,-0.490
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,0,14,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,DEN 25,0,14,Paxton Lynch pass complete short right to Devontae Booker for 3 yards (tackle by Reggie Nelson),0.610,0.470
3,14:29,2,7,DEN 28,0,14,Devontae Booker right guard for -1 yards (tackle by Bruce Irvin),0.470,-0.360
3,13:48,3,8,DEN 27,0,14,Paxton Lynch pass complete short right to Emmanuel Sanders for 10 yards (tackle by Karl Joseph and Dexter McDonald),-0.360,1.400
3,13:11,1,10,DEN 37,0,14,"Paxton Lynch sacked by Bruce Irvin for -3 yards. Paxton Lynch fumbles (forced by Bruce Irvin), recovered by Paxton Lynch at DEN-28",1.400,0.320
3,12:25,2,14,DEN 33,0,14,Devontae Booker right guard for 2 yards (tackle by Khalil Mack),0.320,-0.100
3,11:48,3,12,DEN 35,0,14,Paxton Lynch sacked by Denico Autry for -8 yards,-0.100,-1.570
3,11:13,4,20,DEN 27,0,14,"Riley Dixon punts 40 yards, returned by Jalen Richard for 1 yard (tackle by Zaire Anderson)",-1.570,-1.200
3,11:08,1,10,OAK 34,0,14,Marshawn Lynch middle for 2 yards (tackle by Shaquil Barrett),1.200,0.930
3,10:25,2,8,OAK 36,0,14,"Marshawn Lynch middle for no gain (tackle by Justin Simmons). Penalty on Von Miller: Defensive Offside, 5 yards (no play)",0.930,1.600
3,9:54,2,3,OAK 41,0,14,Marshawn Lynch left end for 6 yards (tackle by Todd Davis and Von Miller),1.600,2.060
3,9:11,1,10,OAK 47,0,14,"Derek Carr pass complete short middle to Cordarrelle Patterson for 5 yards (tackle by Darian Stewart). Penalty on Johnny Holton: Offensive Holding, 10 yards",2.060,1.730
3,8:47,1,15,OAK 42,0,14,Derek Carr pass complete short right to Johnny Holton for 6 yards (tackle by Bradley Roby),1.730,1.650
3,8:04,2,9,OAK 48,0,14,Marshawn Lynch middle for -1 yards (tackle by Zach Kerr),1.650,0.000
3,7:17,,,,,,Timeout #1 by Oakland Raiders,0.000,-0.830
3,7:17,3,10,OAK 47,0,14,Derek Carr pass complete deep left to Johnny Holton for 47 yards (tackle by Darian Stewart),0.830,5.830
3,6:27,1,6,DEN 6,0,20,"Derek Carr pass complete short left to Jalen Richard for 6 yards, touchdown",5.830,7.000
3,6:22,,,DEN 15,0,21,"Giorgio Tavecchio kicks extra point good. Penalty on Brendan Langley: Running Into the Kicker, 5 yards",0.000,0.000
3,6:22,,,OAK 40,0,21,"Giorgio Tavecchio kicks off 59 yards, returned by Devontae Booker for 14 yards (tackle by Shalom Luani)",0.000,0.220
3,6:18,1,10,DEN 15,0,21,Jamaal Charles middle for 3 yards (tackle by Treyvon Hester),-0.220,-0.280
3,5:33,2,7,DEN 18,0,21,Paxton Lynch pass complete short left to Demaryius Thomas for 5 yards (tackle by Sean Smith),-0.280,-0.390
3,4:58,3,2,DEN 23,0,21,Paxton Lynch pass complete short right to Emmanuel Sanders for 1 yard (tackle by T.J. Carrie),-0.390,-1.770
,,,,,,,"DEN challenged the short of the line to gain ruling, and the play was upheld.",,
3,4:55,4,1,DEN 24,0,21,"Riley Dixon punts 42 yards, fair catch by T.J. Carrie",-1.770,-1.200
3,4:48,1,10,OAK 34,0,21,Marshawn Lynch left guard for 3 yards (tackle by Brandon Marshall and Domata Peko),1.200,1.060
3,4:04,2,7,OAK 37,0,21,Marshawn Lynch left guard for 6 yards (tackle by Von Miller),1.060,1.160
3,3:21,3,1,OAK 43,0,21,Marshawn Lynch right guard for no gain (tackle by Von Miller),1.160,-0.520
3,2:36,4,1,OAK 43,0,21,"Marquette King punts 51 yards, fair catch by Jordan Taylor",-0.520,0.380
3,2:31,1,10,DEN 7,0,21,Trevor Siemian pass incomplete,-0.380,-0.780
3,2:26,2,10,DEN 7,0,21,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,-0.780,-1.420
3,2:22,3,10,DEN 7,0,21,Trevor Siemian pass complete short right to Emmanuel Sanders for 1 yard (tackle by T.J. Carrie),-1.420,-2.490
3,1:49,4,9,DEN 8,0,21,"Riley Dixon punts 58 yards, returned by Jalen Richard for 8 yards (tackle by Andy Janovich). Penalty on Cory James: Illegal Block Above the Waist, 10 yards",-2.490,-1.070
3,1:37,1,10,OAK 32,0,21,Derek Carr pass complete short right to Cordarrelle Patterson for 13 yards,1.070,1.930
3,1:23,1,10,OAK 45,0,21,Marshawn Lynch left guard for 2 yards (tackle by Domata Peko and Todd Davis),1.930,1.650
3,0:44,2,8,OAK 47,0,21,"Marshawn Lynch left guard for 8 yards (tackle by Zach Kerr). Penalty on Lee Smith: Offensive Holding, 10 yards (no play)",1.650,0.300
3,0:17,2,18,OAK 37,0,21,Derek Carr pass complete short left to DeAndre Washington for 6 yards (tackle by Todd Davis and Justin Simmons),0.300,0.430
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,OAK 43,0,21,Derek Carr pass complete short right to Jalen Richard for 7 yards (tackle by Chris Harris),0.430,-0.060
4,14:17,4,5,,0,21,"Marquette King punts 43 yards, fair catch by Jordan Taylor",-0.060,0.380
4,14:09,1,10,DEN 7,0,21,Trevor Siemian pass incomplete short left intended for Virgil Green,-0.380,-0.780
4,14:04,2,10,DEN 7,0,21,Trevor Siemian pass complete short right to Virgil Green for 16 yards (tackle by Reggie Nelson),-0.780,0.480
4,13:21,1,10,DEN 23,0,21,Trevor Siemian left end for 4 yards (tackle by Reggie Nelson),0.480,0.470
4,12:48,2,6,DEN 27,0,21,Trevor Siemian pass complete short left to Austin Traylor for 34 yards (tackle by Reggie Nelson),0.470,2.980
4,12:11,1,10,OAK 39,0,21,Devontae Booker middle for 3 yards (tackle by NaVorro Bowman and Mario Edwards),2.980,2.850
4,11:45,2,7,OAK 36,0,21,Trevor Siemian pass complete short right to Bennie Fowler for 8 yards (tackle by T.J. Carrie),2.850,3.710
4,11:20,1,10,OAK 28,0,21,Trevor Siemian pass complete short left to Bennie Fowler for 3 yards (tackle by Reggie Nelson),3.710,3.570
4,10:37,2,7,OAK 25,0,21,Trevor Siemian pass incomplete deep middle intended for Austin Traylor,3.570,2.870
4,10:32,3,7,OAK 25,0,21,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders,2.870,1.800
4,10:26,4,7,OAK 25,6,21,"Trevor Siemian pass complete deep right to Cody Latimer for 25 yards, touchdown",1.800,7.000
4,10:21,,,OAK 15,7,21,Brandon McManus kicks extra point good,0.000,0.000
4,10:21,,,DEN 35,7,21,"Brandon McManus kicks onside 13 yards, recovered by Keith McGill",0.000,-2.390
4,10:20,1,10,DEN 48,7,21,Marshawn Lynch left guard for -3 yards (tackle by Zach Kerr),2.390,1.440
4,9:41,2,13,OAK 49,7,21,Derek Carr pass complete short left to Jared Cook for 1 yard (tackle by Justin Simmons),1.440,0.890
4,8:58,3,12,,7,21,Derek Carr pass complete short right to Marshawn Lynch for 26 yards (tackle by Justin Simmons),0.890,3.970
4,8:08,1,10,DEN 24,7,21,Marshawn Lynch right end for 3 yards (tackle by Von Miller),3.970,3.840
4,7:23,2,7,DEN 21,7,21,Marshawn Lynch right guard for 7 yards (tackle by Shelby Harris and Todd Davis),3.840,4.650
4,6:34,1,10,DEN 14,7,21,"Penalty on Jon Feliciano: False Start, 5 yards (no play)",4.650,4.260
4,6:15,1,15,DEN 19,7,21,Derek Carr pass incomplete short left intended for Jared Cook,4.260,3.370
4,6:10,2,15,DEN 19,7,21,Marshawn Lynch middle for 2 yards (tackle by Todd Davis and Shane Ray). Penalty on Marshall Newhouse: Illegal Formation (Declined),3.370,2.930
4,5:55,3,13,DEN 17,7,21,Derek Carr pass incomplete deep left intended for Jared Cook,2.930,2.310
4,5:50,4,13,DEN 17,7,21,Giorgio Tavecchio 35 yard field goal no good,2.310,-0.610
4,5:46,1,10,DEN 25,7,21,Trevor Siemian pass incomplete short left intended for Emmanuel Sanders,0.610,0.060
4,5:42,2,10,DEN 25,7,21,Trevor Siemian middle for 5 yards,0.060,0.040
4,5:17,3,5,DEN 30,7,21,Trevor Siemian pass complete short right to Demaryius Thomas for 6 yards (tackle by Sean Smith),0.040,1.330
4,4:54,1,10,DEN 36,7,21,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,1.330,0.790
4,4:49,2,10,DEN 36,7,21,Trevor Siemian pass incomplete short right intended for Jamaal Charles (defended by Nicholas Morrow),0.790,0.100
4,4:42,3,10,DEN 36,7,21,Trevor Siemian pass complete short middle to Jamaal Charles for 11 yards (tackle by Karl Joseph and T.J. Carrie),0.100,2.060
4,4:14,1,10,DEN 47,7,21,Trevor Siemian sacked by Khalil Mack for -7 yards,2.060,0.570
4,3:43,2,17,DEN 40,7,21,"Trevor Siemian pass incomplete short right intended for Austin Traylor. Penalty on Nicholas Morrow: Defensive Pass Interference, 15 yards (no play)",0.570,2.590
4,3:34,1,10,OAK 45,7,21,Trevor Siemian pass incomplete deep right intended for Cody Latimer,2.590,2.040
4,3:27,2,10,OAK 45,7,21,Trevor Siemian pass complete short left to Cody Latimer for 8 yards (tackle by Sean Smith),2.040,2.410
4,3:19,3,2,OAK 37,7,21,Trevor Siemian pass complete short middle to Cody Latimer for 15 yards (tackle by T.J. Carrie),2.410,4.110
4,2:50,1,10,OAK 22,7,21,Trevor Siemian pass incomplete deep middle intended for Austin Traylor,4.110,3.560
