#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:13,ATL 41,2,1:11,-14,Fumble
2,1,9:57,OAK 33,8,4:42,27,Punt
3,1,4:48,OAK 2,8,4:24,65,Field Goal
4,2,9:51,OAK 20,10,5:40,76,Field Goal
5,2,2:44,ATL 28,2,0:54,28,Touchdown
6,2,0:39,OAK 15,1,0:39,1,End of Half
7,3,15:00,OAK 20,3,1:32,4,Punt
8,3,11:50,OAK 10,6,3:15,33,Punt
9,3,5:06,OAK 20,2,0:42,8,Fumble
10,3,2:31,OAK 20,6,2:55,32,Punt
11,4,13:32,OAK 17,8,4:52,32,Punt
12,4,6:19,OAK 10,6,3:39,62,Interception
13,4,2:40,OAK 20,8,2:00,80,Touchdown
14,4,0:01,,0,0:01,0,End of Game
